YTM	VEGA	DELTA_EXCHANGE_NPV	POSITIONID	STRIKE_REF_SPOT	DELTA_FACTOR	GAMMA	RHO_FACTOR	DELTA	RHO	BPV	REF_DATE	PVBP	GAMMA_FACTOR	SSL_SNAPSHOT_DATE	ANALYTICDATE	THETA	SSL_FEID	VEGA_FACTOR	DELTA_EXCHANGE_LIAB	RISK_NATURE	DELTA_EXCHANGE_CASH	CURRENCY	STEP_LABEL	POSITIONID_FE	STRIKE_REF_VALUE	STRIKE_UNDERLYING	F_DELTA_EXCHANGE	STRIKE_INSTR_VALUE	VOLATILITY	THETA_FACTOR	SSL_COUNTER	RHO1
	-76.1217833818		EQSSVOLOTC | EUR | Equities | Options | Call | IBERDROLA MAR26 CALL 3.891 OTC - EPSILON | 13 MAR 26 | C | E | 3.8910000000 | None | OTC Derivatives_bc5018b8-7710-11e9-9400-98972329be46_TBRX			-32.8021997410		-1827.6003704597	-4205.9944525725		20200831			30200831.0000000000	20200831	2.1854392049	TBRX					EUR	 	EQSSVOLOTC | EUR | Equities | Options | Call | IBERDROLA MAR26 CALL 3.891 OTC - EPSILON | 13 MAR 26 | C | E | 3.8910000000 | None | OTC Derivatives							1.0000000000	42.7399488801
	-108.0749718664		EQSSVOLOTC | EUR | Equities | Options | Call | BNP MAR22 CALL 22.365 OTC - EPSILON | 14 MAR 22 | C | E | 22.3650000000 | None | OTC Derivatives_bc50c06a-7710-11e9-9400-98972329be46_TBRX			-12.9975466014		-1018.7311110376	-848.5271858030		20200831			30200831.0000000000	20200831	12.8924826662	TBRX					EUR	 	EQSSVOLOTC | EUR | Equities | Options | Call | BNP MAR22 CALL 22.365 OTC - EPSILON | 14 MAR 22 | C | E | 22.3650000000 | None | OTC Derivatives							1.0000000000	8.4952380866
	-33921.7900372101		EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_SX5E APR22 P90 - 4521 | 07 APR 22 | P | E | 3094.9000000000 | XXXX | Internal_bbeca890-9e9d-11ea-a0a0-6b77645bee53_TBRX			-15.2066815396		136568.2093990690	256237.2157599939		20200831			30200831.0000000000	20200831	4361.6112715067	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_SX5E APR22 P90 - 4521 | 07 APR 22 | P | E | 3094.9000000000 | XXXX | Internal							1.0000000000	-2646.2607138522
	-21450.0887890498		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E OCT23 C ATM - 4702 | 08 SEP 23 | C | E | 3326.6000000000 | XXXX | Internal_bc03aa04-9e9d-11ea-a0a0-6b77645bee53_TBRX			-7.1898508392		-81408.2041629218	-199460.4233116269		20200831			30200831.0000000000	20200831	1324.4454858532	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E OCT23 C ATM - 4702 | 08 SEP 23 | C | E | 3326.6000000000 | XXXX | Internal							1.0000000000	1921.0647874206
	-10782.0996041447		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EPC CAC40 OCT23 CALL ATM - 4726 | 10 OCT 23 | C | E | 5095.9800000000 | XXXX | Internal_bc0a157e-9e9d-11ea-a0a0-6b77645bee53_TBRX			-2.4400821028		-39888.5749864187	-101651.4107918231		20200831			30200831.0000000000	20200831	643.7606604980	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EPC CAC40 OCT23 CALL ATM - 4726 | 10 OCT 23 | C | E | 5095.9800000000 | XXXX | Internal							1.0000000000	975.7534569249
	21220.3245985125		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EPC SX5E OCT23 CALL CAP - 4716 | 19 OCT 23 | C | E | 4625.6300000000 | XXXX | Internal_bc0cbb76-9e9d-11ea-a0a0-6b77645bee53_TBRX			9.7089811577		44652.7064006859	134658.2269301982		20200831			30200831.0000000000	20200831	-1283.0203867102	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EPC SX5E OCT23 CALL CAP - 4716 | 19 OCT 23 | C | E | 4625.6300000000 | XXXX | Internal							1.0000000000	-1209.3820804979
	-887.0555494976		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EP CED DEC25 SX5E DEC25 CALL50 4Y - 4815 | 23 DEC 22 | C | E | 1493.2650000000 | XXXX | Internal_bc2c1606-9e9d-11ea-a0a0-6b77645bee53_TBRX			-0.0974453729		-14470.6758456177	-14587.7340301125		20200831			30200831.0000000000	20200831	68.8219508116	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EP CED DEC25 SX5E DEC25 CALL50 4Y - 4815 | 23 DEC 22 | C | E | 1493.2650000000 | XXXX | Internal							1.0000000000	146.7419248805
	-1367.8079524508		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EP CED DEC25 SX5E DEC25 CALL50 6Y - 4815 | 23 DEC 24 | C | E | 1493.2650000000 | XXXX | Internal_bc3079da-9e9d-11ea-a0a0-6b77645bee53_TBRX			-0.1207927328		-14037.8454475745	-25865.0710793382		20200831			30200831.0000000000	20200831	57.0526075987	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EP CED DEC25 SX5E DEC25 CALL50 6Y - 4815 | 23 DEC 24 | C | E | 1493.2650000000 | XXXX | Internal							1.0000000000	260.7919823128
	-17403.1818457199		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_FTMIB FEB24 CATM - 4844 | 30 JAN 24 | C | E | 19701.6000000000 | XXXX | Internal_bc3ae96a-9e9d-11ea-a0a0-6b77645bee53_TBRX			-1.3103336879		-57461.6418583145	-148597.8586988465		20200831			30200831.0000000000	20200831	962.7584364946	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_FTMIB FEB24 CATM - 4844 | 30 JAN 24 | C | E | 19701.6000000000 | XXXX | Internal							1.0000000000	1440.2164372660
	-8936.3852433766		EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_EP CED FTMIB JAN25 P90 - 4842 | 29 JAN 25 | P | E | 17794.4000000000 | XXXX | Internal_bc43c8b4-9e9d-11ea-a0a0-6b77645bee53_TBRX			-0.5173923727		23284.0074915835	133632.8309315433		20200831			30200831.0000000000	20200831	420.0679676713	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_EP CED FTMIB JAN25 P90 - 4842 | 29 JAN 25 | P | E | 17794.4000000000 | XXXX | Internal							1.0000000000	-1411.6910771672
	-4788.5265700795		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E JAN24 CATM - 4855 | 24 JAN 24 | C | E | 3159.4300000000 | XXXX | Internal_bc454a04-9e9d-11ea-a0a0-6b77645bee53_TBRX			-1.3529311410		-19089.6048183543	-50168.2077071696		20200831			30200831.0000000000	20200831	261.7160187215	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E JAN24 CATM - 4855 | 24 JAN 24 | C | E | 3159.4300000000 | XXXX | Internal							1.0000000000	485.8685425755
	-254.0095158149		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EP CED SX5E FEB26 C50 2Y - 4866 | 16 FEB 21 | C | E | 1635.2750000000 | XXXX | Internal_bc499c80-9e9d-11ea-a0a0-6b77645bee53_TBRX			-0.0623476923		-17580.1132247591	-3954.1619308166		20200831			30200831.0000000000	20200831	100.7790219686	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EP CED SX5E FEB26 C50 2Y - 4866 | 16 FEB 21 | C | E | 1635.2750000000 | XXXX | Internal							1.0000000000	39.6117739965
	-25850.5082832278		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_FTMIB NOV24 CATM - 4941 | 06 NOV 24 | C | E | 21219.1400000000 | XXXX | Internal_bc655aec-9e9d-11ea-a0a0-6b77645bee53_TBRX			-1.8188924624		-70559.9948927691	-227266.0336738605		20200831			30200831.0000000000	20200831	1176.4873736601	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_FTMIB NOV24 CATM - 4941 | 06 NOV 24 | C | E | 21219.1400000000 | XXXX | Internal							1.0000000000	2173.6959988577
	-3407.4432171549		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E MAY25 CATM - 5002 | 13 MAY 25 | C | E | 3385.7800000000 | XXXX | Internal_bc6decca-9e9d-11ea-a0a0-6b77645bee53_TBRX			-0.8135352405		-10534.6626901804	-38500.6247837256		20200831			30200831.0000000000	20200831	136.4654711510	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E MAY25 CATM - 5002 | 13 MAY 25 | C | E | 3385.7800000000 | XXXX | Internal							1.0000000000	366.5058895565
	-21194.1113374467		EQ-INDEXVOL2 | USD | Equities | Options | Call | OPT_SPX MAY24 CATM - 5052 | 29 MAY 24 | C | E | 2752.0600000000 | XXXX | Internal_bc71ea6e-9e9d-11ea-a0a0-6b77645bee53_TBRX			-0.5825842451		-111900.3391709975	-263700.2065014104		20200831			30200831.0000000000	20200831	684.7142435389	TBRX					USD	 	EQ-INDEXVOL2 | USD | Equities | Options | Call | OPT_SPX MAY24 CATM - 5052 | 29 MAY 24 | C | E | 2752.0600000000 | XXXX | Internal							1.0000000000	2617.4554364563
	-65969.8053858587		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EPC SX6P JUL25 CATM - 5114 | 29 JUL 25 | C | E | 325.1200000000 | XXXX | Internal_bc7b86b4-9e9d-11ea-a0a0-6b77645bee53_TBRX			-30.4155758568		-227176.8264854066	-829824.9399420002		20200831			30200831.0000000000	20200831	2505.8293670020	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EPC SX6P JUL25 CATM - 5114 | 29 JUL 25 | C | E | 325.1200000000 | XXXX | Internal							1.0000000000	7933.1988289913
	-19154.1179696430		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_FTMIB DEC26 CATM - 5398 | 28 DEC 26 | C | E | 23757.6000000000 | XXXX | Internal_bc929b88-9e9d-11ea-a0a0-6b77645bee53_TBRX			-1.0038918760		-39730.8665955125	-188290.9346716259		20200831			30200831.0000000000	20200831	591.7104076720	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_FTMIB DEC26 CATM - 5398 | 28 DEC 26 | C | E | 23757.6000000000 | XXXX | Internal							1.0000000000	1764.4236216779
			EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | I05388 | SEDX | BIT SEDEX_c376abb4-baa1-11e9-a020-091cb4b8f405_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | I05388 | SEDX | BIT SEDEX							1.0000000000	0.0000000000
	-3121.7211923380		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E NOV23 CATM CREDEM - 5003 | 13 NOV 23 | C | E | 3385.7800000000 | XXXX | Internal_c6ba8338-b094-11ea-bdb0-f7127f36688c_TBRX			-1.0202368206		-11256.8060190765	-29298.4749116056		20200831			30200831.0000000000	20200831	181.8761154577	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E NOV23 CATM CREDEM - 5003 | 13 NOV 23 | C | E | 3385.7800000000 | XXXX | Internal							1.0000000000	281.2076550734
	5202.8686538967		EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_SX5E NOV23 PATM CREDEM - 5003 | 13 NOV 23 | P | E | 3385.7800000000 | XXXX | Internal_cfc6621c-b094-11ea-bdb0-f7127f36688c_TBRX			1.7003947009		-24615.5007216024	-98291.1818989570		20200831			30200831.0000000000	20200831	-346.4522052739	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_SX5E NOV23 PATM CREDEM - 5003 | 13 NOV 23 | P | E | 3385.7800000000 | XXXX | Internal							1.0000000000	1026.2036709317
	0.0000000000		EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Call | I06079 | SEDX | BIT SEDEX_d3b7d784-5211-11ea-8640-38c7f938b954_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Call | I06079 | SEDX | BIT SEDEX							1.0000000000	0.0000000000
	-0.0000048114		EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Call | I06078 | SEDX | BIT SEDEX_d3db079a-5211-11ea-8640-38c7f938b954_TBRX			-0.0000000216		-0.0000182612	-0.0000010669		20200831			30200831.0000000000	20200831	0.0000106035	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Call | I06078 | SEDX | BIT SEDEX							1.0000000000	0.0000000103
	-736.9660490566		EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO1O18000 | 19 MAR 21 | P | E | 18000.0000000000 | XDMI | Borsa Italiana IDEM_e996a210-6cd3-11ea-a480-53318575c5c6_TBRX			-0.1659942643		3056.0345457965	1915.1988558765		20200831			30200831.0000000000	20200831	258.9948970338	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO1O18000 | 19 MAR 21 | P | E | 18000.0000000000 | XDMI | Borsa Italiana IDEM							1.0000000000	-19.4562005710
			EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E OCT23 IPB | SEDX | BIT SEDEX_ef538946-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E OCT23 IPB | SEDX | BIT SEDEX							1.0000000000	0.0000000000
			EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EPC FTMIB DEC26 FID | SEDX | BIT SEDEX_f02fc83a-3156-11ea-ad10-0fb8a94cbce7_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EPC FTMIB DEC26 FID | SEDX | BIT SEDEX							1.0000000000	0.0000000000
	7250.7514647725		EQ-INDEXVOL2 | EUR | Equities | Options | Put | OEXD 202112 P 100 | 17 DEC 21 | P | E | 100.0000000000 | XEUR | Eurex NTA_f37ef594-1f30-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	-77375.9471173570		20200831			30200831.0000000000	20200831	-1089.0743224870	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OEXD 202112 P 100 | 17 DEC 21 | P | E | 100.0000000000 | XEUR | Eurex NTA							1.0000000000	777.2863708510
	-3986.8869717244		EQ-INDEXVOL2 | EUR | Equities | Options | Put | OEXD 202112 P 110 | 17 DEC 21 | P | E | 110.0000000000 | XEUR | Eurex NTA_f37f01b0-1f30-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	65674.7621657309		20200831			30200831.0000000000	20200831	598.5247130686	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OEXD 202112 P 110 | 17 DEC 21 | P | E | 110.0000000000 | XEUR | Eurex NTA							1.0000000000	-657.2672425785
	-7724.2184915831		EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202012 P 2900 | 18 DEC 20 | P | E | 2900.0000000000 | XEUR | Eurex NTA_f380ade4-1f30-11e9-a2d0-b3645e528b7a_TBRX			-8.6207078870		33801.2420200366	11161.1926945574		20200831			30200831.0000000000	20200831	4931.1231778091	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202012 P 2900 | 18 DEC 20 | P | E | 2900.0000000000 | XEUR | Eurex NTA							1.0000000000	-113.0997797117
	0.0000000000		EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202012 P 3000 | 18 DEC 20 | P | E | 3000.0000000000 | XEUR | Eurex NTA_f380baaa-1f30-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202012 P 3000 | 18 DEC 20 | P | E | 3000.0000000000 | XEUR | Eurex NTA							1.0000000000	0.0000000000
	-17450.1112259587		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 3200 | 18 DEC 20 | C | E | 3200.0000000000 | XEUR | Eurex NTA_f380ca7c-1f30-11e9-a2d0-b3645e528b7a_TBRX			-28.2821035807		-195911.1535383496	-53235.9708272475		20200831			30200831.0000000000	20200831	10912.5639383160	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 3200 | 18 DEC 20 | C | E | 3200.0000000000 | XEUR | Eurex NTA							1.0000000000	528.8435150578
	8424.0287094266		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 3300 | 18 DEC 20 | C | E | 3300.0000000000 | XEUR | Eurex NTA_f380d594-1f30-11e9-a2d0-b3645e528b7a_TBRX			15.5929100812		83056.4195599709	23045.7743857717		20200831			30200831.0000000000	20200831	-5277.0398824382	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 3300 | 18 DEC 20 | C | E | 3300.0000000000 | XEUR | Eurex NTA							1.0000000000	-228.4215374432
	15266.8534691506		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 3400 | 18 DEC 20 | C | E | 3400.0000000000 | XEUR | Eurex NTA_f380e1e2-1f30-11e9-a2d0-b3645e528b7a_TBRX			32.2127360151		132407.3527061798	37443.7971312883		20200831			30200831.0000000000	20200831	-9574.6267284463	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 3400 | 18 DEC 20 | C | E | 3400.0000000000 | XEUR | Eurex NTA							1.0000000000	-370.0596245405
	696.3139915889		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 4000 | 18 DEC 20 | C | E | 4000.0000000000 | XEUR | Eurex NTA_f3810384-1f30-11e9-a2d0-b3645e528b7a_TBRX			2.3884095080		3042.5791156419	929.5342218498		20200831			30200831.0000000000	20200831	-433.1805657848	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 4000 | 18 DEC 20 | C | E | 4000.0000000000 | XEUR | Eurex NTA							1.0000000000	-8.9348972167
	-13128.6266938368		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 2500 | 18 DEC 20 | C | E | 2500.0000000000 | XEUR | Eurex NTA_f38130fc-1f30-11e9-a2d0-b3645e528b7a_TBRX			-9.2978534141		-393445.2287795499	-87759.6209383068		20200831			30200831.0000000000	20200831	8014.9738991827	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 2500 | 18 DEC 20 | C | E | 2500.0000000000 | XEUR | Eurex NTA							1.0000000000	877.5266212547
	89.2519276752		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 4400 | 18 DEC 20 | C | E | 4400.0000000000 | XEUR | Eurex NTA_f38258c4-1f30-11e9-a2d0-b3645e528b7a_TBRX			0.3177635117		283.3893203800	88.8208783661		20200831			30200831.0000000000	20200831	-54.6072010594	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202012 C 4400 | 18 DEC 20 | C | E | 4400.0000000000 | XEUR | Eurex NTA							1.0000000000	-0.8391093016
	0.0000000000		EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202112 P 2500 | 17 DEC 21 | P | E | 2500.0000000000 | XEUR | Eurex NTA_f3833fdc-1f30-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202112 P 2500 | 17 DEC 21 | P | E | 2500.0000000000 | XEUR | Eurex NTA							1.0000000000	0.0000000000
	-60107.4473144155		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 2800 | 17 DEC 21 | C | E | 2800.0000000000 | XEUR | Eurex NTA_f3835a4e-1f30-11e9-a2d0-b3645e528b7a_TBRX			-24.1298908705		-478597.2543725811	-470874.3094099600		20200831			30200831.0000000000	20200831	8539.3050525045	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 2800 | 17 DEC 21 | C | E | 2800.0000000000 | XEUR | Eurex NTA							1.0000000000	4673.6730774364
	0.0000000000		EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202112 P 3000 | 17 DEC 21 | P | E | 3000.0000000000 | XEUR | Eurex NTA_f3837664-1f30-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202112 P 3000 | 17 DEC 21 | P | E | 3000.0000000000 | XEUR | Eurex NTA							1.0000000000	0.0000000000
	23793.2796305162		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 4000 | 17 DEC 21 | C | E | 4000.0000000000 | XEUR | Eurex NTA_f383887a-1f30-11e9-a2d0-b3645e528b7a_TBRX			23.1465598749		81524.5825134656	102122.7979349554		20200831			30200831.0000000000	20200831	-3470.4502611542	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 4000 | 17 DEC 21 | C | E | 4000.0000000000 | XEUR | Eurex NTA							1.0000000000	-962.3399567254
	0.0168954533		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 6000 | 17 DEC 21 | C | E | 6000.0000000000 | XEUR | Eurex NTA_f3839400-1f30-11e9-a2d0-b3645e528b7a_TBRX			0.0000201316		0.0263756900	0.0384640071		20200831			30200831.0000000000	20200831	-0.0024729801	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 6000 | 17 DEC 21 | C | E | 6000.0000000000 | XEUR | Eurex NTA							1.0000000000	-0.0003257449
	15529.0759903472		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 3100 | 17 DEC 21 | C | E | 3100.0000000000 | XEUR | Eurex NTA_f447c802-1f30-11e9-a2d0-b3645e528b7a_TBRX			7.9461562944		97939.5905058892	103908.1245724879		20200831			30200831.0000000000	20200831	-2225.9291168780	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 3100 | 17 DEC 21 | C | E | 3100.0000000000 | XEUR | Eurex NTA							1.0000000000	-1024.0716666226
	4593.7201300853		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OEXD 202212 C 80 | 16 DEC 22 | C | E | 80.0000000000 | XEUR | Eurex NTA_f447ff98-1f30-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	53817.4940798206		20200831			30200831.0000000000	20200831	-390.1227984441	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OEXD 202212 C 80 | 16 DEC 22 | C | E | 80.0000000000 | XEUR | Eurex NTA							1.0000000000	-522.5486740011
	0.0000000000		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202206 C 4000 | 17 JUN 22 | C | E | 4000.0000000000 | XEUR | Eurex NTA_b6c5eb36-963f-11e9-a180-91725b79faed_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202206 C 4000 | 17 JUN 22 | C | E | 4000.0000000000 | XEUR | Eurex NTA							1.0000000000	0.0000000000
	-1944.9859207812		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E FEB22 CATM PKB - 3328 | 14 FEB 22 | C | E | 3488.0800000000 | XXXX | Internal_bb135d06-9e9d-11ea-a0a0-6b77645bee53_TBRX			-1.2642851042		-9016.8210307686	-11677.4200686253		20200831			30200831.0000000000	20200831	251.0536649544	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E FEB22 CATM PKB - 3328 | 14 FEB 22 | C | E | 3488.0800000000 | XXXX | Internal							1.0000000000	113.1696189655
	448.6427929799		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E FEB22 CCAP PKB - 3328 | 14 FEB 22 | C | E | 4325.2192000000 | XXXX | Internal_bb200b28-9e9d-11ea-a0a0-6b77645bee53_TBRX			0.4444929877		1258.2789638992	1847.6584326481		20200831			30200831.0000000000	20200831	-58.6543345751	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E FEB22 CCAP PKB - 3328 | 14 FEB 22 | C | E | 4325.2192000000 | XXXX | Internal							1.0000000000	-16.9816175493
	0.0000000000		EQ-INDEXVOL2 | USD | Equities | Options | Call | OPT_DJGT SEP20 CCAP - 3549 | 03 SEP 20 | C | E | 318.0240000000 | XXXX | Internal_bb39c176-9e9d-11ea-a0a0-6b77645bee53_TBRX			0.0000000000		22758.9849631200	375.5833442158		20200831			30200831.0000000000	20200831	-3.6318297094	TBRX					USD	 	EQ-INDEXVOL2 | USD | Equities | Options | Call | OPT_DJGT SEP20 CCAP - 3549 | 03 SEP 20 | C | E | 318.0240000000 | XXXX | Internal							1.0000000000	-3.7562491717
	74.6184182374		EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_EP3 SXDP SEPT20 BDT PUT ATM - 3569 | 23 SEP 20 | P | E | 740.8100000000 | XXXX | Internal_bb409dd4-9e9d-11ea-a0a0-6b77645bee53_TBRX			0.2317293034		-350.5885864120	-21.6034678564		20200831			30200831.0000000000	20200831	-208.7430447077	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_EP3 SXDP SEPT20 BDT PUT ATM - 3569 | 23 SEP 20 | P | E | 740.8100000000 | XXXX | Internal							1.0000000000	0.2179745414
	0.0083909740		EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EP3 SXDP SEPT20 BDT CALL 144 - 3569 | 23 SEP 20 | C | E | 1066.7664000000 | XXXX | Internal_bb449b82-9e9d-11ea-a0a0-6b77645bee53_TBRX			0.0001174424		0.0434813070	0.0026818264		20200831			30200831.0000000000	20200831	-0.0182458257	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EP3 SXDP SEPT20 BDT CALL 144 - 3569 | 23 SEP 20 | C | E | 1066.7664000000 | XXXX | Internal							1.0000000000	-0.0000258530
	26369.0851231279		EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_STXE OCT21 PATM - 3587 | 26 OCT 21 | P | E | 3418.2300000000 | XXXX | Internal_bb497bde-9e9d-11ea-a0a0-6b77645bee53_TBRX			19.6479410727		-196319.0627262125	-268281.1868583899		20200831			30200831.0000000000	20200831	-4791.8602707031	TBRX					EUR	 	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_STXE OCT21 PATM - 3587 | 26 OCT 21 | P | E | 3418.2300000000 | XXXX | Internal							1.0000000000	2742.4320613278
