YTM	VEGA	DELTA_EXCHANGE_NPV	POSITIONID	STRIKE_REF_SPOT	DELTA_FACTOR	GAMMA	RHO_FACTOR	DELTA	RHO	BPV	REF_DATE	PVBP	GAMMA_FACTOR	SSL_SNAPSHOT_DATE	ANALYTICDATE	THETA	SSL_FEID	VEGA_FACTOR	DELTA_EXCHANGE_LIAB	RISK_NATURE	DELTA_EXCHANGE_CASH	CURRENCY	STEP_LABEL	POSITIONID_FE	STRIKE_REF_VALUE	STRIKE_UNDERLYING	F_DELTA_EXCHANGE	STRIKE_INSTR_VALUE	VOLATILITY	THETA_FACTOR	SSL_COUNTER	RHO1
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | ROKU INC | XNAS | Reuters Elektron_5a3e5ec6-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-339.7200000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | ROKU INC | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | IBM USD | XNYS | Virtu_5a489350-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | IBM USD | XNYS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | MICROSOFT USD | XNAS | Virtu_5a59e6b4-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		1215.1350000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | MICROSOFT USD | XNAS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | AMAZON USD | XNAS | Virtu_5a6517a0-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		2640.9278000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | AMAZON USD | XNAS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | TEVA PHRMA INDUS | XNYS | Virtu_5a71a6aa-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-857.6304500000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | TEVA PHRMA INDUS | XNYS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | CITRIX SYSTEMS | XNAS | Reuters Elektron_5a79c9de-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		1374.7702500000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | CITRIX SYSTEMS | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | JD.COM INC ADR | XNAS | Virtu_5a8158f2-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | JD.COM INC ADR | XNAS | Virtu							1.0000000000	0.0000000000
			EPSILON | CHF | Equities | Equities | Common/Ordinary shares | DUFRY AG | XSWX | Virtu_5aa40d2a-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		27.3450000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					CHF	 	EPSILON | CHF | Equities | Equities | Common/Ordinary shares | DUFRY AG | XSWX | Virtu							1.0000000000	0.0000000000
			EPSILON | CHF | Equities | Equities | Common/Ordinary shares | CS GROUP AG | XSWX | Virtu_5aa94920-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		758.3247500000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					CHF	 	EPSILON | CHF | Equities | Equities | Common/Ordinary shares | CS GROUP AG | XSWX | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | ALPHABET INC A USD | XNAS | Reuters Elektron_5aaeba40-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-652.8900000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | ALPHABET INC A USD | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | FISERV INC | XNAS | Reuters Elektron_5ac11fc8-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-300.2550000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | FISERV INC | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | GBP | Equities | Equities | Common/Ordinary shares | BHP GROUP | XLON | LSE Millennium_5ac3f504-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					GBP	 	EPSILON | GBP | Equities | Equities | Common/Ordinary shares | BHP GROUP | XLON | LSE Millennium							1.0000000000	0.0000000000
			EPSILON | CHF | Equities | Equities | Common/Ordinary shares | ROCHE HOLD. | XSWX | Reuters Elektron_5ad0a63c-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-727.2025000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					CHF	 	EPSILON | CHF | Equities | Equities | Common/Ordinary shares | ROCHE HOLD. | XSWX | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | BRISTOL MYERS SQ | XNYS | Reuters Elektron_5ad1f3ac-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | BRISTOL MYERS SQ | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | MACYS ORD | XNYS | Virtu_5aecf5bc-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | MACYS ORD | XNYS | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | PAYCOM SOFTWARE | XNYS | Virtu_5aefea92-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		150.8175000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | PAYCOM SOFTWARE | XNYS | Virtu							1.0000000000	0.0000000000
			EPSILON | CHF | Equities | Equities | Common/Ordinary shares | NOVARTIS N | XSWX | Virtu_5af042ee-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		2347.6500000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					CHF	 	EPSILON | CHF | Equities | Equities | Common/Ordinary shares | NOVARTIS N | XSWX | Virtu							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | TESLA USD | XNAS | Virtu_5af4abae-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | TESLA USD | XNAS | Virtu							1.0000000000	0.0000000000
			EPSILON | CHF | Equities | Equities | Common/Ordinary shares | NESTLE SA | XSWX | Virtu_5b1fceb0-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		355.8100000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					CHF	 	EPSILON | CHF | Equities | Equities | Common/Ordinary shares | NESTLE SA | XSWX | Virtu							1.0000000000	0.0000000000
			EPSILON | GBP | Equities | Equities | Common/Ordinary shares | MARKS & SP. | XLON | LSE Millennium_5b26a8de-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					GBP	 	EPSILON | GBP | Equities | Equities | Common/Ordinary shares | MARKS & SP. | XLON | LSE Millennium							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | ABBVIE | XNYS | Virtu_65df8370-6b39-11e9-8c20-03883f21236d_TBRX			0.0000000000		1047.4200000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | ABBVIE | XNYS | Virtu							1.0000000000	0.0000000000
			EPSILON | EUR | Equities | Equities | Common/Ordinary shares | REMY COINTREAU | XPAR | Euronext Optiq_6e46427e-1f2b-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EPSILON | EUR | Equities | Equities | Common/Ordinary shares | REMY COINTREAU | XPAR | Euronext Optiq							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Common/Ordinary shares | Wheaton Precious Metals | XNYS | Reuters Elektron_a24f29d8-9b4f-11ea-01bc-667648a911b7_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Common/Ordinary shares | Wheaton Precious Metals | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | USD | Equities | Equities | Units | iShares Trust iShares ESG MSCI USA ETF | ARCX | Virtu_a8c5a033-3d16-11ea-29eb-cbc66dd5ac8f_TBRX			0.0000000000		1078.2450000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	EPSILON | USD | Equities | Equities | Units | iShares Trust iShares ESG MSCI USA ETF | ARCX | Virtu							1.0000000000	0.0000000000
			EPSILON | SEK | Equities | Equities | Common/Ordinary shares | EQTAB | XSTO | Reuters Elektron_d7be9152-434b-11ea-ba6b-bffbb95b5697_TBRX			0.0000000000		359.1280000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					SEK	 	EPSILON | SEK | Equities | Equities | Common/Ordinary shares | EQTAB | XSTO | Reuters Elektron							1.0000000000	0.0000000000
			EPSILON | EUR | Equities | Equities | Common/Ordinary shares | PAH3 | XETR | Xetra T7_e339bafc-1f2b-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EPSILON | EUR | Equities | Equities | Common/Ordinary shares | PAH3 | XETR | Xetra T7							1.0000000000	0.0000000000
			EPSILON | EUR | Equities | Equities | Common/Ordinary shares | BAMI | MTAA | BIT MTA_ef9d1268-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EPSILON | EUR | Equities | Equities | Common/Ordinary shares | BAMI | MTAA | BIT MTA							1.0000000000	0.0000000000
			EPSILON | EUR | Equities | Equities | Common/Ordinary shares | HEIDELBERGCEMENT | XETR | Xetra T7_ef9fb842-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EPSILON | EUR | Equities | Equities | Common/Ordinary shares | HEIDELBERGCEMENT | XETR | Xetra T7							1.0000000000	0.0000000000
			EPSILON | EUR | Equities | Equities | Common/Ordinary shares | SPM | MTAA | BIT MTA_efa1b1c4-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EPSILON | EUR | Equities | Equities | Common/Ordinary shares | SPM | MTAA | BIT MTA							1.0000000000	0.0000000000
			EPSILON | EUR | Equities | Equities | Common/Ordinary shares | ENGIE | XPAR | Euronext Optiq_efa315d2-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-586.8750000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EPSILON | EUR | Equities | Equities | Common/Ordinary shares | ENGIE | XPAR | Euronext Optiq							1.0000000000	0.0000000000
			EPSILON | EUR | Equities | Equities | Common/Ordinary shares | DEUTSCHE BANK | XETR | Reuters Elektron_efa3973c-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	EPSILON | EUR | Equities | Equities | Common/Ordinary shares | DEUTSCHE BANK | XETR | Reuters Elektron							1.0000000000	0.0000000000
			ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | DOMINOS PIZZA | XNYS | Reuters Elektron_25059a80-514c-11e9-b8d0-ec23cf8de3db_TBRX			0.0000000000		-9840.4800000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | DOMINOS PIZZA | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | SALESFORCE COM | XNYS | Virtu_5a5c3748-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-2675.8500000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | SALESFORCE COM | XNYS | Virtu							1.0000000000	0.0000000000
			ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | STARBUCKS USD | XNAS | Virtu_5a86ce0e-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | STARBUCKS USD | XNAS | Virtu							1.0000000000	0.0000000000
			ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | BOEING USD | XNYS | Reuters Elektron_5b03de30-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | BOEING USD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | ACCOR | XPAR | Euronext Optiq_6e458e92-1f2b-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | ACCOR | XPAR | Euronext Optiq							1.0000000000	0.0000000000
			ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | RANDSTAD NV | XAMS | Euronext Optiq_6e48a186-1f2b-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | RANDSTAD NV | XAMS | Euronext Optiq							1.0000000000	0.0000000000
			ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | PRY | MTAA | BIT MTA_ef9c97c0-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | PRY | MTAA | BIT MTA							1.0000000000	0.0000000000
			ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | AZM | MTAA | BIT MTA_ef9e7360-1f2a-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					EUR	 	ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | AZM | MTAA | BIT MTA							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | First Merchants Corporation | XNAS | Reuters Elektron_455aa72a-7a81-11ea-1eaf-fcfe3245e49d_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | First Merchants Corporation | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | XOG | XNAS | Reuters Elektron_467510cb-32e8-11ea-6b5a-6641d3ff42bb_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | XOG | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | J & J Snack Foods | XNAS | Reuters Elektron_481c79d2-9458-11ea-cf25-d0914cfd53a1_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | J & J Snack Foods | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Parsons Corp | XNYS | Reuters Elektron_4ebe8d40-63c1-11ea-0d74-37ce5279179c_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Parsons Corp | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | AMEDICAL | XNAS | Reuters Elektron_4fe28d60-6e8e-11ea-c3a3-f39d0e896d95_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | AMEDICAL | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Matador Resources Co | XNYS | Reuters Elektron_507fad40-8b67-11e9-a1d0-133a5e4a04ed_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Matador Resources Co | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Mrtn | XNAS | Reuters Elektron_53d16672-99f9-11ea-2035-75c86b6be38f_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Mrtn | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | PARK HOTELS RES | XNYS | Reuters Elektron_5a392078-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | PARK HOTELS RES | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | MASTERCARD I ORD | XNYS | Reuters Elektron_5a4538b8-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | MASTERCARD I ORD | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SOUTHERN | XNYS | Reuters Elektron_5a4a1950-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SOUTHERN | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | UDR INC | XNYS | Reuters Elektron_5a4c8460-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | UDR INC | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ALASKA AIR GROUP | XNYS | Reuters Elektron_5a4f8c6e-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ALASKA AIR GROUP | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CARNIVAL CORP | XNYS | Reuters Elektron_5a53b334-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CARNIVAL CORP | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ZION BNCORPRT NA | XNAS | Reuters Elektron_5a56adaa-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ZION BNCORPRT NA | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | VARIAN MEDICAL | XNYS | Reuters Elektron_5a589cfa-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | VARIAN MEDICAL | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | DOLLAR GNRL CORP | XNYS | Reuters Elektron_5a5aa43c-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | DOLLAR GNRL CORP | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ROCKWELL AUTOMAT | XNYS | Virtu_5a5cd2ac-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		-324.7159500000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ROCKWELL AUTOMAT | XNYS | Virtu							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | HELMERICH PAYNE | XNYS | Reuters Elektron_5a5f982a-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | HELMERICH PAYNE | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | HONEYWELL INTL | XNYS | Reuters Elektron_5a63f9ba-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | HONEYWELL INTL | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | NORTHROP GRUMMAN CORP | XNYS | Reuters Elektron_5a680da2-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | NORTHROP GRUMMAN CORP | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | AMERISOURCEBERGN | XNYS | Reuters Elektron_5a69334e-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | AMERISOURCEBERGN | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ONEOK INC | XNYS | Virtu_5a69cf5c-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		128.1584000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ONEOK INC | XNYS | Virtu							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | PIONEER NAT | XNYS | Reuters Elektron_5a6a1ce6-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | PIONEER NAT | XNYS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CHECK PT SFTWRE | XNAS | Reuters Elektron_5a6ee1e0-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CHECK PT SFTWRE | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CDK GLOBAL ORD | XNAS | Reuters Elektron_5a71df58-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CDK GLOBAL ORD | XNAS | Reuters Elektron							1.0000000000	0.0000000000
			RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | LINCOLN NATL | XNYS | Reuters Elektron_5a735ce8-1f2e-11e9-a2d0-b3645e528b7a_TBRX			0.0000000000		0.0000000000	0.0000000000		20200831			30200831.0000000000	20200831	0.0000000000	TBRX					USD	 	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | LINCOLN NATL | XNYS | Reuters Elektron							1.0000000000	0.0000000000
