Bof_20200828
CURRENCY	CURVE_PILLAR	CURVE_PILLAR_MAT	CURVE_PILLAR_SPLIT	CURVE_PILLAR_START	CURVE_PILLAR_START_LABEL	CURVE_PILLAR_STRIKE	MARKET_RATE	OPTION_STRIKE	POSITIONID	REF_DATE	REFMARKET	RISK_NATURE	SENSITIVITYDATE	UNDERLYING	UNDERLYING_MKT	VEGA	VOLATILITY_CATEGORY	VOLATILITY_GROUP	VOLATILITY_TYPE	VOLATILITY_GROUP_TYPE	VOLATILITY_GROUP_ID	TBRICKS_INSTRUMENT_ID	MIC_JOIN_MKT_ATTR
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | JPMORGAN CHASE USD | XNYS | Reuters Elektron	2020-08-28	XNYS	GrandTotal	2020-08-28			0						2509f5a8-514c-11e9-b8d0-ec23cf8de3db	XNYS
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SNAP INC A | XNYS | Reuters Elektron	2020-08-28	XNYS	GrandTotal	2020-08-28			0						5a41d9b6-1f2e-11e9-a2d0-b3645e528b7a	XNYS
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | YANDEX N V CL A | XNAS | Reuters Elektron	2020-08-28	XNAS	GrandTotal	2020-08-28			0						5abb2424-1f2e-11e9-a2d0-b3645e528b7a	XNAS
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SAIA INC COM | XNAS | Reuters Elektron	2020-08-28	XNAS	GrandTotal	2020-08-28			0						25810d50-514c-11e9-b8d0-ec23cf8de3db	XNAS
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ALKERMES PLC | XNAS | Reuters Elektron	2020-08-28	XNAS	GrandTotal	2020-08-28			0						25195c28-514c-11e9-b8d0-ec23cf8de3db	XNAS
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Federated Hermes | XNYS | Reuters Elektron	2020-08-28	XNYS	GrandTotal	2020-08-28			0						c158f0b4-6f8b-11ea-18cd-7da34f056eb6	XNYS
EUR								9.8	EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06135 | SEDX | BIT SEDEX	2020-08-28	SEDX	Total	2020-08-28			-631.5720196973983		ENEL_ENEL risk fixed expiry			e46ebb7c-39d7-11e9-a900-eb52c95dd479	d3b27c6c-5211-11ea-8640-38c7f938b954	SEDX
EUR								60	EQ_SSVOL | EUR | Equities | Options | Put | DAI 202012 P 60 | 18 DEC 20 | P | A | 60.0000000000 | XEUR | Eurex NTA	2020-08-28	XEUR	Total	2020-08-28			-5796.963796920664		3_DCXGn_3_DCXGn risk fixed expiry			db1fbcec-39d7-11e9-a900-eb52c95dd479	f46a0b38-1f30-11e9-a2d0-b3645e528b7a	XEUR
EUR								26.5	EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I05887 | SEDX | BIT SEDEX	2020-08-28	SEDX	Total	2020-08-28			0		AZM_AZM risk fixed expiry			ea1481f6-39d7-11e9-a900-eb52c95dd479	407a27f4-1659-11ea-b3f0-689a4e2fd020	SEDX
EUR								16	EQ_SSVOL | EUR | Equities | Options | Call | ATL0I16 | 18 SEP 20 | C | A | 16.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			-12.348485253925986		ATL_ATL risk fixed expiry			e911854c-39d7-11e9-a900-eb52c95dd479	323526f6-e5a5-11e9-80e0-42d88dbc676c	XDMI
EUR								5	EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06236 | SEDX | BIT SEDEX	2020-08-28	SEDX	Total	2020-08-28			-0.011958494256504906		SPM_SPM risk fixed expiry			d001b7d4-39d7-11e9-a900-eb52c95dd479	d3a491ce-5211-11ea-8640-38c7f938b954	SEDX
EUR								2.4	EQ_SSVOL | EUR | Equities | Options | Call | SPM0I2.40 | 18 SEP 20 | C | A | 2.4000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			0.1097969186801399		SPM_SPM risk fixed expiry			d001b7d4-39d7-11e9-a900-eb52c95dd479	9fc2a6a0-5d1c-11ea-9b10-1e6079c4b3f4	XDMI
EUR								5.8	EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I05906 | SEDX | BIT SEDEX	2020-08-28	SEDX	Total	2020-08-28			-0.22187147665543877		BPE_BPE risk fixed expiry			d020996a-39d7-11e9-a900-eb52c95dd479	4055bfa4-1659-11ea-b3f0-689a4e2fd020	SEDX
EUR								8.4	EQ_SSVOL | EUR | Equities | Options | Call | ENEL1L8.40 | 17 DEC 21 | C | A | 8.4000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			-30845.26335077066		ENEL_ENEL risk fixed expiry			e46ebb7c-39d7-11e9-a900-eb52c95dd479	4c7d63ca-1f30-11e9-a2d0-b3645e528b7a	XDMI
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | AMALGAMATED BANK | XNAS | Reuters Elektron	2020-08-28	XNAS	GrandTotal	2020-08-28			0						7a8e1bdd-475f-11ea-df8a-9338a991efa6	XNAS
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Tenaris SA | XNYS | Reuters Elektron	2020-08-28	XNYS	GrandTotal	2020-08-28			0						e03b905e-0176-11ea-da1a-52882e817a92	XNYS
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SQUARE INC. A | XNYS | Reuters Elektron	2020-08-28	XNYS	GrandTotal	2020-08-28			0						5a6e845c-1f2e-11e9-a2d0-b3645e528b7a	XNYS
EUR								12	EQ_SSVOL | EUR | Equities | Options | Call | UCG0L12 | 18 DEC 20 | C | A | 12.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			-5.915453398223028		UCG_UCG risk fixed expiry			db317d74-39d7-11e9-a900-eb52c95dd479	4d979a46-1f30-11e9-a2d0-b3645e528b7a	XDMI
EUR								8	EQ_SSVOL | EUR | Equities | Options | Call | PST0L8 | 18 DEC 20 | C | A | 8.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			8.448311210828157		PST_PST risk fixed expiry			da19ee94-39d7-11e9-a900-eb52c95dd479	9849466a-494d-11e9-9970-3027219c6795	XDMI
EUR								9.72	EQ_SSVOL | EUR | Equities | Options | Put | GZF 202212 P 9.72 | 16 DEC 22 | P | A | 9.7200000000 | XEUR | Eurex NTA	2020-08-28	XEUR	Total	2020-08-28			-30.597156783404614		1_ENGI_1_ENGI risk fixed expiry			e3d50978-39d7-11e9-a900-eb52c95dd479	f55a896e-1f30-11e9-a2d0-b3645e528b7a	XEUR
EUR								7.6000000000000005	EQ_SSVOL | EUR | Equities | Options | Put | MB1X7.60 | 17 DEC 21 | P | A | 7.6000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			-33.14491127955025		MB_MB risk fixed expiry			dd5b85c2-39d7-11e9-a900-eb52c95dd479	97d53f7c-494d-11e9-9970-3027219c6795	XDMI
EUR								18	EQ_SSVOL | EUR | Equities | Options | Call | FIA5 202012 C 18 | 17 DEC 20 | C | A | 18.0000000000 | XEUR | Eurex NTA	2020-08-28	XEUR	Total	2020-08-28			-1211.5366803860425		F_F risk fixed expiry			cd7b65b4-39d7-11e9-a900-eb52c95dd479	ceda4f7e-7abe-11e9-93a0-717379cb6458	XEUR
EUR								28	EQ_SSVOL | EUR | Equities | Options | Call | AXA 202009 C 28 | 18 SEP 20 | C | A | 28.0000000000 | XEUR | Eurex NTA	2020-08-28	XEUR	Total	2020-08-28			39.34874458648394		1_AXAF_1_AXAF risk fixed expiry			e8526982-39d7-11e9-a900-eb52c95dd479	b487d216-ddc1-11e9-9eb0-e7766f5ef7bc	XEUR
EUR								76	EQ_SSVOL | EUR | Equities | Options | Call | BAY 202106 C 76 | 18 JUN 21 | C | A | 76.0000000000 | XEUR | Eurex NTA	2020-08-28	XEUR	Total	2020-08-28			-42690.63908842162		3_BAYG_3_BAYG risk fixed expiry			cd7119d8-39d7-11e9-a900-eb52c95dd479	f5f6f2fe-1f30-11e9-a2d0-b3645e528b7a	XEUR
EUR								15	EQ_SSVOL | EUR | Equities | Options | Call | FCA0L15 | 18 DEC 20 | C | A | 15.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			281.30144668570284		F_F risk fixed expiry			cd7b65b4-39d7-11e9-a900-eb52c95dd479	4c550da8-1f30-11e9-a2d0-b3645e528b7a	XDMI
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Under Armour Inc | XNYS | Reuters Elektron	2020-08-28	XNYS	GrandTotal	2020-08-28			0						5afba71a-1f2e-11e9-a2d0-b3645e528b7a	XNYS
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | United insurance holdings | XNAS | Reuters Elektron	2020-08-28	XNAS	GrandTotal	2020-08-28			0						14e3a534-723a-11e9-8560-a8a9a83b899d	XNAS
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | NMI Holdings Inc | XNAS | Reuters Elektron	2020-08-28	XNAS	GrandTotal	2020-08-28			0						ea3867f3-eff2-11e9-8a76-689ad0275c8f	XNAS
USD									RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | FIVE BELOW INC | XNAS | Reuters Elektron	2020-08-28	XNAS	GrandTotal	2020-08-28			0						5ae6b53a-1f2e-11e9-a2d0-b3645e528b7a	XNAS
EUR								140	EQ_SSVOL | EUR | Equities | Options | Put | BAS 202012 P 140 | 18 DEC 20 | P | A | 140.0000000000 | XEUR | Eurex NTA	2020-08-28	XEUR	Total	2020-08-28			-0.021861942065736235		3_BASF_3_BASF risk fixed expiry			ea49dcfc-39d7-11e9-a900-eb52c95dd479	f4cbf7d0-1f30-11e9-a2d0-b3645e528b7a	XEUR
EUR								10.5	EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06140 | SEDX | BIT SEDEX	2020-08-28	SEDX	Total	2020-08-28			-69.6414256265334		ENEL_ENEL risk fixed expiry			e46ebb7c-39d7-11e9-a900-eb52c95dd479	d3a6c9a8-5211-11ea-8640-38c7f938b954	SEDX
EUR								14	EQ_SSVOL | EUR | Equities | Options | Call | G1F14 | 18 JUN 21 | C | A | 14.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			-4.123025869267348		G_G risk fixed expiry			68108c90-5160-11e9-ba50-ab25f5c0111b	4df384a0-1f30-11e9-a2d0-b3645e528b7a	XDMI
EUR								12.5	EQ_SSVOL | EUR | Equities | Options | Put | ENI0X12.50 | 18 DEC 20 | P | A | 12.5000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			0.08985183281405236		ENI_ENI risk fixed expiry			e6a3c842-39d7-11e9-a900-eb52c95dd479	fe95e68e-2553-11ea-af50-2dba816f6810	XDMI
EUR								7.2	EQ_SSVOL | EUR | Equities | Options | Call | MB0I7.20 | 18 SEP 20 | C | A | 7.2000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			23.083482138496898		MB_MB risk fixed expiry			dd5b85c2-39d7-11e9-a900-eb52c95dd479	f48dc888-4654-11ea-8e40-bbe3d66bc088	XDMI
EUR								5.5217	EQSSVOLOTC | EUR | Equities | Options | Call | PIRC I5.5217 Sep22 - OTC - ISP BtB | 26 SEP 22 | C | E | 5.5217000000 | XXXX | OTC Derivatives	2020-08-28	XXXX	Total	2020-08-28			-89371.31147518259		PIRC_PIRC risk fixed expiry			de5dbbc0-39d7-11e9-a900-eb52c95dd479	9df61c74-dede-11e9-b210-46dcbf42c172	XXXX
EUR									EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | AXA | XPAR | Euronext Optiq	2020-08-28	XPAR	GrandTotal	2020-08-28			0						efa1213c-1f2a-11e9-a2d0-b3645e528b7a	XPAR
EUR								3313.68	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_SX5E FEB22 P95 PKB - 3328 | 14 FEB 22 | P | E | 3313.6800000000 | XXXX | Internal	2020-08-28	XXXX	Total	2020-08-28			-11154.624446879523		DJES50_DJES50 risk fixed expiry			cf4df320-39d7-11e9-a900-eb52c95dd479	bb267de6-9e9d-11ea-a0a0-6b77645bee53	XXXX
EUR								1300	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OEDV 202112 P 1300 | 17 DEC 21 | P | E | 1300.0000000000 | XEUR | Eurex NTA	2020-08-28	XEUR	Total	2020-08-28			295733.06625319464		0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry			eb0581d0-3b41-11e9-93b0-dcd608f6e958	3da28c04-61ce-11ea-bc20-eddd0e07b602	XEUR
EUR								3361.05	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E MAY24 CATM - 4996 | 08 MAY 24 | C | E | 3361.0500000000 | XXXX | Internal	2020-08-28	XXXX	Total	2020-08-28			-80806.68097220616		DJES50_DJES50 risk fixed expiry			cf4df320-39d7-11e9-a900-eb52c95dd479	bc6b6dec-9e9d-11ea-a0a0-6b77645bee53	XXXX
EUR								3300	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202312 C 3300 | 15 DEC 23 | C | E | 3300.0000000000 | XEUR | Eurex NTA	2020-08-28	XEUR	Total	2020-08-28			0		DJES50_DJES50 risk fixed expiry			cf4df320-39d7-11e9-a900-eb52c95dd479	f44a000e-1f30-11e9-a2d0-b3645e528b7a	XEUR
EUR								325.12	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_EPC SX6P JUL25 CATM - 5114 | 29 JUL 25 | C | E | 325.1200000000 | XXXX | Internal	2020-08-28	XXXX	Total	2020-08-28			-350800.3768645739		0_DJ_UTI_0_DJ_UTI risk fixed expiry			49f308d6-b36d-11e9-b550-9403f430e0d1	bc7b86b4-9e9d-11ea-a0a0-6b77645bee53	XXXX
USD								220.85	EQ-INDEXVOL2 | USD | Equities | Options | Call | OPT_DJGT SEP20 CATM - 3549 | 03 SEP 20 | C | E | 220.8500000000 | XXXX | Internal	2020-08-28	XXXX	Total	2020-08-28			0		DJGT_DJGT risk fixed expiry			b83c1856-3b49-11e9-93b0-dcd608f6e958	bb383e78-9e9d-11ea-a0a0-6b77645bee53	XXXX
EUR								0	VOL_STCK_AA_PR | EUR | Equities | Miscellaneous | Combined Instruments | CERT SD3E APR26 BDT | SEDX | BIT SEDEX	2020-08-28	SEDX	Total	2020-08-28			-293144.56387315266		0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry			eb0581d0-3b41-11e9-93b0-dcd608f6e958	196a3d22-6fc2-11e9-a250-f628c381b22f	SEDX
EUR								2040.95	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E JUN24 CATM - 4179 | 27 JUN 24 | C | E | 2040.9500000000 | XXXX | Internal	2020-08-28	XXXX	Total	2020-08-28			182485.71585187947		0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry			eb0581d0-3b41-11e9-93b0-dcd608f6e958	bbcdafee-9e9d-11ea-a0a0-6b77645bee53	XXXX
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | INFINEON | XETR | Xetra T7	2020-08-28	XETR	GrandTotal	2020-08-28			0						efa38b8e-1f2a-11e9-a2d0-b3645e528b7a	XETR
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | FACEBOOK EUR | MTAH | BIT MTA	2020-08-28	MTAH	GrandTotal	2020-08-28			0						efa2ebd4-1f2a-11e9-a2d0-b3645e528b7a	MTAH
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | EVONIK | MTAH | BIT MTA	2020-08-28	MTAH	GrandTotal	2020-08-28			0						efa1e57c-1f2a-11e9-a2d0-b3645e528b7a	MTAH
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | HEIDELBERGCEMENT | MTAH | BIT MTA	2020-08-28	MTAH	GrandTotal	2020-08-28			0						ef9fb842-1f2a-11e9-a2d0-b3645e528b7a	MTAH
EUR									EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | ALLIANZ | XETR | Xetra T7	2020-08-28	XETR	GrandTotal	2020-08-28			0						efa1c998-1f2a-11e9-a2d0-b3645e528b7a	XETR
EUR									EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | SOC.GENERAL | XPAR | Euronext Optiq	2020-08-28	XPAR	GrandTotal	2020-08-28			0						efa29a76-1f2a-11e9-a2d0-b3645e528b7a	XPAR
EUR									EQSSVOLOTC | EUR | Equities | Equities | Common/Ordinary shares | ENI | MTAA | BIT MTA	2020-08-28	MTAA	GrandTotal	2020-08-28			0						ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a	MTAA
EUR								16	EQSSVOLOTC | EUR | Equities | Options | Put | ENI R16 - INT DEAL - NEGR | 17 JUN 22 | P | A | 16.0000000000 | XXXX | OTC Derivatives	2020-08-28	XXXX	Total	2020-08-28			441.83660762520776		ENI_ENI risk fixed expiry			e6a3c842-39d7-11e9-a900-eb52c95dd479	c0d69754-7710-11e9-9400-98972329be46	XXXX
EUR								27.57	EQSSVOLOTC | EUR | Equities | Options | Call | DCX MAR25 CALL 27.57 OTC - EPSILON | 13 MAR 25 | C | E | 27.5700000000 | None | OTC Derivatives	2020-08-28	None	Total	2020-08-28			-589.3422932254803		3_DCXGn_3_DCXGn risk fixed expiry			db1fbcec-39d7-11e9-a900-eb52c95dd479	bc5e2f48-7710-11e9-9400-98972329be46	None
EUR								18000	EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0V18000 | 16 OCT 20 | P | E | 18000.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			48.20788058233772		FTMIB_FTMIB risk fixed expiry			d9df2e30-39d7-11e9-a900-eb52c95dd479	3f038bbe-ca4e-11ea-bfb0-7047c6039bd4	XDMI
EUR								20500	EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Put | I05861 | SEDX | BIT SEDEX	2020-08-28	SEDX	Total	2020-08-28			-12.991494856106375		FTMIB_FTMIB risk fixed expiry			d9df2e30-39d7-11e9-a900-eb52c95dd479	4079bda0-1659-11ea-b3f0-689a4e2fd020	SEDX
EUR								3700	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202009 C 3700 | 18 SEP 20 | C | E | 3700.0000000000 | XEUR | Eurex NTA	2020-08-28	XEUR	Total	2020-08-28			652.5320431443248		DJES50_DJES50 risk fixed expiry			cf4df320-39d7-11e9-a900-eb52c95dd479	b87be8ee-ddc1-11e9-9eb0-e7766f5ef7bc	XEUR
EUR								25612.08	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_FTMIB FEB24 C130 - 4844 | 30 JAN 24 | C | E | 25612.0800000000 | XXXX | Internal	2020-08-28	XXXX	Total	2020-08-28			59228.420244243505		FTMIB_FTMIB risk fixed expiry			d9df2e30-39d7-11e9-a900-eb52c95dd479	bc3c46a2-9e9d-11ea-a0a0-6b77645bee53	XXXX
EUR								20000	EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0V20000 | 16 OCT 20 | P | E | 20000.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			0		FTMIB_FTMIB risk fixed expiry			d9df2e30-39d7-11e9-a900-eb52c95dd479	3f0714be-ca4e-11ea-bfb0-7047c6039bd4	XDMI
EUR								0.0001	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_EPC SD3E NOV26 CNP 1Y FLOOR - 5332 | 20 NOV 20 | C | E | .0001000000 | XXXX | Internal	2020-08-28	XXXX	Total	2020-08-28			0		0_EUR_SELDIV_0_EUR_SELDIV risk fixed expiry			eb0581d0-3b41-11e9-93b0-dcd608f6e958	bc8cd2c0-9e9d-11ea-a0a0-6b77645bee53	XXXX
EUR								0	VOL_STCK_AA_PR | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SD3E JAN25 BDT | ETLX | EuroTLX Equities	2020-08-28	ETLX	GrandTotal	2020-08-28			-97040.80750092823						34281448-1f2e-11e9-a2d0-b3645e528b7a	ETLX
EUR								171.72	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_DDAXK MAY23 CATM - 4144 | 29 MAY 23 | C | E | 171.7200000000 | XXXX | Internal	2020-08-28	XXXX	Total	2020-08-28			380059.79444310407		DDAXK_DDAXK risk fixed expiry			b01122b2-3b5c-11e9-93b0-dcd608f6e958	bbc5c6d0-9e9d-11ea-a0a0-6b77645bee53	XXXX
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | MICROSOFT EUR | MTAH | BIT MTA	2020-08-28	MTAH	GrandTotal	2020-08-28			0						ef9d794c-1f2a-11e9-a2d0-b3645e528b7a	MTAH
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | L'OREAL | XPAR | Euronext Optiq	2020-08-28	XPAR	GrandTotal	2020-08-28			0						ef9beed8-1f2a-11e9-a2d0-b3645e528b7a	XPAR
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ENGIE | XPAR | Euronext Optiq	2020-08-28	XPAR	GrandTotal	2020-08-28			0						efa315d2-1f2a-11e9-a2d0-b3645e528b7a	XPAR
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | CARREFOUR | XPAR | Euronext Optiq	2020-08-28	XPAR	GrandTotal	2020-08-28			0						efa25142-1f2a-11e9-a2d0-b3645e528b7a	XPAR
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | CONTINENTAL | MTAH | BIT MTA	2020-08-28	MTAH	GrandTotal	2020-08-28			0						efa178b2-1f2a-11e9-a2d0-b3645e528b7a	MTAH
EUR								3.8910000000000005	EQSSVOLOTC | EUR | Equities | Options | Call | IBERDROLA MAR21 CALL 3.891 OTC - EPSILON | 15 MAR 21 | C | E | 3.8910000000 | None | OTC Derivatives	2020-08-28	None	Total	2020-08-28			-2.73611089355133		5_IBE_5_IBE risk fixed expiry			d6975e78-3b67-11e9-93b0-dcd608f6e958	bc4f8736-7710-11e9-9400-98972329be46	None
EUR								52	EQSSVOLOTC | EUR | Equities | Options | Call | OTC L52 DEC20 - PELLINI | 18 DEC 20 | C | A | 52.0000000000 | XOFF | OTC Derivatives	2020-08-28	XOFF	Total	2020-08-28			-38.07623996989218		1_TOTF_1_TOTF risk fixed expiry			cfa55980-39d7-11e9-a900-eb52c95dd479	c193ac22-7710-11e9-9400-98972329be46	XOFF
EUR								47.910000000000004	EQSSVOLOTC | EUR | Equities | Options | Call | FRE G47.91 21 - OTC EPSILON | 02 JUL 21 | C | E | 47.9100000000 | None | OTC Derivatives	2020-08-28	None	Total	2020-08-28			-7237.20227564378		FRE_FRE risk fixed expiry			ce47d3d8-39d7-11e9-a900-eb52c95dd479	3a710bb2-bd24-11ea-b0d0-9b6fd5f0ec96	None
EUR								21.065	EQSSVOLOTC | EUR | Equities | Options | Call | BNP FEB22 CALL 21.065 OTC - EPSILON | 11 FEB 22 | C | E | 21.0650000000 | None | OTC Derivatives	2020-08-28	None	Total	2020-08-28			-288.4744450809376		1_BNPP_1_BNPP risk fixed expiry			fb69838a-3b66-11e9-93b0-dcd608f6e958	c10a445a-7710-11e9-9400-98972329be46	None
EUR								16000	EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0X16000 | 18 DEC 20 | P | E | 16000.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	XDMI	Total	2020-08-28			-20920.301004648172		FTMIB_FTMIB risk fixed expiry			d9df2e30-39d7-11e9-a900-eb52c95dd479	4c6e20cc-1f30-11e9-a2d0-b3645e528b7a	XDMI
EUR								3900	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 3900 | 17 DEC 21 | C | E | 3900.0000000000 | XEUR | Eurex NTA	2020-08-28	XEUR	Total	2020-08-28			0		DJES50_DJES50 risk fixed expiry			cf4df320-39d7-11e9-a900-eb52c95dd479	f9c5994e-1f30-11e9-a2d0-b3645e528b7a	XEUR
EUR								0	VOL_STCK_AA_PR | EUR | Equities | Miscellaneous | Combined Instruments | EP SD3E MAY25 SEMP | ETLX | EuroTLX Equities	2020-08-28	ETLX	GrandTotal	2020-08-28			-9038.364626665707						96a558da-76d4-11e9-8630-d2c10806ad2d	ETLX
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | STARBUCKS  EUR | XETR | Xetra T7	2020-08-28	XETR	GrandTotal	2020-08-28			0						efa480fc-1f2a-11e9-a2d0-b3645e528b7a	XETR
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | COMMERZBANK | MTAH | BIT MTA	2020-08-28	MTAH	GrandTotal	2020-08-28			0						ef9f537a-1f2a-11e9-a2d0-b3645e528b7a	MTAH
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | AEGON | XAMS | Euronext Optiq	2020-08-28	XAMS	GrandTotal	2020-08-28			0						ef9f6e5a-1f2a-11e9-a2d0-b3645e528b7a	XAMS
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ESSILOR INTL | MTAH | BIT MTA	2020-08-28	MTAH	GrandTotal	2020-08-28			0						ef9ea4c0-1f2a-11e9-a2d0-b3645e528b7a	MTAH
EUR									MTAINT | EUR | Equities | Equities | Common/Ordinary shares | BMW | XETR | Xetra T7	2020-08-28	XETR	GrandTotal	2020-08-28			0						efa09e6a-1f2a-11e9-a2d0-b3645e528b7a	XETR
EUR								10.91	EQSSVOLOTC | EUR | Equities | Options | Call | AXA FEB24 CALL 10.91 OTC - EPSILON | 12 FEB 24 | C | E | 10.9100000000 | None | OTC Derivatives	2020-08-28	None	Total	2020-08-28			-594.0643048102575		1_AXAF_1_AXAF risk fixed expiry			e8526982-39d7-11e9-a900-eb52c95dd479	c1070696-7710-11e9-9400-98972329be46	None
EUR								10.91	EQSSVOLOTC | EUR | Equities | Options | Call | AXA FEB25 CALL 10.91 OTC - EPSILON | 11 FEB 25 | C | E | 10.9100000000 | None | OTC Derivatives	2020-08-28	None	Total	2020-08-28			-707.2616717299267		1_AXAF_1_AXAF risk fixed expiry			e8526982-39d7-11e9-a900-eb52c95dd479	c1071e60-7710-11e9-9400-98972329be46	None
EUR								7.675	EQSSVOLOTC | EUR | Equities | Options | Call | ENI FEB24 CALL 7.675 OTC - EPSILON | 12 FEB 24 | C | E | 7.6750000000 | None | OTC Derivatives	2020-08-28	None	Total	2020-08-28			-561.4462928001876		ENI_ENI risk fixed expiry			e6a3c842-39d7-11e9-a900-eb52c95dd479	c11e8488-7710-11e9-9400-98972329be46	None
EUR								12	EQSSVOLOTC | EUR | Equities | Options | Put | ENI R12 J22 - OTC - STRUTT | 17 JUN 22 | P | E | 12.0000000000 | XOFF | OTC Derivatives	2020-08-28	XOFF	Total	2020-08-28			6572.813598940943		ENI_ENI risk fixed expiry			e6a3c842-39d7-11e9-a900-eb52c95dd479	047b7078-b99d-11e9-9bc0-56cfe37b286e	XOFF
EUR								7.675	EQSSVOLOTC | EUR | Equities | Options | Call | ENI FEB23 CALL 7.675 OTC - EPSILON | 13 FEB 23 | C | E | 7.6750000000 | None | OTC Derivatives	2020-08-28	None	Total	2020-08-28			-497.7459766927716		ENI_ENI risk fixed expiry			e6a3c842-39d7-11e9-a900-eb52c95dd479	c11e71be-7710-11e9-9400-98972329be46	None
EUR								0.475	EQSSVOLOTC | EUR | Equities | Options | Call | TITL L0.475 - OTC CARIMONTE | 18 DEC 20 | C | E | .4750000000 | None | OTC Derivatives	2020-08-28	None	Total	2020-08-28			1419.8897867393462		TIT_TIT risk fixed expiry			d4e2952a-39d7-11e9-a900-eb52c95dd479	76d29a66-e90d-11ea-a590-49499a438f10	None
