Bof_20200828
INSTRUMENTID_FE	TBRICKS_INSTRUMENT_ID	TBRICKS_INSTRUMENT_ID_COMPOSITE	DEALID_FE	PORTFOLIOID_FE	CURRENCY	RHO	NUMBER_OF_CONTRACTS	DELTA	GAMMA	DELTA_1_PERCENT	UP_DELTA_1_PERCENT	DOWN_DELTA_1_PERCENT	THETA	THEORETICAL_VALUE	VOLATILITY	DISCOUNT	VEGA	THEORETICAL_VALUE_OF_DEAL	INTERNAL_MODEL	RHO-1	REF_DATE	INSTRUMENTID_FE_COMPOSITE	GAMMA_1_PERCENT	VEGA_1_PERCENT
CERT SD3E NOV25 BDT CALL50 4Y | 24 NOV 22 | C | E | 952.7500000000	81149d34-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	317a1966-e954-11ea-a590-49499a438f10	AA	EUR	49809.10410599918	2934.153146925	249.25184250444175	0.12945101890521865	36163.94982896945			-291.73462917050153	427.2488639699865	26.408934540795887	-0.4412533345375132	13753.004234807211	1253613.598737667	EUROPEAN_ESCROWED_DIVIDEND	-497.35073659566604	2020-08-28	CERT SD3E NOV25 BDT	1.8782048332958174	199542.33844281783
CERT SD3E NOV25 BDT CALL50 6Y | 25 NOV 24 | C | E | 952.7500000000	8114db96-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	317a1966-e954-11ea-a590-49499a438f10	AA	EUR	84961.56563614076	2934.153146925	225.73018060588083	0.15604982257275252	32751.19190410725			-197.06232555510752	354.24896509976975	22.247558956497308	-0.37719883496689716	22384.92360801608	1039420.7157424139	EUROPEAN_ESCROWED_DIVIDEND	-842.1704716071808	2020-08-28	CERT SD3E NOV25 BDT	2.264126875708066	324782.8566287053
CERT SD3E NOV25 BDT CALL0 BOND | 26 NOV 25 | C | E | .0000100000	8112bd52-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	317a1966-e954-11ea-a590-49499a438f10	AA	EUR	343334.2899851598	53348.239035	5306.922183859329	0	769981.3396561501			-323.17440439075693	1184.6308167792615	39.12500934065934	0.942706053875013	0	63197967.981767334	EUROPEAN_ESCROWED_DIVIDEND	-3491.90389733353	2020-08-28	CERT SD3E NOV25 BDT	0	0
CERT SD3E NOV25 BDT CALL50 7Y | 26 NOV 25 | C | E | 952.7500000000	811508fa-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	317a1966-e954-11ea-a590-49499a438f10	AA	EUR	99952.56360328099	2934.153146925	215.90736735119805	0.16447446813795036	31325.999928985326			-175.4597514450983	326.1879724758055	21.25633652290107	-0.3459921547599483	25667.882042774665	957085.46592897	EUROPEAN_ESCROWED_DIVIDEND	-986.0825889923882	2020-08-28	CERT SD3E NOV25 BDT	2.386360058213522	372415.30055861763
CERT SD3E NOV25 BDT CALL50 5Y | 24 NOV 23 | C | E | 952.7500000000	8114bd1e-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	317a1966-e954-11ea-a590-49499a438f10	AA	EUR	67886.04421376434	2934.153146925	236.07845383732524	0.1435367013795255	34252.622867257516			-214.36250306900365	389.1566723249331	24.12321383684928	-0.4009956158967044	18537.785918469537	1141845.2747490634	EUROPEAN_ESCROWED_DIVIDEND	-675.6913252703085	2020-08-28	CERT SD3E NOV25 BDT	2.0825740003155357	268964.73589107447
CERT SD3E NOV25 BDT CALL50 3Y | 24 NOV 21 | C | E | 952.7500000000	81148182-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	317a1966-e954-11ea-a590-49499a438f10	AA	EUR	29510.58315598801	2934.153146925	263.4739959324458	0.11069174180041302	38227.44206983856			-353.993258851085	460.13364954339	30.493211944739645	-0.4292754951050709	8091.047156147349	1350102.595813823	EUROPEAN_ESCROWED_DIVIDEND	-295.22975497002983	2020-08-28	CERT SD3E NOV25 BDT	1.6060264817821925	117393.00318854189
CERT SD3E NOV25 BDT CALL50 2Y | 24 NOV 20 | C | E | 952.7500000000	81144866-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	317a1966-e954-11ea-a590-49499a438f10	AA	EUR	6397.681555485779	2934.153146925	287.7204842324404	0.04537096506494476	41745.36505728478			-307.86147257253253	492.1971622884204	42.969720292747546	-0.38638452783707605	983.8214541453077	1444181.8526361235	EUROPEAN_ESCROWED_DIVIDEND	-64.02644767493626	2020-08-28	CERT SD3E NOV25 BDT	0.6582873321272835	14274.26547819427
CERT SD3E NOV25 BDT PUT100 BOND | 26 NOV 25 | P | E | 1905.5000000000	8112eaca-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	317a1966-e954-11ea-a590-49499a438f10	AA	EUR	-4711171.883858873	53348.239035	-4430.605523168566	3.008254256263612	-642836.5553565272			2105.607632895895	661.577574714726	16.080938332823646	0.942706053875013	359096.8176204464	35293998.59607677	EUROPEAN_ESCROWED_DIVIDEND	49109.88708845699	2020-08-28	CERT SD3E NOV25 BDT	43.64676100412875	5210135.726855056
CERT SD3E NOV25 BDT CALL100 BOND | 26 NOV 25 | C | E | 1905.5000000000	8112d3aa-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	317a1966-e954-11ea-a590-49499a438f10	AA	EUR	-574952.0430627277	-53348.239035	-876.3166606907632	-3.008254256263612	-127144.78429962283			2601.596530743897	32.61444879685999	16.080938332823646	0.942706053875013	-359096.8176204464	-1739923.410409655	EUROPEAN_ESCROWED_DIVIDEND	5130.502474243611	2020-08-28	CERT SD3E NOV25 BDT	-43.64676100412875	-5210135.726855056
DDAXK MAY23 CALL0 BOND | 29 MAY 23 | C | E | .0001000000	7d2a353a-62b4-11e9-b160-4ad6f9df0bf5	341efa34-1f2e-11e9-a2d0-b3645e528b7a	317872b4-e954-11ea-a590-49499a438f10	AA	EUR	241433.60206709732	694688.969436	646879.5497214013	0	1026403.7815429475			7853.711822086659	126.48779997871765	36.213175195287604	0.44640273715014966	0	87869679.41344227	EUROPEAN_ESCROWED_DIVIDEND	-2439.40567698597	2020-08-28	EP3 DDAXK MAY23 BDT	0	0
DDAXK MAY23 P100 BOND | 29 MAY 23 | P | E | 171.7200000000	7d2a9a20-62b4-11e9-b160-4ad6f9df0bf5	341efa34-1f2e-11e9-a2d0-b3645e528b7a	317872b4-e954-11ea-a590-49499a438f10	AA	EUR	-2904651.9483283344	694688.969436	-507172.45279633894	4476.578138456777	-804730.5308519511			-10553.704284517185	47.35543423767794	18.819728345529963	0.44640273715014966	426273.7459028003	32897297.807766758	EUROPEAN_ESCROWED_DIVIDEND	29835.616875324606	2020-08-28	EP3 DDAXK MAY23 BDT	7102.986532289369	676368.5526239732
DDAXK MAY23 CATM | 29 MAY 23 | C | E | 171.7200000000	7d2b2ef4-62b4-11e9-b160-4ad6f9df0bf5	341efa34-1f2e-11e9-a2d0-b3645e528b7a	317872b4-e954-11ea-a590-49499a438f10	AA	EUR	471569.78765851195	694688.969436	124584.2510741226	4189.784685629036	197677.83117931036			-3573.852985747544	3.6423403146032456	18.819728345529963	-0.41698239897690753	397343.56676605146	2530293.6394869247	EUROPEAN_ESCROWED_DIVIDEND	-4412.359232646202	2020-08-28	EP3 DDAXK MAY23 BDT	6647.931360687593	630465.0373876939
DDAXK MAY23 P90 | 29 MAY 23 | P | E | 154.5480000000	7d2bc6f2-62b4-11e9-b160-4ad6f9df0bf5	341efa34-1f2e-11e9-a2d0-b3645e528b7a	317872b4-e954-11ea-a590-49499a438f10	AA	EUR	-2445694.4731777115	694688.969436	-441082.88292688126	5094.865527622846	-699866.2103400825			-13952.627391406204	37.45280464657954	20.176966644812744	-0.41698239897690753	518023.8228660196	26018050.262420174	EUROPEAN_ESCROWED_DIVIDEND	25231.886864712495	2020-08-28	EP3 DDAXK MAY23 BDT	8084.023132679171	821948.3997415134
DDAXK MAY23 C100 BOND | 29 MAY 23 | C | E | 171.7200000000	7d2a7658-62b4-11e9-b160-4ad6f9df0bf5	341efa34-1f2e-11e9-a2d0-b3645e528b7a	317872b4-e954-11ea-a590-49499a438f10	AA	EUR	-524602.0057309057	-694688.969436	-139707.09692506236	-4476.578138456777	-221673.2506909965			4227.461133814667	4.212789053000847	18.819728345529963	0.44640273715014966	-426273.7459028003	-2926578.085680421	EUROPEAN_ESCROWED_DIVIDEND	4925.546564674515	2020-08-28	EP3 DDAXK MAY23 BDT	-7102.986532289369	-676368.5526239732
DDAXK MAY23 PATM | 29 MAY 23 | P | E | 171.7200000000	7d2b515e-62b4-11e9-b160-4ad6f9df0bf5	341efa34-1f2e-11e9-a2d0-b3645e528b7a	317872b4-e954-11ea-a590-49499a438f10	AA	EUR	3038074.1773957526	-694688.969436	522295.2986472786	-4189.784685629036	828725.9503636372			13070.247408911162	51.10662672956988	18.819728345529963	-0.41698239897690753	-397343.56676605146	-35503209.85411523	EUROPEAN_ESCROWED_DIVIDEND	-31163.816998953494	2020-08-28	EP3 DDAXK MAY23 BDT	-6647.931360687593	-630465.0373876939
DDAXK MAY23 CCAP | 29 MAY 23 | C | E | 242.1252000000	7d2ba65e-62b4-11e9-b160-4ad6f9df0bf5	341efa34-1f2e-11e9-a2d0-b3645e528b7a	317872b4-e954-11ea-a590-49499a438f10	AA	EUR	-35304.65571041021	-694688.969436	-8134.854420635999	-557.0085449058748	-12907.573509223143			450.6106934088909	0.14108685986372294	16.82807290640833	-0.41698239897690753	-47234.28798433884	-98011.48527969104	EUROPEAN_ESCROWED_DIVIDEND	306.32472721446794	2020-08-28	EP3 DDAXK MAY23 BDT	-883.8054582021517	-74946.64474475045
SD3E JUN24 CCAP | 27 JUN 24 | C | E | 2714.4640000000	85f53570-62b4-11e9-b160-4ad6f9df0bf5	3427b34a-1f2e-11e9-a2d0-b3645e528b7a	317a7f46-e954-11ea-a590-49499a438f10	AA	EUR	23362.269886169313	70670.044512	40.13870238019059	0.3080854553202522	5823.724328341852			-209.1011247874804	0.6194279486693928	15.344736859838276	-0.38824420020372047	27684.639548081683	43775.00070444284	EUROPEAN_ESCROWED_DIVIDEND	-190.7670957694554	2020-08-28	EP3 SD3E JUN24 BDT	4.47001187124154	401676.43520311714
SD3E JUN24 CATM | 27 JUN 24 | C | E | 2040.9500000000	85f4f592-62b4-11e9-b160-4ad6f9df0bf5	3427b34a-1f2e-11e9-a2d0-b3645e528b7a	317a7f46-e954-11ea-a590-49499a438f10	AA	EUR	-219467.36107935308	-70670.044512	-413.9196011713986	-2.205331447382168	-60055.59493395822			1500.580729703162	8.423409142024596	15.466238090602705	-0.38824420020372047	-199740.8042571371	-595282.699009666	EUROPEAN_ESCROWED_DIVIDEND	1913.439114234155	2020-08-28	EP3 SD3E JUN24 BDT	-31.997153970067878	-2898039.328966802
SD3E JUN24 CALL0 BOND | 27 JUN 24 | C | E | .0001000000	85f2374e-62b4-11e9-b160-4ad6f9df0bf5	3427b34a-1f2e-11e9-a2d0-b3645e528b7a	317a7f46-e954-11ea-a590-49499a438f10	AA	EUR	-296241.46971633704	-70670.044512	-7039.969338637352	0	-1021429.1513428935			134.8190414314864	1236.3718921761629	43.45750693585788	0.6864901854211692	0	-87374456.65347509	EUROPEAN_ESCROWED_DIVIDEND	3002.6264689605273	2020-08-28	EP3 SD3E JUN24 BDT	0	0
SD3E JUN24 C100 BOND | 27 JUN 24 | C | E | 2040.9500000000	85f4838c-62b4-11e9-b160-4ad6f9df0bf5	3427b34a-1f2e-11e9-a2d0-b3645e528b7a	317a7f46-e954-11ea-a590-49499a438f10	AA	EUR	286732.40045156225	70670.044512	548.7479638693708	2.733777019998078	79617.842077807			-2231.9561365563973	11.719052038282186	15.466238090602705	0.6864901854211692	249068.0472382347	828185.9291838465	EUROPEAN_ESCROWED_DIVIDEND	-2523.7872230073776	2020-08-28	EP3 SD3E JUN24 BDT	39.664370783152116	3613728.2973795473
SD3E JUN24 PATM BOND | 27 JUN 24 | P | E | 2040.9500000000	85f4b0c8-62b4-11e9-b160-4ad6f9df0bf5	3427b34a-1f2e-11e9-a2d0-b3645e528b7a	317a7f46-e954-11ea-a590-49499a438f10	AA	EUR	5292366.132838361	-70670.044512	6491.221374767982	-2.733777019998078	941811.3092650864			-3896.971954495206	763.2952857699577	15.466238090602705	0.6864901854211692	-249068.0472382347	-53942111.82116267	EUROPEAN_ESCROWED_DIVIDEND	-54336.62508039038	2020-08-28	EP3 SD3E JUN24 BDT	-39.664370783152116	-3613728.2973795473
SD3E MAR22 CATM | 29 MAR 22 | C | E | 1825.7100000000	87532b70-62b4-11e9-b160-4ad6f9df0bf5	3421e488-1f2e-11e9-a2d0-b3645e528b7a	317929f2-e954-11ea-a590-49499a438f10	AA	EUR	19100.015240348006	13287.430588	83.58811489062579	0.6711535849795089	12127.799589480896			-481.0627249995902	6.252055917711331	14.121154703154135	-0.44336300434130954	28463.450819621517	83073.75903888395	EUROPEAN_ESCROWED_DIVIDEND	-174.53592464556033	2020-08-28	EP3 SD3E MAR22 BDT	9.737767364467695	412976.2079418886
SD3E MAR22 PATM | 29 MAR 22 | P | E | 1825.7100000000	875360d6-62b4-11e9-b160-4ad6f9df0bf5	3421e488-1f2e-11e9-a2d0-b3645e528b7a	317929f2-e954-11ea-a590-49499a438f10	AA	EUR	373613.2715139916	-13287.430588	1245.1549439093742	-0.6711535849795089	180659.5308118111			834.6591979644415	465.3754733919725	14.121154703154135	-0.44336300434130954	-28463.450819621517	-6183644.300053475	EUROPEAN_ESCROWED_DIVIDEND	-3784.026562960511	2020-08-28	EP3 SD3E MAR22 BDT	-9.737767364467695	-412976.2079418886
SD3E MAR22 CALL0 BOND | 29 MAR 22 | C | E | .0001000000	874f8bc9-62b4-11e9-b160-4ad6f9df0bf5	3421e488-1f2e-11e9-a2d0-b3645e528b7a	317929f2-e954-11ea-a590-49499a438f10	AA	EUR	6879.667298455719	13287.430588	1328.7430588	0	192787.330401292			-1.5465045882412414	1379.6789414641264	51.173048887058755	0.2795066590968853	0	18332388.168429896	EUROPEAN_ESCROWED_DIVIDEND	-69.12745554696059	2020-08-28	EP3 SD3E MAR22 BDT	0	0
SD3E MAR22 P100 BOND | 29 MAR 22 | P | E | 1825.7100000000	8751d4bf-62b4-11e9-b160-4ad6f9df0bf5	3421e488-1f2e-11e9-a2d0-b3645e528b7a	317929f2-e954-11ea-a590-49499a438f10	AA	EUR	-366679.6898925558	13287.430588	-1233.8425922404094	0.7402903323778819	-179018.22170816103			132.93341504837127	445.1766285023434	14.121154703154135	0.2795066590968853	31402.904783482092	5915253.550624751	EUROPEAN_ESCROWED_DIVIDEND	3715.9477867877945	2020-08-28	EP3 SD3E MAR22 BDT	10.740872432470688	455624.7455035417
SD3E MAR22 P95 | 29 MAR 22 | P | E | 1734.4245000000	8753f42e-62b4-11e9-b160-4ad6f9df0bf5	3421e488-1f2e-11e9-a2d0-b3645e528b7a	317929f2-e954-11ea-a590-49499a438f10	AA	EUR	-337850.3047997292	13287.430588	-1167.97391359263	1.037512987937171	-169461.33512315468			-1159.2199439859003	381.4101289355201	14.869245636757228	-0.44336300434130954	46331.66464718135	5067960.613790854	EUROPEAN_ESCROWED_DIVIDEND	3432.9916455003563	2020-08-28	EP3 SD3E MAR22 BDT	15.053275941980413	672226.1223659542
SD3E MAR22 C100 BOND | 29 MAR 22 | C | E | 1825.7100000000	875199eb-62b4-11e9-b160-4ad6f9df0bf5	3421e488-1f2e-11e9-a2d0-b3645e528b7a	317929f2-e954-11ea-a590-49499a438f10	AA	EUR	-21592.250482865442	-13287.430588	-94.90046655959053	-0.7402903323778819	-13769.10869313099			584.2480093684445	7.250453851340566	14.121154703154135	0.2795066590968853	-31402.904783482092	-96339.90228118504	EUROPEAN_ESCROWED_DIVIDEND	197.8435593814868	2020-08-28	EP3 SD3E MAR22 BDT	-10.740872432470688	-455624.7455035417
SD3E MAR22 CCAP | 29 MAR 22 | C | E | 2738.5650000000	875441c3-62b4-11e9-b160-4ad6f9df0bf5	3421e488-1f2e-11e9-a2d0-b3645e528b7a	317929f2-e954-11ea-a590-49499a438f10	AA	EUR	-3.919210972955811	-13287.430588	-0.014314301737331609	-0.00028914815258786425	-2.076862039069443			0.16925411919281497	0.0004917379548993132	12.74037087912088	-0.44336300434130954	-11.06363701897744	-6.533933943209699	EUROPEAN_ESCROWED_DIVIDEND	0.03094962527574047	2020-08-28	EP3 SD3E MAR22 BDT	-0.004195250545897322	-160.52230950834368
SD3E JUN19 BDT C66.66 2Y | 22 JUN 21 | C | E | 1277.9600000000	25ba3c30-9885-11e9-aad0-484e8dce6db3	0a62975c-9ee8-11e9-a820-613b1ee7f531	31786238-e954-11ea-a590-49499a438f10	AA	EUR	-45145.39092093949	-6821.489877033	-472.76272451021504	-0.786977854476393	-68593.1436991871			1695.3819901576862	182.85763454428445	24.288377714218665	-0.3964262032322079	-30038.326914382393	-1247361.5029820362	EUROPEAN_ESCROWED_DIVIDEND	447.95725328267457	2020-08-28	I05427	-11.418261690597987	-435826.08520077413
SD3E JUN19 BDT C66.66 4Y | 22 JUN 23 | C | E | 1277.9600000000	25ba7e5c-9885-11e9-aad0-484e8dce6db3	0a62975c-9ee8-11e9-a820-613b1ee7f531	31786238-e954-11ea-a590-49499a438f10	AA	EUR	-119624.3779970842	-6821.489877033	-382.36981044166293	-0.6329582839457801	-55478.035796980876			698.4117082002261	166.40853507928784	19.586536115109286	-0.4141329598687047	-58125.28250808138	-1135154.1374952528	EUROPEAN_ESCROWED_DIVIDEND	1164.7925091875302	2020-08-28	I05427	-9.183591741769323	-843339.7239097527
SD3E JUN19 BDT C66.66 3Y | 22 JUN 22 | C | E | 1277.9600000000	25ba61b0-9885-11e9-aad0-484e8dce6db3	0a62975c-9ee8-11e9-a820-613b1ee7f531	31786238-e954-11ea-a590-49499a438f10	AA	EUR	-86471.24225656611	-6821.489877033	-420.3265276992271	-0.6887682420566079	-60985.17590388086			995.0385328121749	177.61652736585734	20.89906757933949	-0.44924639767036434	-47148.219744158916	-1211609.3434199507	EUROPEAN_ESCROWED_DIVIDEND	850.0846213865071	2020-08-28	I05427	-9.993338423999324	-684073.5202680017
SD3E JUN19 BDT C0 BOND | 24 JUN 26 | C | E | .0001000000	25bb6984-9885-11e9-aad0-484e8dce6db3	0a62975c-9ee8-11e9-a820-613b1ee7f531	31786238-e954-11ea-a590-49499a438f10	AA	EUR	-1197647.7690761315	-143913.28854499996	-14307.826342685396	0	-2075922.524060224			1218.684840891959	1149.3037220599647	38.56935718103417	1.0130169924540484	0	-165400078.17865816	EUROPEAN_ESCROWED_DIVIDEND	12212.165405610856	2020-08-28	I05427	0	0
SD3E JUN19 BDT C66.66 6Y | 24 JUN 25 | C | E | 1277.9600000000	25baeefa-9885-11e9-aad0-484e8dce6db3	0a62975c-9ee8-11e9-a820-613b1ee7f531	31786238-e954-11ea-a590-49499a438f10	AA	EUR	-171247.37926085317	-6821.489877033	-330.1714884637715	-0.5686935176930981	-47904.5812612086			472.2671448652464	144.0779309369634	18.25787216578026	-0.36035636426630246	-70559.58629221427	-982826.1473903555	EUROPEAN_ESCROWED_DIVIDEND	1634.7223310279885	2020-08-28	I05427	-8.251174248209159	-1023749.0375137369
SD3E JUN19 BDT C66.66 5Y | 24 JUN 24 | C | E | 1277.9600000000	25bac6fa-9885-11e9-aad0-484e8dce6db3	0a62975c-9ee8-11e9-a820-613b1ee7f531	31786238-e954-11ea-a590-49499a438f10	AA	EUR	-147277.88613381513	-6821.489877033	-352.8611239991236	-0.5978353878487195	-51196.62048103284			568.0639414505653	154.07527001912115	18.713085907909047	-0.38849469380003276	-65542.27116615286	-1051022.894736561	EUROPEAN_ESCROWED_DIVIDEND	1419.7529895741582	2020-08-28	I05427	-8.673993642297072	-950952.8123497119
SD3E JUN19 BDT C100 BOND | 24 JUN 26 | C | E | 1916.9400000000	25bb8d42-9885-11e9-aad0-484e8dce6db3	0a62975c-9ee8-11e9-a820-613b1ee7f531	31786238-e954-11ea-a590-49499a438f10	AA	EUR	1712337.4867422904	143913.28854499996	2369.974572561731	7.932364000022852	343859.6107329816			-6617.439513243618	33.24940835784878	16.138210306945446	1.0130169924540484	990353.8982814241	4785031.698953625	EUROPEAN_ESCROWED_DIVIDEND	-15162.123388675169	2020-08-28	I05427	115.09066927633155	14369044.710165182
SD3E JUN19 BDT C66.66 7Y | 24 JUN 26 | C | E | 1277.9600000000	25bb16c8-9885-11e9-aad0-484e8dce6db3	0a62975c-9ee8-11e9-a820-613b1ee7f531	31786238-e954-11ea-a590-49499a438f10	AA	EUR	-193773.19372679276	-6821.489877033	-316.6927576713008	-0.534878419873918	-45948.95221052903			414.63380367687677	140.8147814077211	18.269487963204885	-0.32537843998741217	-74397.49300789794	-960566.6059093842	EUROPEAN_ESCROWED_DIVIDEND	1836.0475335779604	2020-08-28	I05427	-7.760550993950677	-1079433.226051591
SD3E JUN19 BDT P100 BOND | 24 JUN 26 | P | E | 1916.9400000000	25bba8c2-9885-11e9-aad0-484e8dce6db3	0a62975c-9ee8-11e9-a820-613b1ee7f531	31786238-e954-11ea-a590-49499a438f10	AA	EUR	14189763.013395637	-143913.28854499996	11941.120374347103	-7.930639229601294	1732537.1551140212			-6388.7008477935615	691.0746679125012	16.138210306945446	1.0130169924540484	-988802.3416935105	-99454828.08943182	EUROPEAN_ESCROWED_DIVIDEND	-148458.1552373689	2020-08-28	I05427	-115.06564458228517	-14346533.175631143
SD3E JAN23 C134 | 27 JAN 23 | C | E | 2656.9788000000	814952af-62b4-11e9-b160-4ad6f9df0bf5	3429cb3a-1f2e-11e9-a2d0-b3645e528b7a	317a6326-e954-11ea-a590-49499a438f10	AA	EUR	1384.9591586889067	36377.46716	3.5834228556870382	0.04148147369321883	519.9188221316324			-27.38054840622676	0.07498925390810918	14.014794230769228	-0.43161990569500025	2509.8960749397643	2727.9191213951435	EUROPEAN_ESCROWED_DIVIDEND	-11.343053147756411	2020-08-28	EP3 SD3E JAN23 BDT	0.601854701814912	36416.08215130104
SD3E JAN23 CATM | 27 JAN 23 | C | E | 1982.8200000000	8148fe8a-62b4-11e9-b160-4ad6f9df0bf5	3429cb3a-1f2e-11e9-a2d0-b3645e528b7a	317a6326-e954-11ea-a590-49499a438f10	AA	EUR	-54697.24646221206	-36377.46716	-157.33894322197233	-1.1248648362950135	-22828.307272075966			760.1657784029612	4.8475282590405016	14.287845598309588	-0.43161990569500025	-69387.60952725167	-176340.80005041783	EUROPEAN_ESCROWED_DIVIDEND	485.03796721667067	2020-08-28	EP3 SD3E JAN23 BDT	-16.320663909804352	-1006744.8266308944
SD3E JAN23 P95 | 27 JAN 23 | P | E | 1883.6790000000	81493d82-62b4-11e9-b160-4ad6f9df0bf5	3429cb3a-1f2e-11e9-a2d0-b3645e528b7a	317a6326-e954-11ea-a590-49499a438f10	AA	EUR	1608441.2055873617	-36377.46716	3367.9089024025598	-1.677782272711117	488649.9026495874			2310.8680220523115	576.865491154377	14.588594164991274	-0.43161990569500025	-105672.96206099071	-20984905.46020562	EUROPEAN_ESCROWED_DIVIDEND	-16380.458732666733	2020-08-28	EP3 SD3E JAN23 BDT	-24.342942994765597	-1533209.0065429143
SD3E JAN23 C100 BOND | 27 JAN 23 | C | E | 1982.8200000000	8148b542-62b4-11e9-b160-4ad6f9df0bf5	3429cb3a-1f2e-11e9-a2d0-b3645e528b7a	317a6326-e954-11ea-a590-49499a438f10	AA	EUR	66503.38241014513	36377.46716	192.76422472672505	1.3226661723767759	27968.16136560054			-953.1327428688578	6.123199861103345	14.287845598309588	0.4427984901753258	81680.11102189176	222746.5018614035	EUROPEAN_ESCROWED_DIVIDEND	-592.7520010321598	2020-08-28	EP3 SD3E JAN23 BDT	19.19056349501464	1185096.7308166274
SD3E JAN23 P100 BOND | 27 JAN 23 | P | E | 1982.8200000000	8148cf78-62b4-11e9-b160-4ad6f9df0bf5	3429cb3a-1f2e-11e9-a2d0-b3645e528b7a	317a6326-e954-11ea-a590-49499a438f10	AA	EUR	1683100.5087175402	-36377.46716	3443.5981876982123	-1.3226661723767759	499631.66105313366			391.9823179823094	631.3708107541797	14.287845598309588	0.4427984901753258	-81680.11102189176	-22967670.933992747	EUROPEAN_ESCROWED_DIVIDEND	-17115.403139343613	2020-08-28	EP3 SD3E JAN23 BDT	-19.19056349501464	-1185096.7308166274
SD3E JAN23 PATM | 27 JAN 23 | P | E | 1982.8200000000	81491596-62b4-11e9-b160-4ad6f9df0bf5	3429cb3a-1f2e-11e9-a2d0-b3645e528b7a	317a6326-e954-11ea-a590-49499a438f10	AA	EUR	-1731746.1580421648	36377.46716	-3479.0234692029653	1.1248648362950135	-504771.51514665823			-1925.1723317410217	672.7320712823812	14.287845598309588	-0.43161990569500025	69387.60952725167	24472288.830553602	EUROPEAN_ESCROWED_DIVIDEND	17596.01119120638	2020-08-28	EP3 SD3E JAN23 BDT	16.320663909804352	1006744.8266308944
SD3E JAN23 CALL0 BOND | 27 JAN 23 | C | E | .0001000000	814680b0-62b4-11e9-b160-4ad6f9df0bf5	3429cb3a-1f2e-11e9-a2d0-b3645e528b7a	317a6326-e954-11ea-a590-49499a438f10	AA	EUR	-45846.10468855277	-36377.46716	-3636.3624124249377	0	-527599.8224187342			-363.86058650169434	1336.4693120123045	48.29061639714813	0.4427984901753258	0	-48617368.5080754	EUROPEAN_ESCROWED_DIVIDEND	461.81330376108053	2020-08-28	EP3 SD3E JAN23 BDT	0	0
DDAXK MAY22 CATM | 26 MAY 22 | C | E | 145.8900000000	84238968-62b4-11e9-b160-4ad6f9df0bf5	34338530-1f2e-11e9-a2d0-b3645e528b7a	317a4efe-e954-11ea-a590-49499a438f10	AA	EUR	-40106.88275640249	-39303.582586	-17833.342978935005	-359.32411952462155	-28296.165304676175			453.08302589189014	12.404698769804106	21.803441745485287	-0.4475176268255344	-28552.170208311905	-487549.1025534483	EUROPEAN_ESCROWED_DIVIDEND	391.53829097448227	2020-08-28	EP3 DDAXK MAY22 BDT	-570.1395804497171	-45303.728469528505
DDAXK MAY22 CCAP | 26 MAY 22 | C | E | 192.5748000000	8423cd88-62b4-11e9-b160-4ad6f9df0bf5	34338530-1f2e-11e9-a2d0-b3645e528b7a	317a4efe-e954-11ea-a590-49499a438f10	AA	EUR	8930.861608101732	39303.582586	3438.2743846682924	183.0361324828157	5455.50996615318			-186.23963018065825	1.2527397586057933	17.67757480502519	-0.4475176268255344	11791.993044821575	49237.1605611285	EUROPEAN_ESCROWED_DIVIDEND	-83.23501160148875	2020-08-28	EP3 DDAXK MAY22 BDT	290.4234314104837	18710.355364218394
DDAXK MAY22 P100 BOND | 26 MAY 22 | P | E | 145.8900000000	84237400-62b4-11e9-b160-4ad6f9df0bf5	34338530-1f2e-11e9-a2d0-b3645e528b7a	317a4efe-e954-11ea-a590-49499a438f10	AA	EUR	62316.07744947731	-39303.582586	18991.600692490898	-359.81813894575004	30133.972818775313			825.2434156547313	19.59703674385193	21.803441745485287	0.3377099727842114	-28622.20747563476	-770233.7521028608	EUROPEAN_ESCROWED_DIVIDEND	-641.5987558408673	2020-08-28	EP3 DDAXK MAY22 BDT	-570.9234410652217	-45414.85660158968
