BARRIER_SPREAD_DOWN	EXPIRY	MARKET_COUNTRY	SECURITY_DEATH	COMMENT_VALUE	QUOTATION	F_BARRIER_STYLE	DIGITAL_DES	SSL_SNAPSHOT_DATE	FIXING_TYPE	SSL_FEID	STARTDATE	F_QUANTO	STRIKE_MODE	EXPIRY_MATERIAL_ID	F_CASH_DELIVERY	UNDERLYINGID_FE	CLASSID	F_QPERCENTAGE	F_ADDFLOWS	BARRIER_REBATE	F_STARTMODE	LOTSIZE	FORWARD_START_DATE	PAYOUT	MARKET	DIGITAL_PAYOUT_CUR	UNDERLYINGID	BARRIER_WINDOW_START_DATE	TRADE_DATE	REF_DATE	F_DIGITAL_STANDARD	LAST_TRADING_DATE	CAP_VALUE	DISC_FACTOR	CURRENCY	QUANTITY	UNIT	MARGIN	QUANTO_FACTOR_TYPE	DELIVERY_DATE	MKT_TRDCLAUSE	F_MARGIN_CALL	F_CALL_PUT	BARRIER_REBATE_QUOTATION	QUANTITY_DIVISOR	EXPIRY_SHIFT	EXERCISE_STYLE	MULTIPLE	FLEX_FORMULA	AUTO_ROLL	QUANTO_CONVERSION_RATE	DESCRIPTION	FOREX_FACTOR	EXPIRY_LABEL	CONVERSION_TYPE_MULTICURRENCY	OTYPE	FLOOR_VALUE	PREMIUM_MODE	PAYOFF_RULE_DES	EXPIRY_ID	FLEX_TYPE	BARRIER_REBATE_TYPE	F_FLEX	CONTRACT	STRIKE	F_AMORTIZED	FIID	DIGITAL_PAYOUT	BARRIER_PERIOD	FLEX_BLOCK	AMERICAN_EUROPEAN	QUANTITY_CURRENCY	EXPIRY_STRUCT_WRNT	BARRIER_EXERCISE_STYLE	BARRIER	RIC0	RIC2	RIC1	RIC3	F_ISEXOTIC	PARITY	PAYOFF_RULE	SHIFTER	F_COMPO	EXPIRY_SET_ID	MKT_SETTLRULE	EXPIRY_SET_DESCRIPTION	BARRIER_NATURE	BARRIER_SPREAD_UP	INSTRUMENTID_FE	BARRIER_VALUE2	CAP	F_REBATE_PAYMENT	COMMENT1	COMMENT0	BARRIER_VALUE	BARRIER_WINDOW_END_DATE	EXPIRY_SET	F_CUTOFF	F_COMMODITY_WARRANT	STRIKE_KIND	FORWARD_START_STYLE	QUOTATION_ENDDATE	QUOTATION_STARTDATE	TRADING_SYMBOL	EXPIRY_RULE	MATURITY_COUNT	STARDATE_RULE	MATURITY	CLEARING_CENTER_NAME	FLEX_TYPE_DES	EXPIRY_DYN	FORM_FACTOR	UNDERLYING_EXPIRYLABEL	QUANTO_CURR	FORWARD_START_END_DATE	IS_FORWARD_START	F_CASH_DELIVERY_DETT	KNOCKSTATUS	CALL_DATE	DAYSTD	DAYSTM	F_CAPGAR	F_CERTIFICATE	F_CPPI	F_MULTIPAYMENT	F_NOMINALMODE	PERC_CAPGAR	PREMIUM_DATE	F_AUTOCALL	COMPLIANCE	FV_LEVEL
	20211217							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								P				E					OESX 202112 P 3100		DEC 21											3100.0000000000		O_f447cf46-1f30-11e9-a2d0-b3645e528b7a_OESX 202112 P 3100 | 17 DEC 21 | P | E | 3100.0000000000_TBRX				E																			OESX 202112 P 3100 | 17 DEC 21 | P | E | 3100.0000000000												0															N															
	20210211							30200831		TBRX					C	G						1.0000000000					L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX			20200831					EUR								C				E							FEB 21											7.7750000000		O_c102a786-7710-11e9-9400-98972329be46_G FEB21 CALL 7.775 OTC - EPSILON | 11 FEB 21 | C | E | 7.7750000000_TBRX				E																			G FEB21 CALL 7.775 OTC - EPSILON | 11 FEB 21 | C | E | 7.7750000000												0															N															
	20210607							30200831		TBRX					C	ENEL						0.1000000000					L_S_ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a_ENEL_TBRX			20200831					EUR								C				E					BI CW CALL ENEL 8 E 070621		JUN 21											8.0000000000		L_S_b3cb091e-90e6-11ea-b430-b3e2b66d25c3_I06431_TBRX				E																			I06431												0															N															
	20270618							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							JUN 27											1430.0000000000		O_b1f5bf96-b60a-11ea-9b50-043c68f1e71b_SD3E JUN27 CATM - EPSILON | 18 JUN 27 | C | E | 1430.0000000000_TBRX				E																			SD3E JUN27 CATM - EPSILON | 18 JUN 27 | C | E | 1430.0000000000												0															N															
	20231107							30200831		TBRX					P	TSPA						1.0000000000					L_S_efa2fe76-1f2a-11e9-a2d0-b3645e528b7a_TSPA_TBRX			20200831					EUR								X				M					WARR THESPAC		NOV 23											10.5000000000		L_S_efa37ff4-1f2a-11e9-a2d0-b3645e528b7a_WTSPA_TBRX				M																			WTSPA												0															N															
	20221216							30200831		TBRX					P	DEUTSCHE TELEKOM						100.0000000000					L_S_ef9f4c36-1f2a-11e9-a2d0-b3645e528b7a_DEUTSCHE TELEKOM_TBRX			20200831					EUR								P				A					DTE 202212 P 10		DEC 22											10.0000000000		O_f54b5ec6-1f30-11e9-a2d0-b3645e528b7a_DTE 202212 P 10 | 16 DEC 22 | P | A | 10.0000000000_TBRX				A																			DTE 202212 P 10 | 16 DEC 22 | P | A | 10.0000000000												0															N															
	20200918							30200831		TBRX					P	ENI						500.0000000000					L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX			20200831					EUR								C				A					ENI0I9.50		SEP 20											9.5000000000		O_b379a616-de92-11e9-aa30-0f30bc25b079_ENI0I9.50 | 18 SEP 20 | C | A | 9.5000000000_TBRX				A																			ENI0I9.50 | 18 SEP 20 | C | A | 9.5000000000												0															N															
	20201218							30200831		TBRX					P	NOKIA						100.0000000000					L_S_ef9f98c6-1f2a-11e9-a2d0-b3645e528b7a_NOKIA_TBRX			20200831					EUR								C				A					NOA3 202012 C 4.4		DEC 20											4.4000000000		O_2dbe786e-a209-11e9-8bd0-0df8aed42ae6_NOA3 202012 C 4.4 | 18 DEC 20 | C | A | 4.4000000000_TBRX				A																			NOA3 202012 C 4.4 | 18 DEC 20 | C | A | 4.4000000000												0															N															
	20211217							30200831		TBRX					P	REPSOL						1.0000000000					L_S_efa2e81e-1f2a-11e9-a2d0-b3645e528b7a_REPSOL_TBRX			20200831					EUR								P				A							DEC 21											12.0000000000		O_bacb8f38-a3aa-11e9-9740-af4e15bd98e1_5_RP 12X D21 - OTC - STRUTT | 17 DEC 21 | P | A | 12.0000000000_TBRX				A																			5_RP 12X D21 - OTC - STRUTT | 17 DEC 21 | P | A | 12.0000000000												0															N															
	20201218							30200831		TBRX					P	EXO						100.0000000000					L_S_efa4911e-1f2a-11e9-a2d0-b3645e528b7a_EXO_TBRX			20200831					EUR								P				A					EXO0X31		DEC 20											31.0000000000		O_46ab1904-69af-11ea-83d0-3892cbdc6f96_EXO0X31 | 18 DEC 20 | P | A | 31.0000000000_TBRX				A																			EXO0X31 | 18 DEC 20 | P | A | 31.0000000000												0															N															
	20200918							30200831		TBRX					P	G						1.0000000000					L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX			20200831					EUR								C				E							SEP 20											15.0000000000		O_5b457422-a712-11ea-abb0-840f70860522_G I15 - OTC CR FIRENZE | 18 SEP 20 | C | E | 15.0000000000_TBRX				E																			G I15 - OTC CR FIRENZE | 18 SEP 20 | C | E | 15.0000000000												0															N															
	20201207							30200831		TBRX					C	LDO						0.1000000000					L_S_efa08e84-1f2a-11e9-a2d0-b3645e528b7a_LDO_TBRX			20200831					EUR								C				E					BI CW CALL LEONARDO 7,5 E 071220		DEC 20											7.5000000000		L_S_b3c67e12-90e6-11ea-b430-b3e2b66d25c3_I06465_TBRX				E																			I06465												0															N															
	20201218							30200831		TBRX					P	FCA						500.0000000000					L_S_ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a_FCA_TBRX			20200831					EUR								C				A					FCA0L11.50		DEC 20											11.5000000000		O_0079bd36-2554-11ea-af50-2dba816f6810_FCA0L11.50 | 18 DEC 20 | C | A | 11.5000000000_TBRX				A																			FCA0L11.50 | 18 DEC 20 | C | A | 11.5000000000												0															N															
	20231215							30200831		TBRX					P	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								P				E							DEC 23											2000.0000000000		O_c074a7b0-7710-11e9-9400-98972329be46_0_EUR_SELDIV X2000 23 - OTC JPM2 | 15 DEC 23 | P | E | 2000.0000000000_TBRX				E																			0_EUR_SELDIV X2000 23 - OTC JPM2 | 15 DEC 23 | P | E | 2000.0000000000												0															N															
	20210618							30200831		TBRX					P	ENEL						500.0000000000					L_S_ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a_ENEL_TBRX			20200831					EUR								C				A					ENEL1F6.80		JUN 21											6.8000000000		O_4c7412d4-1f30-11e9-a2d0-b3645e528b7a_ENEL1F6.80 | 18 JUN 21 | C | A | 6.8000000000_TBRX				A																			ENEL1F6.80 | 18 JUN 21 | C | A | 6.8000000000												0															N															
	20221216							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								P				E					OESX 202212 P 1700		DEC 22											1700.0000000000		O_f4488aa8-1f30-11e9-a2d0-b3645e528b7a_OESX 202212 P 1700 | 16 DEC 22 | P | E | 1700.0000000000_TBRX				E																			OESX 202212 P 1700 | 16 DEC 22 | P | E | 1700.0000000000												0															N															
	20251219							30200831		TBRX					C	FEXD 202512 | DEC 25						100.0000000000					L_S_f463398e-1f30-11e9-a2d0-b3645e528b7a_FEXD 202512 | DEC 25_TBRX			20200831					EUR								C				E					OEXD 202512 C 120		DEC 25											120.0000000000		O_f93565b8-1f30-11e9-a2d0-b3645e528b7a_OEXD 202512 C 120 | 19 DEC 25 | C | E | 120.0000000000_TBRX				E																			OEXD 202512 C 120 | 19 DEC 25 | C | E | 120.0000000000												0															N															
	20210702							30200831		TBRX					C	BAY						1.0000000000					L_S_efa18f50-1f2a-11e9-a2d0-b3645e528b7a_BAY_TBRX			20200831					EUR								C				E							JUL 21											86.7800000000		O_bf096108-bd1a-11ea-b0d0-9b6fd5f0ec96_3_BAYG G86.78 21 - OTC EPSILON | 02 JUL 21 | C | E | 86.7800000000_TBRX				E																			3_BAYG G86.78 21 - OTC EPSILON | 02 JUL 21 | C | E | 86.7800000000												0															N															
	20210319							30200831		TBRX					P	G						100.0000000000					L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX			20200831					EUR								P				A					G1O14		MAR 21											14.0000000000		O_ef854ef6-6cd3-11ea-a480-53318575c5c6_G1O14 | 19 MAR 21 | P | A | 14.0000000000_TBRX				A																			G1O14 | 19 MAR 21 | P | A | 14.0000000000												0															N															
	20230427							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							APR 23											847.8890590000		O_39e51c5a-8e31-11ea-82f0-16bc4e268204_0_EUR_SELDIV C 847.889 23 - 5655 | 27 APR 23 | C | E | 847.8890590000_TBRX				E																			0_EUR_SELDIV C 847.889 23 - 5655 | 27 APR 23 | C | E | 847.8890590000												0															N															
	20200907							30200831		TBRX					C	TOTAL						0.1000000000					L_S_ef9c7be6-1f2a-11e9-a2d0-b3645e528b7a_TOTAL_TBRX			20200831					EUR								C				E					BI CW CALL TOTAL 54 E 070920		SEP 20											54.0000000000		L_S_d3928bc8-5211-11ea-8640-38c7f938b954_I06097_TBRX				E																			I06097												0															N															
	20211026							30200831		TBRX					C	FESX 202009 | SEP 20						1.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E							OCT 21											3418.2300000000		O_84931558-62b4-11e9-b160-4ad6f9df0bf5_STXE OCT21 CATM | 26 OCT 21 | C | E | 3418.2300000000_TBRX				E																			STXE OCT21 CATM | 26 OCT 21 | C | E | 3418.2300000000												0															N															
	20250506							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							MAY 25											1984.9900000000		O_b2524098-7710-11e9-9400-98972329be46_SD3E MAY25 C100 BOND | 06 MAY 25 | C | E | 1984.9900000000_TBRX				E																			SD3E MAY25 C100 BOND | 06 MAY 25 | C | E | 1984.9900000000												0															N															
	20201218							30200831		TBRX					P	BNP						100.0000000000					L_S_efa08740-1f2a-11e9-a2d0-b3645e528b7a_BNP_TBRX			20200831					EUR								C				A					BNP 202012 C 52		DEC 20											52.0000000000		O_f466a20e-1f30-11e9-a2d0-b3645e528b7a_BNP 202012 C 52 | 18 DEC 20 | C | A | 52.0000000000_TBRX				A																			BNP 202012 C 52 | 18 DEC 20 | C | A | 52.0000000000												0															N															
	20200918							30200831		TBRX					P	SRS						1000.0000000000					L_S_ef9cd910-1f2a-11e9-a2d0-b3645e528b7a_SRS_TBRX			20200831					EUR								C				A					SRS0I0.95		SEP 20											0.9500000000		O_02405186-209d-11ea-8b90-eb1dc31f68ee_SRS0I0.95 | 18 SEP 20 | C | A | .9500000000_TBRX				A																			SRS0I0.95 | 18 SEP 20 | C | A | .9500000000												0															N															
	20201218							30200831		TBRX					C	S&P 500 INDEX						1.0000000000					L_S_7d11f02a-5151-11e9-b8d0-ec23cf8de3db_S&P 500 INDEX_TBRX			20200831					USD								C				E							DEC 20											2700.0000000000		O_bf10fd9c-7710-11e9-9400-98972329be46_SPX DEC20 CALL 2700 - SOCGEN | 18 DEC 20 | C | E | 2700.0000000000_TBRX				E																			SPX DEC20 CALL 2700 - SOCGEN | 18 DEC 20 | C | E | 2700.0000000000												0															N															
	20201207							30200831		TBRX					C	ALLIANZ						0.1000000000					L_S_efa1c998-1f2a-11e9-a2d0-b3645e528b7a_ALLIANZ_TBRX			20200831					EUR								C				E					BI CW CALL ALLIANZ 270 E 071220		DEC 20											270.0000000000		L_S_405618f0-1659-11ea-b3f0-689a4e2fd020_I05865_TBRX				E																			I05865												0															N															
	20201218							30200831		TBRX					P	ENI						500.0000000000					L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX			20200831					EUR								P				A					ENI0X7		DEC 20											7.0000000000		O_c6fa986a-629c-11ea-b360-e4afb098eae1_ENI0X7 | 18 DEC 20 | P | A | 7.0000000000_TBRX				A																			ENI0X7 | 18 DEC 20 | P | A | 7.0000000000												0															N															
	20221216							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E					OESX 202212 C 3500		DEC 22											3500.0000000000		O_f4490e9c-1f30-11e9-a2d0-b3645e528b7a_OESX 202212 C 3500 | 16 DEC 22 | C | E | 3500.0000000000_TBRX				E																			OESX 202212 C 3500 | 16 DEC 22 | C | E | 3500.0000000000												0															N															
	20240424							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							APR 24											1363.5535000000		O_b9c1dc12-7710-11e9-9400-98972329be46_CERT SD3E APR26 BDT C66.66 5Y | 24 APR 24 | C | E | 1363.5535000000_TBRX				E																			CERT SD3E APR26 BDT C66.66 5Y | 24 APR 24 | C | E | 1363.5535000000												0															N															
	20260729							30200831		TBRX					C	ESTX UTIL PR						1.0000000000					L_S_7d17b12c-5151-11e9-b8d0-ec23cf8de3db_ESTX UTIL PR_TBRX			20200831					EUR								P				E							JUL 26											323.2900000000		O_a38696fc-b353-11e9-b550-9403f430e0d1_SX6E JUL26 PATM | 29 JUL 26 | P | E | 323.2900000000_TBRX				E																			SX6E JUL26 PATM | 29 JUL 26 | P | E | 323.2900000000												0															N															
	20220617							30200831		TBRX					P	G						100.0000000000					L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX			20200831					EUR								P				A					G2R8.80		JUN 22											8.8000000000		O_9872861a-494d-11e9-9970-3027219c6795_G2R8.80 | 17 JUN 22 | P | A | 8.8000000000_TBRX				A																			G2R8.80 | 17 JUN 22 | P | A | 8.8000000000												0															N															
	20250129							30200831		TBRX					C	FIB0I | SEP 20						1.0000000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								C				E							JAN 25											9885.7750000000		O_7d3a10ae-62b4-11e9-b160-4ad6f9df0bf5_EP CED FTMIB JAN25 C50 6Y | 29 JAN 25 | C | E | 9885.7750000000_TBRX				E																			EP CED FTMIB JAN25 C50 6Y | 29 JAN 25 | C | E | 9885.7750000000												0															N															
	20251029							30200831		TBRX					P	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							OCT 25											1893.1900000000		O_8866d192-62b4-11e9-b160-4ad6f9df0bf5_SD3E OCT25 CATM | 29 OCT 25 | C | E | 1893.1900000000_TBRX				E																			SD3E OCT25 CATM | 29 OCT 25 | C | E | 1893.1900000000												0															N															
	20200918							30200831		TBRX					P	TRN						1000.0000000000					L_S_efa1a24c-1f2a-11e9-a2d0-b3645e528b7a_TRN_TBRX			20200831					EUR								C				A					TRN0I6.50		SEP 20											6.5000000000		O_ab61b288-e2a7-11ea-88e0-76012705c10a_TRN0I6.50 | 18 SEP 20 | C | A | 6.5000000000_TBRX				A																			TRN0I6.50 | 18 SEP 20 | C | A | 6.5000000000												0															N															
	20200925							30200831		TBRX					C	G						1.0000000000					L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX			20200831					EUR								X				X					BI GCPP100%CE290920		SEP 20											0.0000000000		L_S_ef1caa2a-1f2e-11e9-a2d0-b3645e528b7a_EP3 G SEPT20 ISP_TBRX				X																			EP3 G SEPT20 ISP												0															N															
	20250528							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								X				X					IMI - EP ESXX SEL DIV30 30MG25		MAY 25											0.0000000000		L_S_34185f4e-1f2e-11e9-a2d0-b3645e528b7a_EPC SD3E MAY25 BDT_TBRX				X																			EPC SD3E MAY25 BDT												0															N															
	20260729							30200831		TBRX					C	ESTX UTIL PR						1.0000000000					L_S_7d17b12c-5151-11e9-b8d0-ec23cf8de3db_ESTX UTIL PR_TBRX			20200831					EUR								C				E							JUL 26											323.2900000000		O_a3859ae0-b353-11e9-b550-9403f430e0d1_SX6E JUL26 CATM | 29 JUL 26 | C | E | 323.2900000000_TBRX				E																			SX6E JUL26 CATM | 29 JUL 26 | C | E | 323.2900000000												0															N															
	20220810							30200831		TBRX					C	ENI						1.0000000000					L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX			20200831					EUR								C				E							AUG 22											20.9300000000		O_734004f1-62b4-11e9-b160-4ad6f9df0bf5_EPC ENI AUG22 CALL CAP | 10 AUG 22 | C | E | 20.9300000000_TBRX				E																			EPC ENI AUG22 CALL CAP | 10 AUG 22 | C | E | 20.9300000000												0															N															
	20211223							30200831		TBRX					C	FESX 202009 | SEP 20						1.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E							DEC 21											3314.2800000000		O_7f391968-62b4-11e9-b160-4ad6f9df0bf5_SX5E DEC21 CATM | 23 DEC 21 | C | E | 3314.2800000000_TBRX				E																			SX5E DEC21 CATM | 23 DEC 21 | C | E | 3314.2800000000												0															N															
	20220314							30200831		TBRX					C	ROYAL DUTCH SHELLA						1.0000000000					L_S_6e47d652-1f2b-11e9-a2d0-b3645e528b7a_ROYAL DUTCH SHELLA_TBRX			20200831					EUR								C				E							MAR 22											14.4500000000		O_bc676716-7710-11e9-9400-98972329be46_RDSA MAR22 CALL 14.45 OTC - EPSILON | 14 MAR 22 | C | E | 14.4500000000_TBRX				E																			RDSA MAR22 CALL 14.45 OTC - EPSILON | 14 MAR 22 | C | E | 14.4500000000												0															N															
	20251219							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E					OESX 202512 C 3000		DEC 25											3000.0000000000		O_f9530186-1f30-11e9-a2d0-b3645e528b7a_OESX 202512 C 3000 | 19 DEC 25 | C | E | 3000.0000000000_TBRX				E																			OESX 202512 C 3000 | 19 DEC 25 | C | E | 3000.0000000000												0															N															
	20201218							30200831		TBRX					P	FCA						1.0000000000					L_S_ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a_FCA_TBRX			20200831					EUR								C				A							DEC 20											11.0000000000		O_ae49f4e6-80bf-11ea-a510-0026eccf1891_FCA L11 - OTC - STRUTT | 18 DEC 20 | C | A | 11.0000000000_TBRX				A																			FCA L11 - OTC - STRUTT | 18 DEC 20 | C | A | 11.0000000000												0															N															
	20201218							30200831		TBRX					C	FEXD 202012 | DEC 20						100.0000000000					L_S_f3731ee0-1f30-11e9-a2d0-b3645e528b7a_FEXD 202012 | DEC 20_TBRX			20200831					EUR								P				E					OEXD 202012 P 105		DEC 20											105.0000000000		O_f9359682-1f30-11e9-a2d0-b3645e528b7a_OEXD 202012 P 105 | 18 DEC 20 | P | E | 105.0000000000_TBRX				E																			OEXD 202012 P 105 | 18 DEC 20 | P | E | 105.0000000000												0															N															
	20220810							30200831		TBRX					C	ENI						1.0000000000					L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX			20200831					EUR								P				E							AUG 22											16.1000000000		O_011aa274-aef6-11ea-8700-3d076c78611f_OPT_EPC ENI AUG22 PUT100 - 4690 | 10 AUG 22 | P | E | 16.1000000000_TBRX				E																			OPT_EPC ENI AUG22 PUT100 - 4690 | 10 AUG 22 | P | E | 16.1000000000												0															N															
	20260428							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							APR 26											1363.5535000000		O_b9c253d6-7710-11e9-9400-98972329be46_CERT SD3E APR26 BDT C66.66 7Y | 28 APR 26 | C | E | 1363.5535000000_TBRX				E																			CERT SD3E APR26 BDT C66.66 7Y | 28 APR 26 | C | E | 1363.5535000000												0															N															
	20210301							30200831		TBRX					C	FCA						0.1000000000					L_S_ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a_FCA_TBRX			20200831					EUR								C				E					BI CW CALL FCA 15,5 E 010321		MAR 21											15.5000000000		L_S_d39b46be-5211-11ea-8640-38c7f938b954_I06255_TBRX				E																			I06255												0															N															
	20200918							30200831		TBRX					P	MB						500.0000000000					L_S_ef9cb372-1f2a-11e9-a2d0-b3645e528b7a_MB_TBRX			20200831					EUR								C				A					MB0I7.60		SEP 20											7.6000000000		O_885595a4-ddc9-11e9-9eb0-e7766f5ef7bc_MB0I7.60 | 18 SEP 20 | C | A | 7.6000000000_TBRX				A																			MB0I7.60 | 18 SEP 20 | C | A | 7.6000000000												0															N															
	20200918							30200831		TBRX					P	SRS						1000.0000000000					L_S_ef9cd910-1f2a-11e9-a2d0-b3645e528b7a_SRS_TBRX			20200831					EUR								C				A					SRS0I0.90		SEP 20											0.9000000000		O_a43a3a52-3b54-11ea-b820-e8694f939059_SRS0I0.90 | 18 SEP 20 | C | A | .9000000000_TBRX				A																			SRS0I0.90 | 18 SEP 20 | C | A | .9000000000												0															N															
	20240212							30200831		TBRX					C	ENI						1.0000000000					L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX			20200831					EUR								C				E							FEB 24											7.6750000000		O_c11e8488-7710-11e9-9400-98972329be46_ENI FEB24 CALL 7.675 OTC - EPSILON | 12 FEB 24 | C | E | 7.6750000000_TBRX				E																			ENI FEB24 CALL 7.675 OTC - EPSILON | 12 FEB 24 | C | E | 7.6750000000												0															N															
	20210618							30200831		TBRX					P	ENI						500.0000000000					L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX			20200831					EUR								C				A					ENI1F17		JUN 21											17.0000000000		O_4c763f64-1f30-11e9-a2d0-b3645e528b7a_ENI1F17 | 18 JUN 21 | C | A | 17.0000000000_TBRX				A																			ENI1F17 | 18 JUN 21 | C | A | 17.0000000000												0															N															
	20200918							30200831		TBRX					P	US						1000.0000000000					L_S_efa1970c-1f2a-11e9-a2d0-b3645e528b7a_US_TBRX			20200831					EUR								P				A					US0U2.45		SEP 20											2.4500000000		O_aa628916-e2a7-11ea-88e0-76012705c10a_US0U2.45 | 18 SEP 20 | P | A | 2.4500000000_TBRX				A																			US0U2.45 | 18 SEP 20 | P | A | 2.4500000000												0															N															
	20210426							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							APR 21											1363.5535000000		O_b9c105da-7710-11e9-9400-98972329be46_CERT SD3E APR26 BDT C66.66 2Y | 26 APR 21 | C | E | 1363.5535000000_TBRX				E																			CERT SD3E APR26 BDT C66.66 2Y | 26 APR 21 | C | E | 1363.5535000000												0															N															
	20221216							30200831		TBRX					P	ENEL						500.0000000000					L_S_ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a_ENEL_TBRX			20200831					EUR								P				A					ENEL2X4.80		DEC 22											4.8000000000		O_98f071b0-494d-11e9-9970-3027219c6795_ENEL2X4.80 | 16 DEC 22 | P | A | 4.8000000000_TBRX				A																			ENEL2X4.80 | 16 DEC 22 | P | A | 4.8000000000												0															N															
	20211217							30200831		TBRX					P	TIT						1000.0000000000					L_S_ef9e0240-1f2a-11e9-a2d0-b3645e528b7a_TIT_TBRX			20200831					EUR								P				A					TIT1X0.30		DEC 21											0.3000000000		O_4dffe420-1f30-11e9-a2d0-b3645e528b7a_TIT1X0.30 | 17 DEC 21 | P | A | .3000000000_TBRX				A																			TIT1X0.30 | 17 DEC 21 | P | A | .3000000000												0															N															
	20240909							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								P				E							SEP 24											1802.1604000000		O_bbfec2aa-9e9d-11ea-a0a0-6b77645bee53_OPT_EPC SD3E SEP24 P92 - 4694 | 09 SEP 24 | P | E | 1802.1604000000_TBRX				E																			OPT_EPC SD3E SEP24 P92 - 4694 | 09 SEP 24 | P | E | 1802.1604000000												0															N															
	20230616							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E					OESX 202306 C 3500		JUN 23											3500.0000000000		O_e0581c30-b411-11ea-91c0-94d1ccfa987c_OESX 202306 C 3500 | 16 JUN 23 | C | E | 3500.0000000000_TBRX				E																			OESX 202306 C 3500 | 16 JUN 23 | C | E | 3500.0000000000												0															N															
