BARRIER_SPREAD_DOWN	EXPIRY	MARKET_COUNTRY	SECURITY_DEATH	COMMENT_VALUE	QUOTATION	F_BARRIER_STYLE	DIGITAL_DES	SSL_SNAPSHOT_DATE	FIXING_TYPE	SSL_FEID	STARTDATE	F_QUANTO	STRIKE_MODE	EXPIRY_MATERIAL_ID	F_CASH_DELIVERY	UNDERLYINGID_FE	CLASSID	F_QPERCENTAGE	F_ADDFLOWS	BARRIER_REBATE	F_STARTMODE	LOTSIZE	FORWARD_START_DATE	PAYOUT	MARKET	DIGITAL_PAYOUT_CUR	UNDERLYINGID	BARRIER_WINDOW_START_DATE	TRADE_DATE	REF_DATE	F_DIGITAL_STANDARD	LAST_TRADING_DATE	CAP_VALUE	DISC_FACTOR	CURRENCY	QUANTITY	UNIT	MARGIN	QUANTO_FACTOR_TYPE	DELIVERY_DATE	MKT_TRDCLAUSE	F_MARGIN_CALL	F_CALL_PUT	BARRIER_REBATE_QUOTATION	QUANTITY_DIVISOR	EXPIRY_SHIFT	EXERCISE_STYLE	MULTIPLE	FLEX_FORMULA	AUTO_ROLL	QUANTO_CONVERSION_RATE	DESCRIPTION	FOREX_FACTOR	EXPIRY_LABEL	CONVERSION_TYPE_MULTICURRENCY	OTYPE	FLOOR_VALUE	PREMIUM_MODE	PAYOFF_RULE_DES	EXPIRY_ID	FLEX_TYPE	BARRIER_REBATE_TYPE	F_FLEX	CONTRACT	STRIKE	F_AMORTIZED	FIID	DIGITAL_PAYOUT	BARRIER_PERIOD	FLEX_BLOCK	AMERICAN_EUROPEAN	QUANTITY_CURRENCY	EXPIRY_STRUCT_WRNT	BARRIER_EXERCISE_STYLE	BARRIER	RIC0	RIC2	RIC1	RIC3	F_ISEXOTIC	PARITY	PAYOFF_RULE	SHIFTER	F_COMPO	EXPIRY_SET_ID	MKT_SETTLRULE	EXPIRY_SET_DESCRIPTION	BARRIER_NATURE	BARRIER_SPREAD_UP	INSTRUMENTID_FE	BARRIER_VALUE2	CAP	F_REBATE_PAYMENT	COMMENT1	COMMENT0	BARRIER_VALUE	BARRIER_WINDOW_END_DATE	EXPIRY_SET	F_CUTOFF	F_COMMODITY_WARRANT	STRIKE_KIND	FORWARD_START_STYLE	QUOTATION_ENDDATE	QUOTATION_STARTDATE	TRADING_SYMBOL	EXPIRY_RULE	MATURITY_COUNT	STARDATE_RULE	MATURITY	CLEARING_CENTER_NAME	FLEX_TYPE_DES	EXPIRY_DYN	FORM_FACTOR	UNDERLYING_EXPIRYLABEL	QUANTO_CURR	FORWARD_START_END_DATE	IS_FORWARD_START	F_CASH_DELIVERY_DETT	KNOCKSTATUS	CALL_DATE	DAYSTD	DAYSTM	F_CAPGAR	F_CERTIFICATE	F_CPPI	F_MULTIPAYMENT	F_NOMINALMODE	PERC_CAPGAR	PREMIUM_DATE	F_AUTOCALL	COMPLIANCE	FV_LEVEL
	20201218							30200831		TBRX					P	CNHI						500.0000000000					L_S_efa48962-1f2a-11e9-a2d0-b3645e528b7a_CNHI_TBRX			20200831					EUR								C				A					CNHI0L7.40		DEC 20											7.4000000000		O_fb639cba-382f-11ea-b980-c857a3eb4fce_CNHI0L7.40 | 18 DEC 20 | C | A | 7.4000000000_TBRX				A																			CNHI0L7.40 | 18 DEC 20 | C | A | 7.4000000000												0															N															
	20201120							30200831		TBRX					P	MB						500.0000000000					L_S_ef9cb372-1f2a-11e9-a2d0-b3645e528b7a_MB_TBRX			20200831					EUR								P				A					MB0W7.80		NOV 20											7.8000000000		O_557d5ba6-e5cc-11ea-bc90-d15aa210e889_MB0W7.80 | 20 NOV 20 | P | A | 7.8000000000_TBRX				A																			MB0W7.80 | 20 NOV 20 | P | A | 7.8000000000												0															N															
	20210618							30200831		TBRX					P	TIT						1000.0000000000					L_S_ef9e0240-1f2a-11e9-a2d0-b3645e528b7a_TIT_TBRX			20200831					EUR								C				A					TIT1F0.54		JUN 21											0.5400000000		O_a060b39e-b44d-11ea-91c0-94d1ccfa987c_TIT1F0.54 | 18 JUN 21 | C | A | .5400000000_TBRX				A																			TIT1F0.54 | 18 JUN 21 | C | A | .5400000000												0															N															
	20200923							30200831		TBRX					C	STXE 600 HECR PR						1.0000000000					L_S_7d17ee58-5151-11e9-b8d0-ec23cf8de3db_STXE 600 HECR PR_TBRX			20200831					EUR								C				E							SEP 20											1066.7664000000		O_bb449b82-9e9d-11ea-a0a0-6b77645bee53_OPT_EP3 SXDP SEPT20 BDT CALL 144 - 3569 | 23 SEP 20 | C | E | 1066.7664000000_TBRX				E																			OPT_EP3 SXDP SEPT20 BDT CALL 144 - 3569 | 23 SEP 20 | C | E | 1066.7664000000												0															N															
	20250218							30200831		TBRX					C	FESX 202009 | SEP 20						1.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E							FEB 25											1637.0000000000		O_bc4d2094-9e9d-11ea-a0a0-6b77645bee53_OPT_EP CED SX5E FEB26 C50 6Y - 4866 | 18 FEB 25 | C | E | 1637.0000000000_TBRX				E																			OPT_EP CED SX5E FEB26 C50 6Y - 4866 | 18 FEB 25 | C | E | 1637.0000000000												0															N															
	20260527							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							MAY 26											2042.0400000000		O_e941a41a-a3ea-11ea-a680-738491c6e588_0_EUR_SELDIV C 2042.04 26 - 5681 | 27 MAY 26 | C | E | 2042.0400000000_TBRX				E																			0_EUR_SELDIV C 2042.04 26 - 5681 | 27 MAY 26 | C | E | 2042.0400000000												0															N															
	20201023							30200831		TBRX					C	ESTX UTIL PR						1.0000000000					L_S_7d17b12c-5151-11e9-b8d0-ec23cf8de3db_ESTX UTIL PR_TBRX			20200831					EUR								C				E							OCT 20											251.2000000000		O_89089e78-62b4-11e9-b160-4ad6f9df0bf5_SX6E OCT20 CATM | 23 OCT 20 | C | E | 251.2000000000_TBRX				E																			SX6E OCT20 CATM | 23 OCT 20 | C | E | 251.2000000000												0															N															
	20270224							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							FEB 27											1194.0663670000		O_34a682da-5a5e-11ea-ba40-96f751be5152_0_EUR_SELDIV C 1194.066 27 - 5519 | 24 FEB 27 | C | E | 1194.0663670000_TBRX				E																			0_EUR_SELDIV C 1194.066 27 - 5519 | 24 FEB 27 | C | E | 1194.0663670000												0															N															
	20201218							30200831		TBRX					P	UCG						500.0000000000					L_S_efa29670-1f2a-11e9-a2d0-b3645e528b7a_UCG_TBRX			20200831					EUR								C				A					UCG0L9		DEC 20											9.0000000000		O_02a88510-2554-11ea-af50-2dba816f6810_UCG0L9 | 18 DEC 20 | C | A | 9.0000000000_TBRX				A																			UCG0L9 | 18 DEC 20 | C | A | 9.0000000000												0															N															
	20201218							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								P				E					OESX 202012 P 3200		DEC 20											3200.0000000000		O_f380d076-1f30-11e9-a2d0-b3645e528b7a_OESX 202012 P 3200 | 18 DEC 20 | P | E | 3200.0000000000_TBRX				E																			OESX 202012 P 3200 | 18 DEC 20 | P | E | 3200.0000000000												0															N															
	20250129							30200831		TBRX					C	FIB0I | SEP 20						1.0000000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								C				E							JAN 25											0.0001000000		O_7d36f464-62b4-11e9-b160-4ad6f9df0bf5_EP CED FTMIB JAN25 C0 BOND | 29 JAN 25 | C | E | .0001000000_TBRX				E																			EP CED FTMIB JAN25 C0 BOND | 29 JAN 25 | C | E | .0001000000												0															N															
	20210301							30200831		TBRX					C	ATL						0.1000000000					L_S_efa0e424-1f2a-11e9-a2d0-b3645e528b7a_ATL_TBRX			20200831					EUR								C				E					BI CW CALL ATLANTIA 28 E 010321		MAR 21											28.0000000000		L_S_d3c603e0-5211-11ea-8640-38c7f938b954_I06177_TBRX				E																			I06177												0															N															
	20250326							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							MAR 25											2006.9100000000		O_bbe80b96-9e9d-11ea-a0a0-6b77645bee53_OPT_SD3E MAR25 CATM - 4482 | 26 MAR 25 | C | E | 2006.9100000000_TBRX				E																			OPT_SD3E MAR25 CATM - 4482 | 26 MAR 25 | C | E | 2006.9100000000												0															N															
	20200907							30200831		TBRX					C	RACE						0.1000000000					L_S_ef9cb782-1f2a-11e9-a2d0-b3645e528b7a_RACE_TBRX			20200831					EUR								C				E					BI CW CALL FERRARI 190 E 070920		SEP 20											190.0000000000		L_S_4064cfbc-1659-11ea-b3f0-689a4e2fd020_I05927_TBRX				E																			I05927												0															N															
	20200918							30200831		TBRX					P	G						100.0000000000					L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX			20200831					EUR								C				A					G0I14		SEP 20											14.0000000000		O_884072aa-ddc9-11e9-9eb0-e7766f5ef7bc_G0I14 | 18 SEP 20 | C | A | 14.0000000000_TBRX				A																			G0I14 | 18 SEP 20 | C | A | 14.0000000000												0															N															
	20201218							30200831		TBRX					P	G						100.0000000000					L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX			20200831					EUR								P				A					G0X12.50		DEC 20											12.5000000000		O_f3b10a40-59f7-11ea-9160-6c1eba12144e_G0X12.50 | 18 DEC 20 | P | A | 12.5000000000_TBRX				A																			G0X12.50 | 18 DEC 20 | P | A | 12.5000000000												0															N															
	20201218							30200831		TBRX					C	FIB0I | SEP 20						2.5000000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								P				E					MIBO0X20000		DEC 20											20000.0000000000		O_4ce96dc2-1f30-11e9-a2d0-b3645e528b7a_MIBO0X20000 | 18 DEC 20 | P | E | 20000.0000000000_TBRX				E																			MIBO0X20000 | 18 DEC 20 | P | E | 20000.0000000000												0															N															
	20201218							30200831		TBRX					P	DAIMLER						100.0000000000					L_S_efa14748-1f2a-11e9-a2d0-b3645e528b7a_DAIMLER_TBRX			20200831					EUR								P				A					DAI 202012 P 40		DEC 20											40.0000000000		O_f4866f12-1f30-11e9-a2d0-b3645e528b7a_DAI 202012 P 40 | 18 DEC 20 | P | A | 40.0000000000_TBRX				A																			DAI 202012 P 40 | 18 DEC 20 | P | A | 40.0000000000												0															N															
	20201218							30200831		TBRX					P	ENEL						500.0000000000					L_S_ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a_ENEL_TBRX			20200831					EUR								C				A					ENEL0L8.20		DEC 20											8.2000000000		O_0134066e-2554-11ea-af50-2dba816f6810_ENEL0L8.20 | 18 DEC 20 | C | A | 8.2000000000_TBRX				A																			ENEL0L8.20 | 18 DEC 20 | C | A | 8.2000000000												0															N															
	20200918							30200831		TBRX					C	FIB0I | SEP 20						0.0001000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								C				E					BI CW CALL FTSE MIB 25500 E 180920		SEP 20											25500.0000000000		L_S_d3db079a-5211-11ea-8640-38c7f938b954_I06078_TBRX				E																			I06078												0															N															
	20220211							30200831		TBRX					C	BNP						1.0000000000					L_S_efa08740-1f2a-11e9-a2d0-b3645e528b7a_BNP_TBRX			20200831					EUR								C				E							FEB 22											21.0650000000		O_c10a445a-7710-11e9-9400-98972329be46_BNP FEB22 CALL 21.065 OTC - EPSILON | 11 FEB 22 | C | E | 21.0650000000_TBRX				E																			BNP FEB22 CALL 21.065 OTC - EPSILON | 11 FEB 22 | C | E | 21.0650000000												0															N															
	20201218							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E					OESX 202012 C 3500		DEC 20											3500.0000000000		O_f380ec96-1f30-11e9-a2d0-b3645e528b7a_OESX 202012 C 3500 | 18 DEC 20 | C | E | 3500.0000000000_TBRX				E																			OESX 202012 C 3500 | 18 DEC 20 | C | E | 3500.0000000000												0															N															
	20241220							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								P				E							DEC 24											2000.0000000000		O_cecaedf2-1101-11ea-95c0-9c8971a2b88b_OTC SD3E P2000 DEC24 - JPM STD | 20 DEC 24 | P | E | 2000.0000000000_TBRX				E																			OTC SD3E P2000 DEC24 - JPM STD | 20 DEC 24 | P | E | 2000.0000000000												0															N															
	20201218							30200831		TBRX					C	FEXD 202012 | DEC 20						100.0000000000					L_S_f3731ee0-1f30-11e9-a2d0-b3645e528b7a_FEXD 202012 | DEC 20_TBRX			20200831					EUR								C				E					OEXD 202012 C 121		DEC 20											121.0000000000		O_00d12546-1f31-11e9-a2d0-b3645e528b7a_OEXD 202012 C 121 | 18 DEC 20 | C | E | 121.0000000000_TBRX				E																			OEXD 202012 C 121 | 18 DEC 20 | C | E | 121.0000000000												0															N															
	20201218							30200831		TBRX					P	TEN						500.0000000000					L_S_ef9d4896-1f2a-11e9-a2d0-b3645e528b7a_TEN_TBRX			20200831					EUR								P				A					TEN0X5.40		DEC 20											5.4000000000		O_c99541a6-629c-11ea-b360-e4afb098eae1_TEN0X5.40 | 18 DEC 20 | P | A | 5.4000000000_TBRX				A																			TEN0X5.40 | 18 DEC 20 | P | A | 5.4000000000												0															N															
	20231010							30200831		TBRX					C	CAC 40 INDEX						1.0000000000					L_S_7d16e0ee-5151-11e9-b8d0-ec23cf8de3db_CAC 40 INDEX_TBRX			20200831					EUR								C				E							OCT 23											5095.9800000000		O_7a4f77f8-62b4-11e9-b160-4ad6f9df0bf5_EPC CAC40 OCT23 CALL ATM | 10 OCT 23 | C | E | 5095.9800000000_TBRX				E																			EPC CAC40 OCT23 CALL ATM | 10 OCT 23 | C | E | 5095.9800000000												0															N															
	20221216							30200831		TBRX					P	ENI						500.0000000000					L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX			20200831					EUR								C				A					ENI2L18		DEC 22											18.0000000000		O_984aab86-494d-11e9-9970-3027219c6795_ENI2L18 | 16 DEC 22 | C | A | 18.0000000000_TBRX				A																			ENI2L18 | 16 DEC 22 | C | A | 18.0000000000												0															N															
	20201016							30200831		TBRX					C	FESB 202009 | SEP 20						50.0000000000					L_S_4997fdf0-254c-11ea-af50-2dba816f6810_FESB 202009 | SEP 20_TBRX			20200831					EUR								C				E					OESB 202010 C 72.5		OCT 20											72.5000000000		O_6770bebe-ca12-11ea-bfb0-7047c6039bd4_OESB 202010 C 72.5 | 16 OCT 20 | C | E | 72.5000000000_TBRX				E																			OESB 202010 C 72.5 | 16 OCT 20 | C | E | 72.5000000000												0															N															
	20230313							30200831		TBRX					C	IBERDROLA						1.0000000000					L_S_efa07020-1f2a-11e9-a2d0-b3645e528b7a_IBERDROLA_TBRX			20200831					EUR								C				E							MAR 23											3.8910000000		O_bc4fb936-7710-11e9-9400-98972329be46_IBERDROLA MAR23 CALL 3.891 OTC - EPSILON | 13 MAR 23 | C | E | 3.8910000000_TBRX				E																			IBERDROLA MAR23 CALL 3.891 OTC - EPSILON | 13 MAR 23 | C | E | 3.8910000000												0															N															
	20211123							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							NOV 21											2770.9682000000		O_7183fe5a-62b4-11e9-b160-4ad6f9df0bf5_SD3E NOV21 CCAP | 23 NOV 21 | C | E | 2770.9682000000_TBRX				E																			SD3E NOV21 CCAP | 23 NOV 21 | C | E | 2770.9682000000												0															N															
	20201218							30200831		TBRX					P	MB						500.0000000000					L_S_ef9cb372-1f2a-11e9-a2d0-b3645e528b7a_MB_TBRX			20200831					EUR								P				A					MB0X4.80		DEC 20											4.8000000000		O_9834d0d6-494d-11e9-9970-3027219c6795_MB0X4.80 | 18 DEC 20 | P | A | 4.8000000000_TBRX				A																			MB0X4.80 | 18 DEC 20 | P | A | 4.8000000000												0															N															
	20240313							30200831		TBRX					C	BMW						1.0000000000					L_S_efa09e6a-1f2a-11e9-a2d0-b3645e528b7a_BMW_TBRX			20200831					EUR								C				E							MAR 24											37.7030000000		O_bc622c38-7710-11e9-9400-98972329be46_BMW MAR24 CALL 37.703 OTC - EPSILON | 13 MAR 24 | C | E | 37.7030000000_TBRX				E																			BMW MAR24 CALL 37.703 OTC - EPSILON | 13 MAR 24 | C | E | 37.7030000000												0															N															
	20200918							30200831		TBRX					P	EXO						100.0000000000					L_S_efa4911e-1f2a-11e9-a2d0-b3645e528b7a_EXO_TBRX			20200831					EUR								C				A					EXO0I54		SEP 20											54.0000000000		O_880fca10-ddc9-11e9-9eb0-e7766f5ef7bc_EXO0I54 | 18 SEP 20 | C | A | 54.0000000000_TBRX				A																			EXO0I54 | 18 SEP 20 | C | A | 54.0000000000												0															N															
	20210618							30200831		TBRX					C	FIB0I | SEP 20						2.5000000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								P				E					MIBO1R11000		JUN 21											11000.0000000000		O_4cf4f02a-1f30-11e9-a2d0-b3645e528b7a_MIBO1R11000 | 18 JUN 21 | P | E | 11000.0000000000_TBRX				E																			MIBO1R11000 | 18 JUN 21 | P | E | 11000.0000000000												0															N															
	20200907							30200831		TBRX					C	G						0.1000000000					L_S_ef9f4880-1f2a-11e9-a2d0-b3645e528b7a_G_TBRX			20200831					EUR								C				E					BI CW CALL GENERALI ASS 13 E 070920		SEP 20											13.0000000000		L_S_b3bf2d74-90e6-11ea-b430-b3e2b66d25c3_I06366_TBRX				E																			I06366												0															N															
	20210315							30200831		TBRX					C	ENI						1.0000000000					L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX			20200831					EUR								C				E							MAR 21											7.9900000000		O_bc4ea3f2-7710-11e9-9400-98972329be46_ENI MAR21 CALL 7.99 OTC - EPSILON | 15 MAR 21 | C | E | 7.9900000000_TBRX				E																			ENI MAR21 CALL 7.99 OTC - EPSILON | 15 MAR 21 | C | E | 7.9900000000												0															N															
	20210125							30200831		TBRX					C	FIB0I | SEP 20						1.0000000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								C				E							JAN 21											9885.7750000000		O_7d38f764-62b4-11e9-b160-4ad6f9df0bf5_EP CED FTMIB JAN25 C50 2Y | 25 JAN 21 | C | E | 9885.7750000000_TBRX				E																			EP CED FTMIB JAN25 C50 2Y | 25 JAN 21 | C | E | 9885.7750000000												0															N															
	20200918							30200831		TBRX					P	STM						500.0000000000					L_S_ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a_STM_TBRX			20200831					EUR								C				A					STM0I31		SEP 20											31.0000000000		O_8c154462-01f7-11ea-ade0-0187e19062a0_STM0I31 | 18 SEP 20 | C | A | 31.0000000000_TBRX				A																			STM0I31 | 18 SEP 20 | C | A | 31.0000000000												0															N															
	20211217							30200831		TBRX					P	ENI						500.0000000000					L_S_ef9c1fd4-1f2a-11e9-a2d0-b3645e528b7a_ENI_TBRX			20200831					EUR								P				A					ENI1X11		DEC 21											11.0000000000		O_4d15816e-1f30-11e9-a2d0-b3645e528b7a_ENI1X11 | 17 DEC 21 | P | A | 11.0000000000_TBRX				A																			ENI1X11 | 17 DEC 21 | P | A | 11.0000000000												0															N															
	20271217							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E					OESX 202712 C 3300		DEC 27											3300.0000000000		O_fb09cbcc-1f30-11e9-a2d0-b3645e528b7a_OESX 202712 C 3300 | 17 DEC 27 | C | E | 3300.0000000000_TBRX				E																			OESX 202712 C 3300 | 17 DEC 27 | C | E | 3300.0000000000												0															N															
	20201016							30200831		TBRX					P	PST						500.0000000000					L_S_efa10eea-1f2a-11e9-a2d0-b3645e528b7a_PST_TBRX			20200831					EUR								P				A					PST0V7.80		OCT 20											7.8000000000		O_46f4f150-ca4e-11ea-bfb0-7047c6039bd4_PST0V7.80 | 16 OCT 20 | P | A | 7.8000000000_TBRX				A																			PST0V7.80 | 16 OCT 20 | P | A | 7.8000000000												0															N															
	20201207							30200831		TBRX					C	LDO						0.1000000000					L_S_efa08e84-1f2a-11e9-a2d0-b3645e528b7a_LDO_TBRX			20200831					EUR								C				E					BI CW CALL LEONARDO 13,5 E 071220		DEC 20											13.5000000000		L_S_406e28aa-1659-11ea-b3f0-689a4e2fd020_I05947_TBRX				E																			I05947												0															N															
	20250729							30200831		TBRX					C	STXE 600 UTIL PR						1.0000000000					L_S_7d17b5d2-5151-11e9-b8d0-ec23cf8de3db_STXE 600 UTIL PR_TBRX			20200831					EUR								C				E							JUL 25											471.4240000000		O_5972ccea-b1c1-11e9-85a0-6c935ab61161_EPC SX6P JUL25 CCAP | 29 JUL 25 | C | E | 471.4240000000_TBRX				E																			EPC SX6P JUL25 CCAP | 29 JUL 25 | C | E | 471.4240000000												0															N															
	20241220							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								P				E					OESX 202412 P 3700		DEC 24											3700.0000000000		O_f92dac9c-1f30-11e9-a2d0-b3645e528b7a_OESX 202412 P 3700 | 20 DEC 24 | P | E | 3700.0000000000_TBRX				E																			OESX 202412 P 3700 | 20 DEC 24 | P | E | 3700.0000000000												0															N															
	20211123							30200831		TBRX					C	ESTX SD 30 PR						1.0000000000					L_S_7d175f42-5151-11e9-b8d0-ec23cf8de3db_ESTX SD 30 PR_TBRX			20200831					EUR								C				E							NOV 21											2770.9682000000		O_83cfd0ba-b093-11ea-bdb0-f7127f36688c_OPT_SD3E NOV21 CCAP - 3605 | 23 NOV 21 | C | E | 2770.9682000000_TBRX				E																			OPT_SD3E NOV21 CCAP - 3605 | 23 NOV 21 | C | E | 2770.9682000000												0															N															
	20221216							30200831		TBRX					C	FESX 202009 | SEP 20						10.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E					OESX 202212 C 4000		DEC 22											4000.0000000000		O_f44b89ba-1f30-11e9-a2d0-b3645e528b7a_OESX 202212 C 4000 | 16 DEC 22 | C | E | 4000.0000000000_TBRX				E																			OESX 202212 C 4000 | 16 DEC 22 | C | E | 4000.0000000000												0															N															
	20201218							30200831		TBRX					P	LUFTHANSA						100.0000000000					L_S_ef9c9ffe-1f2a-11e9-a2d0-b3645e528b7a_LUFTHANSA_TBRX			20200831					EUR								P				A					LHA 202012 P 20		DEC 20											20.0000000000		O_f93e0eac-1f30-11e9-a2d0-b3645e528b7a_LHA 202012 P 20 | 18 DEC 20 | P | A | 20.0000000000_TBRX				A																			LHA 202012 P 20 | 18 DEC 20 | P | A | 20.0000000000												0															N															
	20260211							30200831		TBRX					C	FESX 202009 | SEP 20						1.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E							FEB 26											1622.3950000000		O_c1167900-7710-11e9-9400-98972329be46_SX5E FEB26 CALL50 OTC - EPSILON | 11 FEB 26 | C | E | 1622.3950000000_TBRX				E																			SX5E FEB26 CALL50 OTC - EPSILON | 11 FEB 26 | C | E | 1622.3950000000												0															N															
	20201016							30200831		TBRX					C	FIB0I | SEP 20						2.5000000000					L_S_87f776a4-ddc9-11e9-9eb0-e7766f5ef7bc_FIB0I | SEP 20_TBRX			20200831					EUR								P				E					MIBO0V19000		OCT 20											19000.0000000000		O_3f0117b2-ca4e-11ea-bfb0-7047c6039bd4_MIBO0V19000 | 16 OCT 20 | P | E | 19000.0000000000_TBRX				E																			MIBO0V19000 | 16 OCT 20 | P | E | 19000.0000000000												0															N															
	20200907							30200831		TBRX					C	FCA						0.1000000000					L_S_ef9d4c92-1f2a-11e9-a2d0-b3645e528b7a_FCA_TBRX			20200831					EUR								C				E					BI CW CALL FCA 15 E 070920		SEP 20											15.0000000000		L_S_d39fdcf6-5211-11ea-8640-38c7f938b954_I06254_TBRX				E																			I06254												0															N															
	20201218							30200831		TBRX					P	VOLKSWAGEN PREF						100.0000000000					L_S_efa15aa8-1f2a-11e9-a2d0-b3645e528b7a_VOLKSWAGEN PREF_TBRX			20200831					EUR								P				A					VO3 202012 P 140		DEC 20											140.0000000000		O_f94e8c32-1f30-11e9-a2d0-b3645e528b7a_VO3 202012 P 140 | 18 DEC 20 | P | A | 140.0000000000_TBRX				A																			VO3 202012 P 140 | 18 DEC 20 | P | A | 140.0000000000												0															N															
	20201218							30200831		TBRX					C	FEXD 202012 | DEC 20						100.0000000000					L_S_f3731ee0-1f30-11e9-a2d0-b3645e528b7a_FEXD 202012 | DEC 20_TBRX			20200831					EUR								P				E					OEXD 202012 P 112		DEC 20											112.0000000000		O_fa88fbb4-1f30-11e9-a2d0-b3645e528b7a_OEXD 202012 P 112 | 18 DEC 20 | P | E | 112.0000000000_TBRX				E																			OEXD 202012 P 112 | 18 DEC 20 | P | E | 112.0000000000												0															N															
	20250313							30200831		TBRX					C	ROYAL DUTCH SHELLA						1.0000000000					L_S_6e47d652-1f2b-11e9-a2d0-b3645e528b7a_ROYAL DUTCH SHELLA_TBRX			20200831					EUR								C				E							MAR 25											14.4500000000		O_bc67c7b0-7710-11e9-9400-98972329be46_RDSA MAR25 CALL 14.45 OTC - EPSILON | 13 MAR 25 | C | E | 14.4500000000_TBRX				E																			RDSA MAR25 CALL 14.45 OTC - EPSILON | 13 MAR 25 | C | E | 14.4500000000												0															N															
	20260313							30200831		TBRX					C	FESX 202009 | SEP 20						1.0000000000					L_S_f67d7c3e-1f30-11e9-a2d0-b3645e528b7a_FESX 202009 | SEP 20_TBRX			20200831					EUR								C				E							MAR 26											1717.0000000000		O_bf05a7bc-7710-11e9-9400-98972329be46_SX5E MAR26 CALL50 OTC - EPSILON MAR26 | 13 MAR 26 | C | E | 1717.0000000000_TBRX				E																			SX5E MAR26 CALL50 OTC - EPSILON MAR26 | 13 MAR 26 | C | E | 1717.0000000000												0															N															
	20200918							30200831		TBRX					P	TIT						1000.0000000000					L_S_ef9e0240-1f2a-11e9-a2d0-b3645e528b7a_TIT_TBRX			20200831					EUR								P				A					TIT0U0.38		SEP 20											0.3800000000		O_881a56a6-ddc9-11e9-9eb0-e7766f5ef7bc_TIT0U0.38 | 18 SEP 20 | P | A | .3800000000_TBRX				A																			TIT0U0.38 | 18 SEP 20 | P | A | .3800000000												0															N															
	20200907							30200831		TBRX					C	UCG						0.1000000000					L_S_efa29670-1f2a-11e9-a2d0-b3645e528b7a_UCG_TBRX			20200831					EUR								C				E					BI CW CALL UNICREDIT 16 E 070920		SEP 20											16.0000000000		L_S_d3aa92c2-5211-11ea-8640-38c7f938b954_I06214_TBRX				E																			I06214												0															N															
