Bof_20200828
POSITIONID_FE	SETTLEMENTDATE	QUANTITY	AVERAGE_PRICE	REF_DATE	TBRICKS_INSTRUMENT_ID
EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | BSS | MTAA | BIT MTA	2020-08-31	221	14.451221719457015	2020-08-28	ef9e3e68-1f2a-11e9-a2d0-b3645e528b7a
EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | CELL | MTAA | BIT MTA	2020-08-31	484	5.080000000000001	2020-08-28	ef9c045e-1f2a-11e9-a2d0-b3645e528b7a
EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | SL | MTAA | BIT MTA	2020-08-28	4362	9.929273727647901	2020-08-28	8ee6d892-1a73-11ea-831f-a6db3c870c3e
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | AMAZON EUR | XETR | Xetra T7	2020-08-28	-157	979.5445859872589	2020-08-28	ef9ff442-1f2a-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | VOWG | XETR | Xetra T7	2020-08-28	-1205	156.6803734439834	2020-08-28	e33f9742-1f2b-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | VINCI | ETLX | EuroTLX Equities	2020-08-28	325	70.10000000000001	2020-08-28	efa1d5aa-1f2a-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | TEXAS INSTRUMENT EUR | XETR | Xetra T7	2020-08-28	-200	110.128	2020-08-28	34228c8a-1f2e-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | IBERDROLA | ETLX | EuroTLX Equities	2020-08-28	-2621	10.809404807325446	2020-08-28	efa07020-1f2a-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | BOEING EUR | ETLX | EuroTLX Equities	2020-08-28	-631	131.86196513470682	2020-08-28	e359a01a-1f2b-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | REPSOL | ETLX | EuroTLX Equities	2020-08-28	7601	7.9087946322852245	2020-08-28	efa2e81e-1f2a-11e9-a2d0-b3645e528b7a
STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | CATERPILLAR USD | XNYS | Virtu	2020-08-28	0	0	2020-08-28	2503660c-514c-11e9-b8d0-ec23cf8de3db
STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | INVESCO LTD | XNYS | Virtu	2020-08-28	-20000	17.42624700000001	2020-08-28	5a514928-1f2e-11e9-a2d0-b3645e528b7a
SPMIB | USD | Equities | Equities | Common/Ordinary shares | RIOT BLOCKCHAIN | XNAS | Reuters Elektron	2020-08-28	17000	0.15435294117647058	2020-08-28	2581aa80-514c-11e9-b8d0-ec23cf8de3db
ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | ROCKWELL AUTOMAT | XNYS | Reuters Elektron	2020-08-28	-3000	199.15506666666667	2020-08-28	5a5cd2ac-1f2e-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | ENGIE | XPAR | Euronext Optiq	2020-08-28	-6250	11.864007999999998	2020-08-28	efa315d2-1f2a-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | PEUGEOT | ETLX | EuroTLX Equities	2020-08-28	1050	14.926666666666666	2020-08-28	ef9fbbe4-1f2a-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | HP EUR | ETLX | EuroTLX Equities	2020-08-28	200	15.5	2020-08-28	e35a23dc-1f2b-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | PEUGEOT | XPAR | Euronext Optiq	2020-08-28	-1050	14.984428571428571	2020-08-28	ef9fbbe4-1f2a-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | FACEBOOK EUR | XETR | Xetra T7	2020-08-31	11	267.37727272727267	2020-08-28	efa2ebd4-1f2a-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | DEUTSCHE BANK | XETR | Xetra T7	2020-08-28	-3428	8.55714235705951	2020-08-28	efa3973c-1f2a-11e9-a2d0-b3645e528b7a
STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | GILEAD USD | XNAS | Reuters Elektron	2020-08-28	-4042	73.60927758535377	2020-08-28	5a3ff1f0-1f2e-11e9-a2d0-b3645e528b7a
STRATEGIC | USD | Equities | Options | Call | XOM Jan1 95.0 C | 15 JAN 21 | C | A | 95.0000000000 | OPRA | Reuters Elektron	2020-08-28	0	0	2020-08-28	8b594f24-da2d-11e9-9760-8a207b9aee4f
STRATEGIC | USD | Equities | Equities | Common/Ordinary shares | GENERAL MILLS | XNYS | Virtu	2020-08-28	0	0	2020-08-28	5a747628-1f2e-11e9-a2d0-b3645e528b7a
RISK_ARB | DKK | Equities | Equities | Common/Ordinary shares | AMBU B | XCSE | Reuters Elektron	2020-08-28	0	0	2020-08-28	5af4c0d0-1f2e-11e9-a2d0-b3645e528b7a
RISK_ARB | NOK | Equities | Equities | Common/Ordinary shares | TOMRA SYSTEMS | XOSL | Reuters Elektron	2020-08-28	0	0	2020-08-28	5a3aed9a-1f2e-11e9-a2d0-b3645e528b7a
RISK_ARB | SEK | Equities | Equities | Common/Ordinary shares | GETINGE AB | XSTO | Reuters Elektron	2020-08-28	0	0	2020-08-28	5a6c7126-1f2e-11e9-a2d0-b3645e528b7a
RISK_ARB | GBP | Equities | Equities | Common/Ordinary shares | MELROSE IND | XLON | LSE Millennium	2020-08-28	0	0	2020-08-28	5ab06228-1f2e-11e9-a2d0-b3645e528b7a
SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | NEXI | MTAA | BIT MTA	2020-08-28	0	0	2020-08-28	c8a07832-600a-11e9-8670-ae66888a0056
SYST_VOL | CHF | Equities | Equities | Common/Ordinary shares | SWISS RE N | XSWX | Reuters Elektron	2020-08-28	0	0	2020-08-28	5ab94a6e-1f2e-11e9-a2d0-b3645e528b7a
SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | CRSP | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5a93bd44-1f2e-11e9-a2d0-b3645e528b7a
ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | UNITED CNTNTL HD | XNYS | Reuters Elektron	2020-08-28	5000	32.598699999999994	2020-08-28	5a90067c-1f2e-11e9-a2d0-b3645e528b7a
ALPHA_SHORT | USD | Equities | Equities | Common/Ordinary shares | STARBUCKS USD | XNAS | Virtu	2020-08-28	0	0	2020-08-28	5a86ce0e-1f2e-11e9-a2d0-b3645e528b7a
ALPHA_SHORT | GBP | Equities | Equities | Common/Ordinary shares | EASYJET | XLON | LSE Millennium	2020-08-28	0	0	2020-08-28	5a6f8f78-1f2e-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | VIVENDI | ETLX | EuroTLX Equities	2020-08-28	50	19.53	2020-08-28	ef9e4912-1f2a-11e9-a2d0-b3645e528b7a
VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E APR22 ISPB | SEDX | BIT SEDEX	2020-09-01	12	1009.4782728	2020-08-28	ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX6E JUL26 CCAP - 5112 | 29 JUL 26 | C | E | 446.1402000000 | XXXX | Internal	2020-09-01	89.702742	7.79663612247	2020-08-28	7e83a462-aef7-11ea-8700-3d076c78611f
VOL_STOCK_IDX_PR | EUR | Equities | Options | Put | OPT_SX5E MAY24 P95 - 4996 | 08 MAY 24 | P | E | 3193.0000000000 | XXXX | Internal	2020-08-28	3451.0040740000004	658.2924784128705	2020-08-28	bc6ca522-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX6E MAR23 BDT | ETLX | EuroTLX Equities	2020-08-31	3	1182.7865687	2020-08-28	34231812-1f2e-11e9-a2d0-b3645e528b7a
SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | SMCP | XPAR | Euronext Optiq	2020-08-28	0	0	2020-08-28	6e4ca100-1f2b-11e9-a2d0-b3645e528b7a
SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | FAR | XAIM | BIT MTA	2020-08-28	0	0	2020-08-28	0382786e-b1c4-11e9-ab80-a9e20806263c
SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | BOEING USD | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5b03de30-1f2e-11e9-a2d0-b3645e528b7a
SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | DOYU | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	08739041-9f76-11ea-c856-43418abbdc97
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | BEIERSDORF | MTAH | BIT MTA	2020-08-28	2	636.0499999999956	2020-08-28	efa08362-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ORANGE | XPAR | Euronext Optiq	2020-08-28	3701	10.756118346392842	2020-08-28	efa43110-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | AIR LIQUIDE | ETLX | EuroTLX Equities	2020-08-28	20	138.65	2020-08-28	efa434b2-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | USD | Equities | Equities | Common/Ordinary shares | AMD USD | EDGX | Virtu	2020-08-28	100	59.06	2020-08-28	5af14784-1f2e-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | SOC.GENERAL | ETLX | EuroTLX Equities	2020-09-01	300	14.004	2020-08-28	efa29a76-1f2a-11e9-a2d0-b3645e528b7a
EQ-TLX | EUR | Equities | Equities | Common/Ordinary shares | SOC.GENERAL | XPAR | Euronext Optiq	2020-09-01	-300	14.050953333333334	2020-08-28	efa29a76-1f2a-11e9-a2d0-b3645e528b7a
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX7E MAR23 CNP 5Y CAP - 4033 | 03 MAR 22 | C | E | 3.5403000000 | XXXX | Internal	2020-08-28	-23006.52447	56.65887598263145	2020-08-28	bbbc5528-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_EP CED FTMIB JAN25 C50 2Y - 4842 | 25 JAN 21 | C | E | 9885.7750000000 | XXXX | Internal	2020-08-28	17.73871616	8865.459058764189	2020-08-28	bc3cdf40-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EP SD3E FEB23 FID BOND | SEDX | BIT SEDEX	2020-09-01	14	1020.34529303	2020-08-28	b240bb66-7710-11e9-9400-98972329be46
SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | CARREFOUR | XPAR | Euronext Optiq	2020-08-28	0	0	2020-08-28	efa25142-1f2a-11e9-a2d0-b3645e528b7a
SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | BECTON DICKINSN | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5a4d5e80-1f2e-11e9-a2d0-b3645e528b7a
SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | NINTENDO ADR | PINX | Reuters Elektron	2020-08-28	0	0	2020-08-28	5a85e700-1f2e-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | AEGON | XAMS | Euronext Optiq	2020-08-28	595037	2.5075767817799597	2020-08-28	ef9f6e5a-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ORANGE | MTAH | BIT MTA	2020-08-28	-3701	11.16833450418804	2020-08-28	efa43110-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | VOLKSWAGEN PREF | MTAH | BIT MTA	2020-08-31	25	139.62	2020-08-28	efa15aa8-1f2a-11e9-a2d0-b3645e528b7a
AA | EUR | Equities | Options | Call | OESX 202112 C 4200 | 17 DEC 21 | C | E | 4200.0000000000 | XEUR | Eurex NTA	2020-08-28	1000	63.78211767223277	2020-08-28	f9fe7e9e-1f30-11e9-a2d0-b3645e528b7a
AA | EUR | Equities | Miscellaneous | Combined Instruments | I05427 | SEDX | BIT SEDEX	2020-08-28	0	0	2020-08-28	0a62975c-9ee8-11e9-a820-613b1ee7f531
AA | EUR | Equities | Options | Put | OPT_SD3E NOV21 PATM - 4761 | 09 NOV 21 | P | E | 1921.1400000000 | XXXX | Internal	2020-08-28	4938.731712	582.524528534	2020-08-28	bc1f9e9e-9e9d-11ea-a0a0-6b77645bee53
AA | EUR | Equities | Options | Put | OPT_EPC SD3E SEP24 P92 - 4694 | 09 SEP 24 | P | E | 1802.1604000000 | XXXX | Internal	2020-08-28	-39395.13066	671.6412778580402	2020-08-28	bbfec2aa-9e9d-11ea-a0a0-6b77645bee53
AA | EUR | Equities | Options | Call | OESX 202112 C 4500 | 17 DEC 21 | C | E | 4500.0000000000 | XEUR | Eurex NTA	2020-08-28	-2000	27.019607839922934	2020-08-28	f9b4c6d2-1f30-11e9-a2d0-b3645e528b7a
VOL_STOCK_IDX_PR | USD | Equities | Options | Call | OPT_DJGT FEB23 C 130 - 4448 | 24 FEB 23 | C | E | 399.6200000000 | XXXX | Internal	2020-08-31	19.518539999999998	52.2466824507	2020-08-28	bbe753d6-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX5E JAN24 CCAP - 4855 | 24 JAN 24 | C | E | 4739.1450000000 | XXXX | Internal	2020-08-28	-1145.7763360000001	22.154136292490055	2020-08-28	bc44a96e-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX5E MAR23 CATM - 4031 | 01 MAR 23 | C | E | 3384.7100000000 | XXXX | Internal	2020-08-28	4193.85597	202.18148190964206	2020-08-28	bbb2b16c-9e9d-11ea-a0a0-6b77645bee53
SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | FACEBOOK USD | XNAS | Virtu	2020-08-28	0	0	2020-08-28	5a34e7f6-1f2e-11e9-a2d0-b3645e528b7a
SYST_VOL | EUR | Equities | Futures | Financial Futures | FESE 202009 | SEP 20 | XEUR | Eurex NTA	2020-08-28	5	228.68000000000004	2020-08-28	4998174a-254c-11ea-af50-2dba816f6810
SYST_VOL | EUR | Equities | Options | Call | PRX 202009 C 80 | 18 SEP 20 | C | A | 80.0000000000 | XEUR | Eurex NTA	2020-08-28	0	0	2020-08-28	7ef2a93e-f3c2-11e9-a950-3963a21c24ec
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ALPHABET INC A EUR | MTAH | BIT MTA	2020-08-31	1	1385.6000000000001	2020-08-28	ef9e2b62-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | GILEAD EUR | MTAH | BIT MTA	2020-08-31	40	55.08	2020-08-28	ef9df6b0-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | AIR FRANCE KLM | XPAR | Euronext Optiq	2020-08-31	-4840	3.8552355371900826	2020-08-28	efa0d0b0-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ALPHABET INC C EUR | MTAH | BIT MTA	2020-08-31	-4	1398.3999999999999	2020-08-28	ef9d3bee-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ESSILOR INTL | MTAH | BIT MTA	2020-08-28	-13078	90.69720064230003	2020-08-28	ef9ea4c0-1f2a-11e9-a2d0-b3645e528b7a
AA | EUR | Equities | Options | Call | OPT_SD3E NOV21 CCAP - 3605 | 23 NOV 21 | C | E | 2770.9682000000 | XXXX | Internal	2020-08-28	32315.474234999998	0	2020-08-28	83cfd0ba-b093-11ea-bdb0-f7127f36688c
AA | EUR | Equities | Options | Call | OPT_CERT SD3E APR26 BDT C66.66 7Y - 4954 | 28 APR 26 | C | E | 1363.5535000000 | XXXX | Internal	2020-08-28	-5835.431523245999	104.09713809163274	2020-08-28	bc64c0b4-9e9d-11ea-a0a0-6b77645bee53
AA | EUR | Equities | Options | Call | OPT_SD3E JUN19 BDT C66.66 6Y - 5060 | 24 JUN 25 | C | E | 1277.9600000000 | XXXX | Internal	2020-08-28	-5632.619515353001	131.30321622464746	2020-08-28	bc78f8c2-9e9d-11ea-a0a0-6b77645bee53
AA | EUR | Equities | Options | Call | OPT_SD3E NOV24 CATM - 4323 | 27 NOV 24 | C | E | 2146.9100000000 | XXXX | Internal	2020-08-28	-40310.983584	8.29138681510048	2020-08-28	bbd5c4cc-9e9d-11ea-a0a0-6b77645bee53
AA | EUR | Equities | Options | Call | SD3E JULY27 CALL 1710 OTC EPSILON JUL27 | 14 JUL 27 | C | E | 1710.0000000000 | None | OTC Derivatives	2020-08-28	11228.0702	34.9125	2020-08-28	094503f8-d242-11ea-bd10-a0ea0a2aaa8e
AA | EUR | Equities | Options | Put | OPT_SD3E JAN23 P95 - 4000 | 27 JAN 23 | P | E | 1883.6790000000 | XXXX | Internal	2020-08-28	-34159.415023999994	621.627789677865	2020-08-28	bbb04ce2-9e9d-11ea-a0a0-6b77645bee53
AA | EUR | Equities | Options | Call | OEDV 202312 C 1600 | 15 DEC 23 | C | E | 1600.0000000000 | XEUR | Eurex NTA	2020-08-28	-1000	34.5	2020-08-28	ff768d08-1f30-11e9-a2d0-b3645e528b7a
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX5E MAR23 CATM - 4031 | 01 MAR 23 | C | E | 3384.7100000000 | XXXX | Internal	2020-08-31	-5.022582	266.642130095	2020-08-28	bbb2b16c-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_EP CED DEC25 SX5E DEC25 CALL50 3Y - 4815 | 27 DEC 21 | C | E | 1493.2650000000 | XXXX | Internal	2020-08-28	470.37232085999995	1547.4955143420134	2020-08-28	bc28d02c-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX5E MAY25 CATM - 5002 | 13 MAY 25 | C | E | 3385.7800000000 | XXXX | Internal	2020-08-31	-2.5105004999999996	318.35657366	2020-08-28	bc6decca-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_EPC CAC40 OCT23 CALL ATM - 4726 | 10 OCT 23 | C | E | 5095.9800000000 | XXXX | Internal	2020-08-28	1861.466238	363.98307590335946	2020-08-28	bc0a157e-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX6E NOV25 CATM - 4773 | 26 NOV 25 | C | E | 279.5300000000 | XXXX | Internal	2020-08-28	22079.922648	36.72210838173892	2020-08-28	bc261634-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX6E SEP22 CATM - 3870 | 12 SEP 22 | C | E | 249.2400000000 | XXXX | Internal	2020-08-28	6860.85687	65.97064844969192	2020-08-28	bb96b840-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_EP3 SXDP SEPT20 BDT CALL 144 - 3569 | 23 SEP 20 | C | E | 1066.7664000000 | XXXX | Internal	2020-08-28	-2447.321562	0.554747960668299	2020-08-28	bb449b82-9e9d-11ea-a0a0-6b77645bee53
SYST_VOL | USD | Equities | Options | Call | MSFT 2Sp0 245.0C | 11 SEP 20 | C | A | 245.0000000000 | OPRA | Reuters Elektron	2020-08-31	-10	3.4	2020-08-28	6da39266-d7a0-11ea-8250-70a14a4915e4
SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | TWITTER INC USD | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5b24ccee-1f2e-11e9-a2d0-b3645e528b7a
SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | PIRC | MTAA | BIT MTA	2020-08-28	0	0	2020-08-28	ef9c4950-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | CREDIT AGRICOLE | MTAH | BIT MTA	2020-08-31	-40	8.638	2020-08-28	ef9e60a0-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | HENKEL | XETR | Xetra T7	2020-08-28	-610	91.61390163934425	2020-08-28	ef9df2d2-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | THYSSENKRUPP | XETR | Xetra T7	2020-08-31	-380	6.1611315789473675	2020-08-28	efa1f576-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | TESLA EUR | XETR | Xetra T7	2020-08-28	-3917	619.3286060760794	2020-08-28	ef9f36a6-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | VOLKSWAGEN PREF | XETR | Xetra T7	2020-08-28	513	39.51255360623771	2020-08-28	efa15aa8-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | REPSOL | XMAD | Virtu	2020-08-31	350	6.894857142857143	2020-08-28	efa2e81e-1f2a-11e9-a2d0-b3645e528b7a
AA | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SD3E NOV21 BDT | ETLX | EuroTLX Equities	2020-08-28	0	0	2020-08-28	342de68e-1f2e-11e9-a2d0-b3645e528b7a
AA | EUR | Equities | Options | Call | SD3E MAR26 CALL50 OTC - EPSILON MAR26 | 13 MAR 26 | C | E | 1015.6550000000 | None | OTC Derivatives	2020-08-28	-1821.485	728.4319738815856	2020-08-28	c16b9b92-7710-11e9-9400-98972329be46
AA | EUR | Equities | Options | Call | SD3E MAR24 CALL50 OTC - EPSILON MAR26 | 13 MAR 24 | C | E | 1015.6550000000 | None | OTC Derivatives	2020-08-28	-1821.485	771.4753895497903	2020-08-28	c16b7860-7710-11e9-9400-98972329be46
AA | EUR | Equities | Options | Call | OPT_SD3E JUN19 BDT C66.66 3Y - 5060 | 22 JUN 22 | C | E | 1277.9600000000 | XXXX | Internal	2020-08-28	-5632.619515353001	175.78171624186163	2020-08-28	bc75c8fa-9e9d-11ea-a0a0-6b77645bee53
AA | EUR | Equities | Options | Call | OPT_SD3E JAN23 C134 - 4000 | 27 JAN 23 | C | E | 2656.9788000000 | XXXX | Internal	2020-08-31	-4.538988	0.07329006415349999	2020-08-28	bbb0d068-9e9d-11ea-a0a0-6b77645bee53
AA | EUR | Equities | Options | Call | OPT_SD3E JUL24 CATM - 4219 | 29 JUL 24 | C | E | 2057.9700000000 | XXXX | Internal	2020-09-01	12.633816	8.496580148069999	2020-08-28	bbd0187e-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX6P JUL25 FID | SEDX | BIT SEDEX	2020-08-28	-44078	998.7231799381301	2020-08-28	84bde51c-b741-11e9-bf30-69732fa2f55e
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_SX6E MAR23 CATM - 4061 | 29 MAR 23 | C | E | 260.2100000000 | XXXX | Internal	2020-08-28	17236.07925	56.78983130663638	2020-08-28	bbc24258-9e9d-11ea-a0a0-6b77645bee53
VOL_STOCK_IDX_PR | EUR | Equities | Options | Call | OPT_EPC SX5E MAR24 CCAP - 4896 | 25 MAR 24 | C | E | 5016.7296000000 | XXXX | Internal	2020-09-01	1.5149299999999999	20.8718218227	2020-08-28	bc50def0-9e9d-11ea-a0a0-6b77645bee53
SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | PHILIPS | XAMS | Euronext Optiq	2020-08-28	0	0	2020-08-28	ef9de670-1f2a-11e9-a2d0-b3645e528b7a
SYST_VOL | USD | Equities | Equities | Common/Ordinary shares | ACCURAY ORD | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5a53192e-1f2e-11e9-a2d0-b3645e528b7a
SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | BFF | MTAA | BIT MTA	2020-08-28	0	0	2020-08-28	ef9f8d7c-1f2a-11e9-a2d0-b3645e528b7a
SYST_VOL | GBP | Equities | Equities | Common/Ordinary shares | M&G PLC | XLON | LSE Millennium	2020-08-28	0	0	2020-08-28	be624bc0-f3c1-11e9-a950-3963a21c24ec
SYST_VOL | USD | Equities | Collective investment vehicles | ETF | VNCK VCTR GLD MN | ARCX | Virtu	2020-08-28	0	0	2020-08-28	5a46d010-1f2e-11e9-a2d0-b3645e528b7a
SCALPING | EUR | Equities | Equities | Common/Ordinary shares | DEUTSCHE TELEKOM | XETR | Xetra T7	2020-08-28	0	0	2020-08-28	ef9f4c36-1f2a-11e9-a2d0-b3645e528b7a
SCALPING | EUR | Equities | Equities | Common/Ordinary shares | LUFTHANSA | XETR | Xetra T7	2020-08-28	-94	-1449.0940425531924	2020-08-28	ef9c9ffe-1f2a-11e9-a2d0-b3645e528b7a
SCALPING | EUR | Equities | Equities | Common/Ordinary shares | MUNICH | XETR | Xetra T7	2020-08-28	46	-147.05434782608697	2020-08-28	efa3c4e6-1f2a-11e9-a2d0-b3645e528b7a
TEAM_STRAT | USD | Equities | Equities | Common/Ordinary shares | DOMINOS PIZZA | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	25059a80-514c-11e9-b8d0-ec23cf8de3db
TEAM_STRAT | EUR | Equities | Equities | Common/Ordinary shares | SANOFI | XPAR | Euronext Optiq	2020-08-28	0	0	2020-08-28	efa3e2d2-1f2a-11e9-a2d0-b3645e528b7a
TEAM_STRAT | USD | Equities | Equities | Common/Ordinary shares | OCCIDENTAL PETE | XNYS | Virtu	2020-08-28	0	0	2020-08-28	5a8332c6-1f2e-11e9-a2d0-b3645e528b7a
AA | EUR | Equities | Options | Call | OPT_EPC SD3E NOV21 CNP 2Y FLOOR - 4761 | 16 NOV 20 | C | E | .1000000000 | XXXX | Internal	2020-08-28	-4938.731712	1401.18661737	2020-08-28	bc21e550-9e9d-11ea-a0a0-6b77645bee53
AA | EUR | Equities | Options | Call | OPT_SD3E JUN19 BDT C66.66 4Y - 5060 | 22 JUN 23 | C | E | 1277.9600000000 | XXXX | Internal	2020-08-31	0.543992262	166.677688846	2020-08-28	bc77d6a4-9e9d-11ea-a0a0-6b77645bee53
AA | EUR | Equities | Options | Put | OTC SD3E p2200 DEC24 - JPM | 20 DEC 24 | P | E | 2200.0000000000 | None | OTC Derivatives	2020-08-28	-10000	660	2020-08-28	c044838c-7710-11e9-9400-98972329be46
AA | EUR | Equities | Options | Call | OPT_SD3E OCT25 CATM - 4729 | 29 OCT 25 | C | E | 1893.1900000000 | XXXX | Internal	2020-08-31	6.338508000000001	22.7538601733	2020-08-28	bc0da2ca-9e9d-11ea-a0a0-6b77645bee53
AA | EUR | Equities | Options | Call | OPT_SD3E JUN19 BDT C66.66 6Y - 5060 | 24 JUN 25 | C | E | 1277.9600000000 | XXXX | Internal	2020-09-01	0.24726921000000002	143.66102356	2020-08-28	bc78f8c2-9e9d-11ea-a0a0-6b77645bee53
