Bof_20200828
POSITIONID_FE	SETTLEMENTDATE	QUANTITY	AVERAGE_PRICE	REF_DATE	TBRICKS_INSTRUMENT_ID
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | ESSILOR INTL | XPAR | Euronext Optiq	2020-09-01	-75	112.4	2020-08-28	ef9ea4c0-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | MERCK | MTAH | BIT MTA	2020-09-01	25	112.75	2020-08-28	efa38f80-1f2a-11e9-a2d0-b3645e528b7a
EQSSVOLOTC | EUR | Equities | Options | Call | RDSA FEB24 CALL 13.885 OTC - EPSILON | 12 FEB 24 | C | E | 13.8850000000 | None | OTC Derivatives	2020-08-28	-6121.708999999999	13.216500098681594	2020-08-28	c1204552-7710-11e9-9400-98972329be46
EQSSVOLOTC | EUR | Equities | Options | Call | DCX FEB21 CALL 26.625 OTC - EPSILON | 11 FEB 21 | C | E | 26.6250000000 | None | OTC Derivatives	2020-08-28	-3192.49	26.83700242713367	2020-08-28	c1213d4a-7710-11e9-9400-98972329be46
EQSSVOLOTC | EUR | Equities | Options | Call | DCX FEB24 CALL 26.625 OTC - EPSILON | 12 FEB 24 | C | E | 26.6250000000 | None | OTC Derivatives	2020-08-28	-3192.49	24.136165364339433	2020-08-28	c12174f4-7710-11e9-9400-98972329be46
EQSSVOLOTC | EUR | Equities | Options | Call | ENI FEB24 CALL 7.675 OTC - EPSILON | 12 FEB 24 | C | E | 7.6750000000 | None | OTC Derivatives	2020-08-28	-11074.922999999995	7.790957224181154	2020-08-28	c11e8488-7710-11e9-9400-98972329be46
EQSSVOLOTC | EUR | Equities | Options | Call | G FEB22 CALL 7.775 OTC - EPSILON | 11 FEB 22 | C | E | 7.7750000000 | None | OTC Derivatives	2020-08-28	-10932.478999999998	3.9078205199845346	2020-08-28	c102c694-7710-11e9-9400-98972329be46
EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO1X19000 | 17 DEC 21 | P | E | 19000.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	10	1237.790696864517	2020-08-28	4cfc8d26-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Put | OEXD 202112 P 110 | 17 DEC 21 | P | E | 110.0000000000 | XEUR | Eurex NTA	2020-08-28	-740	-11.727037204677343	2020-08-28	f37f01b0-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0U18500 | 18 SEP 20 | P | E | 18500.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	-40	745	2020-08-28	88ef8718-ddc9-11e9-9eb0-e7766f5ef7bc
VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E JUN24 CCAP - 4179 | 27 JUN 24 | C | E | 2714.4640000000 | XXXX | Internal	2020-08-31	2.939808	0.6313957293980001	2020-08-28	bbcefa8e-9e9d-11ea-a0a0-6b77645bee53
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | NVIDIA USD | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5b225612-1f2e-11e9-a2d0-b3645e528b7a
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Fastly | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	f833e98d-2d70-11ea-f47a-e4f7cfc1999a
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | WPX | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	e9ea258d-3c5e-11ea-cb25-720df61f70a2
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | AMGEN EUR | MTAH | BIT MTA	2020-09-01	42	213.15000000000003	2020-08-28	ef9e8d5a-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | VONOVIA | XETR | Xetra T7	2020-08-28	710	29.67221126760566	2020-08-28	ef9f762a-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | BANCO SANTANDER | XMAD | Virtu	2020-08-28	1840986	2.1505555649526897	2020-08-28	efa40a8c-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | BASF | ETLX | EuroTLX Equities	2020-08-28	260	64.57	2020-08-28	efa3354e-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | EVONIK | XETR | Xetra T7	2020-08-28	1085	21.027972350230407	2020-08-28	efa1e57c-1f2a-11e9-a2d0-b3645e528b7a
EQSSVOLOTC | EUR | Equities | Options | Call | ENI L12 Dec22 - OTC - STRUTT | 16 DEC 22 | C | A | 12.0000000000 | None | OTC Derivatives	2020-08-28	-375000	1.02	2020-08-28	8fbb3e0a-4680-11ea-8300-9e19aa31e6f4
EQSSVOLOTC | EUR | Equities | Options | Call | BYG FEB25 CALL 16.585 OTC - EPSILON | 11 FEB 25 | C | E | 16.5850000000 | None | OTC Derivatives	2020-08-28	-5125.102999999999	11.895901403163997	2020-08-28	c12421b8-7710-11e9-9400-98972329be46
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX6E NOV25 CCAP - 4773 | 26 NOV 25 | C | E | 419.2950000000 | XXXX | Internal	2020-08-28	22022.683704	5.793394707586299	2020-08-28	bc26a7e8-9e9d-11ea-a0a0-6b77645bee53
EQ-INDEXVOL2 | EUR | Equities | Futures | Financial Futures | FEXD 202112 | DEC 21 | XEUR | Eurex NTA	2020-08-28	1291	65.1919054996127	2020-08-28	f3732638-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202312 P 1200 | 15 DEC 23 | P | E | 1200.0000000000 | XEUR | Eurex NTA	2020-08-28	-500	1270.2999101259738	2020-08-28	f9b2062c-1f30-11e9-a2d0-b3645e528b7a
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Berry Petroleum | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	3569616d-49b8-11ea-15db-13f2ca8772a7
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Steven Madden Ltd | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	ae6bc452-76f9-11e9-8580-879491dfe119
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | EVEREST RE GP | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5a6188ce-1f2e-11e9-a2d0-b3645e528b7a
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CHENIERE ENY L.P | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5a967250-1f2e-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | AIR LIQUIDE | MTAH | BIT MTA	2020-08-28	-6356	126.66223096286974	2020-08-28	efa434b2-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | MICRON TECH EUR | MTAH | BIT MTA	2020-08-28	82	-299.9605487804908	2020-08-28	ef9c8c08-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | AXA | MTAH | BIT MTA	2020-08-28	-3239	22.455791293609128	2020-08-28	efa1213c-1f2a-11e9-a2d0-b3645e528b7a
MTAINT | EUR | Equities | Equities | Common/Ordinary shares | VOLKSWAGEN PREF | MTAH | BIT MTA	2020-08-28	-513	50.27181286549788	2020-08-28	efa15aa8-1f2a-11e9-a2d0-b3645e528b7a
LONG_ONLY | EUR | Equities | Options | Put | TIT0X0.33 | 18 DEC 20 | P | A | .3300000000 | XDMI | Borsa Italiana IDEM	2020-08-28	-3300	0.026500000000000003	2020-08-28	9c035bde-61d3-11ea-bc20-eddd0e07b602
LONG_ONLY | EUR | Equities | Equities | Common/Ordinary shares | LUVE | MTAA | BIT MTA	2020-08-28	0	0	2020-08-28	ef9ea894-1f2a-11e9-a2d0-b3645e528b7a
EQSSVOLOTC | EUR | Equities | Options | Call | 1_SASY G96.93  - OTC EPSILON | 02 JUL 21 | C | E | 96.9300000000 | None | OTC Derivatives	2020-08-28	-32497	5.806719999999999	2020-08-28	8538ac9e-bf73-11ea-bce0-8115db2a4329
EQSSVOLOTC | EUR | Equities | Options | Call | BNP MAR26 CALL 22.365 OTC - EPSILON | 13 MAR 26 | C | E | 22.3650000000 | None | OTC Derivatives	2020-08-28	-3129.8899999999994	13.431763424720994	2020-08-28	bc51422e-7710-11e9-9400-98972329be46
EQSSVOLOTC | EUR | Equities | Options | Call | RDSA MAR24 CALL 14.45 OTC - EPSILON | 13 MAR 24 | C | E | 14.4500000000 | None | OTC Derivatives	2020-08-28	-4844.3	11.920465322956879	2020-08-28	bc679c72-7710-11e9-9400-98972329be46
EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0X17000 | 18 DEC 20 | P | E | 17000.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	-53	2027.7514449552127	2020-08-28	4d69c8aa-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_EP CED FTMIB JAN25 P90 - 4842 | 29 JAN 25 | P | E | 17794.4000000000 | XXXX | Internal	2020-08-31	0.25289	3435.64039154	2020-08-28	bc43c8b4-9e9d-11ea-a0a0-6b77645bee53
EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Call | I06346 | SEDX | BIT SEDEX	2020-09-01	-5000	0.0515	2020-08-28	b3bcb468-90e6-11ea-b430-b3e2b66d25c3
EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_EP CED FTMIB JAN25 P90 - 4842 | 29 JAN 25 | P | E | 17794.4000000000 | XXXX | Internal	2020-09-01	0.25289	3475.42181818	2020-08-28	bc43c8b4-9e9d-11ea-a0a0-6b77645bee53
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CMP | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5af342a8-9070-11ea-18de-19d3a4cbdab0
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | SPROUTS FARMERS | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	258661ba-514c-11e9-b8d0-ec23cf8de3db
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | GILEAD USD | XNAS | Virtu	2020-08-28	-390	75.3851282051282	2020-08-28	5a3ff1f0-1f2e-11e9-a2d0-b3645e528b7a
LONG_ONLY | GBP | Equities | Equities | Common/Ordinary shares | VODAFONE GRP. | XLON | LSE Millennium	2020-08-28	200000	126.255	2020-08-28	5a5ca692-1f2e-11e9-a2d0-b3645e528b7a
LONG_ONLY | GBP | Equities | Equities | Common/Ordinary shares | GLENCORE | XLON | LSE Millennium	2020-08-28	100000	176.7380922	2020-08-28	5a92a2ba-1f2e-11e9-a2d0-b3645e528b7a
LONG_ONLY | USD | Equities | Equities | Common/Ordinary shares | DELL | XNYS | Virtu	2020-08-28	-5000	60.00803600000001	2020-08-28	7319b0a6-8551-11ea-b7e8-9b0947f592a0
LONG_ONLY | CHF | Equities | Equities | Common/Ordinary shares | ZUR ROSE ORD | XSWX | Reuters Elektron	2020-08-28	0	0	2020-08-28	5ae646e0-1f2e-11e9-a2d0-b3645e528b7a
LONG_ONLY | USD | Equities | Equities | Common/Ordinary shares | CAMPBELL SOUP CO | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5ad383fc-1f2e-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202612 C 4000 | 18 DEC 26 | C | E | 4000.0000000000 | XEUR | Eurex NTA	2020-08-28	-1	263.15609617509386	2020-08-28	f9f9112a-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Call | I06077 | SEDX | BIT SEDEX	2020-08-28	-3000	0.9506666666666667	2020-08-28	d3b3fe0c-5211-11ea-8640-38c7f938b954
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 5500 | 17 DEC 21 | C | E | 5500.0000000000 | XEUR | Eurex NTA	2020-08-28	353	1.2317438832770544	2020-08-28	f9341a8c-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 4250 | 17 DEC 21 | C | E | 4250.0000000000 | XEUR | Eurex NTA	2020-08-28	2000	16	2020-08-28	96227e88-9e1b-11e9-9570-b7e8aca49001
EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO1R19000 | 18 JUN 21 | P | E | 19000.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	-20	2102.5	2020-08-28	4c093a5e-1f30-11e9-a2d0-b3645e528b7a
VOL_STCK_AA_PR | EUR | Equities | Options | Put | OPT_SD3E JAN25 P95 - 4412 | 29 JAN 25 | P | E | 2041.2460000000 | XXXX | Internal	2020-08-28	27748.198043999997	912.3955278799261	2020-08-28	bbe2994a-9e9d-11ea-a0a0-6b77645bee53
VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E MAR26 CCAP - 5202 | 26 MAR 26 | C | E | 2681.3910000000 | XXXX | Internal	2020-08-31	13.284154	2.7738348406199997	2020-08-28	bc87d4dc-9e9d-11ea-a0a0-6b77645bee53
LONG_ONLY | GBP | Equities | Equities | Common/Ordinary shares | LLOYDS GRP. | XLON | LSE Millennium	2020-08-28	0	0	2020-08-28	5b266bda-1f2e-11e9-a2d0-b3645e528b7a
LONG_ONLY | EUR | Equities | Equities | Common/Ordinary shares | BUREAU VERITAS | XPAR | Euronext Optiq	2020-08-28	0	0	2020-08-28	6e471b72-1f2b-11e9-a2d0-b3645e528b7a
LONG_ONLY | USD | Equities | Equities | Common/Ordinary shares | KELLOGG CO | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5ac8c49e-1f2e-11e9-a2d0-b3645e528b7a
LONG_ONLY | USD | Equities | Equities | Common/Ordinary shares | DELL | XNYS | Reuters Elektron	2020-08-28	5000	53.0105	2020-08-28	7319b0a6-8551-11ea-b7e8-9b0947f592a0
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202112 C 3300 | 17 DEC 21 | C | E | 3300.0000000000 | XEUR | Eurex NTA	2020-08-28	0	0	2020-08-28	f448d968-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E OCT22 CATM - 3893 | 14 OCT 22 | C | E | 3008.7200000000 | XXXX | Internal	2020-08-28	-737.8547400000001	353.9649322705248	2020-08-28	bba36752-9e9d-11ea-a0a0-6b77645bee53
EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX5E DEC21 BDT | ETLX | EuroTLX Equities	2020-08-28	0	0	2020-08-28	3440a8fa-1f2e-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202011 C 3700 | 20 NOV 20 | C | E | 3700.0000000000 | XEUR | Eurex NTA	2020-08-28	2000	10	2020-08-28	c4c3897e-a911-11ea-b9a0-7c96bad82b0a
EQ-INDEXVOL2 | EUR | Equities | Options | Call | MIBO1F19000 | 18 JUN 21 | C | E | 19000.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	18	905	2020-08-28	4d427156-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Put | OEXD 202112 P 95 | 17 DEC 21 | P | E | 95.0000000000 | XEUR | Eurex NTA	2020-08-28	1000	0.49383792516694053	2020-08-28	f9cbbedc-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | USD | Equities | Options | Call | OPT_SPX MAY24 CCAP - 5052 | 29 MAY 24 | C | E | 4073.0490000000 | XXXX | Internal	2020-09-01	-5.4504600000000005	260.839905212	2020-08-28	bc72c272-9e9d-11ea-a0a0-6b77645bee53
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OEXD 202012 C 135 | 18 DEC 20 | C | E | 135.0000000000 | XEUR | Eurex NTA	2020-08-28	-1500	0.0000000025851869819841036	2020-08-28	f9f66ee8-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Put | I06360 | SEDX | BIT SEDEX	2020-08-28	-60000	0.03716666666666666	2020-08-28	b3a3778c-90e6-11ea-b430-b3e2b66d25c3
EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0X20500 | 18 DEC 20 | P | E | 20500.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	40	1280	2020-08-28	ff603696-2553-11ea-af50-2dba816f6810
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202412 C 3300 | 20 DEC 24 | C | E | 3300.0000000000 | XEUR | Eurex NTA	2020-08-28	2500	444.9690522143792	2020-08-28	f92d7f10-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_SX6E JUL26 PATM - 5112 | 29 JUL 26 | P | E | 323.2900000000 | XXXX | Internal	2020-08-28	393597.07270799996	79.3841140102422	2020-08-28	caff30fe-aef7-11ea-8700-3d076c78611f
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX5E APR22 CATM - 4521 | 07 APR 22 | C | E | 3438.7800000000 | XXXX | Internal	2020-08-31	29.080099999999998	212.887277184	2020-08-28	bbea7200-9e9d-11ea-a0a0-6b77645bee53
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | WESTERN DGTL CRP | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5abe5590-1f2e-11e9-a2d0-b3645e528b7a
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | KB HOME | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	250a3a72-514c-11e9-b8d0-ec23cf8de3db
LONG_ONLY | EUR | Equities | Equities | Common/Ordinary shares | SOC.GENERAL | XPAR | Euronext Optiq	2020-08-28	0	0	2020-08-28	efa29a76-1f2a-11e9-a2d0-b3645e528b7a
LONG_ONLY | GBP | Equities | Equities | Common/Ordinary shares | RECKITT BEN. GP | XLON | LSE Millennium	2020-08-28	0	0	2020-08-28	5b0dcf08-1f2e-11e9-a2d0-b3645e528b7a
LONG_ONLY | USD | Equities | Equities | Common/Ordinary shares | UBER | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	baede3ac-8911-11e9-a490-50bfe8aa4732
TED-EQUITY-2 | USD | Equities | Equities | Common/Ordinary shares | APPLE USD | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5ae55a96-1f2e-11e9-a2d0-b3645e528b7a
TED-EQUITY-2 | EUR | Equities | Options | Put | MIBO0U17500 | 18 SEP 20 | P | E | 17500.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	-150	204	2020-08-28	995833ca-5d1c-11ea-9b10-1e6079c4b3f4
EQ-INDEXVOL2 | EUR | Equities | Futures | Financial Futures | FSTU 202009 | SEP 20 | XEUR | Eurex NTA	2020-08-28	951	338.80241850683484	2020-08-28	499a8a02-254c-11ea-af50-2dba816f6810
EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202212 P 1800 | 16 DEC 22 | P | E | 1800.0000000000 | XEUR | Eurex NTA	2020-08-28	-1000	41.22164366956287	2020-08-28	f44bd32a-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Call | MIBO0L20000 | 18 DEC 20 | C | E | 20000.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	-80	1327.5	2020-08-28	4d0b863c-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202512 C 5000 | 19 DEC 25 | C | E | 5000.0000000000 | XEUR | Eurex NTA	2020-08-28	1000	104.68598008431722	2020-08-28	fb008b66-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Call | CAC 40 DE1 5000C | 17 DEC 21 | C | E | 5000.0000000000 | XMON | Reuters Elektron	2020-08-28	150	868.1267304788721	2020-08-28	7dac230c-5151-11e9-b8d0-ec23cf8de3db
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | BIOGEN USD | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5b09d9c0-1f2e-11e9-a2d0-b3645e528b7a
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | PRSPRTY BNCSHRS | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	250f5cb4-514c-11e9-b8d0-ec23cf8de3db
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Ollin | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	84b692b0-ac8a-11e9-9c70-2a4d23278022
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CASEYS GENERAL | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	251bdcc8-514c-11e9-b8d0-ec23cf8de3db
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | JINKOSOLAR HLDG | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5aa4a7d0-1f2e-11e9-a2d0-b3645e528b7a
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Hancock Whitney Corp | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	575b7de6-a2fb-11e9-a750-26b21923e0d9
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | EATON ORD | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5a526ec0-1f2e-11e9-a2d0-b3645e528b7a
TED-EQUITY-2 | USD | Equities | Options | Put | SPX Sep0 3130.0P | 18 SEP 20 | P | E | 3130.0000000000 | OPRA | Reuters Elektron	2020-08-28	25	74.8	2020-08-28	05f01f7a-98c3-11ea-95f0-3d67ae71bb27
EQIDXVOTC | EUR | Equities | Options | Put | 0_EUR_SELDIV X1560 23 - OTC STRUC DESK | 15 DEC 23 | P | E | 1560.0000000000 | XOFF | OTC Derivatives	2020-08-28	8000	244.86999999999998	2020-08-28	ba59d030-7710-11e9-9400-98972329be46
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202212 C 3800 | 16 DEC 22 | C | E | 3800.0000000000 | XEUR | Eurex NTA	2020-08-28	10	208.92277867898733	2020-08-28	f96ca24e-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OEXD 202112 C 100 | 17 DEC 21 | C | E | 100.0000000000 | XEUR | Eurex NTA	2020-08-28	48	1.4947916666666667	2020-08-28	f37ef044-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OEXD 202212 C 80 | 16 DEC 22 | C | E | 80.0000000000 | XEUR | Eurex NTA	2020-08-28	400	5.5125	2020-08-28	f447ff98-1f30-11e9-a2d0-b3645e528b7a
VOL_STCK_AA_PR | EUR | Equities | Options | Put | OPT_SD3E JAN23 PATM - 4000 | 27 JAN 23 | P | E | 1982.8200000000 | XXXX | Internal	2020-08-31	4.538988	671.4633609989999	2020-08-28	bbaf96e4-9e9d-11ea-a0a0-6b77645bee53
VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_EPC SD3E NOV26 CNP 1Y CAP - 5332 | 20 NOV 20 | C | E | 41.4452900000 | XXXX | Internal	2020-08-28	-30583.039440000004	1359.8063418242436	2020-08-28	bc8d85c6-9e9d-11ea-a0a0-6b77645bee53
EQIDXVOTC | EUR | Equities | Options | Call | SX7E OTC CALL 85 DEC22 -  STRUTTURATI | 16 DEC 22 | C | E | 85.0000000000 | XOFF | OTC Derivatives	2020-08-28	200000	5.5	2020-08-28	1330bf26-ba8b-11e9-92a0-f780db739741
EQIDXVOTC | EUR | Equities | Options | Call | SX5E FEB23 CALL50 OTC - EPSILON2 | 13 FEB 23 | C | E | 1639.8000000000 | None | OTC Derivatives	2020-08-28	0	0	2020-08-28	b6439ff8-7710-11e9-9400-98972329be46
EQIDXVOTC | EUR | Equities | Options | Call | SX5E FEB26 CALL50 OTC - EPSILON2 | 11 FEB 26 | C | E | 1639.8000000000 | None | OTC Derivatives	2020-08-28	0	0	2020-08-28	b644a4ca-7710-11e9-9400-98972329be46
EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX6E JUL26 CCAP - 5112 | 29 JUL 26 | C | E | 446.1402000000 | XXXX | Internal	2020-08-28	393597.07270799996	8.707405345440188	2020-08-28	7e83a462-aef7-11ea-8700-3d076c78611f
EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_EP CED FTMIB JAN25 PATM - 4842 | 29 JAN 25 | P | E | 19771.5500000000 | XXXX | Internal	2020-09-01	-0.25289	4622.38943284	2020-08-28	bc434718-9e9d-11ea-a0a0-6b77645bee53
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | HENRY SCHEIN | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5abd330e-1f2e-11e9-a2d0-b3645e528b7a
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ZION BNCORPRT NA | XNAS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5a56adaa-1f2e-11e9-a2d0-b3645e528b7a
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | KANSAS CITY SOU | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5ab49e7e-1f2e-11e9-a2d0-b3645e528b7a
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | LIBERTY LATIN A | XNAS | Virtu	2020-08-28	-50	10.169999999999998	2020-08-28	5ad2a04a-1f2e-11e9-a2d0-b3645e528b7a
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Altice USA | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	f49dc912-00a0-11ea-df70-ef7e106750b0
RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | CIMAREX ENERGY | XNYS | Reuters Elektron	2020-08-28	0	0	2020-08-28	5a488694-1f2e-11e9-a2d0-b3645e528b7a
EQIDXVOTC | EUR | Equities | Options | Call | SX5E MAR26 CALL50 OTC - EPSILON MAR26 | 13 MAR 26 | C | E | 1717.0000000000 | None | OTC Derivatives	2020-08-28	-349.446	1348.5279275547578	2020-08-28	bf05a7bc-7710-11e9-9400-98972329be46
EQIDXVOTC | USD | Equities | Options | Call | SPX DEC21 CALL 2800- SOCGEN | 17 DEC 21 | C | E | 2800.0000000000 | None | OTC Derivatives	2020-08-28	0	0	2020-08-28	c1976394-7710-11e9-9400-98972329be46
QUANTO | EUR | Equities | Options | Call | UNI 202012 C 52 | 18 DEC 20 | C | A | 52.0000000000 | XEUR | Eurex NTA	2020-08-28	0	0	2020-08-28	f94e2ada-1f30-11e9-a2d0-b3645e528b7a
QUANTO | EUR | Equities | Equities | Common/Ordinary shares | AXA | XPAR | Euronext Optiq	2020-08-28	0	0	2020-08-28	efa1213c-1f2a-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Put | OESX 202012 P 2300 | 18 DEC 20 | P | E | 2300.0000000000 | XEUR | Eurex NTA	2020-08-28	500	65.6459451905827	2020-08-28	f3814aba-1f30-11e9-a2d0-b3645e528b7a
EQ-INDEXVOL2 | EUR | Equities | Options | Put | OPT_SX5E MAY24 PATM - 4996 | 08 MAY 24 | P | E | 3361.0500000000 | XXXX | Internal	2020-08-28	3451.0040740000004	770.9438262339094	2020-08-28	bc6c1aee-9e9d-11ea-a0a0-6b77645bee53
EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0U15500 | 18 SEP 20 | P | E | 15500.0000000000 | XDMI | Borsa Italiana IDEM	2020-08-28	-75	1938.8	2020-08-28	995b6a4a-5d1c-11ea-9b10-1e6079c4b3f4
