POSPRICE	BASECURR_PORTCURR	POSITIONID	F_PURGED	QUANTITY	QUANTITY_BUY	QUOTCURR_PORTCURR	POSPRICE_BUY	PORTFOLIOID	QUANTITY_SELL	CURRENCY	SSL_SNAPSHOT_DATE	SSL_FEID	POSPRICE_SELL	FIID	PORTFOLIOID_FE	REF_DATE	POSITIONID_FE	INSTRUMENT_FE	MFAMILY	MGROUP	MTYPE	PL_KEY_FE	RSKSECTION	TYPOLOGY	USAGE	INTRADAY	QUANTITY_LIVE	SRC_ENTITYID	EQUIVALENT_POSITION
0.2115000000		EQ_SSVOL | EUR | Equities | Options | Call | CNHI0I7.20 | 18 SEP 20 | C | A | 7.2000000000 | XDMI | Borsa Italiana IDEM_06b83870-e4dc-11e9-a670-969e6de33b26_TBRX	N	6.0000000000	6.0000000000			EQ_SSVOL_TBRX	0.0000000000	EUR	30200831	TBRX		O_06b83870-e4dc-11e9-a670-969e6de33b26_CNHI0I7.20 | 18 SEP 20 | C | A | 7.2000000000_TBRX	EQ_SSVOL	20200831	EQ_SSVOL | EUR | Equities | Options | Call | CNHI0I7.20 | 18 SEP 20 | C | A | 7.2000000000 | XDMI | Borsa Italiana IDEM	CNHI0I7.20	Equities	Options	Call	XDMI						INTESA SANPAOLO SPA - MILANO	
2.8901972020		VOL_STOCK_SS_PR | EUR | Equities | Options | Put | OPT_EPC G JUN21 PUT ATM IPB - 4613 | 29 JUN 21 | P | E | 14.6000000000 | XXXX | Internal_fd013f8a-aef1-11ea-8700-3d076c78611f_TBRX	N	-192739.7241000000	825273.9643500000			VOL_STOCK_SS_PR_TBRX	1018013.6884500000	EUR	30200831	TBRX		O_fd013f8a-aef1-11ea-8700-3d076c78611f_OPT_EPC G JUN21 PUT ATM IPB - 4613 | 29 JUN 21 | P | E | 14.6000000000_TBRX	VOL_STOCK_SS_PR	20200831	VOL_STOCK_SS_PR | EUR | Equities | Options | Put | OPT_EPC G JUN21 PUT ATM IPB - 4613 | 29 JUN 21 | P | E | 14.6000000000 | XXXX | Internal	OPT_EPC G JUN21 PUT ATM IPB - 4613	Equities	Options	Put	XXXX						INTESA SANPAOLO SPA - MILANO	
0.0000000000		STRATEGIC | EUR | Equities | Options | Call | NOA3 202012 C 4.4 | 18 DEC 20 | C | A | 4.4000000000 | XEUR | Eurex NTA_2dbe786e-a209-11e9-8bd0-0df8aed42ae6_TBRX	N	0.0000000000	1000.0000000000			STRATEGIC_TBRX	1000.0000000000	EUR	30200831	TBRX		O_2dbe786e-a209-11e9-8bd0-0df8aed42ae6_NOA3 202012 C 4.4 | 18 DEC 20 | C | A | 4.4000000000_TBRX	STRATEGIC	20200831	STRATEGIC | EUR | Equities | Options | Call | NOA3 202012 C 4.4 | 18 DEC 20 | C | A | 4.4000000000 | XEUR | Eurex NTA	NOA3 202012 C 4.4	Equities	Options	Call	XEUR						INTESA SANPAOLO SPA - MILANO	
985.3658536585		EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0X16500 | 18 DEC 20 | P | E | 16500.0000000000 | XDMI | Borsa Italiana IDEM_c23aa234-629c-11ea-b360-e4afb098eae1_TBRX	N	-41.0000000000	0.0000000000			EQ-INDEXVOL2_TBRX	41.0000000000	EUR	30200831	TBRX		O_c23aa234-629c-11ea-b360-e4afb098eae1_MIBO0X16500 | 18 DEC 20 | P | E | 16500.0000000000_TBRX	EQ-INDEXVOL2	20200831	EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0X16500 | 18 DEC 20 | P | E | 16500.0000000000 | XDMI | Borsa Italiana IDEM	MIBO0X16500	Equities	Options	Put	XDMI						INTESA SANPAOLO SPA - MILANO	
0.0000000000		RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | VNE | XNYS | Reuters Elektron_ea672c69-4c0c-11ea-abf4-48ee3337ad87_TBRX	N	0.0000000000	5144.0000000000			RELATIVE09_TBRX	5144.0000000000	USD	30200831	TBRX		L_S_ea672c69-4c0c-11ea-abf4-48ee3337ad87_VNE_TBRX	RELATIVE09	20200831	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | VNE | XNYS | Reuters Elektron	VNE	Equities	Equities	Common/Ordinary shares	XNYS						INTESA SANPAOLO SPA - MILANO	
0.0000000000		SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | DANR | MTAA | BIT MTA_efa40e74-1f2a-11e9-a2d0-b3645e528b7a_TBRX	N	0.0000000000	10000.0000000000			SYST_VOL_TBRX	10000.0000000000	EUR	30200831	TBRX		L_S_efa40e74-1f2a-11e9-a2d0-b3645e528b7a_DANR_TBRX	SYST_VOL	20200831	SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | DANR | MTAA | BIT MTA	DANR	Equities	Equities	Common/Ordinary shares	MTAA						INTESA SANPAOLO SPA - MILANO	
83.0028000000		SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | VINCI | XPAR | Euronext Optiq_efa1d5aa-1f2a-11e9-a2d0-b3645e528b7a_TBRX	N	600.0000000000	600.0000000000			SYST_VOL_TBRX	0.0000000000	EUR	30200831	TBRX		L_S_efa1d5aa-1f2a-11e9-a2d0-b3645e528b7a_VINCI_TBRX	SYST_VOL	20200831	SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | VINCI | XPAR | Euronext Optiq	VINCI	Equities	Equities	Common/Ordinary shares	XPAR						INTESA SANPAOLO SPA - MILANO	
0.0000000000		ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | STM | MTAA | BIT MTA_ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a_TBRX	N	0.0000000000	77500.0000000000			ALPHA_SHORT_TBRX	77500.0000000000	EUR	30200831	TBRX		L_S_ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a_STM_TBRX	ALPHA_SHORT	20200831	ALPHA_SHORT | EUR | Equities | Equities | Common/Ordinary shares | STM | MTAA | BIT MTA	STM	Equities	Equities	Common/Ordinary shares	MTAA						INTESA SANPAOLO SPA - MILANO	
3.1993236577		VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E MAR26 CCAP - 5202 | 26 MAR 26 | C | E | 2681.3910000000 | XXXX | Internal_bc87d4dc-9e9d-11ea-a0a0-6b77645bee53_TBRX	N	-40583.6013990000	110.8715930000			VOL_STCK_AA_PR_TBRX	40694.4729920000	EUR	30200831	TBRX		O_bc87d4dc-9e9d-11ea-a0a0-6b77645bee53_OPT_SD3E MAR26 CCAP - 5202 | 26 MAR 26 | C | E | 2681.3910000000_TBRX	VOL_STCK_AA_PR	20200831	VOL_STCK_AA_PR | EUR | Equities | Options | Call | OPT_SD3E MAR26 CCAP - 5202 | 26 MAR 26 | C | E | 2681.3910000000 | XXXX | Internal	OPT_SD3E MAR26 CCAP - 5202	Equities	Options	Call	XXXX						INTESA SANPAOLO SPA - MILANO	
0.7200000000		EQ_SSVOL | EUR | Equities | Options | Put | BMPS0X2.20 | 18 DEC 20 | P | A | 2.2000000000 | XDMI | Borsa Italiana IDEM_4c9f6632-1f30-11e9-a2d0-b3645e528b7a_TBRX	N	100.0000000000	100.0000000000			EQ_SSVOL_TBRX	0.0000000000	EUR	30200831	TBRX		O_4c9f6632-1f30-11e9-a2d0-b3645e528b7a_BMPS0X2.20 | 18 DEC 20 | P | A | 2.2000000000_TBRX	EQ_SSVOL	20200831	EQ_SSVOL | EUR | Equities | Options | Put | BMPS0X2.20 | 18 DEC 20 | P | A | 2.2000000000 | XDMI | Borsa Italiana IDEM	BMPS0X2.20	Equities	Options	Put	XDMI						INTESA SANPAOLO SPA - MILANO	
0.0325000000		EQ_SSVOL | EUR | Equities | Options | Put | TIT0X0.36 | 18 DEC 20 | P | A | .3600000000 | XDMI | Borsa Italiana IDEM_4d98dcf8-1f30-11e9-a2d0-b3645e528b7a_TBRX	N	-4.0000000000	0.0000000000			EQ_SSVOL_TBRX	4.0000000000	EUR	30200831	TBRX		O_4d98dcf8-1f30-11e9-a2d0-b3645e528b7a_TIT0X0.36 | 18 DEC 20 | P | A | .3600000000_TBRX	EQ_SSVOL	20200831	EQ_SSVOL | EUR | Equities | Options | Put | TIT0X0.36 | 18 DEC 20 | P | A | .3600000000 | XDMI | Borsa Italiana IDEM	TIT0X0.36	Equities	Options	Put	XDMI						INTESA SANPAOLO SPA - MILANO	
0.0000000000		RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ALLEGHENY TECH | XNYS | Reuters Elektron_24ff2c54-514c-11e9-b8d0-ec23cf8de3db_TBRX	N	0.0000000000	951.0000000000			RELATIVE09_TBRX	951.0000000000	USD	30200831	TBRX		L_S_24ff2c54-514c-11e9-b8d0-ec23cf8de3db_ALLEGHENY TECH_TBRX	RELATIVE09	20200831	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | ALLEGHENY TECH | XNYS | Reuters Elektron	ALLEGHENY TECH	Equities	Equities	Common/Ordinary shares	XNYS						INTESA SANPAOLO SPA - MILANO	
0.0000000000		SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | COP | XETR | Xetra T7_e33b8134-1f2b-11e9-a2d0-b3645e528b7a_TBRX	N	0.0000000000	3600.0000000000			SYST_VOL_TBRX	3600.0000000000	EUR	30200831	TBRX		L_S_e33b8134-1f2b-11e9-a2d0-b3645e528b7a_COP_TBRX	SYST_VOL	20200831	SYST_VOL | EUR | Equities | Equities | Common/Ordinary shares | COP | XETR | Xetra T7	COP	Equities	Equities	Common/Ordinary shares	XETR						INTESA SANPAOLO SPA - MILANO	
0.0600000000		EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06384 | SEDX | BIT SEDEX_b3d6074c-90e6-11ea-b430-b3e2b66d25c3_TBRX	N	-1000.0000000000	0.0000000000			EQ_SSVOL_TBRX	1000.0000000000	EUR	30200831	TBRX		L_S_b3d6074c-90e6-11ea-b430-b3e2b66d25c3_I06384_TBRX	EQ_SSVOL	20200831	EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06384 | SEDX | BIT SEDEX	I06384	Equities	Rights	Warrants Call	SEDX						INTESA SANPAOLO SPA - MILANO	
78.5786666667		SYST_VOL | EUR | Equities | Futures | Financial Futures | FESB 202009 | SEP 20 | XEUR | Eurex NTA_4997fdf0-254c-11ea-af50-2dba816f6810_TBRX	N	15.0000000000	303.0000000000			SYST_VOL_TBRX	288.0000000000	EUR	30200831	TBRX		L_S_4997fdf0-254c-11ea-af50-2dba816f6810_FESB 202009 | SEP 20_TBRX	SYST_VOL	20200831	SYST_VOL | EUR | Equities | Futures | Financial Futures | FESB 202009 | SEP 20 | XEUR | Eurex NTA	FESB 202009	Equities	Futures	Financial Futures	XEUR						INTESA SANPAOLO SPA - MILANO	
0.0371666667		EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Put | I06360 | SEDX | BIT SEDEX_b3a3778c-90e6-11ea-b430-b3e2b66d25c3_TBRX	N	-60000.0000000000	31000.0000000000			EQ-INDEXVOL2_TBRX	91000.0000000000	EUR	30200831	TBRX		L_S_b3a3778c-90e6-11ea-b430-b3e2b66d25c3_I06360_TBRX	EQ-INDEXVOL2	20200831	EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Put | I06360 | SEDX | BIT SEDEX	I06360	Equities	Rights	Warrants Put	SEDX						INTESA SANPAOLO SPA - MILANO	
3.8087884857		EQ_SSVOL | EUR | Equities | Options | Put | TOTB 202012 P 48 | 18 DEC 20 | P | A | 48.0000000000 | XEUR | Eurex NTA_f94cdb08-1f30-11e9-a2d0-b3645e528b7a_TBRX	N	-750.0000000000	0.0000000000			EQ_SSVOL_TBRX	750.0000000000	EUR	30200831	TBRX		O_f94cdb08-1f30-11e9-a2d0-b3645e528b7a_TOTB 202012 P 48 | 18 DEC 20 | P | A | 48.0000000000_TBRX	EQ_SSVOL	20200831	EQ_SSVOL | EUR | Equities | Options | Put | TOTB 202012 P 48 | 18 DEC 20 | P | A | 48.0000000000 | XEUR | Eurex NTA	TOTB 202012 P 48	Equities	Options	Put	XEUR						INTESA SANPAOLO SPA - MILANO	
0.0000000000		RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Nextgen Healthcare | XNAS | Reuters Elektron_ae49b5ad-1dba-11ea-96e4-5de3a9d71c8a_TBRX	N	0.0000000000	752.0000000000			RELATIVE09_TBRX	752.0000000000	USD	30200831	TBRX		L_S_ae49b5ad-1dba-11ea-96e4-5de3a9d71c8a_Nextgen Healthcare_TBRX	RELATIVE09	20200831	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Nextgen Healthcare | XNAS | Reuters Elektron	Nextgen Healthcare	Equities	Equities	Common/Ordinary shares	XNAS						INTESA SANPAOLO SPA - MILANO	
1376.5275658322		EQIDXVOTC | EUR | Equities | Options | Call | SX5E MAR23 CALL50 OTC - EPSILON MAR26 | 13 MAR 23 | C | E | 1717.0000000000 | None | OTC Derivatives_bf067aa2-7710-11e9-9400-98972329be46_TBRX	N	-349.4460000000	349.4470000000			EQIDXVOTC_TBRX	698.8930000000	EUR	30200831	TBRX		O_bf067aa2-7710-11e9-9400-98972329be46_SX5E MAR23 CALL50 OTC - EPSILON MAR26 | 13 MAR 23 | C | E | 1717.0000000000_TBRX	EQIDXVOTC	20200831	EQIDXVOTC | EUR | Equities | Options | Call | SX5E MAR23 CALL50 OTC - EPSILON MAR26 | 13 MAR 23 | C | E | 1717.0000000000 | None | OTC Derivatives	SX5E MAR23 CALL50 OTC - EPSILON MAR26	Equities	Options	Call	None						INTESA SANPAOLO SPA - MILANO	
0.0000000000		TED-EQUITY-2 | EUR | Equities | Equities | Common/Ordinary shares | BNP | XPAR | Euronext Optiq_efa08740-1f2a-11e9-a2d0-b3645e528b7a_TBRX	N	0.0000000000	110000.0000000000			TED-EQUITY-2_TBRX	110000.0000000000	EUR	30200831	TBRX		L_S_efa08740-1f2a-11e9-a2d0-b3645e528b7a_BNP_TBRX	TED-EQUITY-2	20200831	TED-EQUITY-2 | EUR | Equities | Equities | Common/Ordinary shares | BNP | XPAR | Euronext Optiq	BNP	Equities	Equities	Common/Ordinary shares	XPAR						INTESA SANPAOLO SPA - MILANO	
0.6720000000		EQ_SSVOL | EUR | Equities | Options | Call | ENI0I8.40 | 18 SEP 20 | C | A | 8.4000000000 | XDMI | Borsa Italiana IDEM_74bfc77e-579c-11ea-9e80-7a2e2d6fbb3b_TBRX	N	-60.0000000000	0.0000000000			EQ_SSVOL_TBRX	60.0000000000	EUR	30200831	TBRX		O_74bfc77e-579c-11ea-9e80-7a2e2d6fbb3b_ENI0I8.40 | 18 SEP 20 | C | A | 8.4000000000_TBRX	EQ_SSVOL	20200831	EQ_SSVOL | EUR | Equities | Options | Call | ENI0I8.40 | 18 SEP 20 | C | A | 8.4000000000 | XDMI | Borsa Italiana IDEM	ENI0I8.40	Equities	Options	Call	XDMI						INTESA SANPAOLO SPA - MILANO	
2.6695753956		EQ_SSVOL | EUR | Equities | Options | Call | ASG5 202112 C 16 | 16 DEC 21 | C | A | 16.0000000000 | XEUR | Eurex NTA_f4b1b38e-1f30-11e9-a2d0-b3645e528b7a_TBRX	N	250.0000000000	250.0000000000			EQ_SSVOL_TBRX	0.0000000000	EUR	30200831	TBRX		O_f4b1b38e-1f30-11e9-a2d0-b3645e528b7a_ASG5 202112 C 16 | 16 DEC 21 | C | A | 16.0000000000_TBRX	EQ_SSVOL	20200831	EQ_SSVOL | EUR | Equities | Options | Call | ASG5 202112 C 16 | 16 DEC 21 | C | A | 16.0000000000 | XEUR | Eurex NTA	ASG5 202112 C 16	Equities	Options	Call	XEUR						INTESA SANPAOLO SPA - MILANO	
0.0000000000		TEAM_STRAT | USD | Equities | Equities | Common/Ordinary shares | DOMINOS PIZZA | XNYS | Reuters Elektron_25059a80-514c-11e9-b8d0-ec23cf8de3db_TBRX	N	0.0000000000	2000.0000000000			TEAM_STRAT_TBRX	2000.0000000000	USD	30200831	TBRX		L_S_25059a80-514c-11e9-b8d0-ec23cf8de3db_DOMINOS PIZZA_TBRX	TEAM_STRAT	20200831	TEAM_STRAT | USD | Equities | Equities | Common/Ordinary shares | DOMINOS PIZZA | XNYS | Reuters Elektron	DOMINOS PIZZA	Equities	Equities	Common/Ordinary shares	XNYS						INTESA SANPAOLO SPA - MILANO	
2.9903571429		EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | IRE | MTAA | BIT MTA_efa23e0a-1f2a-11e9-a2d0-b3645e528b7a_TBRX	N	14000.0000000000	14000.0000000000			EQ1-CASH_TBRX	0.0000000000	EUR	30200831	TBRX		L_S_efa23e0a-1f2a-11e9-a2d0-b3645e528b7a_IRE_TBRX	EQ1-CASH	20200831	EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | IRE | MTAA | BIT MTA	IRE	Equities	Equities	Common/Ordinary shares	MTAA						INTESA SANPAOLO SPA - MILANO	
0.0066000000		EQSSVOLOTC | EUR | Equities | Options | Put | TIT X0.4 - OTC CARIMONTE | 18 DEC 20 | P | E | .4000000000 | None | OTC Derivatives_1c2091fe-dc7e-11ea-a960-6e0f8172dac5_TBRX	N	2000000.0000000000	2000000.0000000000			EQSSVOLOTC_TBRX	0.0000000000	EUR	30200831	TBRX		O_1c2091fe-dc7e-11ea-a960-6e0f8172dac5_TIT X0.4 - OTC CARIMONTE | 18 DEC 20 | P | E | .4000000000_TBRX	EQSSVOLOTC	20200831	EQSSVOLOTC | EUR | Equities | Options | Put | TIT X0.4 - OTC CARIMONTE | 18 DEC 20 | P | E | .4000000000 | None | OTC Derivatives	TIT X0.4 - OTC CARIMONTE	Equities	Options	Put	None						INTESA SANPAOLO SPA - MILANO	
0.0000000000		RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | WLD WRSTG ENTMNT | XNYS | Reuters Elektron_5ab60cbe-1f2e-11e9-a2d0-b3645e528b7a_TBRX	N	0.0000000000	2486.0000000000			RELATIVE09_TBRX	2486.0000000000	USD	30200831	TBRX		L_S_5ab60cbe-1f2e-11e9-a2d0-b3645e528b7a_WLD WRSTG ENTMNT_TBRX	RELATIVE09	20200831	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | WLD WRSTG ENTMNT | XNYS | Reuters Elektron	WLD WRSTG ENTMNT	Equities	Equities	Common/Ordinary shares	XNYS						INTESA SANPAOLO SPA - MILANO	
8.9059095834		AA | EUR | Equities | Options | Call | OPT_SD3E JUN24 CATM - 4179 | 27 JUN 24 | C | E | 2040.9500000000 | XXXX | Internal_bbcdafee-9e9d-11ea-a0a0-6b77645bee53_TBRX	N	-64532.2153760000	701.6341760000			AA_TBRX	65233.8495520000	EUR	30200831	TBRX		O_bbcdafee-9e9d-11ea-a0a0-6b77645bee53_OPT_SD3E JUN24 CATM - 4179 | 27 JUN 24 | C | E | 2040.9500000000_TBRX	AA	20200831	AA | EUR | Equities | Options | Call | OPT_SD3E JUN24 CATM - 4179 | 27 JUN 24 | C | E | 2040.9500000000 | XXXX | Internal	OPT_SD3E JUN24 CATM - 4179	Equities	Options	Call	XXXX						INTESA SANPAOLO SPA - MILANO	
0.0000000000		RISK_ARB | SEK | Equities | Equities | Common/Ordinary shares | GETINGE AB | XSTO | Reuters Elektron_5a6c7126-1f2e-11e9-a2d0-b3645e528b7a_TBRX	N	0.0000000000	2800.0000000000			RISK_ARB_TBRX	2800.0000000000	SEK	30200831	TBRX		L_S_5a6c7126-1f2e-11e9-a2d0-b3645e528b7a_GETINGE AB_TBRX	RISK_ARB	20200831	RISK_ARB | SEK | Equities | Equities | Common/Ordinary shares | GETINGE AB | XSTO | Reuters Elektron	GETINGE AB	Equities	Equities	Common/Ordinary shares	XSTO						INTESA SANPAOLO SPA - MILANO	
99.2500000000		BT | USD | Equities | Equities | Common/Ordinary shares | JPMORGAN CHASE USD | XNYS | Reuters Elektron_2509f5a8-514c-11e9-b8d0-ec23cf8de3db_TBRX	N	-1000.0000000000	0.0000000000			BT_TBRX	1000.0000000000	USD	30200831	TBRX		L_S_2509f5a8-514c-11e9-b8d0-ec23cf8de3db_JPMORGAN CHASE USD_TBRX	BT	20200831	BT | USD | Equities | Equities | Common/Ordinary shares | JPMORGAN CHASE USD | XNYS | Reuters Elektron	JPMORGAN CHASE USD	Equities	Equities	Common/Ordinary shares	XNYS						INTESA SANPAOLO SPA - MILANO	
14.6846921500		BT | EUR | Equities | Equities | Common/Ordinary shares | SOC.GENERAL | XPAR | Euronext Optiq_efa29a76-1f2a-11e9-a2d0-b3645e528b7a_TBRX	N	40000.0000000000	217500.0000000000			BT_TBRX	177500.0000000000	EUR	30200831	TBRX		L_S_efa29a76-1f2a-11e9-a2d0-b3645e528b7a_SOC.GENERAL_TBRX	BT	20200831	BT | EUR | Equities | Equities | Common/Ordinary shares | SOC.GENERAL | XPAR | Euronext Optiq	SOC.GENERAL	Equities	Equities	Common/Ordinary shares	XPAR						INTESA SANPAOLO SPA - MILANO	
9.9157339503		EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | NBA | MIVX | BIT MTA_efa08af6-1f2a-11e9-a2d0-b3645e528b7a_TBRX	N	17290.0000000000	19290.0000000000			EQ1-CASH_TBRX	2000.0000000000	EUR	30200831	TBRX		L_S_efa08af6-1f2a-11e9-a2d0-b3645e528b7a_NBA_TBRX	EQ1-CASH	20200831	EQ1-CASH | EUR | Equities | Equities | Common/Ordinary shares | NBA | MIVX | BIT MTA	NBA	Equities	Equities	Common/Ordinary shares	MIVX						INTESA SANPAOLO SPA - MILANO	
0.0000000000		EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Call | I05852 | SEDX | BIT SEDEX_405a901a-1659-11ea-b3f0-689a4e2fd020_TBRX	N	0.0000000000	350000.0000000000			EQ-INDEXVOL2_TBRX	350000.0000000000	EUR	30200831	TBRX		L_S_405a901a-1659-11ea-b3f0-689a4e2fd020_I05852_TBRX	EQ-INDEXVOL2	20200831	EQ-INDEXVOL2 | EUR | Equities | Rights | Warrants Call | I05852 | SEDX | BIT SEDEX	I05852	Equities	Rights	Warrants Call	SEDX						INTESA SANPAOLO SPA - MILANO	
868.1267304789		EQ-INDEXVOL2 | EUR | Equities | Options | Call | CAC 40 DE1 5000C | 17 DEC 21 | C | E | 5000.0000000000 | XMON | Reuters Elektron_7dac230c-5151-11e9-b8d0-ec23cf8de3db_TBRX	N	150.0000000000	150.0000000000			EQ-INDEXVOL2_TBRX	0.0000000000	EUR	30200831	TBRX		O_7dac230c-5151-11e9-b8d0-ec23cf8de3db_CAC 40 DE1 5000C | 17 DEC 21 | C | E | 5000.0000000000_TBRX	EQ-INDEXVOL2	20200831	EQ-INDEXVOL2 | EUR | Equities | Options | Call | CAC 40 DE1 5000C | 17 DEC 21 | C | E | 5000.0000000000 | XMON | Reuters Elektron	CAC 40 DE1 5000C	Equities	Options	Call	XMON						INTESA SANPAOLO SPA - MILANO	
0.0000000000		EQ_SSVOL | EUR | Equities | Options | Put | PIRC0U3.80 | 18 SEP 20 | P | A | 3.8000000000 | XDMI | Borsa Italiana IDEM_b3607d26-de92-11e9-aa30-0f30bc25b079_TBRX	N	0.0000000000	380.0000000000			EQ_SSVOL_TBRX	380.0000000000	EUR	30200831	TBRX		O_b3607d26-de92-11e9-aa30-0f30bc25b079_PIRC0U3.80 | 18 SEP 20 | P | A | 3.8000000000_TBRX	EQ_SSVOL	20200831	EQ_SSVOL | EUR | Equities | Options | Put | PIRC0U3.80 | 18 SEP 20 | P | A | 3.8000000000 | XDMI | Borsa Italiana IDEM	PIRC0U3.80	Equities	Options	Put	XDMI						INTESA SANPAOLO SPA - MILANO	
-7.3140401955		MTAINT | EUR | Equities | Equities | Common/Ordinary shares | COMMERZBANK | XETR | Xetra T7_ef9f537a-1f2a-11e9-a2d0-b3645e528b7a_TBRX	N	1841.0000000000	98605.0000000000			MTAINT_TBRX	96764.0000000000	EUR	30200831	TBRX		L_S_ef9f537a-1f2a-11e9-a2d0-b3645e528b7a_COMMERZBANK_TBRX	MTAINT	20200831	MTAINT | EUR | Equities | Equities | Common/Ordinary shares | COMMERZBANK | XETR | Xetra T7	COMMERZBANK	Equities	Equities	Common/Ordinary shares	XETR						INTESA SANPAOLO SPA - MILANO	
1485.0000000000		EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO1O17500 | 19 MAR 21 | P | E | 17500.0000000000 | XDMI | Borsa Italiana IDEM_e9958a9c-6cd3-11ea-a480-53318575c5c6_TBRX	N	-20.0000000000	0.0000000000			EQ-INDEXVOL2_TBRX	20.0000000000	EUR	30200831	TBRX		O_e9958a9c-6cd3-11ea-a480-53318575c5c6_MIBO1O17500 | 19 MAR 21 | P | E | 17500.0000000000_TBRX	EQ-INDEXVOL2	20200831	EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO1O17500 | 19 MAR 21 | P | E | 17500.0000000000 | XDMI | Borsa Italiana IDEM	MIBO1O17500	Equities	Options	Put	XDMI						INTESA SANPAOLO SPA - MILANO	
0.9705219780		EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06365 | SEDX | BIT SEDEX_b3b98b44-90e6-11ea-b430-b3e2b66d25c3_TBRX	N	-1820.0000000000	700.0000000000			EQ_SSVOL_TBRX	2520.0000000000	EUR	30200831	TBRX		L_S_b3b98b44-90e6-11ea-b430-b3e2b66d25c3_I06365_TBRX	EQ_SSVOL	20200831	EQ_SSVOL | EUR | Equities | Rights | Warrants Call | I06365 | SEDX | BIT SEDEX	I06365	Equities	Rights	Warrants Call	SEDX						INTESA SANPAOLO SPA - MILANO	
9.6887360982		RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | HWLTT PCKRD ENTP | XNYS | Reuters Elektron_7d2043c8-5151-11e9-b8d0-ec23cf8de3db_TBRX	N	1507.0000000000	3116.0000000000			RELATIVE09_TBRX	1609.0000000000	USD	30200831	TBRX		L_S_7d2043c8-5151-11e9-b8d0-ec23cf8de3db_HWLTT PCKRD ENTP_TBRX	RELATIVE09	20200831	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | HWLTT PCKRD ENTP | XNYS | Reuters Elektron	HWLTT PCKRD ENTP	Equities	Equities	Common/Ordinary shares	XNYS						INTESA SANPAOLO SPA - MILANO	
0.0000000000		RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Wayfair | XNYS | Reuters Elektron_ae68661c-35ed-11ea-221c-d74f383f2d96_TBRX	N	0.0000000000	1399.0000000000			RELATIVE09_TBRX	1399.0000000000	USD	30200831	TBRX		L_S_ae68661c-35ed-11ea-221c-d74f383f2d96_Wayfair_TBRX	RELATIVE09	20200831	RELATIVE09 | USD | Equities | Equities | Common/Ordinary shares | Wayfair | XNYS | Reuters Elektron	Wayfair	Equities	Equities	Common/Ordinary shares	XNYS						INTESA SANPAOLO SPA - MILANO	
0.1147500000		EQ_SSVOL | EUR | Equities | Options | Call | G0I14 | 18 SEP 20 | C | A | 14.0000000000 | XDMI | Borsa Italiana IDEM_884072aa-ddc9-11e9-9eb0-e7766f5ef7bc_TBRX	N	400.0000000000	1100.0000000000			EQ_SSVOL_TBRX	700.0000000000	EUR	30200831	TBRX		O_884072aa-ddc9-11e9-9eb0-e7766f5ef7bc_G0I14 | 18 SEP 20 | C | A | 14.0000000000_TBRX	EQ_SSVOL	20200831	EQ_SSVOL | EUR | Equities | Options | Call | G0I14 | 18 SEP 20 | C | A | 14.0000000000 | XDMI | Borsa Italiana IDEM	G0I14	Equities	Options	Call	XDMI						INTESA SANPAOLO SPA - MILANO	
