Bof_20200828
INSTRUMENTID_FE	TBRICKS_INSTRUMENT_ID	TBRICKS_INSTRUMENT_ID_COMPOSITE	REF_DATE	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	QUANTITYFACTOR	INSTRUMENTID_FE_COMPOSITE	SEC_CATEGORY_COMPOSITE	SEC_GROUP_COMPOSITE	SEC_TYPE_COMPOSITE
SD3E NOV21 CATM | 09 NOV 21 | C | E | 1921.1400000000	7d936014-62b4-11e9-b160-4ad6f9df0bf5	efabb1fc-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.520524	EP3 SD3E NOV21 UBI	Combined Instruments	Equities	Miscellaneous
EPC SX5E OCT23 CALL0 BOND | 19 OCT 23 | C | E | .0001000000	722b4431-62b4-11e9-b160-4ad6f9df0bf5	ef4fffd8-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.313471	EPC SX5E OCT23 FID	Combined Instruments	Equities	Miscellaneous
EPC SX5E OCT23 CALL CAP | 19 OCT 23 | C | E | 4625.6300000000	722d5310-62b4-11e9-b160-4ad6f9df0bf5	ef4fffd8-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.313471	EPC SX5E OCT23 FID	Combined Instruments	Equities	Miscellaneous
EPC SX5E OCT23 PUT100 BOND | 19 OCT 23 | P | E | 3190.0900000000	722bb745-62b4-11e9-b160-4ad6f9df0bf5	ef4fffd8-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.313471	EPC SX5E OCT23 FID	Combined Instruments	Equities	Miscellaneous
EPC SX5E OCT23 CALL ATM | 19 OCT 23 | C | E | 3190.0900000000	722cf78a-62b4-11e9-b160-4ad6f9df0bf5	ef4fffd8-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.313471	EPC SX5E OCT23 FID	Combined Instruments	Equities	Miscellaneous
EPC SX5E OCT23 CALL100 BOND | 19 OCT 23 | C | E | 3190.0900000000	722b8d6f-62b4-11e9-b160-4ad6f9df0bf5	ef4fffd8-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.313471	EPC SX5E OCT23 FID	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 C100 BOND | 23 DEC 21 | C | E | 3314.2800000000	7f38aece-62b4-11e9-b160-4ad6f9df0bf5	3440a8fa-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.301725	EP3 SX5E DEC21 BDT	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 P100 BOND | 23 DEC 21 | P | E | 3314.2800000000	7f38d66a-62b4-11e9-b160-4ad6f9df0bf5	3440a8fa-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.301725	EP3 SX5E DEC21 BDT	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 PATM | 23 DEC 21 | P | E | 3314.2800000000	7f39408c-62b4-11e9-b160-4ad6f9df0bf5	3440a8fa-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-0.301725	EP3 SX5E DEC21 BDT	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 CCAP | 23 DEC 21 | C | E | 4507.4208000000	7f39688c-62b4-11e9-b160-4ad6f9df0bf5	3440a8fa-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.301725	EP3 SX5E DEC21 BDT	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 CATM | 23 DEC 21 | C | E | 3314.2800000000	7f391968-62b4-11e9-b160-4ad6f9df0bf5	3440a8fa-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.301725	EP3 SX5E DEC21 BDT	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 P90 | 23 DEC 21 | P | E | 2982.8520000000	7f398830-62b4-11e9-b160-4ad6f9df0bf5	3440a8fa-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.301725	EP3 SX5E DEC21 BDT	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 C0 BOND | 23 DEC 21 | C | E | .0001000000	7f388598-62b4-11e9-b160-4ad6f9df0bf5	3440a8fa-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.301725	EP3 SX5E DEC21 BDT	Combined Instruments	Equities	Miscellaneous
SD3E MAR25 CCAP | 26 MAR 25 | C | E | 3211.0560000000	83592e2a-62b4-11e9-b160-4ad6f9df0bf5	341ea1c4-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.29896680000000003	EP3 SD3E MAR25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E MAR25 P100 BOND | 26 MAR 25 | P | E | 2006.9100000000	8358aad6-62b4-11e9-b160-4ad6f9df0bf5	341ea1c4-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.4982780000000001	EP3 SD3E MAR25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E MAR25 C100 BOND | 26 MAR 25 | C | E | 2006.9100000000	835894f6-62b4-11e9-b160-4ad6f9df0bf5	341ea1c4-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.4982780000000001	EP3 SD3E MAR25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E MAR25 CALL0 BOND | 26 MAR 25 | C | E | .0001000000	8357ecd7-62b4-11e9-b160-4ad6f9df0bf5	341ea1c4-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.4982780000000001	EP3 SD3E MAR25 BDT	Combined Instruments	Equities	Miscellaneous
SD3E MAR25 CATM | 26 MAR 25 | C | E | 2006.9100000000	83590a30-62b4-11e9-b160-4ad6f9df0bf5	341ea1c4-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.29896680000000003	EP3 SD3E MAR25 BDT	Combined Instruments	Equities	Miscellaneous
DJGT SEP20 CATM | 03 SEP 20 | C | E | 220.8500000000	822e4f94-62b4-11e9-b160-4ad6f9df0bf5	341e7064-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	9.05592	EP3 DJGT SEP20 BDT	Combined Instruments	Equities	Miscellaneous
DJGT SEP20 P100 BOND | 03 SEP 20 | P | E | 220.8500000000	822e0674-62b4-11e9-b160-4ad6f9df0bf5	341e7064-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	9.05592	EP3 DJGT SEP20 BDT	Combined Instruments	Equities	Miscellaneous
DJGT SEP20 C0 BOND | 03 SEP 20 | C | E | .0001000000	822ad35a-62b4-11e9-b160-4ad6f9df0bf5	341e7064-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	9.05592	EP3 DJGT SEP20 BDT	Combined Instruments	Equities	Miscellaneous
DJGT SEP20 CCAP | 03 SEP 20 | C | E | 318.0240000000	822e8de2-62b4-11e9-b160-4ad6f9df0bf5	341e7064-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-9.05592	EP3 DJGT SEP20 BDT	Combined Instruments	Equities	Miscellaneous
DJGT SEP20 C100 BOND | 03 SEP 20 | C | E | 220.8500000000	822decac-62b4-11e9-b160-4ad6f9df0bf5	341e7064-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-9.05592	EP3 DJGT SEP20 BDT	Combined Instruments	Equities	Miscellaneous
SX7E JUL22 P100 BOND | 15 JUL 22 | P | E | 89.5900000000	85812112-62b4-11e9-b160-4ad6f9df0bf5	342abc98-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	11.161960000000002	EP3 SX7E JUL22 BDT	Combined Instruments	Equities	Miscellaneous
SX7E JUL22 PATM | 15 JUL 22 | P | E | 89.5900000000	85815cae-62b4-11e9-b160-4ad6f9df0bf5	342abc98-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-11.161960000000002	EP3 SX7E JUL22 BDT	Combined Instruments	Equities	Miscellaneous
SX7E JUL22 C100 BOND | 15 JUL 22 | C | E | 89.5900000000	858103ee-62b4-11e9-b160-4ad6f9df0bf5	342abc98-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-11.161960000000002	EP3 SX7E JUL22 BDT	Combined Instruments	Equities	Miscellaneous
SX7E JUL22 CATM | 15 JUL 22 | C | E | 89.5900000000	85813f30-62b4-11e9-b160-4ad6f9df0bf5	342abc98-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	11.161960000000002	EP3 SX7E JUL22 BDT	Combined Instruments	Equities	Miscellaneous
SX7E JUL22 CALL0 BOND | 15 JUL 22 | C | E | .0001000000	857feb80-62b4-11e9-b160-4ad6f9df0bf5	342abc98-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	11.161960000000002	EP3 SX7E JUL22 BDT	Combined Instruments	Equities	Miscellaneous
SX7E JUL22 CCAP | 15 JUL 22 | C | E | 125.4260000000	8581867a-62b4-11e9-b160-4ad6f9df0bf5	342abc98-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-11.161960000000002	EP3 SX7E JUL22 BDT	Combined Instruments	Equities	Miscellaneous
SX7E JUL22 P90 | 15 JUL 22 | P | E | 80.6310000000	8581a182-62b4-11e9-b160-4ad6f9df0bf5	342abc98-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	11.161960000000002	EP3 SX7E JUL22 BDT	Combined Instruments	Equities	Miscellaneous
SX5E APR22 CCAP | 07 APR 22 | C | E | 4711.1286000000	82d01c66-62b4-11e9-b160-4ad6f9df0bf5	ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.290801	EPC SX5E APR22 ISPB	Combined Instruments	Equities	Miscellaneous
SX5E APR22 CATM | 07 APR 22 | C | E | 3438.7800000000	82cb569a-62b4-11e9-b160-4ad6f9df0bf5	ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.290801	EPC SX5E APR22 ISPB	Combined Instruments	Equities	Miscellaneous
SX5E APR22 P100 BOND | 07 APR 22 | P | E | 3438.7800000000	82ba746a-62b4-11e9-b160-4ad6f9df0bf5	ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.290801	EPC SX5E APR22 ISPB	Combined Instruments	Equities	Miscellaneous
SX5E APR22 PATM | 07 APR 22 | P | E | 3438.7800000000	82cb74e0-62b4-11e9-b160-4ad6f9df0bf5	ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-0.290801	EPC SX5E APR22 ISPB	Combined Instruments	Equities	Miscellaneous
SX5E APR22 P90 | 07 APR 22 | P | E | 3094.9000000000	82cf6a64-62b4-11e9-b160-4ad6f9df0bf5	ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.290801	EPC SX5E APR22 ISPB	Combined Instruments	Equities	Miscellaneous
SX5E APR22 C0 BOND | 07 APR 22 | C | E | .0001000000	82b96bb0-62b4-11e9-b160-4ad6f9df0bf5	ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.290801	EPC SX5E APR22 ISPB	Combined Instruments	Equities	Miscellaneous
SX5E APR22 C100 BOND | 07 APR 22 | C | E | 3438.7800000000	82ba5570-62b4-11e9-b160-4ad6f9df0bf5	ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.290801	EPC SX5E APR22 ISPB	Combined Instruments	Equities	Miscellaneous
CERT SD3E NOV25 BDT CALL50 3Y | 24 NOV 21 | C | E | 952.7500000000	81148182-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.028863835	CERT SD3E NOV25 BDT	Combined Instruments	Equities	Miscellaneous
CERT SD3E NOV25 BDT CALL50 7Y | 26 NOV 25 | C | E | 952.7500000000	811508fa-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.028863835	CERT SD3E NOV25 BDT	Combined Instruments	Equities	Miscellaneous
CERT SD3E NOV25 BDT CALL50 2Y | 24 NOV 20 | C | E | 952.7500000000	81144866-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.028863835	CERT SD3E NOV25 BDT	Combined Instruments	Equities	Miscellaneous
CERT SD3E NOV25 BDT PUT100 BOND | 26 NOV 25 | P | E | 1905.5000000000	8112eaca-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.524797	CERT SD3E NOV25 BDT	Combined Instruments	Equities	Miscellaneous
CERT SD3E NOV25 BDT CALL100 BOND | 26 NOV 25 | C | E | 1905.5000000000	8112d3aa-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.524797	CERT SD3E NOV25 BDT	Combined Instruments	Equities	Miscellaneous
CERT SD3E NOV25 BDT CALL0 BOND | 26 NOV 25 | C | E | .0000100000	8112bd52-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.524797	CERT SD3E NOV25 BDT	Combined Instruments	Equities	Miscellaneous
CERT SD3E NOV25 BDT CALL50 4Y | 24 NOV 22 | C | E | 952.7500000000	81149d34-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.028863835	CERT SD3E NOV25 BDT	Combined Instruments	Equities	Miscellaneous
CERT SD3E NOV25 BDT CALL50 5Y | 24 NOV 23 | C | E | 952.7500000000	8114bd1e-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.028863835	CERT SD3E NOV25 BDT	Combined Instruments	Equities	Miscellaneous
CERT SD3E NOV25 BDT CALL50 6Y | 25 NOV 24 | C | E | 952.7500000000	8114db96-62b4-11e9-b160-4ad6f9df0bf5	34252d14-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.028863835	CERT SD3E NOV25 BDT	Combined Instruments	Equities	Miscellaneous
SX6E MAR23 P PROT | 29 MAR 23 | P | E | 247.1995000000	7d8ffaf0-62b4-11e9-b160-4ad6f9df0bf5	34231812-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	3.8430500000000003	EP3 SX6E MAR23 BDT	Combined Instruments	Equities	Miscellaneous
SX6E MAR23 CATM | 29 MAR 23 | C | E | 260.2100000000	7d8f6ae0-62b4-11e9-b160-4ad6f9df0bf5	34231812-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	3.8430500000000003	EP3 SX6E MAR23 BDT	Combined Instruments	Equities	Miscellaneous
SX6E MAR23 C0 BOND | 29 MAR 23 | C | E | .0001000000	7d8e171c-62b4-11e9-b160-4ad6f9df0bf5	34231812-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	3.8430500000000003	EP3 SX6E MAR23 BDT	Combined Instruments	Equities	Miscellaneous
SX6E MAR23 P100 BOND | 29 MAR 23 | P | E | 260.2100000000	7d8f1d38-62b4-11e9-b160-4ad6f9df0bf5	34231812-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	3.8430500000000003	EP3 SX6E MAR23 BDT	Combined Instruments	Equities	Miscellaneous
SX6E MAR23 C100 BOND | 29 MAR 23 | C | E | 260.2100000000	7d8ee368-62b4-11e9-b160-4ad6f9df0bf5	34231812-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-3.8430500000000003	EP3 SX6E MAR23 BDT	Combined Instruments	Equities	Miscellaneous
SX6E MAR23 PATM | 29 MAR 23 | P | E | 260.2100000000	7d8f9a2e-62b4-11e9-b160-4ad6f9df0bf5	34231812-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-3.8430500000000003	EP3 SX6E MAR23 BDT	Combined Instruments	Equities	Miscellaneous
SX6E MAR23 CCAP | 29 MAR 23 | C | E | 364.2940000000	7d8fccce-62b4-11e9-b160-4ad6f9df0bf5	34231812-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-3.8430500000000003	EP3 SX6E MAR23 BDT	Combined Instruments	Equities	Miscellaneous
SX5E NOV23 P100 BOND CREDEM | 13 NOV 23 | P | E | 3385.7800000000	bf0b01b2-7710-11e9-9400-98972329be46	c376abb4-baa1-11e9-a020-091cb4b8f405	2020-08-28	Put	Equities	Options	0.295353	I05388	Combined Instruments	Equities	Miscellaneous
SX5E NOV23 CATM CREDEM | 13 NOV 23 | C | E | 3385.7800000000	bf0b4f5a-7710-11e9-9400-98972329be46	c376abb4-baa1-11e9-a020-091cb4b8f405	2020-08-28	Call	Equities	Options	0.17721179999999997	I05388	Combined Instruments	Equities	Miscellaneous
SX5E NOV23 C0 BOND CREDEM | 13 NOV 23 | C | E | .0001000000	bf0aa1d6-7710-11e9-9400-98972329be46	c376abb4-baa1-11e9-a020-091cb4b8f405	2020-08-28	Call	Equities	Options	0.295353	I05388	Combined Instruments	Equities	Miscellaneous
SX5E NOV23 PATM CREDEM | 13 NOV 23 | P | E | 3385.7800000000	bf0b5d38-7710-11e9-9400-98972329be46	c376abb4-baa1-11e9-a020-091cb4b8f405	2020-08-28	Put	Equities	Options	-0.295353	I05388	Combined Instruments	Equities	Miscellaneous
SX5E NOV23 CCAP CREDEM | 13 NOV 23 | C | E | 4062.9360000000	bf0bee42-7710-11e9-9400-98972329be46	c376abb4-baa1-11e9-a020-091cb4b8f405	2020-08-28	Call	Equities	Options	-0.17721179999999997	I05388	Combined Instruments	Equities	Miscellaneous
SX5E NOV23 C100 BOND CREDEM | 13 NOV 23 | C | E | 3385.7800000000	bf0af5a0-7710-11e9-9400-98972329be46	c376abb4-baa1-11e9-a020-091cb4b8f405	2020-08-28	Call	Equities	Options	-0.295353	I05388	Combined Instruments	Equities	Miscellaneous
SX5E NOV23 P80 CREDEM | 13 NOV 23 | P | E | 2708.6240000000	bf0c2dee-7710-11e9-9400-98972329be46	c376abb4-baa1-11e9-a020-091cb4b8f405	2020-08-28	Put	Equities	Options	0.295353	I05388	Combined Instruments	Equities	Miscellaneous
EPC G JUN21 CALL ATM  IPB | 29 JUN 21 | C | E | 14.6000000000	83c0bb3a-62b4-11e9-b160-4ad6f9df0bf5	f84f6d2c-3ab2-11e9-a160-49d8b1726dfb	2020-08-28	Call	Equities	Options	34.24657499999999	EPC G JUN21 UBI_SEDEX	Combined Instruments	Equities	Miscellaneous
EPC G JUN21 CALL100  BOND IPB | 29 JUN 21 | C | E | 14.6000000000	83c091fa-62b4-11e9-b160-4ad6f9df0bf5	f84f6d2c-3ab2-11e9-a160-49d8b1726dfb	2020-08-28	Call	Equities	Options	-68.49314999999999	EPC G JUN21 UBI_SEDEX	Combined Instruments	Equities	Miscellaneous
EPC G JUN21 PUT ATM IPB | 29 JUN 21 | P | E | 14.6000000000	83c0d80e-62b4-11e9-b160-4ad6f9df0bf5	f84f6d2c-3ab2-11e9-a160-49d8b1726dfb	2020-08-28	Put	Equities	Options	-68.49314999999999	EPC G JUN21 UBI_SEDEX	Combined Instruments	Equities	Miscellaneous
EPC G JUN21 PUT 80 IPB | 29 JUN 21 | P | E | 11.6800000000	83c0f2bc-62b4-11e9-b160-4ad6f9df0bf5	f84f6d2c-3ab2-11e9-a160-49d8b1726dfb	2020-08-28	Put	Equities	Options	68.49314999999999	EPC G JUN21 UBI_SEDEX	Combined Instruments	Equities	Miscellaneous
EPC G JUN21 PUT100 BOND IPB | 29 JUN 21 | P | E | 14.6000000000	83c0a5f0-62b4-11e9-b160-4ad6f9df0bf5	f84f6d2c-3ab2-11e9-a160-49d8b1726dfb	2020-08-28	Put	Equities	Options	68.49314999999999	EPC G JUN21 UBI_SEDEX	Combined Instruments	Equities	Miscellaneous
EPC G JUN21 CALL0 BOND IPB | 29 JUN 21 | C | E | .0001000000	83c07a08-62b4-11e9-b160-4ad6f9df0bf5	f84f6d2c-3ab2-11e9-a160-49d8b1726dfb	2020-08-28	Call	Equities	Options	68.49314999999999	EPC G JUN21 UBI_SEDEX	Combined Instruments	Equities	Miscellaneous
SX5E MAY25 P100 BOND | 13 MAY 25 | P | E | 3385.7800000000	bf06a770-7710-11e9-9400-98972329be46	c3759d1e-baa1-11e9-a020-091cb4b8f405	2020-08-28	Put	Equities	Options	0.295353	I05389	Combined Instruments	Equities	Miscellaneous
SX5E MAY25 CATM | 13 MAY 25 | C | E | 3385.7800000000	bf07cf56-7710-11e9-9400-98972329be46	c3759d1e-baa1-11e9-a020-091cb4b8f405	2020-08-28	Call	Equities	Options	0.25105004999999997	I05389	Combined Instruments	Equities	Miscellaneous
SX5E MAY25 CCAP | 13 MAY 25 | C | E | 4401.5140000000	bf083a7c-7710-11e9-9400-98972329be46	c3759d1e-baa1-11e9-a020-091cb4b8f405	2020-08-28	Call	Equities	Options	-0.25105004999999997	I05389	Combined Instruments	Equities	Miscellaneous
SX5E MAY25 C100 BOND | 13 MAY 25 | C | E | 3385.7800000000	bf0697b2-7710-11e9-9400-98972329be46	c3759d1e-baa1-11e9-a020-091cb4b8f405	2020-08-28	Call	Equities	Options	-0.295353	I05389	Combined Instruments	Equities	Miscellaneous
SX5E MAY25 C0 BOND | 13 MAY 25 | C | E | .0001000000	bf05f79e-7710-11e9-9400-98972329be46	c3759d1e-baa1-11e9-a020-091cb4b8f405	2020-08-28	Call	Equities	Options	0.295353	I05389	Combined Instruments	Equities	Miscellaneous
SD3E NOV24 C100 BOND | 27 NOV 24 | C | E | 2146.9100000000	75d4316e-62b4-11e9-b160-4ad6f9df0bf5	341c9e42-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.4657859999999999	EP3 SD3E NOV24 BDT	Combined Instruments	Equities	Miscellaneous
SD3E NOV24 CATM | 27 NOV 24 | C | E | 2146.9100000000	75d4f568-62b4-11e9-b160-4ad6f9df0bf5	341c9e42-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.23289299999999996	EP3 SD3E NOV24 BDT	Combined Instruments	Equities	Miscellaneous
SD3E NOV24 CCAP | 27 NOV 24 | C | E | 3435.0560000000	75d5756a-62b4-11e9-b160-4ad6f9df0bf5	341c9e42-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.23289299999999996	EP3 SD3E NOV24 BDT	Combined Instruments	Equities	Miscellaneous
SD3E NOV24 CALL0 BOND | 27 NOV 24 | C | E | .0001000000	75d3155e-62b4-11e9-b160-4ad6f9df0bf5	341c9e42-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.4657859999999999	EP3 SD3E NOV24 BDT	Combined Instruments	Equities	Miscellaneous
SD3E NOV24 P100 BOND | 27 NOV 24 | P | E | 2146.9100000000	75d44d70-62b4-11e9-b160-4ad6f9df0bf5	341c9e42-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.4657859999999999	EP3 SD3E NOV24 BDT	Combined Instruments	Equities	Miscellaneous
BON OCT20 C0 BOND UBS | 15 OCT 20 | C | E | .0000100000	8259202b-62b4-11e9-b160-4ad6f9df0bf5	3411a046-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.29000099999999995	BON SX5E OCT20 UBS	Combined Instruments	Equities	Miscellaneous
BON OCT20 C100 BOND UBS | 15 OCT 20 | C | E | 3448.2600000000	82594884-62b4-11e9-b160-4ad6f9df0bf5	3411a046-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.29000099999999995	BON SX5E OCT20 UBS	Combined Instruments	Equities	Miscellaneous
BON OCT20 P 74  UBS | 15 OCT 20 | P | E | 2551.7120000000	82597dcc-62b4-11e9-b160-4ad6f9df0bf5	3411a046-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-0.29000099999999995	BON SX5E OCT20 UBS	Combined Instruments	Equities	Miscellaneous
BON OCT20 P100 BOND UBS | 15 OCT 20 | P | E | 3448.2600000000	82596468-62b4-11e9-b160-4ad6f9df0bf5	3411a046-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.29000099999999995	BON SX5E OCT20 UBS	Combined Instruments	Equities	Miscellaneous
BON OCT20 C CAP UBS | 15 OCT 20 | C | E | 4655.1510000000	8259d5ce-62b4-11e9-b160-4ad6f9df0bf5	3411a046-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.29000099999999995	BON SX5E OCT20 UBS	Combined Instruments	Equities	Miscellaneous
BON OCT20 C ATM UBS | 15 OCT 20 | C | E | 3448.2600000000	8259a874-62b4-11e9-b160-4ad6f9df0bf5	3411a046-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.29000099999999995	BON SX5E OCT20 UBS	Combined Instruments	Equities	Miscellaneous
EPC SX5E MAR24 P100 BOND | 25 MAR 24 | P | E | 3300.4800000000	8232bdcc-62b4-11e9-b160-4ad6f9df0bf5	9cf553e0-522e-11e9-afe0-b874ad24a6c7	2020-08-28	Put	Equities	Options	0.30298600000000003	EPC SX5E MAR24 FID	Combined Instruments	Equities	Miscellaneous
EPC SX5E MAR24 C0 BOND | 25 MAR 24 | C | E | .0001000000	8232676e-62b4-11e9-b160-4ad6f9df0bf5	9cf553e0-522e-11e9-afe0-b874ad24a6c7	2020-08-28	Call	Equities	Options	0.30298600000000003	EPC SX5E MAR24 FID	Combined Instruments	Equities	Miscellaneous
EPC SX5E MAR24 C100 BOND | 25 MAR 24 | C | E | 3300.4800000000	8232a92d-62b4-11e9-b160-4ad6f9df0bf5	9cf553e0-522e-11e9-afe0-b874ad24a6c7	2020-08-28	Call	Equities	Options	-0.30298600000000003	EPC SX5E MAR24 FID	Combined Instruments	Equities	Miscellaneous
EPC SX5E MAR24 CCAP | 25 MAR 24 | C | E | 5016.7296000000	82333a36-62b4-11e9-b160-4ad6f9df0bf5	9cf553e0-522e-11e9-afe0-b874ad24a6c7	2020-08-28	Call	Equities	Options	-0.30298600000000003	EPC SX5E MAR24 FID	Combined Instruments	Equities	Miscellaneous
EPC SX5E MAR24 CATM | 25 MAR 24 | C | E | 3300.4800000000	82330571-62b4-11e9-b160-4ad6f9df0bf5	9cf553e0-522e-11e9-afe0-b874ad24a6c7	2020-08-28	Call	Equities	Options	0.30298600000000003	EPC SX5E MAR24 FID	Combined Instruments	Equities	Miscellaneous
DJGT FEB23 C100 BOND | 24 FEB 23 | C | E | 307.4000000000	7626f3f4-62b4-11e9-b160-4ad6f9df0bf5	3424c2d4-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-3.2530900000000003	EPC DJGT FEB23 BDT	Combined Instruments	Equities	Miscellaneous
DJGT FEB23 C 130 | 24 FEB 23 | C | E | 399.6200000000	7628a4b1-62b4-11e9-b160-4ad6f9df0bf5	3424c2d4-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-3.2530900000000003	EPC DJGT FEB23 BDT	Combined Instruments	Equities	Miscellaneous
