Bof_20200828
INSTRUMENTID_FE	TBRICKS_INSTRUMENT_ID	TBRICKS_INSTRUMENT_ID_COMPOSITE	REF_DATE	SEC_CATEGORY	SEC_GROUP	SEC_TYPE	QUANTITYFACTOR	INSTRUMENTID_FE_COMPOSITE	SEC_CATEGORY_COMPOSITE	SEC_GROUP_COMPOSITE	SEC_TYPE_COMPOSITE
DJGT FEB23 C0 BOND | 24 FEB 23 | C | E | .0000010000	7626d13a-62b4-11e9-b160-4ad6f9df0bf5	3424c2d4-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	3.2530900000000003	EPC DJGT FEB23 BDT	Combined Instruments	Equities	Miscellaneous
DJGT FEB23 C ATM | 24 FEB 23 | C | E | 307.4000000000	76276f64-62b4-11e9-b160-4ad6f9df0bf5	3424c2d4-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	3.2530900000000003	EPC DJGT FEB23 BDT	Combined Instruments	Equities	Miscellaneous
DJGT FEB23 P100 BOND | 24 FEB 23 | P | E | 307.4000000000	762710a0-62b4-11e9-b160-4ad6f9df0bf5	3424c2d4-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	3.2530900000000003	EPC DJGT FEB23 BDT	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 P100 BOND | 21 FEB 22 | P | E | 2929.1600000000	7b769558-62b4-11e9-b160-4ad6f9df0bf5	3417df6a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.341395	EP3 SX5E FEB22 BDT	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 CATM | 21 FEB 22 | C | E | 2929.1600000000	7b76eb8e-62b4-11e9-b160-4ad6f9df0bf5	3417df6a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.341395	EP3 SX5E FEB22 BDT	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 C100 BOND | 21 FEB 22 | C | E | 2929.1600000000	7b766fb0-62b4-11e9-b160-4ad6f9df0bf5	3417df6a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.341395	EP3 SX5E FEB22 BDT	Combined Instruments	Equities	Miscellaneous
SX5E FEB22 C0 BOND | 21 FEB 22 | C | E | .0001000000	7b761cfe-62b4-11e9-b160-4ad6f9df0bf5	3417df6a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.341395	EP3 SX5E FEB22 BDT	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 PATM | 21 FEB 22 | P | E | 2929.1600000000	7b770c9a-62b4-11e9-b160-4ad6f9df0bf5	3417df6a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-0.341395	EP3 SX5E FEB22 BDT	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 CCAP | 21 FEB 22 | C | E | 4452.3232000000	7b78947a-62b4-11e9-b160-4ad6f9df0bf5	3417df6a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.341395	EP3 SX5E FEB22 BDT	Combined Instruments	Equities	Miscellaneous
SX5E DEC21 P90 | 21 FEB 22 | P | E | 2636.2440000000	7b77b190-62b4-11e9-b160-4ad6f9df0bf5	3417df6a-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.341395	EP3 SX5E FEB22 BDT	Combined Instruments	Equities	Miscellaneous
SD3E OCT23 CALL0 BOND | 23 OCT 23 | C | E | .0001000000	712d3354-62b4-11e9-b160-4ad6f9df0bf5	344387be-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.5283289999999999	EP SD3E OCT23 VUB	Combined Instruments	Equities	Miscellaneous
SD3E OCT23 CALL100 BOND | 23 OCT 23 | C | E | 1892.7600000000	712d9fb0-62b4-11e9-b160-4ad6f9df0bf5	344387be-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.5283289999999999	EP SD3E OCT23 VUB	Combined Instruments	Equities	Miscellaneous
SD3E OCT23 PUT100 BOND | 23 OCT 23 | P | E | 1892.7600000000	712db568-62b4-11e9-b160-4ad6f9df0bf5	344387be-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.5283289999999999	EP SD3E OCT23 VUB	Combined Instruments	Equities	Miscellaneous
SD3E OCT23 CATM | 23 OCT 23 | C | E | 1892.7600000000	712dedee-62b4-11e9-b160-4ad6f9df0bf5	344387be-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.57587861	EP SD3E OCT23 VUB	Combined Instruments	Equities	Miscellaneous
EPC SD3E SEP24 CCAP | 09 SEP 24 | C | E | 2644.4745000000	7b887c96-62b4-11e9-b160-4ad6f9df0bf5	34184360-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.510498	EPC SD3E SEP24 BDT	Combined Instruments	Equities	Miscellaneous
EPC SD3E SEP24 C100 BOND | 09 SEP 24 | C | E | 1958.8700000000	7b8ab434-62b4-11e9-b160-4ad6f9df0bf5	34184360-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.510498	EPC SD3E SEP24 BDT	Combined Instruments	Equities	Miscellaneous
EPC SD3E SEP24 PATM | 09 SEP 24 | P | E | 1958.8700000000	7b875906-62b4-11e9-b160-4ad6f9df0bf5	34184360-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-0.510498	EPC SD3E SEP24 BDT	Combined Instruments	Equities	Miscellaneous
EPC SD3E SEP24 CNP 2Y FLOOR | 11 SEP 20 | C | E | .1000000000	7b937132-62b4-11e9-b160-4ad6f9df0bf5	34184360-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.510498	EPC SD3E SEP24 BDT	Combined Instruments	Equities	Miscellaneous
EPC SD3E SEP24 CNP 2Y CAP | 11 SEP 20 | C | E | 78.4548000000	7b9405d4-62b4-11e9-b160-4ad6f9df0bf5	34184360-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.510498	EPC SD3E SEP24 BDT	Combined Instruments	Equities	Miscellaneous
EPC SD3E SEP24 CATM | 09 SEP 24 | C | E | 1958.8700000000	7b873584-62b4-11e9-b160-4ad6f9df0bf5	34184360-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.510498	EPC SD3E SEP24 BDT	Combined Instruments	Equities	Miscellaneous
EPC SD3E SEP24 P100 BOND | 09 SEP 24 | P | E | 1958.8700000000	7b8ada40-62b4-11e9-b160-4ad6f9df0bf5	34184360-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.510498	EPC SD3E SEP24 BDT	Combined Instruments	Equities	Miscellaneous
EPC SD3E SEP24 P92 | 09 SEP 24 | P | E | 1802.1604000000	7b88f5e0-62b4-11e9-b160-4ad6f9df0bf5	34184360-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.510498	EPC SD3E SEP24 BDT	Combined Instruments	Equities	Miscellaneous
EPC SD3E SEP24 C0 BOND | 09 SEP 24 | C | E | .0001000000	7b8b4426-62b4-11e9-b160-4ad6f9df0bf5	34184360-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.510498	EPC SD3E SEP24 BDT	Combined Instruments	Equities	Miscellaneous
SX5E FEB22 CCAP PKB | 14 FEB 22 | C | E | 4325.2192000000	7f337882-62b4-11e9-b160-4ad6f9df0bf5	5e01593e-20c6-11e9-ae50-47deb3124dc8	2020-08-28	Call	Equities	Options	-28.669069999999998	EP3 SX5E FEB22 PKB	Combined Instruments	Equities	Miscellaneous
SX5E FEB22 P95 PKB | 14 FEB 22 | P | E | 3313.6800000000	7f33b982-62b4-11e9-b160-4ad6f9df0bf5	5e01593e-20c6-11e9-ae50-47deb3124dc8	2020-08-28	Put	Equities	Options	28.669069999999998	EP3 SX5E FEB22 PKB	Combined Instruments	Equities	Miscellaneous
SX5E FEB22 C100 BOND PKB | 14 FEB 22 | C | E | 3488.0800000000	7f323405-62b4-11e9-b160-4ad6f9df0bf5	5e01593e-20c6-11e9-ae50-47deb3124dc8	2020-08-28	Call	Equities	Options	-28.669069999999998	EP3 SX5E FEB22 PKB	Combined Instruments	Equities	Miscellaneous
SX5E FEB22 PATM PKB | 14 FEB 22 | P | E | 3488.0800000000	7f334f92-62b4-11e9-b160-4ad6f9df0bf5	5e01593e-20c6-11e9-ae50-47deb3124dc8	2020-08-28	Put	Equities	Options	-28.669069999999998	EP3 SX5E FEB22 PKB	Combined Instruments	Equities	Miscellaneous
SX5E FEB22 C0 BOND PKB | 14 FEB 22 | C | E | .0000100000	7f31cc30-62b4-11e9-b160-4ad6f9df0bf5	5e01593e-20c6-11e9-ae50-47deb3124dc8	2020-08-28	Call	Equities	Options	28.669069999999998	EP3 SX5E FEB22 PKB	Combined Instruments	Equities	Miscellaneous
SX5E FEB22 P100 BOND PKB | 14 FEB 22 | P | E | 3488.0800000000	7f325a92-62b4-11e9-b160-4ad6f9df0bf5	5e01593e-20c6-11e9-ae50-47deb3124dc8	2020-08-28	Put	Equities	Options	28.669069999999998	EP3 SX5E FEB22 PKB	Combined Instruments	Equities	Miscellaneous
SX5E FEB22 CATM PKB | 14 FEB 22 | C | E | 3488.0800000000	7f33277e-62b4-11e9-b160-4ad6f9df0bf5	5e01593e-20c6-11e9-ae50-47deb3124dc8	2020-08-28	Call	Equities	Options	28.669069999999998	EP3 SX5E FEB22 PKB	Combined Instruments	Equities	Miscellaneous
SX7E JUL22 P75 | 07 SEP 20 | P | E | 96.4200000000	85987506-62b4-11e9-b160-4ad6f9df0bf5	342ad656-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-7.778468999999999	BON SX7E SEP20 UBS	Combined Instruments	Equities	Miscellaneous
SX7E JUL22 C100 BOND | 07 SEP 20 | C | E | 128.5600000000	8597a6f8-62b4-11e9-b160-4ad6f9df0bf5	342ad656-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-7.778468999999999	BON SX7E SEP20 UBS	Combined Instruments	Equities	Miscellaneous
SX7E JUL22 CATM | 07 SEP 20 | C | E | 128.5600000000	859810a2-62b4-11e9-b160-4ad6f9df0bf5	342ad656-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	7.778468999999999	BON SX7E SEP20 UBS	Combined Instruments	Equities	Miscellaneous
SX7E JUL22 C130 | 07 SEP 20 | C | E | 167.1280000000	85984e28-62b4-11e9-b160-4ad6f9df0bf5	342ad656-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-7.778468999999999	BON SX7E SEP20 UBS	Combined Instruments	Equities	Miscellaneous
SX7E SEP20 CALL0 BOND | 07 SEP 20 | C | E | .0001000000	85978b5a-62b4-11e9-b160-4ad6f9df0bf5	342ad656-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	7.778468999999999	BON SX7E SEP20 UBS	Combined Instruments	Equities	Miscellaneous
SX7E JUL22 P100 BOND | 07 SEP 20 | P | E | 128.5600000000	8597c372-62b4-11e9-b160-4ad6f9df0bf5	342ad656-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	7.778468999999999	BON SX7E SEP20 UBS	Combined Instruments	Equities	Miscellaneous
SX5E MAR23 PATM | 01 MAR 23 | P | E | 3384.7100000000	7546a718-62b4-11e9-b160-4ad6f9df0bf5	343189ce-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	-0.295446	EP3 SX5E MAR23 SX5E BDT	Combined Instruments	Equities	Miscellaneous
SX5E MAR22 C100 BOND | 01 MAR 23 | C | E | 3384.7100000000	75462b30-62b4-11e9-b160-4ad6f9df0bf5	343189ce-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.295446	EP3 SX5E MAR23 SX5E BDT	Combined Instruments	Equities	Miscellaneous
SX5E MAR23 CATM | 01 MAR 23 | C | E | 3384.7100000000	75467a54-62b4-11e9-b160-4ad6f9df0bf5	343189ce-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.295446	EP3 SX5E MAR23 SX5E BDT	Combined Instruments	Equities	Miscellaneous
SX5E MAR23 C0 BOND | 01 MAR 23 | C | E | .0001000000	75460c22-62b4-11e9-b160-4ad6f9df0bf5	343189ce-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	0.295446	EP3 SX5E MAR23 SX5E BDT	Combined Instruments	Equities	Miscellaneous
SX5E MAR23 P90 | 01 MAR 23 | P | E | 3046.2390000000	7546c8ec-62b4-11e9-b160-4ad6f9df0bf5	343189ce-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.295446	EP3 SX5E MAR23 SX5E BDT	Combined Instruments	Equities	Miscellaneous
SX5E MAR23 C159 | 01 MAR 23 | C | E | 5381.6890000000	7546edc2-62b4-11e9-b160-4ad6f9df0bf5	343189ce-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Call	Equities	Options	-0.295446	EP3 SX5E MAR23 SX5E BDT	Combined Instruments	Equities	Miscellaneous
SX5E MAR23 P100 BOND | 01 MAR 23 | P | E | 3384.7100000000	75464f03-62b4-11e9-b160-4ad6f9df0bf5	343189ce-1f2e-11e9-a2d0-b3645e528b7a	2020-08-28	Put	Equities	Options	0.295446	EP3 SX5E MAR23 SX5E BDT	Combined Instruments	Equities	Miscellaneous
EoF
