Bof_20200828
ACCRUAL_END_DATE	ACCRUAL_START_DATE	ACCRUALSTART_MATURITY_DAYS	ANNUALIZED_COUPON	CAP_STRIKE_NET	CASHFLOW_NUMBER	CASHFLOW_WDAYS	CURRENCY	DELIVERY_END_DATE	DELIVERY_START_DATE	EFFECTIVE_DATE	F_ISCALL	F_ISESTIMATED	F_ISKNOWN	F_ISPAYER	F_LEG_ISVARIABLE	FIXING_DATE	FIXING_END_DATE	FIXING_REF_VALUE	FIXING_START_DATE	H_FIXVALUE	FIXING_VALUE	FLOOR_STRIKE_NET	INSTRUMENTID_FE	INTEREST	LEG	MTYPE	OUTSTANDING	PHASE	PORTFOLIOID_FE	PREMIUM	PREMIUM_DISC	RATE	REDEMPTION	REDEMPTION_PRICE	REF_DATE	SPREAD	STRIKE_NET	COMMENT	POSITION_CASHFLOW_ID	TBRICKS_INSTRUMENT_ID
2020-08-28	2020-08-28				adf685d8-e954-11ea-a590-49499a438f10		EUR			2020-08-28				Y									REC	-364.328905		FINANCING			BASKETRADING						2020-08-28				BASKETRADING | REC	efa24d8c-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfe99d0-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									TIFFANY & CO USD	-3594.6917850000036		FINANCING			DM2						2020-08-28				DM2 | TIFFANY & CO USD	5ac8d70e-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfaeed4-e954-11ea-a590-49499a438f10		USD			2020-08-28				N									ALLSCRIPTS-MISYS HEALTHCARE	1.1070769999999985		FINANCING			RELATIVE09						2020-08-28				RELATIVE09 | ALLSCRIPTS-MISYS HEALTHCARE	38eb5e62-856d-11ea-b7e8-9b0947f592a0
2020-08-28	2020-08-28				adf6eed8-e954-11ea-a590-49499a438f10		EUR			2020-08-28				Y									MB	-790.642349		FINANCING			BASKETRADING						2020-08-28				BASKETRADING | MB	ef9cb372-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf4ebba-e954-11ea-a590-49499a438f10		EUR			2020-08-28				Y									A2A	-0.8508389999999998		FINANCING			SYST_VOL						2020-08-28				SYST_VOL | A2A	ef9cf4ea-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf4e4da-e954-11ea-a590-49499a438f10		EUR			2020-08-28				Y									A2A	-13187.441703769106		DEPOSIT_OR_WITHDRAWAL			EQ_SSVOL						2020-08-28				EQ_SSVOL | A2A	ef9cf4ea-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfee1b0-e954-11ea-a590-49499a438f10		EUR			2020-08-28				Y									UBISOFT ENTERTAIN	-333.268323		FINANCING			LONG_ONLY						2020-08-28				LONG_ONLY | UBISOFT ENTERTAIN	6e43d6ba-1f2b-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfce2f2-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									CHECK PT SFTWRE	-60.87569		FINANCING			SYST_VOL						2020-08-28				SYST_VOL | CHECK PT SFTWRE	5a6ee1e0-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfaf154-e954-11ea-a590-49499a438f10		USD			2020-08-28				N									PFSI	62.423015000000014		FINANCING			RELATIVE09						2020-08-28				RELATIVE09 | PFSI	2e61a6b6-5c72-11ea-5895-a4c5179d30b5
2020-08-28	2020-08-28				adf6f3d8-e954-11ea-a590-49499a438f10		EUR			2020-08-28				Y									UNILEVER	-31.141812000000076		FINANCING			DM2						2020-08-28				DM2 | UNILEVER	6e48a974-1f2b-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf6cdb8-e954-11ea-a590-49499a438f10		EUR			2020-08-28				N									NATURGY ENERGY	40653		DIVIDEND			EQ_SSVOL						2020-08-28				EQ_SSVOL | NATURGY ENERGY	343e75d0-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf4ce5a-e954-11ea-a590-49499a438f10		EUR			2020-08-28				N									STM	13449.501741000004		FINANCING			EQSSVOLOTC						2020-08-28				EQSSVOLOTC | STM	ef9fb0b8-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfcc952-e954-11ea-a590-49499a438f10		USD			2020-08-28				N									AMN Healthcare Services	2.4566920000000048		FINANCING			RELATIVE09						2020-08-28				RELATIVE09 | AMN Healthcare Services	c1641444-6f8b-11ea-18cd-7da34f056eb6
2020-08-28	2020-08-28				adf8cbd6-e954-11ea-a590-49499a438f10		EUR			2020-08-28				N									KERING	0.7241249999999999		FINANCING			MTAINT						2020-08-28				MTAINT | KERING	ef9d618c-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf4c45a-e954-11ea-a590-49499a438f10		EUR			2020-08-28				N									ENEL	281919		DIVIDEND			BASKETRADING						2020-08-28				BASKETRADING | ENEL	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf8c596-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									ALEXION PHARM	-128		DIVIDEND			EQ-TLX						2020-08-28				EQ-TLX | ALEXION PHARM	5a6ada82-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf4c09a-e954-11ea-a590-49499a438f10		EUR			2020-08-28				N									ENEL	2.8587230000000003		FINANCING			VOL_STOCK_SS_SEC						2020-08-28				VOL_STOCK_SS_SEC | ENEL	ef9eba3c-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfcdcb2-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									VISA INC	-4247.601980000003		FINANCING			DM2						2020-08-28				DM2 | VISA INC	5a8e4198-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfede90-e954-11ea-a590-49499a438f10		CHF			2020-08-28				Y									RICHEMONT N	-21.840064000000016		FINANCING			DM2						2020-08-28				DM2 | RICHEMONT N	5ad8e5ea-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf4dfda-e954-11ea-a590-49499a438f10		EUR			2020-08-28				N									INFINEON	1.1157899999999996		FINANCING			EQ-TLX						2020-08-28				EQ-TLX | INFINEON	efa38b8e-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfadf34-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									Beacon Roofing Supply	-14.546149999999997		FINANCING			RELATIVE09						2020-08-28				RELATIVE09 | Beacon Roofing Supply	952b1eee-e074-11e9-1e94-e93668135196
2020-08-28	2020-08-28				adf8d856-e954-11ea-a590-49499a438f10		EUR			2020-08-28				Y									DANONE	-27.271871999999995		FINANCING			SYST_VOL						2020-08-28				SYST_VOL | DANONE	ef9c3190-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf4da3a-e954-11ea-a590-49499a438f10		EUR			2020-08-28				N									SRG	65647		DIVIDEND			BASKETRADING						2020-08-28				BASKETRADING | SRG	ef9c4ce8-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf6da38-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									GENERAL ELEC USD	-29.288261999999992		FINANCING			STRATEGIC						2020-08-28				STRATEGIC | GENERAL ELEC USD	2507d4d0-514c-11e9-b8d0-ec23cf8de3db
2020-08-28	2020-08-28				adfcdb72-e954-11ea-a590-49499a438f10		USD			2020-08-28				N									VISA INC	0.5727529999999997		FINANCING			RELATIVE09						2020-08-28				RELATIVE09 | VISA INC	5a8e4198-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfcd7b2-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									CALERES INC	-108		DIVIDEND			RELATIVE09						2020-08-28				RELATIVE09 | CALERES INC	a53b8fae-65b8-11e9-b1d0-d1631eb3ac1e
2020-08-28	2020-08-28				adf4d7ba-e954-11ea-a590-49499a438f10		EUR			2020-08-28				N									SRG	74152		DIVIDEND			DM2						2020-08-28				DM2 | SRG	ef9c4ce8-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfed710-e954-11ea-a590-49499a438f10		USD			2020-08-28				N									LAS VEGAS SANDS CORP	307.29433700000004		FINANCING			DM2						2020-08-28				DM2 | LAS VEGAS SANDS CORP	5a9fe362-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfe2ef0-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									RIOT BLOCKCHAIN	-3000		DEPOSIT_OR_WITHDRAWAL			SYST_VOL						2020-08-28				SYST_VOL | RIOT BLOCKCHAIN	2581aa80-514c-11e9-b8d0-ec23cf8de3db
2020-08-28	2020-08-28				adf429fa-e954-11ea-a590-49499a438f10		USD			2020-08-28				N									EMINI S&P SEP0 | SEP 20	18648.868824		FINANCING			DM2						2020-08-28				DM2 | EMINI S&P SEP0 | SEP 20	93b981ba-9645-11e9-a180-91725b79faed
2020-08-28	2020-08-28				adfe29f0-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									PUMA BIOTECHNOLOGY INC	-89.78052300000006		FINANCING			SPMIB						2020-08-28				SPMIB | PUMA BIOTECHNOLOGY INC	250fa534-514c-11e9-b8d0-ec23cf8de3db
2020-08-28	2020-08-28				adfa26d4-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									JACK IN THE BOX	-15.762431999999995		FINANCING			RELATIVE09						2020-08-28				RELATIVE09 | JACK IN THE BOX	251f1604-514c-11e9-b8d0-ec23cf8de3db
2020-08-28	2020-08-28				adfc21d2-e954-11ea-a590-49499a438f10		USD			2020-08-28				N									Helios Technologies Inc	0.5035839999999993		FINANCING			RELATIVE09						2020-08-28				RELATIVE09 | Helios Technologies Inc	06bd2d41-6d25-11ea-f8a1-f37ab5f5bba0
2020-08-28	2020-08-28				adfe2130-e954-11ea-a590-49499a438f10		EUR			2020-08-28				Y									WDI	-1.9590779999999997		FINANCING			BT						2020-08-28				BT | WDI	e33e60fc-1f2b-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfe2310-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									CRSP	-112.39880200000002		FINANCING			SYST_VOL						2020-08-28				SYST_VOL | CRSP	5a93bd44-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfa3e94-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									FRANKLIN RES	-0.8687319999999987		FINANCING			RELATIVE09						2020-08-28				RELATIVE09 | FRANKLIN RES	5ae452a4-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf83f36-e954-11ea-a590-49499a438f10		EUR			2020-08-28				Y									FACEBOOK USD	-199.12144599999993		FINANCING			MTAINT						2020-08-28				MTAINT | FACEBOOK USD	5a34e7f6-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf4385a-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									EMINI S&P SEP0 | SEP 20	-104050		DEPOSIT_OR_WITHDRAWAL			TED-EQUITY-2						2020-08-28				TED-EQUITY-2 | EMINI S&P SEP0 | SEP 20	93b981ba-9645-11e9-a180-91725b79faed
2020-08-28	2020-08-28				adf637b8-e954-11ea-a590-49499a438f10		EUR			2020-08-28				N									VIVENDI	1447.2823739999992		FINANCING			EQ_SSVOL						2020-08-28				EQ_SSVOL | VIVENDI	ef9e4912-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				ae00348e-e954-11ea-a590-49499a438f10		EUR			2020-08-28				Y									VALEO	-91.52857699999996		FINANCING			TP-DIREZIONALE						2020-08-28				TP-DIREZIONALE | VALEO	6e4bc2b2-1f2b-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adfa3034-e954-11ea-a590-49499a438f10		USD			2020-08-28				N									Altice USA	2.433539000000005		FINANCING			RELATIVE09						2020-08-28				RELATIVE09 | Altice USA	f49dc912-00a0-11ea-df70-ef7e106750b0
2020-08-28	2020-08-28				ae0032ae-e954-11ea-a590-49499a438f10		USD			2020-08-28				Y									ZIMMER HOLDINGS	-63.87310700000001		FINANCING			SYST_VOL						2020-08-28				SYST_VOL | ZIMMER HOLDINGS	36683c04-5ab8-11e9-9720-4e7c81754902
2020-08-28	2020-08-28				adf83216-e954-11ea-a590-49499a438f10		USD			2020-08-28				N									IBM USD	0.953279		FINANCING			RELATIVE09						2020-08-28				RELATIVE09 | IBM USD	5a489350-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	2020-08-28				adf4321a-e954-11ea-a590-49499a438f10		USD			2020-08-28				N									EMINI S&P SEP0 | SEP 20	43893.71679599997		FINANCING			VOL_STOCK_IDX_PR						2020-08-28				VOL_STOCK_IDX_PR | EMINI S&P SEP0 | SEP 20	93b981ba-9645-11e9-a180-91725b79faed
