INSTRUMENTID_FE	REF_DATE	QUANTITYFACTOR	FIID	SSL_FEID	SSL_SNAPSHOT_DATE	COMPONENT_FIID	COMPONENT_INSTRUMENTID_FE
EPC DJGT FEB23 BDT	20200831	3.2530900000	L_S_3424c2d4-1f2e-11e9-a2d0-b3645e528b7a_EPC DJGT FEB23 BDT_TBRX	TBRX	30200831	O_762710a0-62b4-11e9-b160-4ad6f9df0bf5_DJGT FEB23 P100 BOND | 24 FEB 23 | P | E | 307.4000000000_TBRX	DJGT FEB23 P100 BOND | 24 FEB 23 | P | E | 307.4000000000
EPC DJGT FEB23 BDT	20200831	-3.2530900000	L_S_3424c2d4-1f2e-11e9-a2d0-b3645e528b7a_EPC DJGT FEB23 BDT_TBRX	TBRX	30200831	O_7628a4b1-62b4-11e9-b160-4ad6f9df0bf5_DJGT FEB23 C 130 | 24 FEB 23 | C | E | 399.6200000000_TBRX	DJGT FEB23 C 130 | 24 FEB 23 | C | E | 399.6200000000
CERT SD3E NOV25 BDT	20200831	-0.5247970000	L_S_34252d14-1f2e-11e9-a2d0-b3645e528b7a_CERT SD3E NOV25 BDT_TBRX	TBRX	30200831	O_8112d3aa-62b4-11e9-b160-4ad6f9df0bf5_CERT SD3E NOV25 BDT CALL100 BOND | 26 NOV 25 | C | E | 1905.5000000000_TBRX	CERT SD3E NOV25 BDT CALL100 BOND | 26 NOV 25 | C | E | 1905.5000000000
CERT SD3E NOV25 BDT	20200831	0.0288638350	L_S_34252d14-1f2e-11e9-a2d0-b3645e528b7a_CERT SD3E NOV25 BDT_TBRX	TBRX	30200831	O_81144866-62b4-11e9-b160-4ad6f9df0bf5_CERT SD3E NOV25 BDT CALL50 2Y | 24 NOV 20 | C | E | 952.7500000000_TBRX	CERT SD3E NOV25 BDT CALL50 2Y | 24 NOV 20 | C | E | 952.7500000000
CERT SD3E NOV25 BDT	20200831	0.0288638350	L_S_34252d14-1f2e-11e9-a2d0-b3645e528b7a_CERT SD3E NOV25 BDT_TBRX	TBRX	30200831	O_81149d34-62b4-11e9-b160-4ad6f9df0bf5_CERT SD3E NOV25 BDT CALL50 4Y | 24 NOV 22 | C | E | 952.7500000000_TBRX	CERT SD3E NOV25 BDT CALL50 4Y | 24 NOV 22 | C | E | 952.7500000000
CERT SD3E NOV25 BDT	20200831	0.0288638350	L_S_34252d14-1f2e-11e9-a2d0-b3645e528b7a_CERT SD3E NOV25 BDT_TBRX	TBRX	30200831	O_8114db96-62b4-11e9-b160-4ad6f9df0bf5_CERT SD3E NOV25 BDT CALL50 6Y | 25 NOV 24 | C | E | 952.7500000000_TBRX	CERT SD3E NOV25 BDT CALL50 6Y | 25 NOV 24 | C | E | 952.7500000000
EP3 SD3E JUN24 BDT	20200831	0.4899680000	L_S_3427b34a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JUN24 BDT_TBRX	TBRX	30200831	O_85f2374e-62b4-11e9-b160-4ad6f9df0bf5_SD3E JUN24 CALL0 BOND | 27 JUN 24 | C | E | .0001000000_TBRX	SD3E JUN24 CALL0 BOND | 27 JUN 24 | C | E | .0001000000
EP3 SD3E JUN24 BDT	20200831	0.4899680000	L_S_3427b34a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JUN24 BDT_TBRX	TBRX	30200831	O_85f4b0c8-62b4-11e9-b160-4ad6f9df0bf5_SD3E JUN24 PATM BOND | 27 JUN 24 | P | E | 2040.9500000000_TBRX	SD3E JUN24 PATM BOND | 27 JUN 24 | P | E | 2040.9500000000
EP3 SD3E JUN24 BDT	20200831	-0.4899680000	L_S_3427b34a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JUN24 BDT_TBRX	TBRX	30200831	O_85f53570-62b4-11e9-b160-4ad6f9df0bf5_SD3E JUN24 CCAP | 27 JUN 24 | C | E | 2714.4640000000_TBRX	SD3E JUN24 CCAP | 27 JUN 24 | C | E | 2714.4640000000
EP3 SD3E JAN25 BDT	20200831	-0.4654020000	L_S_34281448-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN25 BDT_TBRX	TBRX	30200831	O_79dc5642-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN25 C100 BOND | 29 JAN 25 | C | E | 2148.6800000000_TBRX	SD3E JAN25 C100 BOND | 29 JAN 25 | C | E | 2148.6800000000
EP3 SD3E JAN25 BDT	20200831	0.4654020000	L_S_34281448-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN25 BDT_TBRX	TBRX	30200831	O_79dd8d32-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN25 CATM | 29 JAN 25 | C | E | 2148.6800000000_TBRX	SD3E JAN25 CATM | 29 JAN 25 | C | E | 2148.6800000000
EP3 SD3E JAN25 BDT	20200831	-0.4654020000	L_S_34281448-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN25 BDT_TBRX	TBRX	30200831	O_79ddf7b8-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN25 C143 | 29 JAN 25 | C | E | 3072.6124000000_TBRX	SD3E JAN25 C143 | 29 JAN 25 | C | E | 3072.6124000000
EP3 SD3E JAN23 BDT	20200831	0.5043320000	L_S_3429cb3a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN23 BDT_TBRX	TBRX	30200831	O_814680b0-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN23 CALL0 BOND | 27 JAN 23 | C | E | .0001000000_TBRX	SD3E JAN23 CALL0 BOND | 27 JAN 23 | C | E | .0001000000
EP3 SD3E JAN23 BDT	20200831	0.5043320000	L_S_3429cb3a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN23 BDT_TBRX	TBRX	30200831	O_8148cf78-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN23 P100 BOND | 27 JAN 23 | P | E | 1982.8200000000_TBRX	SD3E JAN23 P100 BOND | 27 JAN 23 | P | E | 1982.8200000000
EP3 SD3E JAN23 BDT	20200831	-0.5043320000	L_S_3429cb3a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN23 BDT_TBRX	TBRX	30200831	O_81491596-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN23 PATM | 27 JAN 23 | P | E | 1982.8200000000_TBRX	SD3E JAN23 PATM | 27 JAN 23 | P | E | 1982.8200000000
EP3 SD3E JAN23 BDT	20200831	-0.5043320000	L_S_3429cb3a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN23 BDT_TBRX	TBRX	30200831	O_814952af-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN23 C134 | 27 JAN 23 | C | E | 2656.9788000000_TBRX	SD3E JAN23 C134 | 27 JAN 23 | C | E | 2656.9788000000
EP3 SX5E OCT22 BDT	20200831	-0.3323670000	L_S_342a53c0-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT22 BDT_TBRX	TBRX	30200831	O_771429e4-62b4-11e9-b160-4ad6f9df0bf5_SX5E OCT22 C100 BOND | 14 OCT 22 | C | E | 3008.7200000000_TBRX	SX5E OCT22 C100 BOND | 14 OCT 22 | C | E | 3008.7200000000
EP3 SX5E OCT22 BDT	20200831	0.3323670000	L_S_342a53c0-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT22 BDT_TBRX	TBRX	30200831	O_7714b9a4-62b4-11e9-b160-4ad6f9df0bf5_SX5E OCT22 CATM | 14 OCT 22 | C | E | 3008.7200000000_TBRX	SX5E OCT22 CATM | 14 OCT 22 | C | E | 3008.7200000000
EP3 SX5E OCT22 BDT	20200831	-0.3323670000	L_S_342a53c0-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT22 BDT_TBRX	TBRX	30200831	O_77153e1a-62b4-11e9-b160-4ad6f9df0bf5_SX5E OCT22 C151 CAP | 14 OCT 22 | C | E | 4543.1670000000_TBRX	SX5E OCT22 C151 CAP | 14 OCT 22 | C | E | 4543.1670000000
EP3 SX7E JUL22 BDT	20200831	11.1619600000	L_S_342abc98-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX7E JUL22 BDT_TBRX	TBRX	30200831	O_857feb80-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 CALL0 BOND | 15 JUL 22 | C | E | .0001000000_TBRX	SX7E JUL22 CALL0 BOND | 15 JUL 22 | C | E | .0001000000
EP3 SX7E JUL22 BDT	20200831	11.1619600000	L_S_342abc98-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX7E JUL22 BDT_TBRX	TBRX	30200831	O_85812112-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 P100 BOND | 15 JUL 22 | P | E | 89.5900000000_TBRX	SX7E JUL22 P100 BOND | 15 JUL 22 | P | E | 89.5900000000
EP3 SX7E JUL22 BDT	20200831	-11.1619600000	L_S_342abc98-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX7E JUL22 BDT_TBRX	TBRX	30200831	O_85815cae-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 PATM | 15 JUL 22 | P | E | 89.5900000000_TBRX	SX7E JUL22 PATM | 15 JUL 22 | P | E | 89.5900000000
EP3 SX7E JUL22 BDT	20200831	11.1619600000	L_S_342abc98-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX7E JUL22 BDT_TBRX	TBRX	30200831	O_8581a182-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 P90 | 15 JUL 22 | P | E | 80.6310000000_TBRX	SX7E JUL22 P90 | 15 JUL 22 | P | E | 80.6310000000
BON SX7E SEP20 UBS	20200831	-7.7784690000	L_S_342ad656-1f2e-11e9-a2d0-b3645e528b7a_BON SX7E SEP20 UBS_TBRX	TBRX	30200831	O_8597a6f8-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 C100 BOND | 07 SEP 20 | C | E | 128.5600000000_TBRX	SX7E JUL22 C100 BOND | 07 SEP 20 | C | E | 128.5600000000
BON SX7E SEP20 UBS	20200831	7.7784690000	L_S_342ad656-1f2e-11e9-a2d0-b3645e528b7a_BON SX7E SEP20 UBS_TBRX	TBRX	30200831	O_859810a2-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 CATM | 07 SEP 20 | C | E | 128.5600000000_TBRX	SX7E JUL22 CATM | 07 SEP 20 | C | E | 128.5600000000
BON SX7E SEP20 UBS	20200831	-7.7784690000	L_S_342ad656-1f2e-11e9-a2d0-b3645e528b7a_BON SX7E SEP20 UBS_TBRX	TBRX	30200831	O_85987506-62b4-11e9-b160-4ad6f9df0bf5_SX7E JUL22 P75 | 07 SEP 20 | P | E | 96.4200000000_TBRX	SX7E JUL22 P75 | 07 SEP 20 | P | E | 96.4200000000
EP3 SX5E OCT21 BDT	20200831	0.2925490000	L_S_342ada48-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT21 BDT_TBRX	TBRX	30200831	O_8491842c-62b4-11e9-b160-4ad6f9df0bf5_STXE OCT21 P100 BOND | 26 OCT 21 | P | E | 3418.2300000000_TBRX	STXE OCT21 P100 BOND | 26 OCT 21 | P | E | 3418.2300000000
EP3 SX5E OCT21 BDT	20200831	0.2925490000	L_S_342ada48-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT21 BDT_TBRX	TBRX	30200831	O_84931558-62b4-11e9-b160-4ad6f9df0bf5_STXE OCT21 CATM | 26 OCT 21 | C | E | 3418.2300000000_TBRX	STXE OCT21 CATM | 26 OCT 21 | C | E | 3418.2300000000
EP3 SX5E OCT21 BDT	20200831	0.2925490000	L_S_342ada48-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E OCT21 BDT_TBRX	TBRX	30200831	O_8493531a-62b4-11e9-b160-4ad6f9df0bf5_STXE OCT21 P92 | 26 OCT 21 | P | E | 3144.7720000000_TBRX	STXE OCT21 P92 | 26 OCT 21 | P | E | 3144.7720000000
EP3 SD3E NOV21 BDT	20200831	0.5160650000	L_S_342de68e-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E NOV21 BDT_TBRX	TBRX	30200831	O_71820186-62b4-11e9-b160-4ad6f9df0bf5_SD3E NOV21 CALL0 BOND | 23 NOV 21 | C | E | .0001000000_TBRX	SD3E NOV21 CALL0 BOND | 23 NOV 21 | C | E | .0001000000
EP3 SD3E NOV21 BDT	20200831	0.5160650000	L_S_342de68e-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E NOV21 BDT_TBRX	TBRX	30200831	O_718304e6-62b4-11e9-b160-4ad6f9df0bf5_SD3E NOV21 P100 BOND | 23 NOV 21 | P | E | 1937.7400000000_TBRX	SD3E NOV21 P100 BOND | 23 NOV 21 | P | E | 1937.7400000000
EP3 SD3E NOV21 BDT	20200831	-0.5160650000	L_S_342de68e-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E NOV21 BDT_TBRX	TBRX	30200831	O_718353f6-62b4-11e9-b160-4ad6f9df0bf5_SD3E NOV21 PATM | 23 NOV 21 | P | E | 1937.7400000000_TBRX	SD3E NOV21 PATM | 23 NOV 21 | P | E | 1937.7400000000
EP3 SD3E NOV21 BDT	20200831	0.5160650000	L_S_342de68e-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E NOV21 BDT_TBRX	TBRX	30200831	O_71842358-62b4-11e9-b160-4ad6f9df0bf5_SD3E NOV21 P90 | 23 NOV 21 | P | E | 1743.9660000000_TBRX	SD3E NOV21 P90 | 23 NOV 21 | P | E | 1743.9660000000
EP3 SPX DEC21 BDT	20200831	-0.9622970000	L_S_342e056a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SPX DEC21 BDT_TBRX	TBRX	30200831	O_7f445530-62b4-11e9-b160-4ad6f9df0bf5_SPX DEC21 C100 BOND | 23 DEC 21 | C | E | 2078.3600000000_TBRX	SPX DEC21 C100 BOND | 23 DEC 21 | C | E | 2078.3600000000
EP3 SPX DEC21 BDT	20200831	0.9622970000	L_S_342e056a-1f2e-11e9-a2d0-b3645e528b7a_EP3 SPX DEC21 BDT_TBRX	TBRX	30200831	O_7f44a210-62b4-11e9-b160-4ad6f9df0bf5_SPX DEC21 CATM | 23 DEC 21 | C | E | 2078.3600000000_TBRX	SPX DEC21 CATM | 23 DEC 21 | C | E | 2078.3600000000
EP3 SD3E OCT24 BDT	20200831	-0.4593290000	L_S_342e7072-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E OCT24 BDT_TBRX	TBRX	30200831	O_7da146f2-62b4-11e9-b160-4ad6f9df0bf5_SD3E OCT24 C100 BOND | 29 OCT 24 | C | E | 2177.0900000000_TBRX	SD3E OCT24 C100 BOND | 29 OCT 24 | C | E | 2177.0900000000
EP3 SD3E OCT24 BDT	20200831	0.2296645000	L_S_342e7072-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E OCT24 BDT_TBRX	TBRX	30200831	O_7da2010a-62b4-11e9-b160-4ad6f9df0bf5_SD3E OCT24 CATM | 29 OCT 24 | C | E | 2177.0900000000_TBRX	SD3E OCT24 CATM | 29 OCT 24 | C | E | 2177.0900000000
EP3 SD3E OCT24 BDT	20200831	0.4593290000	L_S_342e7072-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E OCT24 BDT_TBRX	TBRX	30200831	O_7e759e16-62b4-11e9-b160-4ad6f9df0bf5_SD3E OCT24 CALL0 BOND | 29 OCT 24 | C | E | .0001000000_TBRX	SD3E OCT24 CALL0 BOND | 29 OCT 24 | C | E | .0001000000
EP3 SD3E JAN22 BDT	20200831	-0.5552630000	L_S_342ecb26-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN22 BDT_TBRX	TBRX	30200831	O_86768f95-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN22 C100 BOND | 26 JAN 22 | C | E | 1800.9500000000_TBRX	SD3E JAN22 C100 BOND | 26 JAN 22 | C | E | 1800.9500000000
EP3 SD3E JAN22 BDT	20200831	0.5552630000	L_S_342ecb26-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN22 BDT_TBRX	TBRX	30200831	O_8676f416-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN22 CATM | 26 JAN 22 | C | E | 1800.9500000000_TBRX	SD3E JAN22 CATM | 26 JAN 22 | C | E | 1800.9500000000
EP3 SD3E JAN22 BDT	20200831	0.5552630000	L_S_342ecb26-1f2e-11e9-a2d0-b3645e528b7a_EP3 SD3E JAN22 BDT_TBRX	TBRX	30200831	O_86774fa6-62b4-11e9-b160-4ad6f9df0bf5_SD3E JAN22 P90 | 26 JAN 22 | P | E | 1620.8550000000_TBRX	SD3E JAN22 P90 | 26 JAN 22 | P | E | 1620.8550000000
EP3 SX5E MAR23 SX5E BDT	20200831	0.2954460000	L_S_343189ce-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E MAR23 SX5E BDT_TBRX	TBRX	30200831	O_75460c22-62b4-11e9-b160-4ad6f9df0bf5_SX5E MAR23 C0 BOND | 01 MAR 23 | C | E | .0001000000_TBRX	SX5E MAR23 C0 BOND | 01 MAR 23 | C | E | .0001000000
EP3 SX5E MAR23 SX5E BDT	20200831	0.2954460000	L_S_343189ce-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E MAR23 SX5E BDT_TBRX	TBRX	30200831	O_75464f03-62b4-11e9-b160-4ad6f9df0bf5_SX5E MAR23 P100 BOND | 01 MAR 23 | P | E | 3384.7100000000_TBRX	SX5E MAR23 P100 BOND | 01 MAR 23 | P | E | 3384.7100000000
EP3 SX5E MAR23 SX5E BDT	20200831	-0.2954460000	L_S_343189ce-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E MAR23 SX5E BDT_TBRX	TBRX	30200831	O_7546a718-62b4-11e9-b160-4ad6f9df0bf5_SX5E MAR23 PATM | 01 MAR 23 | P | E | 3384.7100000000_TBRX	SX5E MAR23 PATM | 01 MAR 23 | P | E | 3384.7100000000
EP3 SX5E MAR23 SX5E BDT	20200831	-0.2954460000	L_S_343189ce-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E MAR23 SX5E BDT_TBRX	TBRX	30200831	O_7546edc2-62b4-11e9-b160-4ad6f9df0bf5_SX5E MAR23 C159 | 01 MAR 23 | C | E | 5381.6890000000_TBRX	SX5E MAR23 C159 | 01 MAR 23 | C | E | 5381.6890000000
EP3 SXKE SEP20 BDT	20200831	-2.6482350000	L_S_3431f198-1f2e-11e9-a2d0-b3645e528b7a_EP3 SXKE SEP20 BDT_TBRX	TBRX	30200831	O_822488e2-62b4-11e9-b160-4ad6f9df0bf5_SXKE SEP20 C100 BOND | 03 SEP 20 | C | E | 377.6100000000_TBRX	SXKE SEP20 C100 BOND | 03 SEP 20 | C | E | 377.6100000000
EP3 SXKE SEP20 BDT	20200831	2.6482350000	L_S_3431f198-1f2e-11e9-a2d0-b3645e528b7a_EP3 SXKE SEP20 BDT_TBRX	TBRX	30200831	O_8224e1ac-62b4-11e9-b160-4ad6f9df0bf5_SXKE SEP20 CATM | 03 SEP 20 | C | E | 377.6100000000_TBRX	SXKE SEP20 CATM | 03 SEP 20 | C | E | 377.6100000000
EP3 SXKE SEP20 BDT	20200831	-2.6482350000	L_S_3431f198-1f2e-11e9-a2d0-b3645e528b7a_EP3 SXKE SEP20 BDT_TBRX	TBRX	30200831	O_82253dfa-62b4-11e9-b160-4ad6f9df0bf5_SXKE SEP20 CCAP | 03 SEP 20 | C | E | 528.6540000000_TBRX	SXKE SEP20 CCAP | 03 SEP 20 | C | E | 528.6540000000
EP3 DDAXK MAY22 BDT	20200831	6.8544790000	L_S_34338530-1f2e-11e9-a2d0-b3645e528b7a_EP3 DDAXK MAY22 BDT_TBRX	TBRX	30200831	O_84231384-62b4-11e9-b160-4ad6f9df0bf5_DDAXK MAY22 CALL0 BOND | 26 MAY 22 | C | E | .0001000000_TBRX	DDAXK MAY22 CALL0 BOND | 26 MAY 22 | C | E | .0001000000
EP3 DDAXK MAY22 BDT	20200831	6.8544790000	L_S_34338530-1f2e-11e9-a2d0-b3645e528b7a_EP3 DDAXK MAY22 BDT_TBRX	TBRX	30200831	O_84237400-62b4-11e9-b160-4ad6f9df0bf5_DDAXK MAY22 P100 BOND | 26 MAY 22 | P | E | 145.8900000000_TBRX	DDAXK MAY22 P100 BOND | 26 MAY 22 | P | E | 145.8900000000
EP3 DDAXK MAY22 BDT	20200831	-6.8544790000	L_S_34338530-1f2e-11e9-a2d0-b3645e528b7a_EP3 DDAXK MAY22 BDT_TBRX	TBRX	30200831	O_84239fac-62b4-11e9-b160-4ad6f9df0bf5_DDAXK MAY22 PATM | 26 MAY 22 | P | E | 145.8900000000_TBRX	DDAXK MAY22 PATM | 26 MAY 22 | P | E | 145.8900000000
EP3 DDAXK MAY22 BDT	20200831	6.8544790000	L_S_34338530-1f2e-11e9-a2d0-b3645e528b7a_EP3 DDAXK MAY22 BDT_TBRX	TBRX	30200831	O_8423fb5a-62b4-11e9-b160-4ad6f9df0bf5_DDAXK MAY22 P90 | 26 MAY 22 | P | E | 131.3010000000_TBRX	DDAXK MAY22 P90 | 26 MAY 22 | P | E | 131.3010000000
EP3 G NOV23 SEMP	20200831	-69.1562900000	L_S_34394286-1f2e-11e9-a2d0-b3645e528b7a_EP3 G NOV23 SEMP_TBRX	TBRX	30200831	O_8461824a-62b4-11e9-b160-4ad6f9df0bf5_EP3 G NOV23 CALL100 BOND | 17 NOV 23 | C | E | 14.4600000000_TBRX	EP3 G NOV23 CALL100 BOND | 17 NOV 23 | C | E | 14.4600000000
EP3 G NOV23 SEMP	20200831	66.3900384000	L_S_34394286-1f2e-11e9-a2d0-b3645e528b7a_EP3 G NOV23 SEMP_TBRX	TBRX	30200831	O_84626d68-62b4-11e9-b160-4ad6f9df0bf5_EP3 G NOV23 CALL100 | 17 NOV 23 | C | E | 14.4600000000_TBRX	EP3 G NOV23 CALL100 | 17 NOV 23 | C | E | 14.4600000000
EP3 SX6E SEP22 BDT	20200831	-4.0121970000	L_S_343f41e0-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX6E SEP22 BDT_TBRX	TBRX	30200831	O_833c5ebc-62b4-11e9-b160-4ad6f9df0bf5_SX6E SEP22 C100 BOND | 12 SEP 22 | C | E | 249.2400000000_TBRX	SX6E SEP22 C100 BOND | 12 SEP 22 | C | E | 249.2400000000
EP3 SX6E SEP22 BDT	20200831	4.0121970000	L_S_343f41e0-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX6E SEP22 BDT_TBRX	TBRX	30200831	O_833ca8ae-62b4-11e9-b160-4ad6f9df0bf5_SX6E SEP22 CATM | 12 SEP 22 | C | E | 249.2400000000_TBRX	SX6E SEP22 CATM | 12 SEP 22 | C | E | 249.2400000000
EP3 SX6E SEP22 BDT	20200831	-4.0121970000	L_S_343f41e0-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX6E SEP22 BDT_TBRX	TBRX	30200831	O_833ceb02-62b4-11e9-b160-4ad6f9df0bf5_SX6E SEP22 C141 CAP | 12 SEP 22 | C | E | 351.4284000000_TBRX	SX6E SEP22 C141 CAP | 12 SEP 22 | C | E | 351.4284000000
EPC SD3E OCT25 BDT	20200831	0.5282090000	L_S_343fcfca-1f2e-11e9-a2d0-b3645e528b7a_EPC SD3E OCT25 BDT_TBRX	TBRX	30200831	O_8865560a-62b4-11e9-b160-4ad6f9df0bf5_SD3E OCT25 C0 BOND | 29 OCT 25 | C | E | .0000100000_TBRX	SD3E OCT25 C0 BOND | 29 OCT 25 | C | E | .0000100000
EPC SD3E OCT25 BDT	20200831	0.5282090000	L_S_343fcfca-1f2e-11e9-a2d0-b3645e528b7a_EPC SD3E OCT25 BDT_TBRX	TBRX	30200831	O_8865bfbe-62b4-11e9-b160-4ad6f9df0bf5_SD3E OCT25 P100 BOND | 29 OCT 25 | P | E | 1893.1900000000_TBRX	SD3E OCT25 P100 BOND | 29 OCT 25 | P | E | 1893.1900000000
EPC SD3E OCT25 BDT	20200831	-1.0564180000	L_S_343fcfca-1f2e-11e9-a2d0-b3645e528b7a_EPC SD3E OCT25 BDT_TBRX	TBRX	30200831	O_88689cac-62b4-11e9-b160-4ad6f9df0bf5_SD3E OCT25 C190 | 29 OCT 25 | C | E | 3597.0610000000_TBRX	SD3E OCT25 C190 | 29 OCT 25 | C | E | 3597.0610000000
EP3 SX5E DEC21 BDT	20200831	-0.3017250000	L_S_3440a8fa-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E DEC21 BDT_TBRX	TBRX	30200831	O_7f38aece-62b4-11e9-b160-4ad6f9df0bf5_SX5E DEC21 C100 BOND | 23 DEC 21 | C | E | 3314.2800000000_TBRX	SX5E DEC21 C100 BOND | 23 DEC 21 | C | E | 3314.2800000000
EP3 SX5E DEC21 BDT	20200831	0.3017250000	L_S_3440a8fa-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E DEC21 BDT_TBRX	TBRX	30200831	O_7f391968-62b4-11e9-b160-4ad6f9df0bf5_SX5E DEC21 CATM | 23 DEC 21 | C | E | 3314.2800000000_TBRX	SX5E DEC21 CATM | 23 DEC 21 | C | E | 3314.2800000000
EP3 SX5E DEC21 BDT	20200831	-0.3017250000	L_S_3440a8fa-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E DEC21 BDT_TBRX	TBRX	30200831	O_7f39688c-62b4-11e9-b160-4ad6f9df0bf5_SX5E DEC21 CCAP | 23 DEC 21 | C | E | 4507.4208000000_TBRX	SX5E DEC21 CCAP | 23 DEC 21 | C | E | 4507.4208000000
EP SD3E OCT23 VUB	20200831	0.5283290000	L_S_344387be-1f2e-11e9-a2d0-b3645e528b7a_EP SD3E OCT23 VUB_TBRX	TBRX	30200831	O_712d3354-62b4-11e9-b160-4ad6f9df0bf5_SD3E OCT23 CALL0 BOND | 23 OCT 23 | C | E | .0001000000_TBRX	SD3E OCT23 CALL0 BOND | 23 OCT 23 | C | E | .0001000000
EP SD3E OCT23 VUB	20200831	0.5283290000	L_S_344387be-1f2e-11e9-a2d0-b3645e528b7a_EP SD3E OCT23 VUB_TBRX	TBRX	30200831	O_712db568-62b4-11e9-b160-4ad6f9df0bf5_SD3E OCT23 PUT100 BOND | 23 OCT 23 | P | E | 1892.7600000000_TBRX	SD3E OCT23 PUT100 BOND | 23 OCT 23 | P | E | 1892.7600000000
EP SD3E MAR26 FID	20200831	0.5109290000	L_S_4ce5bcc4-e59e-11e9-8320-5149c5b639d8_EP SD3E MAR26 FID_TBRX	TBRX	30200831	O_11697eae-e03c-11e9-a220-4100c975c478_SD3E MAR26 C0 BOND | 26 MAR 26 | C | E | .0001000000_TBRX	SD3E MAR26 C0 BOND | 26 MAR 26 | C | E | .0001000000
EP SD3E MAR26 FID	20200831	0.5109290000	L_S_4ce5bcc4-e59e-11e9-8320-5149c5b639d8_EP SD3E MAR26 FID_TBRX	TBRX	30200831	O_116ac020-e03c-11e9-a220-4100c975c478_SD3E MAR26 P100 BOND | 26 MAR 26 | P | E | 1957.2200000000_TBRX	SD3E MAR26 P100 BOND | 26 MAR 26 | P | E | 1957.2200000000
EP SD3E MAR26 FID	20200831	-0.5109290000	L_S_4ce5bcc4-e59e-11e9-8320-5149c5b639d8_EP SD3E MAR26 FID_TBRX	TBRX	30200831	O_116c6fb0-e03c-11e9-a220-4100c975c478_SD3E MAR26 CCAP | 26 MAR 26 | C | E | 2681.3910000000_TBRX	SD3E MAR26 CCAP | 26 MAR 26 | C | E | 2681.3910000000
