INSTRUMENTID_FE	REF_DATE	QUANTITYFACTOR	FIID	SSL_FEID	SSL_SNAPSHOT_DATE	COMPONENT_FIID	COMPONENT_INSTRUMENTID_FE
EP3 SX5E FEB22 PKB	20200831	-28.6690700000	L_S_5e01593e-20c6-11e9-ae50-47deb3124dc8_EP3 SX5E FEB22 PKB_TBRX	TBRX	30200831	O_7f323405-62b4-11e9-b160-4ad6f9df0bf5_SX5E FEB22 C100 BOND PKB | 14 FEB 22 | C | E | 3488.0800000000_TBRX	SX5E FEB22 C100 BOND PKB | 14 FEB 22 | C | E | 3488.0800000000
EP3 SX5E FEB22 PKB	20200831	28.6690700000	L_S_5e01593e-20c6-11e9-ae50-47deb3124dc8_EP3 SX5E FEB22 PKB_TBRX	TBRX	30200831	O_7f33277e-62b4-11e9-b160-4ad6f9df0bf5_SX5E FEB22 CATM PKB | 14 FEB 22 | C | E | 3488.0800000000_TBRX	SX5E FEB22 CATM PKB | 14 FEB 22 | C | E | 3488.0800000000
EP3 SX5E FEB22 PKB	20200831	-28.6690700000	L_S_5e01593e-20c6-11e9-ae50-47deb3124dc8_EP3 SX5E FEB22 PKB_TBRX	TBRX	30200831	O_7f337882-62b4-11e9-b160-4ad6f9df0bf5_SX5E FEB22 CCAP PKB | 14 FEB 22 | C | E | 4325.2192000000_TBRX	SX5E FEB22 CCAP PKB | 14 FEB 22 | C | E | 4325.2192000000
EPC SX6P JUL25 FID	20200831	-3.0757870000	L_S_84bde51c-b741-11e9-bf30-69732fa2f55e_EPC SX6P JUL25 FID_TBRX	TBRX	30200831	O_5971660c-b1c1-11e9-85a0-6c935ab61161_EPC SX6P JUL25 C100 BOND | 29 JUL 25 | C | E | 325.1200000000_TBRX	EPC SX6P JUL25 C100 BOND | 29 JUL 25 | C | E | 325.1200000000
EPC SX6P JUL25 FID	20200831	3.0757870000	L_S_84bde51c-b741-11e9-bf30-69732fa2f55e_EPC SX6P JUL25 FID_TBRX	TBRX	30200831	O_59727f60-b1c1-11e9-85a0-6c935ab61161_EPC SX6P JUL25 C0 BOND | 29 JUL 25 | C | E | .0001000000_TBRX	EPC SX6P JUL25 C0 BOND | 29 JUL 25 | C | E | .0001000000
EPC SX6P JUL25 FID	20200831	-3.0757870000	L_S_84bde51c-b741-11e9-bf30-69732fa2f55e_EPC SX6P JUL25 FID_TBRX	TBRX	30200831	O_5972ccea-b1c1-11e9-85a0-6c935ab61161_EPC SX6P JUL25 CCAP | 29 JUL 25 | C | E | 471.4240000000_TBRX	EPC SX6P JUL25 CCAP | 29 JUL 25 | C | E | 471.4240000000
I03297	20200831	-8.4738580000	L_S_87bccc88-8933-11e9-b5b0-534c6b317bde_I03297_TBRX	TBRX	30200831	O_754775f9-62b4-11e9-b160-4ad6f9df0bf5_SX7E MAR23 C100 BOND | 01 MAR 23 | C | E | 118.0100000000_TBRX	SX7E MAR23 C100 BOND | 01 MAR 23 | C | E | 118.0100000000
I03297	20200831	-4.2369290000	L_S_87bccc88-8933-11e9-b5b0-534c6b317bde_I03297_TBRX	TBRX	30200831	O_7547ebc9-62b4-11e9-b160-4ad6f9df0bf5_SX7E MAR23 PATM | 01 MAR 23 | P | E | 118.0100000000_TBRX	SX7E MAR23 PATM | 01 MAR 23 | P | E | 118.0100000000
I03297	20200831	8.4738580000	L_S_87bccc88-8933-11e9-b5b0-534c6b317bde_I03297_TBRX	TBRX	30200831	O_754870ac-62b4-11e9-b160-4ad6f9df0bf5_SX7E MAR23 CNP 6Y FLOOR | 01 MAR 23 | C | E | 1.1801000000_TBRX	SX7E MAR23 CNP 6Y FLOOR | 01 MAR 23 | C | E | 1.1801000000
I03297	20200831	8.4738580000	L_S_87bccc88-8933-11e9-b5b0-534c6b317bde_I03297_TBRX	TBRX	30200831	O_7548bbfc-62b4-11e9-b160-4ad6f9df0bf5_SX7E MAR23 CNP 5Y FLOOR | 03 MAR 22 | C | E | 1.1801000000_TBRX	SX7E MAR23 CNP 5Y FLOOR | 03 MAR 22 | C | E | 1.1801000000
I03297	20200831	8.4738580000	L_S_87bccc88-8933-11e9-b5b0-534c6b317bde_I03297_TBRX	TBRX	30200831	O_75490846-62b4-11e9-b160-4ad6f9df0bf5_SX7E MAR23 CNP 4Y FLOOR | 03 MAR 21 | C | E | 1.1801000000_TBRX	SX7E MAR23 CNP 4Y FLOOR | 03 MAR 21 | C | E | 1.1801000000
EP CED SX5E FEB26 BDT	20200831	-0.3057590000	L_S_8a2e6eca-3aa2-11e9-a520-b0115fdb02cb_EP CED SX5E FEB26 BDT_TBRX	TBRX	30200831	O_817e5cf6-62b4-11e9-b160-4ad6f9df0bf5_EP CED SX5E FEB26 C100 BOND | 18 FEB 26 | C | E | 3270.5500000000_TBRX	EP CED SX5E FEB26 C100 BOND | 18 FEB 26 | C | E | 3270.5500000000
EP CED SX5E FEB26 BDT	20200831	0.0131476370	L_S_8a2e6eca-3aa2-11e9-a520-b0115fdb02cb_EP CED SX5E FEB26 BDT_TBRX	TBRX	30200831	O_817f26c2-62b4-11e9-b160-4ad6f9df0bf5_EP CED SX5E FEB26 C50 2Y | 16 FEB 21 | C | E | 1635.2750000000_TBRX	EP CED SX5E FEB26 C50 2Y | 16 FEB 21 | C | E | 1635.2750000000
EP CED SX5E FEB26 BDT	20200831	0.0131476370	L_S_8a2e6eca-3aa2-11e9-a520-b0115fdb02cb_EP CED SX5E FEB26 BDT_TBRX	TBRX	30200831	O_817fa606-62b4-11e9-b160-4ad6f9df0bf5_EP CED SX5E FEB26 C50 4Y | 16 FEB 23 | C | E | 1635.2750000000_TBRX	EP CED SX5E FEB26 C50 4Y | 16 FEB 23 | C | E | 1635.2750000000
EP CED SX5E FEB26 BDT	20200831	0.0131476370	L_S_8a2e6eca-3aa2-11e9-a520-b0115fdb02cb_EP CED SX5E FEB26 BDT_TBRX	TBRX	30200831	O_81860906-62b4-11e9-b160-4ad6f9df0bf5_EP CED SX5E FEB26 C50 6Y | 18 FEB 25 | C | E | 1637.0000000000_TBRX	EP CED SX5E FEB26 C50 6Y | 18 FEB 25 | C | E | 1637.0000000000
EP SD3E MAY25 SEMP	20200831	0.5037810000	L_S_96a558da-76d4-11e9-8630-d2c10806ad2d_EP SD3E MAY25 SEMP_TBRX	TBRX	30200831	O_b251e31e-7710-11e9-9400-98972329be46_SD3E MAY25 C0 BOND | 06 MAY 25 | C | E | .0001000000_TBRX	SD3E MAY25 C0 BOND | 06 MAY 25 | C | E | .0001000000
EP SD3E MAY25 SEMP	20200831	0.5037810000	L_S_96a558da-76d4-11e9-8630-d2c10806ad2d_EP SD3E MAY25 SEMP_TBRX	TBRX	30200831	O_b2525e84-7710-11e9-9400-98972329be46_SD3E MAY25 P100 BOND | 06 MAY 25 | P | E | 1984.9900000000_TBRX	SD3E MAY25 P100 BOND | 06 MAY 25 | P | E | 1984.9900000000
EPC SX5E MAR24 FID	20200831	0.3029860000	L_S_9cf553e0-522e-11e9-afe0-b874ad24a6c7_EPC SX5E MAR24 FID_TBRX	TBRX	30200831	O_8232676e-62b4-11e9-b160-4ad6f9df0bf5_EPC SX5E MAR24 C0 BOND | 25 MAR 24 | C | E | .0001000000_TBRX	EPC SX5E MAR24 C0 BOND | 25 MAR 24 | C | E | .0001000000
EPC SX5E MAR24 FID	20200831	0.3029860000	L_S_9cf553e0-522e-11e9-afe0-b874ad24a6c7_EPC SX5E MAR24 FID_TBRX	TBRX	30200831	O_8232bdcc-62b4-11e9-b160-4ad6f9df0bf5_EPC SX5E MAR24 P100 BOND | 25 MAR 24 | P | E | 3300.4800000000_TBRX	EPC SX5E MAR24 P100 BOND | 25 MAR 24 | P | E | 3300.4800000000
EPC SX5E MAR24 FID	20200831	-0.3029860000	L_S_9cf553e0-522e-11e9-afe0-b874ad24a6c7_EPC SX5E MAR24 FID_TBRX	TBRX	30200831	O_82333a36-62b4-11e9-b160-4ad6f9df0bf5_EPC SX5E MAR24 CCAP | 25 MAR 24 | C | E | 5016.7296000000_TBRX	EPC SX5E MAR24 CCAP | 25 MAR 24 | C | E | 5016.7296000000
EP3 SPX JAN22 IPB_L	20200831	0.7441750000	L_S_0915197a-4734-11ea-b560-bbc9543df1c2_EP3 SPX JAN22 IPB_L_TBRX	TBRX	30200831	O_7e8b80c8-62b4-11e9-b160-4ad6f9df0bf5_SPX JAN22 CALL0 BOND | 03 JAN 22 | C | E | .0000100000_TBRX	SPX JAN22 CALL0 BOND | 03 JAN 22 | C | E | .0000100000
EP3 SPX JAN22 IPB_L	20200831	0.7441750000	L_S_0915197a-4734-11ea-b560-bbc9543df1c2_EP3 SPX JAN22 IPB_L_TBRX	TBRX	30200831	O_7e8bdeba-62b4-11e9-b160-4ad6f9df0bf5_SPX JAN22 PUT100 BOND | 03 JAN 22 | P | E | 2687.5400000000_TBRX	SPX JAN22 PUT100 BOND | 03 JAN 22 | P | E | 2687.5400000000
EP3 SPX JAN22 IPB_L	20200831	-0.7367332500	L_S_0915197a-4734-11ea-b560-bbc9543df1c2_EP3 SPX JAN22 IPB_L_TBRX	TBRX	30200831	O_7e902c86-62b4-11e9-b160-4ad6f9df0bf5_SPX JAN22 CALL 130 | 03 JAN 22 | C | E | 3493.8020000000_TBRX	SPX JAN22 CALL 130 | 03 JAN 22 | C | E | 3493.8020000000
EP3 SPX JAN22 IPB_L	20200831	0.7441750000	L_S_0915197a-4734-11ea-b560-bbc9543df1c2_EP3 SPX JAN22 IPB_L_TBRX	TBRX	30200831	O_7e90bb24-62b4-11e9-b160-4ad6f9df0bf5_SPX JAN22 PUT 97 | 03 JAN 22 | P | E | 2606.9140000000_TBRX	SPX JAN22 PUT 97 | 03 JAN 22 | P | E | 2606.9140000000
I05427	20200831	0.0247269210	L_S_0a62975c-9ee8-11e9-a820-613b1ee7f531_I05427_TBRX	TBRX	30200831	O_25ba3c30-9885-11e9-aad0-484e8dce6db3_SD3E JUN19 BDT C66.66 2Y | 22 JUN 21 | C | E | 1277.9600000000_TBRX	SD3E JUN19 BDT C66.66 2Y | 22 JUN 21 | C | E | 1277.9600000000
I05427	20200831	0.0247269210	L_S_0a62975c-9ee8-11e9-a820-613b1ee7f531_I05427_TBRX	TBRX	30200831	O_25bac6fa-9885-11e9-aad0-484e8dce6db3_SD3E JUN19 BDT C66.66 5Y | 24 JUN 24 | C | E | 1277.9600000000_TBRX	SD3E JUN19 BDT C66.66 5Y | 24 JUN 24 | C | E | 1277.9600000000
I05427	20200831	0.0247269210	L_S_0a62975c-9ee8-11e9-a820-613b1ee7f531_I05427_TBRX	TBRX	30200831	O_25baeefa-9885-11e9-aad0-484e8dce6db3_SD3E JUN19 BDT C66.66 6Y | 24 JUN 25 | C | E | 1277.9600000000_TBRX	SD3E JUN19 BDT C66.66 6Y | 24 JUN 25 | C | E | 1277.9600000000
I05427	20200831	-0.5216650000	L_S_0a62975c-9ee8-11e9-a820-613b1ee7f531_I05427_TBRX	TBRX	30200831	O_25bb8d42-9885-11e9-aad0-484e8dce6db3_SD3E JUN19 BDT C100 BOND | 24 JUN 26 | C | E | 1916.9400000000_TBRX	SD3E JUN19 BDT C100 BOND | 24 JUN 26 | C | E | 1916.9400000000
CERT SD3E APR26 BDT	20200831	0.4889210000	L_S_196a3d22-6fc2-11e9-a250-f628c381b22f_CERT SD3E APR26 BDT_TBRX	TBRX	30200831	O_b9c0291c-7710-11e9-9400-98972329be46_CERT SD3E APR26 BDT C0 BOND | 28 APR 26 | C | E | .0001000000_TBRX	CERT SD3E APR26 BDT C0 BOND | 28 APR 26 | C | E | .0001000000
CERT SD3E APR26 BDT	20200831	0.4889210000	L_S_196a3d22-6fc2-11e9-a250-f628c381b22f_CERT SD3E APR26 BDT_TBRX	TBRX	30200831	O_b9c074c6-7710-11e9-9400-98972329be46_CERT SD3E APR26 BDT P100 BOND | 28 APR 26 | P | E | 2045.3200000000_TBRX	CERT SD3E APR26 BDT P100 BOND | 28 APR 26 | P | E | 2045.3200000000
CERT SD3E APR26 BDT	20200831	0.0249349710	L_S_196a3d22-6fc2-11e9-a250-f628c381b22f_CERT SD3E APR26 BDT_TBRX	TBRX	30200831	O_b9c138c0-7710-11e9-9400-98972329be46_CERT SD3E APR26 BDT C66.66 3Y | 26 APR 22 | C | E | 1363.5535000000_TBRX	CERT SD3E APR26 BDT C66.66 3Y | 26 APR 22 | C | E | 1363.5535000000
CERT SD3E APR26 BDT	20200831	0.0249349710	L_S_196a3d22-6fc2-11e9-a250-f628c381b22f_CERT SD3E APR26 BDT_TBRX	TBRX	30200831	O_b9c1dc12-7710-11e9-9400-98972329be46_CERT SD3E APR26 BDT C66.66 5Y | 24 APR 24 | C | E | 1363.5535000000_TBRX	CERT SD3E APR26 BDT C66.66 5Y | 24 APR 24 | C | E | 1363.5535000000
CERT SD3E APR26 BDT	20200831	0.0249349710	L_S_196a3d22-6fc2-11e9-a250-f628c381b22f_CERT SD3E APR26 BDT_TBRX	TBRX	30200831	O_b9c253d6-7710-11e9-9400-98972329be46_CERT SD3E APR26 BDT C66.66 7Y | 28 APR 26 | C | E | 1363.5535000000_TBRX	CERT SD3E APR26 BDT C66.66 7Y | 28 APR 26 | C | E | 1363.5535000000
EPC SD3E NOV26 BDT	20200831	0.4825650000	L_S_1e71042e-1132-11ea-95c0-9c8971a2b88b_EPC SD3E NOV26 BDT_TBRX	TBRX	30200831	O_04821048-0c3d-11ea-a960-70eafec178a3_SD3E NOV26 CATM | 18 NOV 26 | C | E | 2072.2600000000_TBRX	SD3E NOV26 CATM | 18 NOV 26 | C | E | 2072.2600000000
EPC SD3E NOV26 BDT	20200831	-0.4825650000	L_S_1e71042e-1132-11ea-95c0-9c8971a2b88b_EPC SD3E NOV26 BDT_TBRX	TBRX	30200831	O_0a64b60e-0c3e-11ea-a960-70eafec178a3_EPC SD3E NOV26 CNP 2Y CAP | 22 NOV 21 | C | E | 41.4452900000_TBRX	EPC SD3E NOV26 CNP 2Y CAP | 22 NOV 21 | C | E | 41.4452900000
EPC SD3E NOV26 BDT	20200831	0.4825650000	L_S_1e71042e-1132-11ea-95c0-9c8971a2b88b_EPC SD3E NOV26 BDT_TBRX	TBRX	30200831	O_25fb6804-0c3e-11ea-a960-70eafec178a3_EPC SD3E NOV26 CNP 3Y FLOOR | 22 NOV 22 | C | E | .0001000000_TBRX	EPC SD3E NOV26 CNP 3Y FLOOR | 22 NOV 22 | C | E | .0001000000
EPC SD3E NOV26 BDT	20200831	-0.4825650000	L_S_1e71042e-1132-11ea-95c0-9c8971a2b88b_EPC SD3E NOV26 BDT_TBRX	TBRX	30200831	O_2ccb6256-0c3e-11ea-a960-70eafec178a3_EPC SD3E NOV26 CNP 3Y CAP | 22 NOV 22 | C | E | 41.4452900000_TBRX	EPC SD3E NOV26 CNP 3Y CAP | 22 NOV 22 | C | E | 41.4452900000
EPC SD3E NOV26 BDT	20200831	0.4825650000	L_S_1e71042e-1132-11ea-95c0-9c8971a2b88b_EPC SD3E NOV26 BDT_TBRX	TBRX	30200831	O_cde95438-0c3c-11ea-a960-70eafec178a3_SD3E NOV26 C0 BOND | 18 NOV 26 | C | E | .0001000000_TBRX	SD3E NOV26 C0 BOND | 18 NOV 26 | C | E | .0001000000
EPC SD3E NOV26 BDT	20200831	0.4825650000	L_S_1e71042e-1132-11ea-95c0-9c8971a2b88b_EPC SD3E NOV26 BDT_TBRX	TBRX	30200831	O_d4f32f10-0c3c-11ea-a960-70eafec178a3_SD3E NOV26 P100 BOND | 18 NOV 26 | P | E | 2072.2600000000_TBRX	SD3E NOV26 P100 BOND | 18 NOV 26 | P | E | 2072.2600000000
EPC SX5E JAN24 MB	20200831	6.3302560000	L_S_26fb3078-39b6-11e9-aa00-490041a9bcec_EPC SX5E JAN24 MB_TBRX	TBRX	30200831	O_7e7e50a6-62b4-11e9-b160-4ad6f9df0bf5_SX5E JAN24 C0 BOND | 24 JAN 24 | C | E | .0001000000_TBRX	SX5E JAN24 C0 BOND | 24 JAN 24 | C | E | .0001000000
EPC SX5E JAN24 MB	20200831	6.3302560000	L_S_26fb3078-39b6-11e9-aa00-490041a9bcec_EPC SX5E JAN24 MB_TBRX	TBRX	30200831	O_7e7e8a1c-62b4-11e9-b160-4ad6f9df0bf5_SX5E JAN24 P100 BOND | 24 JAN 24 | P | E | 3159.4300000000_TBRX	SX5E JAN24 P100 BOND | 24 JAN 24 | P | E | 3159.4300000000
EPC SX5E JAN24 MB	20200831	6.3302560000	L_S_26fb3078-39b6-11e9-aa00-490041a9bcec_EPC SX5E JAN24 MB_TBRX	TBRX	30200831	O_7e8bc3d0-62b4-11e9-b160-4ad6f9df0bf5_SX5E JAN24 CATM | 24 JAN 24 | C | E | 3159.4300000000_TBRX	SX5E JAN24 CATM | 24 JAN 24 | C | E | 3159.4300000000
EP SPX FEB24 ISPB	20200831	-0.3642020000	L_S_26fe2e54-39b6-11e9-aa00-490041a9bcec_EP SPX FEB24 ISPB_TBRX	TBRX	30200831	O_8245b6c0-62b4-11e9-b160-4ad6f9df0bf5_SPX FEB24 C100 BOND | 12 FEB 24 | C | E | 2745.7300000000_TBRX	SPX FEB24 C100 BOND | 12 FEB 24 | C | E | 2745.7300000000
EP SPX FEB24 ISPB	20200831	0.4115482600	L_S_26fe2e54-39b6-11e9-aa00-490041a9bcec_EP SPX FEB24 ISPB_TBRX	TBRX	30200831	O_8247c50a-62b4-11e9-b160-4ad6f9df0bf5_SPX FEB24 CATM | 12 FEB 24 | C | E | 2745.7300000000_TBRX	SPX FEB24 CATM | 12 FEB 24 | C | E | 2745.7300000000
EP CED FTMIB JAN25 BDT	20200831	-0.0505780000	L_S_2700f86e-39b6-11e9-aa00-490041a9bcec_EP CED FTMIB JAN25 BDT_TBRX	TBRX	30200831	O_7d374572-62b4-11e9-b160-4ad6f9df0bf5_EP CED FTMIB JAN25 C100 BOND | 29 JAN 25 | C | E | 19771.5500000000_TBRX	EP CED FTMIB JAN25 C100 BOND | 29 JAN 25 | C | E | 19771.5500000000
EP CED FTMIB JAN25 BDT	20200831	0.0032369920	L_S_2700f86e-39b6-11e9-aa00-490041a9bcec_EP CED FTMIB JAN25 BDT_TBRX	TBRX	30200831	O_7d38f764-62b4-11e9-b160-4ad6f9df0bf5_EP CED FTMIB JAN25 C50 2Y | 25 JAN 21 | C | E | 9885.7750000000_TBRX	EP CED FTMIB JAN25 C50 2Y | 25 JAN 21 | C | E | 9885.7750000000
EP CED FTMIB JAN25 BDT	20200831	0.0032369920	L_S_2700f86e-39b6-11e9-aa00-490041a9bcec_EP CED FTMIB JAN25 BDT_TBRX	TBRX	30200831	O_7d399a7a-62b4-11e9-b160-4ad6f9df0bf5_EP CED FTMIB JAN25 C50 4Y | 25 JAN 23 | C | E | 9885.7750000000_TBRX	EP CED FTMIB JAN25 C50 4Y | 25 JAN 23 | C | E | 9885.7750000000
EP CED FTMIB JAN25 BDT	20200831	0.0032369920	L_S_2700f86e-39b6-11e9-aa00-490041a9bcec_EP CED FTMIB JAN25 BDT_TBRX	TBRX	30200831	O_7d3a10ae-62b4-11e9-b160-4ad6f9df0bf5_EP CED FTMIB JAN25 C50 6Y | 29 JAN 25 | C | E | 9885.7750000000_TBRX	EP CED FTMIB JAN25 C50 6Y | 29 JAN 25 | C | E | 9885.7750000000
EP CED FTMIB JAN25 BDT	20200831	0.0505780000	L_S_2700f86e-39b6-11e9-aa00-490041a9bcec_EP CED FTMIB JAN25 BDT_TBRX	TBRX	30200831	O_7d3d57a0-62b4-11e9-b160-4ad6f9df0bf5_EP CED FTMIB JAN25 P90 | 29 JAN 25 | P | E | 17794.4000000000_TBRX	EP CED FTMIB JAN25 P90 | 29 JAN 25 | P | E | 17794.4000000000
EPC FTMIB FEB24 FID	20200831	0.0507570000	L_S_2750f4ea-39b6-11e9-aa00-490041a9bcec_EPC FTMIB FEB24 FID_TBRX	TBRX	30200831	O_79e2fd4f-62b4-11e9-b160-4ad6f9df0bf5_FTMIB FEB24 P100 BOND | 30 JAN 24 | P | E | 19701.6000000000_TBRX	FTMIB FEB24 P100 BOND | 30 JAN 24 | P | E | 19701.6000000000
EPC FTMIB FEB24 FID	20200831	0.0634462500	L_S_2750f4ea-39b6-11e9-aa00-490041a9bcec_EPC FTMIB FEB24 FID_TBRX	TBRX	30200831	O_7b865881-62b4-11e9-b160-4ad6f9df0bf5_FTMIB FEB24 CATM | 30 JAN 24 | C | E | 19701.6000000000_TBRX	FTMIB FEB24 CATM | 30 JAN 24 | C | E | 19701.6000000000
EP3 SX6E JUN22 BDT	20200831	-3.9958440000	L_S_3410720c-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX6E JUN22 BDT_TBRX	TBRX	30200831	O_7d1aee90-62b4-11e9-b160-4ad6f9df0bf5_SX6E JUN22 C100 BOND | 28 JUN 22 | C | E | 250.2600000000_TBRX	SX6E JUN22 C100 BOND | 28 JUN 22 | C | E | 250.2600000000
EP3 SX6E JUN22 BDT	20200831	3.9958440000	L_S_3410720c-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX6E JUN22 BDT_TBRX	TBRX	30200831	O_7d1b52ea-62b4-11e9-b160-4ad6f9df0bf5_SX6E JUN22 CATM | 28 JUN 22 | C | E | 250.2600000000_TBRX	SX6E JUN22 CATM | 28 JUN 22 | C | E | 250.2600000000
EP3 SX6E JUN22 BDT	20200831	-3.9958440000	L_S_3410720c-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX6E JUN22 BDT_TBRX	TBRX	30200831	O_7d1bd652-62b4-11e9-b160-4ad6f9df0bf5_SX6E JUN22 CCAP | 28 JUN 22 | C | E | 342.8562000000_TBRX	SX6E JUN22 CCAP | 28 JUN 22 | C | E | 342.8562000000
BON SX5E OCT20 UBS	20200831	-0.2900010000	L_S_3411a046-1f2e-11e9-a2d0-b3645e528b7a_BON SX5E OCT20 UBS_TBRX	TBRX	30200831	O_82594884-62b4-11e9-b160-4ad6f9df0bf5_BON OCT20 C100 BOND UBS | 15 OCT 20 | C | E | 3448.2600000000_TBRX	BON OCT20 C100 BOND UBS | 15 OCT 20 | C | E | 3448.2600000000
BON SX5E OCT20 UBS	20200831	-0.2900010000	L_S_3411a046-1f2e-11e9-a2d0-b3645e528b7a_BON SX5E OCT20 UBS_TBRX	TBRX	30200831	O_82597dcc-62b4-11e9-b160-4ad6f9df0bf5_BON OCT20 P 74  UBS | 15 OCT 20 | P | E | 2551.7120000000_TBRX	BON OCT20 P 74  UBS | 15 OCT 20 | P | E | 2551.7120000000
EPC FTMIB FEB24 FID	20200831	-0.0634462500	L_S_2750f4ea-39b6-11e9-aa00-490041a9bcec_EPC FTMIB FEB24 FID_TBRX	TBRX	30200831	O_7b87008c-62b4-11e9-b160-4ad6f9df0bf5_FTMIB FEB24 C130 | 30 JAN 24 | C | E | 25612.0800000000_TBRX	FTMIB FEB24 C130 | 30 JAN 24 | C | E | 25612.0800000000
OUTPERF SD3E SEP22 BDT	20200831	0.5657680000	L_S_340f43f0-1f2e-11e9-a2d0-b3645e528b7a_OUTPERF SD3E SEP22 BDT_TBRX	TBRX	30200831	O_83412960-62b4-11e9-b160-4ad6f9df0bf5_SD3E SEP22 CALL0 BOND | 12 SEP 22 | C | E | .0001000000_TBRX	SD3E SEP22 CALL0 BOND | 12 SEP 22 | C | E | .0001000000
OUTPERF SD3E SEP22 BDT	20200831	-0.5657680000	L_S_340f43f0-1f2e-11e9-a2d0-b3645e528b7a_OUTPERF SD3E SEP22 BDT_TBRX	TBRX	30200831	O_8341dc52-62b4-11e9-b160-4ad6f9df0bf5_SD3E SEP22 C152 CAP | 12 SEP 22 | C | E | 2686.6150000000_TBRX	SD3E SEP22 C152 CAP | 12 SEP 22 | C | E | 2686.6150000000
OUTPERF SD3E SEP22 BDT	20200831	0.5657680000	L_S_340f43f0-1f2e-11e9-a2d0-b3645e528b7a_OUTPERF SD3E SEP22 BDT_TBRX	TBRX	30200831	O_83416bd2-62b4-11e9-b160-4ad6f9df0bf5_SD3E SEP22 P100 BOND | 12 SEP 22 | P | E | 1767.5100000000_TBRX	SD3E SEP22 P100 BOND | 12 SEP 22 | P | E | 1767.5100000000
BON SX5E OCT20 UBS	20200831	-0.2900010000	L_S_3411a046-1f2e-11e9-a2d0-b3645e528b7a_BON SX5E OCT20 UBS_TBRX	TBRX	30200831	O_8259d5ce-62b4-11e9-b160-4ad6f9df0bf5_BON OCT20 C CAP UBS | 15 OCT 20 | C | E | 4655.1510000000_TBRX	BON OCT20 C CAP UBS | 15 OCT 20 | C | E | 4655.1510000000
EP3 SXDP SEPT20 BDT	20200831	-1.3498740000	L_S_34124136-1f2e-11e9-a2d0-b3645e528b7a_EP3 SXDP SEPT20 BDT_TBRX	TBRX	30200831	O_822f9e1c-62b4-11e9-b160-4ad6f9df0bf5_EP3 SXDP SEPT20 BDT CALL 100 BOND | 23 SEP 20 | C | E | 740.8100000000_TBRX	EP3 SXDP SEPT20 BDT CALL 100 BOND | 23 SEP 20 | C | E | 740.8100000000
EP3 SXDP SEPT20 BDT	20200831	-1.3498740000	L_S_34124136-1f2e-11e9-a2d0-b3645e528b7a_EP3 SXDP SEPT20 BDT_TBRX	TBRX	30200831	O_82307cce-62b4-11e9-b160-4ad6f9df0bf5_EP3 SXDP SEPT20 BDT CALL 144 | 23 SEP 20 | C | E | 1066.7664000000_TBRX	EP3 SXDP SEPT20 BDT CALL 144 | 23 SEP 20 | C | E | 1066.7664000000
EP3 SXDP SEPT20 BDT	20200831	1.3498740000	L_S_34124136-1f2e-11e9-a2d0-b3645e528b7a_EP3 SXDP SEPT20 BDT_TBRX	TBRX	30200831	O_82300172-62b4-11e9-b160-4ad6f9df0bf5_EP3 SXDP SEPT20 BDT CALL ATM | 23 SEP 20 | C | E | 740.8100000000_TBRX	EP3 SXDP SEPT20 BDT CALL ATM | 23 SEP 20 | C | E | 740.8100000000
EP3 SX5E APR22 BDT	20200831	0.3302280000	L_S_3414f372-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E APR22 BDT_TBRX	TBRX	30200831	O_8154b8f7-62b4-11e9-b160-4ad6f9df0bf5_SX5E APR22 C0 BOND | 28 APR 22 | C | E | .0001000000_TBRX	SX5E APR22 C0 BOND | 28 APR 22 | C | E | .0001000000
EP3 SX5E APR22 BDT	20200831	0.3302280000	L_S_3414f372-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E APR22 BDT_TBRX	TBRX	30200831	O_815e3bd8-62b4-11e9-b160-4ad6f9df0bf5_SX5E APR22 P100 BOND | 28 APR 22 | P | E | 3028.2100000000_TBRX	SX5E APR22 P100 BOND | 28 APR 22 | P | E | 3028.2100000000
EP3 SX5E APR22 BDT	20200831	-0.3302280000	L_S_3414f372-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E APR22 BDT_TBRX	TBRX	30200831	O_815e7aa8-62b4-11e9-b160-4ad6f9df0bf5_SX5E APR22 PATM | 28 APR 22 | P | E | 3028.2100000000_TBRX	SX5E APR22 PATM | 28 APR 22 | P | E | 3028.2100000000
EP3 SX5E APR22 BDT	20200831	0.3302280000	L_S_3414f372-1f2e-11e9-a2d0-b3645e528b7a_EP3 SX5E APR22 BDT_TBRX	TBRX	30200831	O_815efee2-62b4-11e9-b160-4ad6f9df0bf5_SX5E APR22 P90 | 28 APR 22 | P | E | 2725.3890000000_TBRX	SX5E APR22 P90 | 28 APR 22 | P | E | 2725.3890000000
