VERSION;REFERENCE_DATE;MEASURE_SET;TRADING_SYSTEM;SOURCE;ASSET_CLASS;RISK_FACTOR;MARKET_PARAMETER_TYPE;MEASURE_TYPE;MEASURE_NAME;STRUCTURE_LABEL;ENTITY;PORTFOLIO;TRANSACTION_TYPE;TYPOLOGY;INSTRUMENT;TRADE_ID;MODEL;INSTRUMENT_MATURITY_LABEL;INSTRUMENT_MATURITY_DATE;UNDERLYING_MATURITY_LABEL;UNDERLYING_MATURITY_DATE;STRIKE;UNDERLYING1_FATHER;UNDERLYING1;MATURITY1_LABEL;MATURITY1_DATE;STRIKE1;UNDERLYING2_FATHER;UNDERLYING2;MATURITY2_LABEL;MATURITY2_DATE;STRIKE2;MEASURE_CURRENCY;MEASURE_VALUE;MEASURE_MULTIPLIER;PARAMSET_NAME1;PARAMSET_VALUE1;PARAMSET_NAME2;PARAMSET_VALUE2;PARAMSET_NAME3;PARAMSET_VALUE3;PARAMSET_NAME4;PARAMSET_VALUE4;PARAMSET_NAME5;PARAMSET_VALUE5;PARAMSET_NAME6;PARAMSET_VALUE6;PARAMSET_NAME7;PARAMSET_VALUE7;PARAMSET_NAME8;PARAMSET_VALUE8
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP SD3E FEB23 FID;31796084-e954-11ea-a590-49499a438f10;COMBINATION;FEB 23;27/02/2023;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP SD3E FEB23 FID;Mkt;SEDX;Sign;B;InitQty;68464.00000000;Qty;68464.00000000;DlPrc;983.50888734;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP SD3E MAR26 FID;317aec42-e954-11ea-a590-49499a438f10;COMBINATION;MAR 26;26/03/2026;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP SD3E MAR26 FID;Mkt;SEDX;Sign;S;InitQty;-86536.00000000;Qty;-86536.00000000;DlPrc;980.26949896;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP SD3E MAR26 FID;317aef26-e954-11ea-a590-49499a438f10;COMBINATION;MAR 26;26/03/2026;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP SD3E MAR26 FID;Mkt;SEDX;Sign;B;InitQty;86536.00000000;Qty;86536.00000000;DlPrc;928.20759073;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP SD3E MAY25 SEMP;3179a490-e954-11ea-a590-49499a438f10;COMBINATION;MAY 25;06/05/2025;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP SD3E MAY25 SEMP;Mkt;ETLX;Sign;S;InitQty;-4964.00000000;Qty;-4964.00000000;DlPrc;883.24689348;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP SD3E MAY25 SEMP;3179a7e2-e954-11ea-a590-49499a438f10;COMBINATION;MAY 25;06/05/2025;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP SD3E MAY25 SEMP;Mkt;ETLX;Sign;B;InitQty;4964.00000000;Qty;4964.00000000;DlPrc;943.27821180;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP SD3E OCT23 VUB;3177dffc-e954-11ea-a590-49499a438f10;COMBINATION;OCT 23;23/10/2023;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP SD3E OCT23 VUB;Mkt;ETLX;Sign;S;InitQty;-3939.00000000;Qty;-3939.00000000;DlPrc;1054.07022666;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP SD3E OCT23 VUB;3177e2cc-e954-11ea-a590-49499a438f10;COMBINATION;OCT 23;23/10/2023;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP SD3E OCT23 VUB;Mkt;ETLX;Sign;B;InitQty;3939.00000000;Qty;3939.00000000;DlPrc;971.03155040;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP3 DDAXK MAY22 BDT;317a4efe-e954-11ea-a590-49499a438f10;COMBINATION;MAY 22;26/05/2022;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP3 DDAXK MAY22 BDT;Mkt;ETLX;Sign;S;InitQty;-5734.00000000;Qty;-5734.00000000;DlPrc;1069.30047052;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP3 DDAXK MAY22 BDT;317a52b4-e954-11ea-a590-49499a438f10;COMBINATION;MAY 22;26/05/2022;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP3 DDAXK MAY22 BDT;Mkt;ETLX;Sign;B;InitQty;5734.00000000;Qty;5734.00000000;DlPrc;985.53367693;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP3 DDAXK MAY23 BDT;31786ed6-e954-11ea-a590-49499a438f10;COMBINATION;MAY 23;29/05/2023;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP3 DDAXK MAY23 BDT;Mkt;ETLX;Sign;S;InitQty;-119292.00000000;Qty;-119292.00000000;DlPrc;954.37831889;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP3 DDAXK MAY23 BDT;317872b4-e954-11ea-a590-49499a438f10;COMBINATION;MAY 23;29/05/2023;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP3 DDAXK MAY23 BDT;Mkt;ETLX;Sign;B;InitQty;119292.00000000;Qty;119292.00000000;DlPrc;896.72634121;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP3 SD3E AUG23 FID;317906d4-e954-11ea-a590-49499a438f10;COMBINATION;AUG 23;31/08/2023;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP3 SD3E AUG23 FID;Mkt;SEDX;Sign;S;InitQty;-158935.00000000;Qty;-158935.00000000;DlPrc;1028.20234912;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
2.0;28/08/2020;Ref;TBRX;SSL;Trd;NewDealAm;CREATED;P&L;Frev;;BANCA IMI;AA;Equities-Miscellaneous-Combined Instruments;LISTED;EP3 SD3E AUG23 FID;317909e0-e954-11ea-a590-49499a438f10;COMBINATION;AUG 23;31/08/2023;;;0.00000000;;;;;;;;;;;EUR;0;;InstrFthr;EP3 SD3E AUG23 FID;Mkt;SEDX;Sign;B;InitQty;158935.00000000;Qty;158935.00000000;DlPrc;973.32634502;LstMdfr;U0J4213;Ctp|InsDt|LastEvntDt|SrcCmnt|TrdDt|TrdTm;|28/08/2020|28/08/2020||28/08/2020|193040
