VERSION;REFERENCE_DATE;STRUCTURE_DATE;MARKET_PARAMETER_SET;TRADING_SYSTEM;SOURCE;ASSET_CLASS;RISK_FACTOR;MARKET_PARAMETER_TYPE;MARKET_PARAMETER_SUBTYPE;MARKET_PARAMETER_CLASSIFICATION;UNDERLYING;UNDERLYING_BREAKDOWN;CURRENCY;CURRENCY_BREAKDOWN;START_DATE;MATURITY_LABEL;MATURITY_DATE;STRIKE;MARKET_PARAMETER_MULT_1;MARKET_PARAMETER_MULT_2;CONVERSION_FACTOR;TIME_FACTOR;MARKET_PARAMETER_VALUE;PARAMSET_NAME1;PARAMSET_VALUE1;PARAMSET_NAME2;PARAMSET_VALUE2;PARAMSET_NAME3;PARAMSET_VALUE3;PARAMSET_NAME4;PARAMSET_VALUE4;PARAMSET_NAME5;PARAMSET_VALUE5;PARAMSET_NAME6;PARAMSET_VALUE6;PARAMSET_NAME7;PARAMSET_VALUE7;PARAMSET_NAME8;PARAMSET_VALUE8;LINEAR_BREAKDOWN_NAME1;LINEAR_BREAKDOWN_VALUE1;LINEAR_BREAKDOWN_NAME2;LINEAR_BREAKDOWN_VALUE2;LINEAR_BREAKDOWN_NAME3;LINEAR_BREAKDOWN_VALUE3;LINEAR_BREAKDOWN_NAME4;LINEAR_BREAKDOWN_VALUE4;LINEAR_BREAKDOWN_NAME5;LINEAR_BREAKDOWN_VALUE5;LINEAR_BREAKDOWN_NAME6;LINEAR_BREAKDOWN_VALUE6;LINEAR_BREAKDOWN_NAME7;LINEAR_BREAKDOWN_VALUE7;LINEAR_BREAKDOWN_NAME8;LINEAR_BREAKDOWN_VALUE8;PORTFOLIO;TRANSACTION_TYPE;TYPOLOGY;INSTRUMENT;TRADE_ID;MODEL;INSTRUMENT_MATURITY_DATE;UNDERLYING_MATURITY_DATE;POSITION_STRIKE
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;101;07/12/2020;17.00000000;;;;;45.48733309;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;50.00048967;SprdVol;-4.51315659;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;49;16/10/2020;13.00000000;;;;;54.26491819;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;51.28013067;SprdVol;2.98478752;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;49;16/10/2020;13.50000000;;;;;52.51590946;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;51.28013067;SprdVol;1.23577879;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;49;16/10/2020;18.00000000;;;;;44.41870266;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;51.28013067;SprdVol;-6.86142800;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;21;18/09/2020;10.00000000;;;;;72.12794149;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;50.77002940;SprdVol;21.35791209;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;21;18/09/2020;14.00000000;;;;;50.38758631;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;50.77002940;SprdVol;-0.38244309;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;21;18/09/2020;14.75000000;;;;;48.02984819;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;50.77002940;SprdVol;-2.74018121;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;21;18/09/2020;16.00000000;;;;;44.89778418;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;50.77002940;SprdVol;-5.87224522;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;21;18/09/2020;17.00000000;;;;;42.99388945;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;50.77002940;SprdVol;-7.77613995;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;21;18/09/2020;17.50000000;;;;;42.21342793;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;50.77002940;SprdVol;-8.55660147;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;112;18/12/2020;7.20000000;;;;;63.29020237;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;48.57846142;SprdVol;14.71174095;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;112;18/12/2020;7.60000000;;;;;63.29020237;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;48.57846142;SprdVol;14.71174095;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;112;18/12/2020;8.00000000;;;;;63.29020237;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;48.57846142;SprdVol;14.71174095;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;112;18/12/2020;13.50000000;;;;;49.37607153;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;48.57846142;SprdVol;0.79761010;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;112;18/12/2020;14.00000000;;;;;48.33015892;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;48.57846142;SprdVol;-0.24830250;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;112;18/12/2020;16.00000000;;;;;45.13077784;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;48.57846142;SprdVol;-3.44768359;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;ATL;;EUR;;;112;18/12/2020;19.00000000;;;;;42.46747428;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;48.57846142;SprdVol;-6.11098715;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;AXA;;EUR;;;10;07/09/2020;30.00000000;;;;;70.79669650;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;;SprdVol;;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;AXA;;EUR;;;101;07/12/2020;19.00000000;;;;;24.58339249;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;;SprdVol;;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;AXA;;EUR;;;167;11/02/2021;10.91000000;;;;;46.64220850;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;;SprdVol;;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;AXA;;EUR;;;532;11/02/2022;10.91000000;;;;;35.35175872;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;;SprdVol;;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;AXA;;EUR;;;1628;11/02/2025;10.91000000;;;;;25.88318559;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;;SprdVol;;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;AXA;;EUR;;;1993;11/02/2026;10.91000000;;;;;25.00176230;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;;SprdVol;;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;AXA;;EUR;;;1263;12/02/2024;10.91000000;;;;;27.60268564;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;;SprdVol;;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;AXA;;EUR;;;899;13/02/2023;10.91000000;;;;;30.38613547;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;;SprdVol;;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;AXA;;EUR;;;927;13/03/2023;11.58600000;;;;;29.12118965;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;;SprdVol;;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;AXA;;EUR;;;1293;13/03/2024;11.58600000;;;;;26.80140165;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;;SprdVol;;;;;;;;;;;;;;;;;;;;;;
1.0;28/08/2020;28/08/2020;EoD;TBRX;SSL;Eq;EqVol;PricVol;;;AXA;;EUR;;;1658;13/03/2025;11.58600000;;;;;25.33405967;CPFlg;Y;OptType;B;;;;;;;;;;;;;ATMVol;;SprdVol;;;;;;;;;;;;;;;;;;;;;;
