NomePortafoglio;CodiceISIN;UnderlyingName;ContractName;ExpiryDate;ContractKind;Rhoofposition;StrikePrice;NumberofContracts;Deltaofposition;Gammaofposition;Delta1;Multiplier;ContractCurrency;UpDelta1;DownDelta1;Thetaofposition;MarketPriceofContract;TheoreticalValueofContract;ActVol;ActFR;Vegaofposition;Investedofposition;Valueofpositionmarket;Totalresultofpositionmktth;PLDeskoperatore;Totalresultofpositiontheoretical;Feespaidforposition;ExecutionType;CustomKind;TheoreticalModel;Feedcode;PriceMultiplier;InstrumentTag;PositionCurrency;SettlementStyle;PrimaryMarketforContract;Rho1;CompositeTag;Accruedinterestofposition
VOL_STOCK_IDX_PR;;SXDP;EP3 SXDP SEPT20 BDT CALL ATM;2020-09-23;Call;-1137.26019;740.81000;-2447;-48.76409;-0.00923;-21548.60892;1.00000;EUR;0;0;21.30473;;142.84317;25.14499;-0.39722;-63.74672;;;;-349583.16064;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82300172-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;11.3755;34124136-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX5E;EPC SX5E MAR24 C0 BOND;2024-03-25;Call;-34085.04427;0.00010;-9100;-909.98815;0.00000;-301661.07252;1.00000;EUR;0;0;-4350.67028;;3094.85884;47.85249;-0.39339;0.00000;;;;-28162848.78811;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;8232676e-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;344.624;9cf553e0-522e-11e9-afe0-b874ad24a6c7;0
VOL_STOCK_IDX_PR;;SX5E;EPC SX5E MAR24 CATM;2024-03-25;Call;-405690.92110;3300.48000;-9100;-434.42190;-0.33931;-144010.86096;1.00000;EUR;0;0;-97.24813;;325.45100;18.28283;-0.39339;-211765.78812;;;;-2961565.54262;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82330571-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;3904.05;9cf553e0-522e-11e9-afe0-b874ad24a6c7;0
VOL_STOCK_IDX_PR;;SX5E;EPC SX5E MAR24 CCAP;2024-03-25;Call;62645.18976;5016.72960;9100;54.41972;0.11956;18040.13740;1.00000;EUR;0;0;-255.87286;;20.90834;15.47816;-0.39339;63171.12876;;;;190263.40606;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82333a36-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-553.089;9cf553e0-522e-11e9-afe0-b874ad24a6c7;0
VOL_STOCK_IDX_PR;;SPX;SPX FEB24 C0 BOND;2024-02-12;Call;-2350.51884;0.00010;-1189;-23.78239;0.00000;-41480.94840;1.00000;USD;0;0;-59.80150;;3373.66508;42.37116;1.49695;0.00000;;;;-4011691.03813;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82458ace-62b4-11e9-b160-4ad6f9df0bf5;USD;Cash;XXXX;23.7814;26fe2e54-39b6-11e9-aa00-490041a9bcec;0
VOL_STOCK_IDX_PR;;SPX;SPX FEB24 C100 BOND;2024-02-12;Call;70178.48588;2745.73000;1189;18.69828;0.00450;32613.30892;1.00000;USD;0;0;-347.48209;;1004.89720;24.75934;1.49695;21524.91329;;;;1194942.88133;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;8245b6c0-62b4-11e9-b160-4ad6f9df0bf5;USD;Cash;XXXX;-698.183;26fe2e54-39b6-11e9-aa00-490041a9bcec;0
VOL_STOCK_IDX_PR;;SPX;SPX FEB24 P100 BOND;2024-02-12;Put;37845.23632;2745.73000;-1189;5.08411;-0.00450;8867.63948;1.00000;USD;0;0;268.40591;;238.03676;24.75934;1.49695;-21524.91329;;;;-283054.16429;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;8245d060-62b4-11e9-b160-4ad6f9df0bf5;USD;Cash;XXXX;-400.949;26fe2e54-39b6-11e9-aa00-490041a9bcec;0
EQ-INDEXVOL2;;SX5E;BON OCT20 C100 BOND UBS;2020-10-15;Call;845.71057;3448.26000;767;21.27456;0.12043;7052.51668;1.00000;EUR;0;0;-702.19994;;35.36622;17.66983;-0.39063;3104.15170;;;;27127.75613;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82594884-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-8.36037;3411a046-1f2e-11e9-a2d0-b3645e528b7a;0
EQ-INDEXVOL2;;SX5E;BON OCT20 P100 BOND UBS;2020-10-15;Put;2415.77230;3448.26000;-767;55.43070;-0.12043;18375.27851;1.00000;EUR;0;0;1097.82932;;171.00434;17.66983;-0.39063;-3104.15170;;;;-131169.32806;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82596468-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-24.2748;3411a046-1f2e-11e9-a2d0-b3645e528b7a;0
EQ-INDEXVOL2;;SX5E;BON OCT20 P 74  UBS;2020-10-15;Put;-126.48784;2551.71200;767;-2.93039;0.01248;-971.42282;1.00000;EUR;0;0;-485.56056;;8.27319;42.24724;-0.39063;769.03456;;;;6345.97111;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82597dcc-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;1.27615;3411a046-1f2e-11e9-a2d0-b3645e528b7a;0
EQ-INDEXVOL2;;SX5E;BON OCT20 C ATM UBS;2020-10-15;Call;-845.22778;3448.26000;-767;-21.26150;-0.12039;-7048.18773;1.00000;EUR;0;0;701.37830;;35.33841;17.66983;-0.39063;-3103.31614;;;;-27106.42175;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;8259a874-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;8.35556;3411a046-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX6E;SX6E NOV25 C0 BOND;2025-11-26;Call;-13412.10477;0.00010;-10976;-211.59581;0.00000;-36979.54229;1.00000;EUR;0;0;-59.34725;;289.00546;29.98492;-0.34588;0.00000;;;;-3171998.96778;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82aac150-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;136.409;341c0f36-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX6E;SX6E NOV25 C100 BOND;2025-11-26;Call;84864.29844;279.53000;10976;139.40760;0.57184;24363.56916;1.00000;EUR;0;0;-221.42879;;62.00653;19.79151;-0.34588;26625.53058;;;;680556.89784;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82aad870-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-829.04;341c0f36-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX6E;SX6E NOV25 CATM;2025-11-26;Call;-159228.32669;279.53000;-21951;-253.44832;-1.21036;-44293.89523;1.00000;EUR;0;0;291.82535;;52.83923;19.79151;-0.34588;-55875.47845;;;;-1159881.16904;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82ab594e-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;1545.19;341c0f36-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX6E;SX6E NOV25 CCAP;2025-11-26;Call;65965.36988;419.29500;21951;84.25354;1.03860;14724.57010;1.00000;EUR;0;0;-210.00106;;10.27805;16.65583;-0.34588;40350.09920;;;;225614.92973;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82ab90a8-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-597.151;341c0f36-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX5E;SX5E APR22 C100 BOND;2022-04-07;Call;209739.53610;3438.78000;10232;456.36833;0.54090;151286.10269;1.00000;EUR;0;0;-1841.33803;;219.35070;18.27099;-0.44386;165519.23462;;;;2244359.73696;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82ba5570-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-2038.4;ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX5E;SX5E APR22 P100 BOND;2022-04-07;Put;355655.54311;3438.78000;-10232;566.81498;-0.54090;187899.16739;1.00000;EUR;0;0;5761.37975;;412.95318;18.27099;-0.44386;-165519.23462;;;;-4225268.09321;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82ba746a-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-3661.35;ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX6E;SX6E SEP22 C0 BOND;2022-09-12;Call;-1630.73346;0.00010;-6881;-135.66869;0.00000;-23710.13913;1.00000;EUR;0;0;-45.45590;;324.10507;35.34466;-0.45350;0.00000;;;;-2230140.38474;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;833bdfbe-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;16.4235;343f41e0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX6E;SX6E SEP22 C100 BOND;2022-09-12;Call;27122.31033;249.24000;6881;113.46568;0.30483;19829.82909;1.00000;EUR;0;0;-154.98505;;88.10770;23.43138;-0.45350;7855.75625;;;;606261.86857;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;833c5ebc-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-270.333;343f41e0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX6E;SX6E SEP22 P100 BOND;2022-09-12;Put;8805.35094;249.24000;-6881;22.20302;-0.30483;3880.31004;1.00000;EUR;0;0;178.40803;;11.03137;23.43138;-0.45350;-7855.75625;;;;-75905.98092;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;833c76d6-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-92.602;343f41e0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX6E;SX6E SEP22 CATM;2022-09-12;Call;-26957.30123;249.24000;-6881;-111.55299;-0.32153;-19495.55785;1.00000;EUR;0;0;127.46532;;84.68285;23.43138;-0.45350;-8279.01739;;;;-582695.75633;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;833ca8ae-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;268.463;343f41e0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STCK_AA_PR;;SD3E;SD3E SEP22 CALL0 BOND;2022-09-12;Call;-1032.73831;0.00010;-924;-92.38991;0.00000;-13404.85268;1.00000;EUR;0;0;1.55460;;1343.26482;49.72818;-0.45345;0.00000;;;;-1241041.21853;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83412960-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;10.3974;340f43f0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STCK_AA_PR;;SD3E;SD3E SEP22 C100 BOND;2022-09-12;Call;3263.74770;1767.51000;924;11.66820;0.06714;1692.93903;1.00000;EUR;0;0;-54.46472;;16.40949;14.88910;-0.45345;3670.80697;;;;15160.71509;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;834156d8-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-30.1074;340f43f0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STCK_AA_PR;;SD3E;SD3E SEP22 P100 BOND;2022-09-12;Put;30383.07076;1767.51000;-924;80.72172;-0.06714;11711.91365;1.00000;EUR;0;0;31.93037;;424.99664;14.88910;-0.45345;-3670.80697;;;;-392654.03529;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83416bd2-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-309.795;340f43f0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STCK_AA_PR;;SD3E;SD3E SEP22 C152 CAP;2022-09-12;Call;7.67486;2686.61500;924;0.02301;0.00033;3.33918;1.00000;EUR;0;0;-0.21144;;0.01580;13.76257;-0.45345;16.45817;;;;14.59887;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;8341dc52-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-0.0623371;340f43f0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STCK_AA_PR;;SD3E;SD3E MAR25 CALL0 BOND;2025-03-26;Call;-130267.05166;0.00010;-27540;-2741.46799;0.00000;-397759.59006;1.00000;EUR;0;0;93.35623;;1222.51412;41.57191;-0.36702;0.00000;;;;-33668434.15336;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;8357ecd7-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;1321.6;341ea1c4-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STCK_AA_PR;;SD3E;SD3E MAR25 C100 BOND;2025-03-26;Call;197588.32361;2006.91000;27540;333.56468;1.31883;48396.89974;1.00000;EUR;0;0;-1164.43204;;21.84531;16.00682;-0.36702;145269.99129;;;;601626.99320;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;835894f6-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-1756.78;341ea1c4-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STCK_AA_PR;;SD3E;SD3E MAR25 CATM;2025-03-26;Call;-89789.14804;2006.91000;-16524;-148.72066;-0.64056;-21577.88028;1.00000;EUR;0;0;455.60258;;15.30976;16.00682;-0.36702;-70062.90941;;;;-252981.42665;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83590a30-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;789.234;341ea1c4-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STCK_AA_PR;;SD3E;SD3E MAR25 CCAP;2025-03-26;Call;3681.71453;3211.05600;16524;5.28741;0.03843;767.14983;1.00000;EUR;0;0;-27.63944;;0.36907;15.94313;-0.36702;4186.21257;;;;6098.59471;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83592e2a-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-29.3501;341ea1c4-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_SS_PR;;G;EPC G JUN21 CALL ATM  IPB;2021-06-29;Call;-11974.39704;14.60000;-509007;-118727.10347;-66054.11188;-15716.50032;1.00000;EUR;0;0;851.32624;;0.29371;20.69491;-0.39863;-17750.99730;;;;-149500.80989;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83c0bb3a-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;116.274;cd408070-c347-11ea-98a0-05bde453237d;0
VOL_STOCK_IDX_PR;;SX5E;SX5E APR22 C0 BOND;2022-04-07;Call;-6569.92993;0.00010;-10232;-1023.18332;0.00000;-339185.27008;1.00000;EUR;0;0;-4948.37739;;3229.85373;55.69398;-0.44386;0.00000;;;;-33047324.60534;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82b96bb0-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;65.9905;ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX5E;SX5E APR22 CATM;2022-04-07;Call;-201412.02355;3438.78000;-10232;-436.14754;-0.53656;-144582.90875;1.00000;EUR;0;0;1370.97222;;205.44857;18.27099;-0.44386;-164186.52162;;;;-2102115.53990;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82cb569a-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;1954.98;ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX5E;SX5E APR22 PATM;2022-04-07;Put;-370523.58674;3438.78000;10232;-587.03578;0.53656;-194602.36134;1.00000;EUR;0;0;-6820.41874;;439.05581;18.27099;-0.44386;164186.52162;;;;4492345.75870;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82cb74e0-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;3810.71;ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX5E;SX5E APR22 P90;2022-04-07;Put;250324.71062;3094.90000;-10232;404.05427;-0.46082;133943.99035;1.00000;EUR;0;0;6276.83060;;280.73719;20.88934;-0.44386;-161216.84067;;;;-2872456.14746;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82cf6a64-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-2587.74;ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX5E;SX5E APR22 CCAP;2022-04-07;Call;11459.67663;4711.12860;10232;20.82336;0.08647;6902.94253;1.00000;EUR;0;0;-245.80792;;4.10525;14.20833;-0.44386;20575.82035;;;;42004.25483;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;82d01c66-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-102.648;ef4c78fe-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX6E;SX6E SEP22 PATM;2022-09-12;Put;-9614.13290;249.24000;6881;-24.11571;0.32153;-4214.58128;1.00000;EUR;0;0;-201.70175;;12.27014;23.43138;-0.45350;8279.01739;;;;84429.80465;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;833cc05a-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;100.976;343f41e0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX6E;SX6E SEP22 C141 CAP;2022-09-12;Call;17266.38226;351.42840;6881;58.27931;0.57140;10185.18327;1.00000;EUR;0;0;-206.02603;;24.84036;19.88917;-0.45350;12488.71046;;;;170924.46671;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;833ceb02-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-167.419;343f41e0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX6E;SX6E SEP22 P90 PROT;2022-09-12;Put;6272.16689;224.31600;-6881;15.90581;-0.22938;2779.77838;1.00000;EUR;0;0;159.27048;;7.73528;24.82546;-0.45350;-6257.83177;;;;-53225.79750;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;833d02fe-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-66.0997;343f41e0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STCK_AA_PR;;SD3E;SD3E SEP22 CATM;2022-09-12;Call;-2837.09970;1767.51000;-924;-10.07508;-0.06054;-1461.79284;1.00000;EUR;0;0;45.33279;;13.74874;14.88910;-0.45345;-3306.88657;;;;-12702.44948;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83419af8-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;26.0718;340f43f0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STCK_AA_PR;;SD3E;SD3E SEP22 PATM;2022-09-12;Put;-15707.64325;1767.51000;462;-41.15742;0.03027;-5971.52992;1.00000;EUR;0;0;-34.90081;;455.00014;14.88910;-0.45345;1653.44329;;;;210187.11815;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;8341b0ce-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;159.974;340f43f0-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STCK_AA_PR;;SD3E;SD3E MAR25 P100 BOND;2025-03-26;Put;2310144.44119;2006.91000;-27540;2407.90330;-1.31883;349362.69031;1.00000;EUR;0;0;-1333.83851;;730.73553;16.00682;-0.36702;-145269.99129;;;;-20124692.64589;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;8358aad6-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-23892.7;341ea1c4-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_SS_PR;;G;EPC G JUN21 CALL0 BOND IPB;2021-06-29;Call;-4274.73886;0.00010;-1018014;-1018013.68845;0.00000;-134759.56201;1.00000;EUR;0;0;-4.48902;;12.55232;64.03425;-0.39863;0.00000;;;;-12778433.70387;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83c07a08-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;42.8959;cd408070-c347-11ea-98a0-05bde453237d;0
VOL_STOCK_SS_PR;;G;EPC G JUN21 CALL0 BOND IPB;2021-06-29;Call;3465.40594;0.00010;825274;825273.96435;0.00000;109245.64103;1.00000;EUR;0;0;3.63912;;12.55232;64.03425;-0.39863;0.00000;;;;10359102.98715;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83c07a08-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-34.7744;f84f6d2c-3ab2-11e9-a160-49d8b1726dfb;0
VOL_STOCK_SS_PR;;G;EPC G JUN21 CALL100  BOND IPB;2021-06-29;Call;24188.38005;14.60000;1018014;239940.55076;132865.92498;31762.13041;1.00000;EUR;0;0;-1747.72878;;0.29768;20.69491;-0.39863;35708.74500;;;;303044.33105;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83c091fa-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-234.909;cd408070-c347-11ea-98a0-05bde453237d;0
VOL_STOCK_SS_PR;;G;EPC G JUN21 CALL100  BOND IPB;2021-06-29;Call;-19608.81324;14.60000;-825274;-194512.79662;-107710.52480;-25748.63145;1.00000;EUR;0;0;1416.83268;;0.29768;20.69491;-0.39863;-28948.03664;;;;-245669.18824;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83c091fa-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;190.434;f84f6d2c-3ab2-11e9-a160-49d8b1726dfb;0
VOL_STOCK_SS_PR;;G;EPC G JUN21 PUT100 BOND IPB;2021-06-29;Put;103186.56620;14.60000;-1018014;778073.13769;-132865.92498;102997.43160;1.00000;EUR;0;0;1769.31173;;2.37241;20.69491;-0.39863;-35708.74500;;;;-2415148.75964;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83c0a5f0-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-1044.16;cd408070-c347-11ea-98a0-05bde453237d;0
VOL_STOCK_SS_PR;;G;EPC G JUN21 PUT100 BOND IPB;2021-06-29;Put;-83650.33547;14.60000;825274;-630761.16773;107710.52480;-83497.00958;1.00000;EUR;0;0;-1434.32935;;2.37241;20.69491;-0.39863;28948.03664;;;;1957890.56078;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83c0a5f0-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;846.468;f84f6d2c-3ab2-11e9-a160-49d8b1726dfb;0
VOL_STOCK_SS_PR;;G;EPC G JUN21 PUT 80 IPB;2021-06-29;Put;43311.12055;11.68000;-1018014;347595.42774;-125757.45954;46012.94475;1.00000;EUR;0;0;2706.94698;;0.77419;26.07115;-0.39863;-42574.87247;;;;-788136.41596;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83c0f2bc-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-442.356;cd408070-c347-11ea-98a0-05bde453237d;0
VOL_STOCK_SS_PR;;G;EPC G JUN21 PUT 80 IPB;2021-06-29;Put;-35111.06045;11.68000;825274;-281785.46113;101947.89948;-37301.35042;1.00000;EUR;0;0;-2194.44285;;0.77419;26.07115;-0.39863;34514.20564;;;;638919.17351;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;83c0f2bc-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;358.605;f84f6d2c-3ab2-11e9-a160-49d8b1726dfb;0
VOL_STCK_AA_PR;;GSUK;DDAXK MAY22 P100 BOND;2022-05-26;Put;50144.11952;145.89000;-31627;15282.04492;-289.53626;24248.02068;1.00000;EUR;0;0;664.05182;;19.59704;21.80344;-0.44752;-23031.54260;;;;-619786.97806;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;84237400-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-516.278;34338530-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_SS_PR;;G;EP3 G NOV23 CALL100 BOND;2023-11-17;Call;4208.60387;14.46000;36584;12349.28695;3249.38131;1634.73686;1.00000;EUR;0;0;-38.62793;;0.76783;19.98568;-0.40149;2751.59700;;;;28089.96455;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;8461824a-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-40.1055;34394286-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_SS_PR;;G;EP3 G NOV23 PUT100 BOND;2023-11-17;Put;13317.48483;14.46000;-36584;24234.39046;-3249.38131;3208.02744;1.00000;EUR;0;0;15.22705;;3.51364;19.98568;-0.40149;-2751.59700;;;;-128541.95150;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;8461a1bc-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;-137.964;34394286-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_SS_PR;;G;EP3 G NOV23 CALL100;2023-11-17;Call;-3700.86476;14.46000;-35120;-10747.51099;-3000.26754;-1422.70177;1.00000;EUR;0;0;29.38003;;0.67282;19.98568;-0.40149;-2531.34219;;;;-23629.58233;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;84626d68-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;35.1457;34394286-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX5E;STXE OCT21 CATM;2021-10-26;Call;-149229.13041;3418.23000;-10208;-436.86057;-0.60452;-144819.27976;1.00000;EUR;0;0;2201.95359;;185.80384;19.00974;-0.42575;-139632.85430;;;;-1896669.33879;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;84931558-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;1455.8;342ada48-1f2e-11e9-a2d0-b3645e528b7a;0
VOL_STOCK_IDX_PR;;SX5E;STXE OCT21 PATM;2021-10-26;Put;-263587.00919;3418.23000;10208;-583.93065;0.60452;-193573.01156;1.00000;EUR;0;0;-7629.50077;;379.39955;19.00974;-0.42575;139632.85430;;;;3872877.33304;;;E;;EUROPEAN_ESCROWED_DIVIDEND;Not Available;1.00000;84932dc2-62b4-11e9-b160-4ad6f9df0bf5;EUR;Cash;XXXX;2696.69;342ada48-1f2e-11e9-a2d0-b3645e528b7a;0
