Bof_20200828
ANALYTICDATE	CURRENCY	POSITIONID_FE	DELTA	GAMMA	LEG	PORTFOLIOID_FE	REF_DATE	RHO	THETA	VEGA	RHO-1	TBRICKS_INSTRUMENT_ID
2020-08-28	EUR	ETF_DIR | EUR | Equities | Equities | Common/Ordinary shares | VOLKSWAGEN PREF | XETR | Reuters Elektron	-6984	0		ETF_DIR	2020-08-28	0	0		0	efa15aa8-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	ETF_DIR | EUR | Equities | Equities | Common/Ordinary shares | CONTINENTAL | XETR | Xetra T7	-9167	0		ETF_DIR	2020-08-28	0	0		0	efa178b2-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	ETF_DIR | EUR | Equities | Equities | Common/Ordinary shares | TRN | MTAA | BIT MTA	0.0000000000017823185771703723	0		ETF_DIR	2020-08-28	0	0		0	efa1a24c-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	ETF_DIR | EUR | Equities | Equities | Common/Ordinary shares | E.ON | XETR | Xetra T7	4964.5	0		ETF_DIR	2020-08-28	0	0		0	efa2205a-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	ETF_DIR | EUR | Equities | Equities | Common/Ordinary shares | IRE | MTAA | BIT MTA	2202	0		ETF_DIR	2020-08-28	0	0		0	efa23e0a-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	ETF_DIR | EUR | Equities | Equities | Common/Ordinary shares | SOC.GENERAL | XPAR | Euronext Optiq	0	0		ETF_DIR	2020-08-28	0	0		0	efa29a76-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	ETF_DIR | EUR | Equities | Equities | Common/Ordinary shares | EXSY | XAIM | BIT MTA	1997.94135	0		ETF_DIR	2020-08-28	0	0		0	efa2b966-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	ETF_DIR | EUR | Equities | Equities | Common/Ordinary shares | ENGIE | XPAR | Euronext Optiq	0	0		ETF_DIR	2020-08-28	0	0		0	efa315d2-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	ETF_DIR | EUR | Equities | Equities | Common/Ordinary shares | INFINEON | XETR | Xetra T7	0	0		ETF_DIR	2020-08-28	0	0		0	efa38b8e-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	ETF_DIR | EUR | Equities | Equities | Common/Ordinary shares | ORANGE | XPAR | Euronext Optiq	0	0		ETF_DIR	2020-08-28	0	0		0	efa43110-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	ETF_DIR | EUR | Equities | Equities | Common/Ordinary shares | AIR LIQUIDE | XPAR | Euronext Optiq	0	0		ETF_DIR	2020-08-28	0	0		0	efa434b2-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	ETF_DIR | EUR | Equities | Futures | Financial Futures | FESX 202009 | SEP 20 | XEUR | Eurex NTA	-16575	0		ETF_DIR	2020-08-28	-953.9973868065772	0		9.537202113506282	f67d7c3e-1f30-11e9-a2d0-b3645e528b7a
2020-08-28	GBP	ETF_DIR | GBP | Equities | Equities | Common/Ordinary shares | WETHERSPOON(JD) | XLON | LSE Millennium	0	0		ETF_DIR	2020-08-28	0	0		0	fa854e7e-ad5b-11e9-a010-dbedd71ff5a9
2020-08-28	USD	IPO_US | USD | Equities | Equities | Common/Ordinary shares | DOYU | XNAS | Reuters Elektron	2812.65	0		IPO_US	2020-08-28	0	0		0	08739041-9f76-11ea-c856-43418abbdc97
2020-08-28	EUR	IPO_US | EUR | Equities | Equities | Common/Ordinary shares | NVP | XAIM | BIT MTA	0	0		IPO_US	2020-08-28	0	0		0	1f6a6738-128d-11ea-bccb-3e99245e0d1c
2020-08-28	EUR	IPO_US | EUR | Equities | Rights | Warrants | WNSP21 | XAIM | BIT MTA	0	0		IPO_US	2020-08-28	0	0	0	0	26f62dbc-39b6-11e9-aa00-490041a9bcec
2020-08-28	EUR	IPO_US | EUR | Equities | Equities | Common/Ordinary shares | NSP | XAIM | BIT MTA	0	0		IPO_US	2020-08-28	0	0		0	26f64dc4-39b6-11e9-aa00-490041a9bcec
2020-08-28	USD	IPO_US | USD | Equities | Equities | Common/Ordinary shares | Youdao | XNYS | Reuters Elektron	679.58	0		IPO_US	2020-08-28	0	0		0	38ebac82-856d-11ea-b7e8-9b0947f592a0
2020-08-28	USD	IPO_US | USD | Equities | Equities | Common/Ordinary shares | INVITAE ORD | XNYS | Reuters Elektron	1033.65	0		IPO_US	2020-08-28	0	0		0	5a41744e-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	IPO_US | USD | Equities | Equities | Common/Ordinary shares | GLOBL PAYMNTS | XNYS | Virtu	1931.82	0		IPO_US	2020-08-28	0	0		0	5ac0ea9e-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	IPO_US | USD | Equities | Equities | Common/Ordinary shares | BEYOND MEAT INC | XNAS | Virtu	1981.05	0		IPO_US	2020-08-28	0	0		0	6ee1f4c0-aa3c-11e9-83b0-858d80a69378
2020-08-28	HKD	IPO_US | HKD | Equities | Equities | Common/Ordinary shares | Hua Hong | XHKG | Reuters Elektron	8001.000000000001	0		IPO_US	2020-08-28	0	0		0	70bd785d-8637-11ea-afe7-4d618829edb5
2020-08-28	EUR	IPO_US | EUR | Equities | Equities | Common/Ordinary shares | SL | MTAA | BIT MTA	0	0		IPO_US	2020-08-28	0	0		0	8ee6d892-1a73-11ea-831f-a6db3c870c3e
2020-08-28	USD	IPO_US | USD | Equities | Equities | Common/Ordinary shares | FUTU HLDGS | XNAS | Reuters Elektron	2254.7	0		IPO_US	2020-08-28	0	0		0	c26100d2-e59c-11e9-80e0-42d88dbc676c
2020-08-28	USD	IPO_US | USD | Equities | Equities | Common/Ordinary shares | Peloton Interactive Inc | XNAS | Virtu	1138.35	0		IPO_US	2020-08-28	0	0		0	c5520ccd-e39d-11e9-9e3e-3ecb3bb95989
2020-08-28	EUR	IPO_US | EUR | Equities | Equities | Common/Ordinary shares | SOS | XAIM | BIT MTA	0.11025	0		IPO_US	2020-08-28	0	0		0	ef9f571c-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	IPO_US | EUR | Equities | Equities | Common/Ordinary shares | UNIR | MTAA | BIT MTA	0	0		IPO_US	2020-08-28	0	0		0	efa3bdb6-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Aurora Cannabis | XNYS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	1310422f-33ae-11ea-3e50-4399b127fdaa
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Draganfly | PINX | Reuters Elektron	407.50000000000006	0		SPMIB	2020-08-28	0	0		0	17411923-849f-11ea-8dd0-b0d0ff814489
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Silvergate | XNYS | Reuters Elektron	599.8	0		SPMIB	2020-08-28	0	0		0	1ca0b066-11e4-11ea-f0ea-58d1a9e917b3
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | PUMA BIOTECHNOLOGY INC | XNAS | Virtu	304.8	0		SPMIB	2020-08-28	0	0		0	250fa534-514c-11e9-b8d0-ec23cf8de3db
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | STRATASYS LTD | XNAS | Virtu	359.125	0		SPMIB	2020-08-28	0	0		0	25198496-514c-11e9-b8d0-ec23cf8de3db
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | RIOT BLOCKCHAIN | XNAS | Reuters Elektron	572.05	0		SPMIB	2020-08-28	0	0		0	2581aa80-514c-11e9-b8d0-ec23cf8de3db
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Eventbrite | XNYS | Reuters Elektron	319.95	0		SPMIB	2020-08-28	0	0		0	2e621be6-5c72-11ea-5895-a4c5179d30b5
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Cronos Group | XNAS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	4a301501-9c3b-11ea-ae57-130361979292
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Canopy Growth Corp | XNYS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	4de6e513-727c-11ea-187a-fadc422fa991
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Aspen Aerogels Inc | XNYS | Reuters Elektron	429.74999999999994	0		SPMIB	2020-08-28	0	0		0	5a0d06bc-cff9-11e9-7e81-53afc1595aa4
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | TILRAY INC | XNAS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	5a36f3f2-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | INVITAE ORD | XNYS | Reuters Elektron	284.25375	0		SPMIB	2020-08-28	0	0		0	5a41744e-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | FIRST SOLAR | XNAS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	5a4d0926-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | AIMMUNE THERAPE | XNAS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	5a764098-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | EVOLUS ORD | XNAS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	5a7c005a-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | CRSP | XNAS | Virtu	450.45	0		SPMIB	2020-08-28	0	0		0	5a93bd44-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Intellia Therapeutics Inc | XNAS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	5a9b172e-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | FIREEYE INC | XNAS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	5ae86ea2-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | RESTORBIO ORD | XNAS | Reuters Elektron	520	0		SPMIB	2020-08-28	0	0		0	5af78496-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | SUNPOWER CORP | XNAS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	5b050e40-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | CADENCE DESIGN | XNAS | Reuters Elektron	0	0		SPMIB	2020-08-28	0	0		0	5b1228b4-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | UNITY BIOTECHNO | XNAS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	5b1a86f8-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | TXMD | XNAS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	7362fef5-9c22-11ea-ae57-130361979292
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | PGEN | XNAS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	736cc2f5-9c22-11ea-ae57-130361979292
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | SAGE | XNAS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	736e2286-9c22-11ea-ae57-130361979292
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Cloudflare | XNYS | Virtu	0	0		SPMIB	2020-08-28	0	0		0	746e1eb6-a990-11ea-252a-4520942be29c
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | GrowGeneration | XNAS | Virtu	592.025	0		SPMIB	2020-08-28	0	0		0	9c48cbfb-e7b3-11ea-b847-52a32f7b9b85
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Apron | XNYS | Reuters Elektron	461.175	0		SPMIB	2020-08-28	0	0		0	aa4ddc78-960a-11ea-63a3-95a2287103a0
2020-08-28	USD	SPMIB | USD | Equities | Equities | Units | ETFMG | ARCX | Virtu	0	0		SPMIB	2020-08-28	0	0		0	cb35ab85-b48a-11ea-ddaf-3055d60d368c
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Aquabounty Technologies | XNAS | Reuters Elektron	583	0		SPMIB	2020-08-28	0	0		0	e2a36974-e788-11ea-b847-52a32f7b9b85
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Nikola | XNAS | Virtu	614.325	0		SPMIB	2020-08-28	0	0		0	e2ae65f4-e788-11ea-b847-52a32f7b9b85
2020-08-28	EUR	SPMIB | EUR | Equities | Equities | Common/Ordinary shares | WDI | XETR | Xetra T7	0	0		SPMIB	2020-08-28	0	0		0	e33e60fc-1f2b-11e9-a2d0-b3645e528b7a
2020-08-28	SEK	SPMIB | SEK | Equities | Equities | Common/Ordinary shares | Enzymatica AB | XSTO | Reuters Elektron	2070.25	0		SPMIB	2020-08-28	0	0		0	e86f24d7-ca6f-11ea-84d9-d7a4b847748d
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Menlo Therapeutics Inc | XNAS | Virtu	216.74999999999997	0		SPMIB	2020-08-28	0	0		0	f045446f-af2a-11ea-5e52-48b972fd91aa
2020-08-28	USD	SPMIB | USD | Equities | Equities | Common/Ordinary shares | Canaan Inc | XNAS | Reuters Elektron	229.8	0		SPMIB	2020-08-28	0	0		0	fdee4797-cb5d-11ea-a1e7-4fe2d8c11db7
2020-08-28	GBP	RISK_ARB | GBP | Equities | Equities | Common/Ordinary shares | POLYMETAL INT | XLON | LSE Millennium	0	0		RISK_ARB	2020-08-28	0	0		0	5a37b51c-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	NOK	RISK_ARB | NOK | Equities | Equities | Common/Ordinary shares | TOMRA SYSTEMS | XOSL | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	5a3aed9a-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	GBP	RISK_ARB | GBP | Equities | Equities | Common/Ordinary shares | HIKMA | XLON | LSE Millennium	0	0		RISK_ARB	2020-08-28	0	0		0	5a3c276e-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	CHF	RISK_ARB | CHF | Equities | Equities | Common/Ordinary shares | SONOVA H AG | XSWX | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	5a5bf44a-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	SEK	RISK_ARB | SEK | Equities | Equities | Common/Ordinary shares | GETINGE AB | XSTO | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	5a6c7126-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	GBP	RISK_ARB | GBP | Equities | Equities | Common/Ordinary shares | ROYAL MAIL | XLON | LSE Millennium	0	0		RISK_ARB	2020-08-28	0	0		0	5a81a44c-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	SEK	RISK_ARB | SEK | Equities | Equities | Common/Ordinary shares | ASSA ABLOY B | XSTO | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	5a8bb626-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	GBP	RISK_ARB | GBP | Equities | Equities | Common/Ordinary shares | MELROSE IND | XLON | LSE Millennium	0	0		RISK_ARB	2020-08-28	0	0		0	5ab06228-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	GBP	RISK_ARB | GBP | Equities | Equities | Common/Ordinary shares | INFORMA | XLON | LSE Millennium	0	0		RISK_ARB	2020-08-28	0	0		0	5ac66d2a-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	CHF	RISK_ARB | CHF | Equities | Equities | Common/Ordinary shares | STRAUMANN HLD N | XSWX | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	5ae52076-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	DKK	RISK_ARB | DKK | Equities | Equities | Common/Ordinary shares | H. LUNDBECK | XCSE | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	5ae78d70-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	DKK	RISK_ARB | DKK | Equities | Equities | Common/Ordinary shares | AMBU B | XCSE | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	5af4c0d0-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	RISK_ARB | EUR | Equities | Equities | Common/Ordinary shares | ORION B | XHEL | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	5b1a2d66-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	CHF	RISK_ARB | CHF | Equities | Equities | Common/Ordinary shares | LOGITECH | XVTX | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	5b1fe85a-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	GBP	RISK_ARB | GBP | Equities | Equities | Common/Ordinary shares | MARKS & SP. | XLON | LSE Millennium	0	0		RISK_ARB	2020-08-28	0	0		0	5b26a8de-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	RISK_ARB | EUR | Equities | Equities | Common/Ordinary shares | ALTEN | XPAR | Euronext Optiq	0	0		RISK_ARB	2020-08-28	0	0		0	6e44f018-1f2b-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	RISK_ARB | EUR | Equities | Equities | Common/Ordinary shares | SIGNIFY NV | XAMS | Euronext Optiq	0	0		RISK_ARB	2020-08-28	0	0		0	6e4bb768-1f2b-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	RISK_ARB | EUR | Equities | Equities | Common/Ordinary shares | UTDI | XETR | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	e33a9c1a-1f2b-11e9-a2d0-b3645e528b7a
2020-08-28	SEK	RISK_ARB | SEK | Equities | Equities | Common/Ordinary shares | EVOLUTION GAMIN | XSTO | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	e3b1c3ce-7de2-11e9-9d90-082ed8d5e32d
2020-08-28	EUR	RISK_ARB | EUR | Equities | Equities | Common/Ordinary shares | INBEV | XBRU | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	ef9d0a0c-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	RISK_ARB | EUR | Equities | Equities | Common/Ordinary shares | TELEFONICA | XMAD | Reuters Elektron	0	0		RISK_ARB	2020-08-28	0	0		0	ef9f3a5c-1f2a-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OEXD 202012 C 121 | 18 DEC 20 | C | E | 121.0000000000 | XEUR | Eurex NTA	0	0		EQ-INDEXVOL2	2020-08-28	183.3975131594634	-166.2278364379577	267.2323214646681	-1.8083835895088551	00d12546-1f31-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Options | Call | MIBO0L25500 | 18 DEC 20 | C | E | 25500.0000000000 | XDMI | Borsa Italiana IDEM	-74.08655815870817	-0.020140985574971775		EQ-INDEXVOL2	2020-08-28	-22.864922876190974	12.376467086394882	-20.956692531414806	0.21930483958527702	00e9f240-2554-11ea-af50-2dba816f6810
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202812 C 3300 | 15 DEC 28 | C | E | 3300.0000000000 | XEUR | Eurex NTA	-159160.71189177476	-8.784041730804306		EQ-INDEXVOL2	2020-08-28	-919360.7390018371	-903.6041011813722	-59914.2670657092	8695.310947099415	00f77d90-1f31-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Options | Call | MIBO0L20500 | 18 DEC 20 | C | E | 20500.0000000000 | XDMI | Borsa Italiana IDEM	-4580.5790102343435	-0.3148881755591063		EQ-INDEXVOL2	2020-08-28	-1285.6513158060534	332.5041926541553	-582.5210438918449	12.72820569302894	011f1f92-2554-11ea-af50-2dba816f6810
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Options | Call | MIBO0L26500 | 18 DEC 20 | C | E | 26500.0000000000 | XDMI | Borsa Italiana IDEM	-20.818721065847043	-0.006587081932478623		EQ-INDEXVOL2	2020-08-28	-6.49492363164228	3.8888624258643034	-6.602880998229893	0.06186260917644404	013c01f2-2554-11ea-af50-2dba816f6810
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OEDV 202012 C 1250 | 18 DEC 20 | C | E | 1250.0000000000 | XEUR | Eurex NTA	-359343.63423808874	-47.06644241738065		EQ-INDEXVOL2	2020-08-28	-90365.19454903669	11199.24810953762	-18359.815786411535	901.8448459153205	059548e2-64f3-11ea-8ed0-36b1606dc9af
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Options | Put | OEDV 202012 P 1250 | 18 DEC 20 | P | E | 1250.0000000000 | XEUR | Eurex NTA	-75926.36576191126	47.06644241738065		EQ-INDEXVOL2	2020-08-28	-25079.14579258113	-11564.213692658426	18359.815786411535	254.3862948002129	0595521a-64f3-11ea-8ed0-36b1606dc9af
2020-08-28	USD	EQ-INDEXVOL2 | USD | Equities | Miscellaneous | Combined Instruments | EP3 SPX JAN22 IPB_L | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	0915197a-4734-11ea-b560-bbc9543df1c2
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX6E JUL26 C2Y FLOOR - 5112 | 30 JUL 21 | C | E | .0001000000 | XXXX | Internal	-1366211.089379998	0		EQ-INDEXVOL2	2020-08-28	-26673.881671395087	-2737.7338076852084	0	267.71331721903016	15ad74b2-aef8-11ea-8700-3d076c78611f
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OESX 202712 C 4600 | 17 DEC 27 | C | E | 4600.0000000000 | XEUR | Eurex NTA	-135.61740621686417	-0.014169432230712892		EQ-INDEXVOL2	2020-08-28	-825.2076810023505	0.02919236979209927	-75.34936385488854	7.39132904623375	15f8ca14-4e29-11ea-9f90-c69103b1db4c
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX5E JAN24 MB | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	26fb3078-39b6-11e9-aa00-490041a9bcec
2020-08-28	USD	EQ-INDEXVOL2 | USD | Equities | Miscellaneous | Combined Instruments | EP SPX FEB24 ISPB | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	26fe2e54-39b6-11e9-aa00-490041a9bcec
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EP CED FTMIB JAN25 BDT | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	2700f86e-39b6-11e9-aa00-490041a9bcec
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EPC FTMIB FEB24 FID | SEDX | BIT SEDEX	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	2750f4ea-39b6-11e9-aa00-490041a9bcec
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Options | Call | OPT_SX6E JUL26 C2Y CAP - 5112 | 30 JUL 21 | C | E | 8.0823500000 | XXXX | Internal	1366211.089379998	0		EQ-INDEXVOL2	2020-08-28	56005.928161477925	2780.7527378384793	0	-562.4035656542806	2c42b69c-aef8-11ea-8700-3d076c78611f
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Equities | Units | ISH MSCI WRLD MIN VOL GER | XETR | Xetra T7	-43485	0		EQ-INDEXVOL2	2020-08-28	0	0		0	30f9fd0c-ad5b-11e9-a010-dbedd71ff5a9
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Options | Put | MIBO0U18000 | 18 SEP 20 | P | E | 18000.0000000000 | XDMI | Borsa Italiana IDEM	-154.8041595048357	0.033689269429638964		EQ-INDEXVOL2	2020-08-28	-9.20484480192897	-71.61210253151125	21.607625413860166	0.09263295660730364	322fc170-e5a5-11e9-80e0-42d88dbc676c
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX6E JUN22 BDT | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	3410720c-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | BON SX5E OCT20 UBS | ETLX | EuroTLX Equities	-8019.61054974681	-3.5774047240416134		EQ-INDEXVOL2	2020-08-28	2288.595895238595	240.45475072739595		-22.991706912941762	3411a046-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SXDP SEPT20 BDT | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	34124136-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX5E APR22 BDT | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	3414f372-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX5E FEB22 BDT | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	3417df6a-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EP CED SX5E DEC25 BDT | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	34190f8e-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EPC SX6E NOV25 BDT | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	341c0f36-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SD3E NOV24 BDT | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	341c9e42-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	USD	EQ-INDEXVOL2 | USD | Equities | Miscellaneous | Combined Instruments | EP3 DJGT SEP20 BDT | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	341e7064-1f2e-11e9-a2d0-b3645e528b7a
2020-08-28	EUR	EQ-INDEXVOL2 | EUR | Equities | Miscellaneous | Combined Instruments | EP3 SX6E MAR23 BDT | ETLX | EuroTLX Equities	0	0		EQ-INDEXVOL2	2020-08-28	0	0		0	34231812-1f2e-11e9-a2d0-b3645e528b7a
