Bof_20200828
ASK	ATM_STRIKE	ATM_VOLATILITY	BID	CALLPUTBOTH	CURRENCY	CURVE_REF_DATE	CURVE_TYPE	CURVE_TYPE_DETAIL	MATURITY	MATURITY_LABEL	MID	PILLAR	REF_DATE	REQUEST_TYPE	VOLATILITY_GROUP	VOLATILITY_TYPE	F_CALLPUT	INTERP_MODE	POINTS	STRIKE_INTERVAL	UNDERLYING_MKT	VOLATILITY_REF_VALUE	SLOPE_REF	WING_PUT_CURVATURE	WING_CALL_CURVATURE	WING_CUT_OFF_DOWN	WING_CUT_OFF_UP	VCR	SCR	SSR	DOWN.SM	UP.SM	CURVEID	CURVE_NAME	FORWARD_PRICE	SWIM_REF_PRICE	TBRICKS_UNDERLYING_ID	TBRICKS_DIVIDEND_ID
		19.894328272770775		B		2020-08-28	Volatility		2025-12-19	1939		2025-12-19	2020-08-28	Standard		Wing	B					0.1975	-0.028410256	0	0.008	-1	1	0	0	0	0.5	0.5	04bce274-99bd-11e9-9fd0-4534fb7b2373	5_GAS_5_GAS risk fixed expiry	9.821868645905887	10.333725458117522	343e75d0-1f2e-11e9-a2d0-b3645e528b7a	343e75d0-1f2e-11e9-a2d0-b3645e528b7a
		19.963457690878663		B		2020-08-28	Volatility		2026-12-18	2303		2026-12-18	2020-08-28	Standard		Wing	B					0.1975	-0.027692308	0	0.008	-1	1	0	0	0	0.5	0.5	04bce274-99bd-11e9-9fd0-4534fb7b2373	5_GAS_5_GAS risk fixed expiry	9.299487701737457	10.044661063433747	343e75d0-1f2e-11e9-a2d0-b3645e528b7a	343e75d0-1f2e-11e9-a2d0-b3645e528b7a
		34.000719985874895		B		2020-08-28	Volatility		2020-10-16	49		2020-10-16	2020-08-28	Standard		Wing	B					0.3785783836416748	-0.3271812080536911	0.23663964783363306	0.3288590604026846	-0.4692196373291905	0.47240879286746756	0	0	0	0.5	0.5	09f316d6-3b7c-11e9-93b0-dcd608f6e958	KHC.O_KHC.O risk fixed expiry	34.61379851547413	30.192419976444167	5b057cae-1f2e-11e9-a2d0-b3645e528b7a	5b057cae-1f2e-11e9-a2d0-b3645e528b7a
		33.60604954465358		B		2020-08-28	Volatility		2020-12-18	112		2020-12-18	2020-08-28	Standard		Wing	B					0.3706375838926175	-0.2999161073825505	0.09563758389261745	0.2751677852348993	-0.5	0.5	0	0	0	0.5	0.5	09f316d6-3b7c-11e9-93b0-dcd608f6e958	KHC.O_KHC.O risk fixed expiry	34.2327846721915	30.028258344205682	5b057cae-1f2e-11e9-a2d0-b3645e528b7a	5b057cae-1f2e-11e9-a2d0-b3645e528b7a
		32.90598443202678		B		2020-08-28	Volatility		2021-01-15	140		2021-01-15	2020-08-28	Standard		Wing	B					0.3671859785783836	-0.29046005436233135	0.060402684563758385	0.3409058107913128	-0.6370590281241266	0.7802776351701395	0	0	0	0.5	0.5	09f316d6-3b7c-11e9-93b0-dcd608f6e958	KHC.O_KHC.O risk fixed expiry	34.24260792569205	29.118357674804425	5b057cae-1f2e-11e9-a2d0-b3645e528b7a	5b057cae-1f2e-11e9-a2d0-b3645e528b7a
		32.47374415594142		B		2020-08-28	Volatility		2021-12-17	476		2021-12-17	2020-08-28	Standard		Wing	B					0.3404362416107382	-0.14890939597315445	0.05377720870678618	0.0738255033557047	-0.5	0.5	0	0	0	0.5	0.5	09f316d6-3b7c-11e9-93b0-dcd608f6e958	KHC.O_KHC.O risk fixed expiry	32.7176008281416	29.262691259956505	5b057cae-1f2e-11e9-a2d0-b3645e528b7a	5b057cae-1f2e-11e9-a2d0-b3645e528b7a
		32.203760891037966		B		2020-08-28	Volatility		2022-01-21	511		2022-01-21	2020-08-28	Standard		Wing	B					0.3364654333008763	-0.13632550335570492	0.05229981286319315	0.06242590726321132	-0.5	0.4732597021299787	0	0	0	0.5	0.5	09f316d6-3b7c-11e9-93b0-dcd608f6e958	KHC.O_KHC.O risk fixed expiry	32.7248112658184	29.271195012358124	5b057cae-1f2e-11e9-a2d0-b3645e528b7a	5b057cae-1f2e-11e9-a2d0-b3645e528b7a
		27.77995925222066		B		2020-08-28	Volatility		2022-12-16	840		2022-12-16	2020-08-28	Standard		Wing	B					0.28168896321070236	-0.05351170568561869	0.03841229193341869	0.11888660817958589	-0.5	0.5	0	0	0	0.5	0.5	09f316d6-3b7c-11e9-93b0-dcd608f6e958	KHC.O_KHC.O risk fixed expiry	31.18841857813846	28.47173047662221	5b057cae-1f2e-11e9-a2d0-b3645e528b7a	5b057cae-1f2e-11e9-a2d0-b3645e528b7a
		28.29696683733894		B		2020-08-28	Volatility		2023-12-15	1204		2023-12-15	2020-08-28	Standard		Wing	B					0.28453177257525086	-0.030936454849498363	0.02843601895734597	0.11888660817958589	-0.5	0.5	0	0	0	0.5	0.5	09f316d6-3b7c-11e9-93b0-dcd608f6e958	KHC.O_KHC.O risk fixed expiry	29.67345954616165	27.7073634437714	5b057cae-1f2e-11e9-a2d0-b3645e528b7a	5b057cae-1f2e-11e9-a2d0-b3645e528b7a
		28.880196289952586		B		2020-08-28	Volatility		2024-12-20	1575		2024-12-20	2020-08-28	Standard		Wing	B					0.2893553223388306	-0.015	0.0225	0.05	-0.5	0.5	0	0	0	0.5	0.5	09f316d6-3b7c-11e9-93b0-dcd608f6e958	KHC.O_KHC.O risk fixed expiry	28.207265559663785	27.018016288565846	5b057cae-1f2e-11e9-a2d0-b3645e528b7a	5b057cae-1f2e-11e9-a2d0-b3645e528b7a
		19.112839129077983		B		2020-08-28	Volatility		2024-12-20	1575		2024-12-20	2020-08-28	Standard		Wing	B					0.1960021459227467	-0.11216216216216213	0.073104265	0.12402745995423342	-0.49568732	0.5	0	0	0	0.66232496	0.31259732	304d5564-3b43-11e9-93b0-dcd608f6e958	0_EUR_TEL_0_EUR_TEL risk fixed expiry	224.47229511679328	214.4299515176187	7d182300-5151-11e9-b8d0-ec23cf8de3db	7d182300-5151-11e9-b8d0-ec23cf8de3db
		20.029895366218238		B		2020-08-28	Volatility		2020-12-18	112		2020-12-18	2020-08-28	Standard		Wing	B					0.20029895366218237	-0.10134529147982063	0.04185351270553064	0.1883408071748879	-0.49865470852017935	0.29977578475336325	0	0	1	0.5	0.5	2491ed64-445e-11ea-a5a0-11535faa524c	D.N_D.N risk fixed expiry	76.2667913072827	62.40014969832458	5aad8a94-1f2e-11e9-a2d0-b3645e528b7a	5aad8a94-1f2e-11e9-a2d0-b3645e528b7a
		16.823472356935014		B		2020-08-28	Volatility		2021-01-15	140		2021-01-15	2020-08-28	Standard		Wing	B					0.16823472356935013	-0.11793423988991153	0.3729055515199672	0.1883408071748879	-0.3126591165626226	0.29977578475336325	0	0	1	0.5	0.5	2491ed64-445e-11ea-a5a0-11535faa524c	D.N_D.N risk fixed expiry	76.28867517560778	82.1410241143465	5aad8a94-1f2e-11e9-a2d0-b3645e528b7a	5aad8a94-1f2e-11e9-a2d0-b3645e528b7a
		19.590666460703975		B		2020-08-28	Volatility		2020-09-18	21		2020-09-18	2020-08-28	Standard		Wing	B					0.2214999999999999	-0.6060000437983245	-0.10812207132590507	0.9300951267470172	-0.3912016201929911	0.16765128415529984	0	0	0	0.66232496	0.31205585499999994	304d5564-3b43-11e9-93b0-dcd608f6e958	0_EUR_TEL_0_EUR_TEL risk fixed expiry	252.74220909800508	241.52520875793752	7d182300-5151-11e9-b8d0-ec23cf8de3db	7d182300-5151-11e9-b8d0-ec23cf8de3db
		20.355568950727065		B		2020-08-28	Volatility		2021-12-17	476		2021-12-17	2020-08-28	Standard		Wing	B					0.20913247362250878	-0.13040540540540535	0.073582611	0.13999999999999999	-0.49440758	0.5	0	0	0	0.66232496	0.31259732	304d5564-3b43-11e9-93b0-dcd608f6e958	0_EUR_TEL_0_EUR_TEL risk fixed expiry	243.8365749267299	233.12289998106294	7d182300-5151-11e9-b8d0-ec23cf8de3db	7d182300-5151-11e9-b8d0-ec23cf8de3db
		19.44625183435133		B		2020-08-28	Volatility		2023-12-15	1204		2023-12-15	2020-08-28	Standard		Wing	B					0.19935697538100816	-0.11266891891891889	0.073104265	0.13089244851258583	-0.49568732	0.5	0	0	0	0.66232496	0.31259732	304d5564-3b43-11e9-93b0-dcd608f6e958	0_EUR_TEL_0_EUR_TEL risk fixed expiry	230.59253129908518	220.2503698621631	7d182300-5151-11e9-b8d0-ec23cf8de3db	7d182300-5151-11e9-b8d0-ec23cf8de3db
		19.84038866364531		B		2020-08-28	Volatility		2020-12-18	112		2020-12-18	2020-08-28	Standard		Wing	B					0.21319123923426953	-0.3538652144857669	-0.04682458017104033	0.47444944621662477	-0.45202076560542825	0.47451508610700777	0	0	0	0.66232496	0.31259732	304d5564-3b43-11e9-93b0-dcd608f6e958	0_EUR_TEL_0_EUR_TEL risk fixed expiry	251.10898798887982	240.19512610694844	7d182300-5151-11e9-b8d0-ec23cf8de3db	7d182300-5151-11e9-b8d0-ec23cf8de3db
		19.997475307030694		B		2020-08-28	Volatility		2022-12-16	840		2022-12-16	2020-08-28	Standard		Wing	B					0.20490504103165297	-0.11520270270270266	0.073104265	0.13318077803203662	-0.49568732	0.5	0	0	0	0.66232496	0.31259732	304d5564-3b43-11e9-93b0-dcd608f6e958	0_EUR_TEL_0_EUR_TEL risk fixed expiry	237.0437535547644	226.5784120598258	7d182300-5151-11e9-b8d0-ec23cf8de3db	7d182300-5151-11e9-b8d0-ec23cf8de3db
		19.424376845005963		B		2020-08-28	Volatility		2025-12-19	1939		2025-12-19	2020-08-28	Standard		Wing	B					0.19647127784290738	-0.11165540540540536	0.073104265	0.12	-0.49568732	0.5	0	0	0	0.66232496	0.31259732	304d5564-3b43-11e9-93b0-dcd608f6e958	0_EUR_TEL_0_EUR_TEL risk fixed expiry	218.84858666018488	214.4299515176187	7d182300-5151-11e9-b8d0-ec23cf8de3db	7d182300-5151-11e9-b8d0-ec23cf8de3db
		19.63765591359009		B		2020-08-28	Volatility		2026-12-18	2303		2026-12-18	2020-08-28	Standard		Wing	B					0.1960023446658851	-0.11165540540540536	0.073104265	0.12	-0.49568732	0.5	0	0	0	0.66232496	0.31259732	304d5564-3b43-11e9-93b0-dcd608f6e958	0_EUR_TEL_0_EUR_TEL risk fixed expiry	213.71405471274394	214.4299515176187	7d182300-5151-11e9-b8d0-ec23cf8de3db	7d182300-5151-11e9-b8d0-ec23cf8de3db
		46.01484425910775		B		2020-08-28	Volatility		2021-05-21	266		2021-05-21	2020-08-28	Standard		Wing	B					0.3738255033557047	-0.28724832214765095	0.03770491803278689	0.33557046979865773	-0.6576019637731052	0.794273801158793	0	0	0	0.5	0.5	31186134-e343-11e9-b3e0-e489e63ed877	XOM.N_XOM.N risk fixed expiry	38.112295536907965	50.90959837595287	5a993f30-1f2e-11e9-a2d0-b3645e528b7a	5a993f30-1f2e-11e9-a2d0-b3645e528b7a
		48.643317084747856		B		2020-08-28	Volatility		2020-09-18	21		2020-09-18	2020-08-28	Standard		Wing	B					0.3799415774099319	-0.3484138556380499	0.14261744966442952	0.634228187919463	-0.5750468339542419	0.5054968603033676	0	0	0	0.5	0.5	31186134-e343-11e9-b3e0-e489e63ed877	XOM.N_XOM.N risk fixed expiry	40.248894952226415	52.97554046765485	5a993f30-1f2e-11e9-a2d0-b3645e528b7a	5a993f30-1f2e-11e9-a2d0-b3645e528b7a
		47.021193956203156		B		2020-08-28	Volatility		2020-10-16	49		2020-10-16	2020-08-28	Standard		Wing	B					0.37429406037000973	-0.33263422818791943	0.0587248322147651	0.552013422818792	-0.37845352400020954	0.4648649131056748	0	0	0	0.5	0.5	31186134-e343-11e9-b3e0-e489e63ed877	XOM.N_XOM.N risk fixed expiry	40.25523251712921	52.997597118472996	5a993f30-1f2e-11e9-a2d0-b3645e528b7a	5a993f30-1f2e-11e9-a2d0-b3645e528b7a
		46.507147297376775		B		2020-08-28	Volatility		2021-01-15	140		2021-01-15	2020-08-28	Standard		Wing	B					0.37682570593963	-0.3056705848131094	0.033557046979865834	0.42287383771017223	-0.7561494056547561	0.7490933126153084	0	0	0	0.5	0.5	31186134-e343-11e9-b3e0-e489e63ed877	XOM.N_XOM.N risk fixed expiry	39.54910500766574	52.33297562798975	5a993f30-1f2e-11e9-a2d0-b3645e528b7a	5a993f30-1f2e-11e9-a2d0-b3645e528b7a
		45.45606595507309		B		2020-08-28	Volatility		2021-12-17	476		2021-12-17	2020-08-28	Standard		Wing	B					0.3697986577181208	-0.2742622950819673	0.027868852459016394	0.24786885245901638	-0.7329868354947416	0.49351705681577923	0	0	0	0.5	0.5	31186134-e343-11e9-b3e0-e489e63ed877	XOM.N_XOM.N risk fixed expiry	36.67673680540805	49.5041826525366	5a993f30-1f2e-11e9-a2d0-b3645e528b7a	5a993f30-1f2e-11e9-a2d0-b3645e528b7a
		45.361056983432036		B		2020-08-28	Volatility		2022-01-21	511		2022-01-21	2020-08-28	Standard		Wing	B					0.36946308724832216	-0.27264199270572526	0.02622950819672131	0.2439344262295082	-0.75	0.6186310514418982	0	0	0	0.5	0.5	31186134-e343-11e9-b3e0-e489e63ed877	XOM.N_XOM.N risk fixed expiry	36.68481977354232	49.51833611863332	5a993f30-1f2e-11e9-a2d0-b3645e528b7a	5a993f30-1f2e-11e9-a2d0-b3645e528b7a
		45.911960293263235		B		2020-08-28	Volatility		2023-12-15	1204		2023-12-15	2020-08-28	Standard		Wing	B					0.3686241610738255	-0.2537751677852349	0.01721311475409836	0.20065573770491804	-0.75	0.5	0	0	0	0.5	0.5	31186134-e343-11e9-b3e0-e489e63ed877	XOM.N_XOM.N risk fixed expiry	31.167932781247927	44.15716315480399	5a993f30-1f2e-11e9-a2d0-b3645e528b7a	5a993f30-1f2e-11e9-a2d0-b3645e528b7a
		46.35396326181039		B		2020-08-28	Volatility		2024-12-20	1575		2024-12-20	2020-08-28	Standard		Wing	B					0.3679530201342282	-0.24706375838926176	0.014918032786885246	0.17540984	-0.75	0.5	0	0	0	0.5	0.5	31186134-e343-11e9-b3e0-e489e63ed877	XOM.N_XOM.N risk fixed expiry	28.586264207113853	41.72822632715187	5a993f30-1f2e-11e9-a2d0-b3645e528b7a	5a993f30-1f2e-11e9-a2d0-b3645e528b7a
		46.76102249797499		B		2020-08-28	Volatility		2025-12-19	1939		2025-12-19	2020-08-28	Standard		Wing	B					0.3666107382550336	-0.2411912751677852	0.010327868852459017	0.1495081967213115	-0.75	0.5	0	0	0	0.5	0.5	31186134-e343-11e9-b3e0-e489e63ed877	XOM.N_XOM.N risk fixed expiry	26.148656142992937	39.46047523216296	5a993f30-1f2e-11e9-a2d0-b3645e528b7a	5a993f30-1f2e-11e9-a2d0-b3645e528b7a
		47.36894664525775		B		2020-08-28	Volatility		2026-12-18	2303		2026-12-18	2020-08-28	Standard		Wing	B					0.36543624161073823	-0.23699664429530204	0.008032786885245903	0.13245901639344262	-0.75	0.5	0	0	0	0.5	0.5	31186134-e343-11e9-b3e0-e489e63ed877	XOM.N_XOM.N risk fixed expiry	23.750370536087285	37.24465492065944	5a993f30-1f2e-11e9-a2d0-b3645e528b7a	5a993f30-1f2e-11e9-a2d0-b3645e528b7a
		73.5781990521327		B		2020-08-28	Volatility		2024-12-20	1575		2024-12-20	2020-08-28	Standard		Wing	B					0.735781990521327	-0.02736486486486489	0.005924170616113744	0.011848341232227489	-0.9251273344651952	0.5874439461883408	0	0	1	0.5	0.5	3ea5ecbc-e75d-11ea-b7f0-9b329fe26e9b	FORD_FORD risk fixed expiry	5.261815244636097	1.8580969675928616	5b0cdd78-1f2e-11e9-a2d0-b3645e528b7a	5b0cdd78-1f2e-11e9-a2d0-b3645e528b7a
		69.52288218111002		B		2020-08-28	Volatility		2021-01-15	140		2021-01-15	2020-08-28	Standard		Wing	B					0.6952288218111002	-0.4674449988686632	0.05778322313821511	0.38535329841474036	-0.9154708520179373	0.5339559430815968	0	0	1	0.5	0.5	3ea5ecbc-e75d-11ea-b7f0-9b329fe26e9b	FORD_FORD risk fixed expiry	6.792423135292619	6.151787069496438	5b0cdd78-1f2e-11e9-a2d0-b3645e528b7a	5b0cdd78-1f2e-11e9-a2d0-b3645e528b7a
		77.54491017964072		B		2020-08-28	Volatility		2021-12-17	476		2021-12-17	2020-08-28	Standard		Wing	B					0.7754491017964072	-0.08815165876777253	0.008293838862559242	0.0059241706161137445	-0.9251273344651952	0.5605829596412557	0	0	1	0.5	0.5	3ea5ecbc-e75d-11ea-b7f0-9b329fe26e9b	FORD_FORD risk fixed expiry	6.4070775736466254	3.5730157577534287	5b0cdd78-1f2e-11e9-a2d0-b3645e528b7a	5b0cdd78-1f2e-11e9-a2d0-b3645e528b7a
		72.86729857819905		B		2020-08-28	Volatility		2023-12-15	1204		2023-12-15	2020-08-28	Standard		Wing	B					0.7286729857819906	-0.034589041095890394	0.005924170616113744	0	-0.9251273344651952	0.5793871449925262	0	0	1	0.5	0.5	3ea5ecbc-e75d-11ea-b7f0-9b329fe26e9b	FORD_FORD risk fixed expiry	5.636871411616599	2.474895206331207	5b0cdd78-1f2e-11e9-a2d0-b3645e528b7a	5b0cdd78-1f2e-11e9-a2d0-b3645e528b7a
		20.305444113814684		B		2020-08-28	Volatility		2021-06-18	294		2021-06-18	2020-08-28	Standard		Wing	B					0.2535	-0.425	-0.16932901525644498	-0.0837667501184277	-0.5717	0.17984590813648965	0	0	0	1.1096635	0.75449518	43a64e22-3b48-11e9-93b0-dcd608f6e958	S&P500_S&P500 risk fixed expiry	3473.585257905418	3093.0135981501458	7d11f02a-5151-11e9-b8d0-ec23cf8de3db	7d11f02a-5151-11e9-b8d0-ec23cf8de3db
				B		2020-08-28	Volatility		2020-09-18	21		2020-09-18	2020-08-28	Standard		Wing	B					0.24	-1	-0.4692523675709983	2.7556024304345965	-0.54056727	0.2159441466362748	0	0	0	1.2359986	0.98847265	43a64e22-3b48-11e9-93b0-dcd608f6e958	S&P500_S&P500 risk fixed expiry	3488.375	3203.9772352991695	93b981ba-9645-11e9-a180-91725b79faed	93b981ba-9645-11e9-a180-91725b79faed
		17.488632954341917		B		2020-08-28	Volatility		2020-09-18	21		2020-09-18	2020-08-28	Standard		Wing	B					0.24	-1	-0.4692523675709983	2.7556024304345965	-0.54056727	0.2159441466362748	0	0	0	1.2359986	0.98847265	43a64e22-3b48-11e9-93b0-dcd608f6e958	S&P500_S&P500 risk fixed expiry	3488.375	3203.9772352991695	93b981ba-9645-11e9-a180-91725b79faed	7d11f02a-5151-11e9-b8d0-ec23cf8de3db
		17.46032223261256		B		2020-08-28	Volatility		2020-09-18	21		2020-09-18	2020-08-28	Standard		Wing	B					0.24	-1	-0.4692523675709983	2.7556024304345965	-0.54056727	0.2159441466362748	0	0	0	1.2359986	0.98847265	43a64e22-3b48-11e9-93b0-dcd608f6e958	S&P500_S&P500 risk fixed expiry	3490.2394350611753	3203.9772352991695	7d11f02a-5151-11e9-b8d0-ec23cf8de3db	7d11f02a-5151-11e9-b8d0-ec23cf8de3db
		21.380065789514997		B		2020-08-28	Volatility		2020-12-18	112		2020-12-18	2020-08-28	Standard		Wing	B					0.2765	-0.675	-0.24	1.172861924042364	-0.3602	0.21903292366188087	0	0	0	1.2189373	1.2883713	43a64e22-3b48-11e9-93b0-dcd608f6e958	S&P500_S&P500 risk fixed expiry	3488.375	3104.9116135422883	93b981ba-9645-11e9-a180-91725b79faed	93b981ba-9645-11e9-a180-91725b79faed
		21.410900994940942		B		2020-08-28	Volatility		2020-12-18	112		2020-12-18	2020-08-28	Standard		Wing	B					0.2765	-0.675	-0.24	1.172861924042364	-0.3602	0.21903292366188087	0	0	0	1.2189373	1.2883713	43a64e22-3b48-11e9-93b0-dcd608f6e958	S&P500_S&P500 risk fixed expiry	3485.705176203452	3104.9116135422883	7d11f02a-5151-11e9-b8d0-ec23cf8de3db	7d11f02a-5151-11e9-b8d0-ec23cf8de3db
		20.836019474217927		B		2020-08-28	Volatility		2021-03-19	203		2021-03-19	2020-08-28	Standard		Wing	B					0.2605	-0.515	-0.27137430246095684	0.5556852744815624	-0.34994402663364027	0.1827828610854514	0	0	0	2.3170374	1.1174499	43a64e22-3b48-11e9-93b0-dcd608f6e958	S&P500_S&P500 risk fixed expiry	3481.3115848753123	3101.0081860055034	7d11f02a-5151-11e9-b8d0-ec23cf8de3db	7d11f02a-5151-11e9-b8d0-ec23cf8de3db
		20.53316408088941		B		2020-08-28	Volatility		2021-12-17	476		2021-12-17	2020-08-28	Standard		Wing	B					0.24400000000000002	-0.3408163265306122	-0.08893353513280881	0.072153944683565	-0.5337999999999998	0.21314471999999993	0	0	0	1.2591857	1.0552471	43a64e22-3b48-11e9-93b0-dcd608f6e958	S&P500_S&P500 risk fixed expiry	3459.4666654368407	3079.575442606113	7d11f02a-5151-11e9-b8d0-ec23cf8de3db	7d11f02a-5151-11e9-b8d0-ec23cf8de3db
		20.67420091922907		B		2020-08-28	Volatility		2022-12-16	840		2022-12-16	2020-08-28	Standard		Wing	B					0.234	-0.245578231292517	-0.0479609301174609	0.12111910970127107	-0.8887805318153519	0.33248863283070407	0	0	0	0.5	0.57561157	43a64e22-3b48-11e9-93b0-dcd608f6e958	S&P500_S&P500 risk fixed expiry	3435.666403411991	3053.7384472559697	7d11f02a-5151-11e9-b8d0-ec23cf8de3db	7d11f02a-5151-11e9-b8d0-ec23cf8de3db
		20.953493511612592		B		2020-08-28	Volatility		2023-12-15	1204		2023-12-15	2020-08-28	Standard		Wing	B					0.23076335877862597	-0.18707482993197277	-0.04322022354014138	0.0706097325726589	-1.3348385496647217	0.3225911237027862	0	0	0	0.5	0.46122343	43a64e22-3b48-11e9-93b0-dcd608f6e958	S&P500_S&P500 risk fixed expiry	3409.9789979792663	3028.002960252768	7d11f02a-5151-11e9-b8d0-ec23cf8de3db	7d11f02a-5151-11e9-b8d0-ec23cf8de3db
		21.31370063587045		B		2020-08-28	Volatility		2024-12-20	1575		2024-12-20	2020-08-28	Standard		Wing	B					0.22895662368112546	-0.14489795918367343	-0.025510204081632626	0.1001779466383024	-1.3566233656112134	0.45561463496038235	0	0	0	0.5	0.49558801	43a64e22-3b48-11e9-93b0-dcd608f6e958	S&P500_S&P500 risk fixed expiry	3388.2699778930382	3008.247317199519	7d11f02a-5151-11e9-b8d0-ec23cf8de3db	7d11f02a-5151-11e9-b8d0-ec23cf8de3db
